"paper_id","iso_a3"
"doi:10.11733/j.issn.1007-0435.2019.05.011","CHN"
"doi:10.7501/j.issn.0253-2670.2019.16.028","CHN"
"doi:10.11733/j.issn.1007-0435.2019.05.024","CHN"
"doi:10.13995/j.cnki.11-1802/ts.020625","CHN"
"doi:10.18006/2019.7(4).396.402","IND"
"doi:10.1111/ppa.13066","CHN"
"doi:10.1007/s40011-018-0982-0","IND"
"doi:10.7324/japs.2019.90610","IDN"
"doi:10.1007/s12223-018-00673-0","IND"
"doi:10.5958/2249-524x.2019.00013.x","CHN"
"doi:10.5958/2249-524x.2019.00013.x","IND"
"doi:10.1080/10549811.2019.1570467","CHN"
"doi:10.22092/jmpb.2019.119381","IRN"
"doi:10.20884/1.jm.2019.14.1.503","IDN"
"doi:10.13057/biodiv/d200503","MYS"
"doi:10.25260/ea.19.29.1.0.764","ARG"
"doi:10.2478/pfs-2019-0008","USA"
"doi:10.19540/j.cnki.cjcmm.20181226.005","CHN"
"doi:10.19540/j.cnki.cjcmm.20190301.008","CHN"
"doi:10.1007/s40011-017-0924-2","IND"
"doi:10.7324/japs.2019.90302","IDN"
"doi:10.17582/journal.sja/2019/35.1.109.115","NER"
"doi:10.7501/j.issn.0253-2670.2019.04.025","CHN"
"doi:10.13057/biodiv/d200236","IDN"
"doi:10.1007/s42360-018-0086-z","IND"
"doi:10.1016/j.chnaes.2018.06.005","CHN"
"doi:10.1016/j.micres.2018.11.003","ITA"
"doi:10.1016/j.micres.2018.11.003","NER"
"doi:10.3785/j.issn.1008-9209.2018.02.022","CHN"
"doi:10.7324/jabb.2019.70207","MYS"
"doi:10.5658/wood.2019.47.4.459","IDN"
"doi:10.7324/japs.2019.90116","IDN"
"doi:10.5943/sif/4/1/21","IND"
"doi:10.13386/j.issn1002-0306.2019.08.021","NER"
"doi:10.13057/biodiv/d200929","IDN"
"doi:10.11829/j.issn.1001-0629.2018-0440","CHN"
"doi:10.7324/japs.2019.91111","MYS"
"doi:10.21577/0100-4042.20170380","BRA"
"doi:10.4489/kjm.20190015","KOR"
"doi:10.30843/nzpp.2019.72.257","NZL"
"doi:10.4489/kjm.20190036","KOR"
"doi:10.18517/ijaseit.9.4.8781","IDN"
"doi:10.11829/j.issn.1001-0629.2018-0351","CHN"
"doi:10.4489/kjm.20190006","KOR"
"doi:10.16438/j.0513-4870.2018-0952","CHN"
"doi:10.16438/j.0513-4870.2018-0952","MNG"
"doi:10.5943/sif/4/1/29","IND"
"doi:10.19540/j.cnki.cjcmm.20181106.003","CHN"
"doi:10.4489/kjm.20190038","KOR"
"doi:10.4489/kjm.20190014","KOR"
"doi:10.5943/cream/9/1/1","THA"
"doi:10.16768/j.issn.1004-874x.2019.06.007","CHN"
"doi:10.4489/kjm.20190005","KOR"
"doi:10.16333/j.1001-6880.2019.1.005","CHN"
"doi:10.33585/cmy.71205","IND"
"doi:10.15835/nsb11110397","IND"
"doi:10.5943/cream/9/1/20","CHN"
"doi:10.7324/japs.2019.91110","MYS"
"doi:10.22092/botany.2019.125181.1142","IRN"
"doi:10.15835/nsb11310343","IND"
"doi:10.21608/nrmj.2019.28109","TUN"
"doi:10.21608/nrmj.2019.28109","NER"
"doi:10.1134/s0026364819040081","RUS"
"doi:10.5586/am.1123","ISR"
"doi:10.11829/j.issn.1001-0629.2019-0315","IND"
"doi:10.11829/j.issn.1001-0629.2019-0315","USA"
"doi:10.11829/j.issn.1001-0629.2019-0315","AUS"
"doi:10.1177/1934578x1901400133","IDN"
"doi:10.14199/ppp-2019-033","POL"
"doi:10.22207/jpam.13.4.17","EGY"
"doi:10.3923/ajps.2019.33.45","IND"
"doi:10.5943/ajom/2/1/9","THA"
"doi:10.14720/aas.2019.114.1.12","DZA"
"doi:10.11674/zwyf.18497","CHN"
"doi:10.5958/0974-4614.2019.00034.2","IND"
"doi:10.1556/034.61.2019.3-4.5","KOR"
"doi:10.1186/s13568-018-0584-5","CHN"
"doi:10.21829/abm126.2019.1432","MEX"
"doi:10.7324/japs.2018.81204","BRA"
"doi:10.1016/j.btre.2018.e00282","IND"
"doi:10.14720/aas.2019.113.1.16","SVN"
"doi:10.18257/raccefn788","COL"
"doi:10.4489/kjm.20190023","KOR"
"doi:10.22268/ajpp-037.2.200202","SYR"
"doi:10.5943/ajom/2/1/8","RUS"
"doi:10.3114/fuse.2018.02.07","ATA"
"doi:10.3969/j.issn.1673-1689.2019.04.004","CHN"
"doi:10.11646/phytotaxa.385.1.3","OMN"
"doi:10.13057/biodiv/d190607","IDN"
"doi:10.1007/s41207-017-0041-x","NER"
"doi:10.1016/j.fitote.2018.11.004","THA"
"doi:10.1111/efp.12448","BRA"
"doi:10.1016/j.funbio.2018.10.003","GRC"
"doi:10.22159/ajpcr.2018.v11i11.27500","IND"
"doi:10.5530/pj.2018.6.195","MAR"
"doi:10.5530/pj.2018.6.195","NER"
"doi:10.1080/00275514.2018.1526619","ZAF"
"doi:10.13592/j.cnki.ppj.2018.0298","CHN"
"doi:10.1016/j.ijbiomac.2018.07.062","NER"
"doi:10.3389/fmicb.2018.02722","CHN"
"doi:10.7324/japs.2018.8811","IDN"
"doi:10.5958/0974-360x.2018.00667.4","IND"
"doi:10.1177/1934578x1801301017","CAN"
"doi:10.1007/s13659-018-0171-0","CHN"
"doi:10.21577/0103-5053.20180045","BRA"
"doi:10.22159/ajpcr.2018.v11i9.21564","IND"
"doi:10.1007/s00248-018-1153-9","NZL"
"doi:10.4489/kjm.20180034","KOR"
"doi:10.22207/jpam.12.3.62","IDN"
"doi:10.17521/cjpe.2018.0001","CHN"
"doi:10.4489/kjm.20180036a","KOR"
"doi:10.1007/s13596-018-0308-z","IND"
"doi:10.11686/cyxb2017325","CHN"
"doi:10.3724/sp.j.1249.2018.04334","CHN"
"doi:10.4489/kjm.20180012","KOR"
"doi:10.1590/0100-5405/180656","BRA"
"doi:10.1016/j.funbio.2018.04.006","THA"
"doi:10.15407/microbiolj80.04.078","UKR"
"doi:10.1007/s13596-018-0297-y","IND"
"doi:10.1016/j.fitote.2018.04.009","CHN"
"doi:10.1016/j.sajb.2018.05.018","EGY"
"doi:10.4489/kjm.20180015","KOR"
"doi:10.1080/03235408.2018.1503762","AUS"
"doi:10.1080/03235408.2018.1503762","NER"
"doi:10.3389/fmicb.2018.01304","CHN"
"doi:10.1016/j.fitote.2018.02.031","THA"
"doi:10.1128/genomea.00601-18","IND"
"doi:10.1007/s13659-018-0158-x","CHN"
"doi:10.1007/s10482-018-1014-z","NLD"
"doi:10.6041/j.issn.1000-1298.2018.04.036","CHN"
"doi:10.1371/journal.pone.0199466","CHN"
"doi:10.2478/foecol-2018-0006","SVK"
"doi:10.1016/j.phytol.2018.01.010","EGY"
"doi:10.25081/jpc.2018.v46.i1.3527","IND"
"doi:10.22207/jpam.12.2.56","IND"
"doi:10.1080/10286020.2017.1333497","THA"
"doi:10.4489/kjm.20180003","KOR"
"doi:10.22159/ajpcr.2018.v11i3.18921","IND"
"doi:10.22159/ajpcr.2018.v11i3.18921","NER"
"doi:10.6041/j.issn.1000-1298.2018.03.028","CHN"
"doi:10.17503/agrivita.v40i1.1563","IDN"
"doi:10.23960/j.hptt.11857-64","IDN"
"doi:10.13982/j.mfst.1673-9078.2018.2.014","CHN"
"doi:10.1674/0003-0031-179.2.157","USA"
"doi:10.1080/03235408.2018.1440707","IND"
"doi:10.7324/japs.2018.8213","MYS"
"doi:10.1007/s42360-018-0015-1","IND"
"doi:10.7324/japs.2018.8207","IDN"
"doi:10.4489/kjm.20180048","KOR"
"doi:10.21307/pjm-2018-052","CHN"
"doi:10.3923/ajcs.2018.174.179","IND"
"doi:10.1177/1934578x1801300117","CHN"
"doi:10.1371/journal.pone.0191969","SWE"
"doi:10.1371/journal.pone.0191969","ITA"
"doi:10.1371/journal.pone.0191969","CHE"
"doi:10.1371/journal.pone.0191969","DEU"
"doi:10.1264/jsme2.me17144","ZAF"
"doi:10.17503/agrivita.v40i2.989","IDN"
"doi:10.1016/j.toxrep.2018.08.016","BGD"
"doi:10.1080/03235408.2018.1438818","NZL"
"doi:10.5943/cream/8/1/7","IND"
"doi:10.5943/cream/8/2/2","IND"
"doi:10.1080/09583157.2018.1434868","SAU"
"doi:10.5586/am.1111","ZWE"
"doi:10.4489/kjm.20180045","KOR"
"doi:10.4489/kjm.20180047","KOR"
"doi:10.21161/mjm.1461804","MYS"
"doi:10.17581/bp.2018.07106","RUS"
"doi:10.15407/microbiolj80.02.044","UKR"
"doi:10.26452/ijrps.v9i1.1200","NER"
"doi:10.1371/journal.pone.0189993","ITA"
"doi:10.1080/00275514.2018.1499991","USA"
"doi:10.33866/phytopathol.030.02.0444","PAK"
"doi:10.1139/cjb-2017-0117","USA"
"doi:10.1139/cjb-2017-0117","CAN"
"doi:10.5943/cream/8/3/10","THA"
"doi:10.1111/jph.12657","NOR"
"doi:10.1016/j.funbio.2017.10.006","ATA"
"doi:10.37855/jah.2018.v20i03.36","IND"
"doi:10.13292/j.1000-4890.201809.038","CHN"
"doi:10.33585/cmy.70202","CZE"
"doi:10.1093/dnares/dsx031","CHN"
"doi:10.22159/ajpcr.2017.v10i10.19795","IND"
"doi:10.3389/fmicb.2017.02089","CHN"
"doi:10.1080/22311866.2017.1408429","LKA"
"doi:10.17660/actahortic.2017.1176.15","NLD"
"doi:10.11707/j.1001-7488.20171006","CHN"
"doi:10.1016/j.egg.2017.06.004","IND"
"doi:10.5941/myco.2017.45.4.430","KOR"
"doi:10.1016/j.funbio.2017.08.007","CAN"
"doi:10.22207/jpam.11.4.34","IND"
"doi:10.11686/cyxb2017009","CHN"
"doi:10.13057/biodiv/d180413","IDN"
"doi:10.3767/persoonia.2017.39.11","AUS"
"doi:10.1007/s11104-017-3292-z","BLR"
"doi:10.1371/journal.pone.0185903","ESP"
"doi:10.3389/fmicb.2017.01789","CHN"
"doi:10.11707/j.1001-7488.20170910","CHN"
"doi:10.1094/pdis-04-17-0473-pdn","CHN"
"doi:10.1007/s00284-017-1303-1","THA"
"doi:10.1007/s40011-015-0656-0","IND"
"doi:10.7860/jcdr/2017/29434.10681","IND"
"doi:10.2174/1874285801711010179","BRA"
"doi:10.2174/1874285801711010179","PRY"
"doi:10.2174/1874285801711010179","NER"
"doi:10.7324/japs.2017.70919","IND"
"doi:10.7324/japs.2017.70832","IND"
"doi:10.22207/jpam.11.3.46","IND"
"doi:10.1371/journal.pone.0184612","USA"
"doi:10.1094/pdis-01-17-0129-pdn","FRA"
"doi:10.1007/s00248-017-0947-5","ATA"
"doi:10.22207/jpam.11.2.43","IND"
"doi:10.30843/nzpp.2017.70.55","NZL"
"doi:10.30843/nzpp.2017.70.59","NZL"
"doi:10.1094/pdis-12-16-1840-pdn","CHN"
"doi:10.1094/pdis-01-17-0015-pdn","KOR"
"doi:10.4238/gmr16029657","SAU"
"doi:10.1016/j.bcab.2017.08.001","BRA"
"doi:10.17521/cjpe.2016.0270","CHN"
"doi:10.30843/nzpp.2017.70.48","NZL"
"doi:10.1007/s40011-015-0604-z","IND"
"doi:10.1007/s40011-015-0604-z","NER"
"doi:10.22159/ajpcr.2017.v10i4.15507","IND"
"doi:10.22159/ajpcr.2017.v10i4.15507","NER"
"doi:10.1094/pdis-10-16-1542-pdn","NLD"
"doi:10.1590/0100-5405/2175","COL"
"doi:10.1094/pdis-09-16-1244-pdn","CHN"
"doi:10.22159/ajpcr.2017.v10i4.14718","IND"
"doi:10.1016/j.funbio.2016.07.015","ZAF"
"doi:10.7324/japs.2017.70405","BRA"
"doi:10.3389/fmicb.2017.00903","CHN"
"doi:10.7324/japs.2017.70431","IDN"
"doi:10.13592/j.cnki.ppj.2016.0387","CHN"
"doi:10.1007/s11515-016-1441-z","IND"
"doi:10.11686/cyxb2016271","CHN"
"doi:10.22159/ajpcr.2017.v10i3.16697","IND"
"doi:10.22159/ajpcr.2017.v10i4.16382","IND"
"doi:10.22159/ajpcr.2017.v10i4.16631","IND"
"doi:10.13287/j.1001-9332.201702.016","CHN"
"doi:10.22207/jpam.11.1.74","NER"
"doi:10.22207/jpam.11.1.37","IND"
"doi:10.14393/bj-v33n2-34494","BRA"
"doi:10.1007/s10658-016-1018-3","TUN"
"doi:10.1094/pdis-09-16-1374-pdn","NLD"
"doi:10.1016/j.gdata.2016.12.015","CHL"
"doi:10.22159/ajpcr.2017.v10i3.16125","IND"
"doi:10.5846/stxb201605050851","CHN"
"doi:10.33866/phytopathol.029.01.0254","PAK"
"doi:10.5530/pj.2017.3.69","PHL"
"doi:10.22159/ajpcr.2017.v10i6.18106","IND"
"doi:10.9734/arrb/2017/34656","IDN"
"doi:10.15517/rbt.v65i3.25903","MEX"
"doi:10.1590/1678-4324-2016160485","IND"
"doi:10.15407/microbiolj79.01.046","UKR"
"doi:10.1590/0102-33062016abb0296","BRA"
"doi:10.1139/cjm-2016-0740","CAN"
"doi:10.14499/indonesianjpharm28iss1pp19","IDN"
"doi:10.22159/ajpcr.2017.v10i7.18909","IND"
"doi:10.22159/ajpcr.2017.v10i7.18909","NER"
"doi:10.33866/phytopathol.029.02.0405","PAK"
"doi:10.22159/ajpcr.2017.v10i9.19501","IND"
"doi:10.24838/ip.2017.v70.i2.70617","IND"
"doi:10.11598/btb.2017.24.1.453","IDN"
"doi:10.1080/00275514.2017.1387432","JPN"
"doi:10.1007/s13205-016-0439-1","SAU"
"doi:10.22159/ajpcr.2017.v10i7.17734","IND"
"doi:10.1080/17429145.2017.1333635","CHN"
"doi:10.4067/s0718-95162017005000007","CHL"
"doi:10.1111/lam.12673","CHN"
"doi:10.15389/agrobiology.2017.5.917eng","RUS"
"doi:10.1564/v28_apr_05","NZL"
"doi:10.1564/v28_apr_05","USA"
"doi:10.1094/pdis-01-16-0109-pdn","CHN"
"doi:10.5846/stxb201605311040","CHN"
"doi:10.1186/s12866-017-1138-8","CHN"
"doi:10.1186/s12864-016-3127-y","CHN"
"doi:10.1080/21501203.2016.1258439","CHN"
"doi:10.1094/pdis-02-16-0212-pdn","NLD"
"doi:10.4238/gmr15049016","BRA"
"doi:10.1177/1934578x1601101223","BGD"
"doi:10.1055/s-0042-111008","NGA"
"doi:10.1099/ijsem.0.001359","CHN"
"doi:10.1590/0100-5405/2148","BRA"
"doi:10.1094/pdis-10-15-1136-pdn","BRA"
"doi:10.1016/j.myc.2016.06.003","THA"
"doi:10.1038/srep31508","PNG"
"doi:10.1038/srep31508","AUS"
"doi:10.4268/cjcmm20161609","CHN"
"doi:10.17521/cjpe.2015.0417","CHN"
"doi:10.1094/pdis-01-16-0029-pdn","NLD"
"doi:10.23960/j.hptt.216115-123","IDN"
"doi:10.1556/abot.58.2016.3-4.2","COL"
"doi:10.1007/s10658-016-0910-1","PRT"
"doi:10.1007/s40011-014-0471-z","IND"
"doi:10.11707/j.1001-7488.20160610","CHN"
"doi:10.11707/j.1001-7488.20160711","CHN"
"doi:10.1007/s13659-016-0094-6","CHN"
"doi:10.1016/j.gdata.2016.03.006","USA"
"doi:10.13287/j.1001-9332.201607.014","CHN"
"doi:10.1094/pdis-01-16-0034-pdn","NLD"
"doi:10.15517/rbt.v64i2.18584","IND"
"doi:10.1007/s10530-015-1012-2","CHN"
"doi:10.1016/j.jgeb.2015.12.003","IND"
"doi:10.13057/biodiv/d170149","IDN"
"doi:10.13057/biodiv/d170149","PNG"
"doi:10.1099/ijsem.0.001023","AUS"
"doi:10.3103/s0096392516020024","RUS"
"doi:10.4268/cjcmm20160712","CHN"
"doi:10.1016/j.micres.2016.03.002","ARG"
"doi:10.1590/0001-3765201620140378","BRA"
"doi:10.1515/jppr-2016-0020","VEN"
"doi:10.11686/cyxb2015214","CHN"
"doi:10.1038/ja.2015.109","CHN"
"doi:10.1007/s40011-014-0321-z","IND"
"doi:10.1007/s11104-015-2736-6","ITA"
"doi:10.1007/s40003-015-0191-5","IND"
"doi:10.1111/jam.12985","BRA"
"doi:10.1038/srep22028","CHN"
"doi:10.21307/jofnem-2017-006","USA"
"doi:10.5846/stxb201501290233","CHN"
"doi:10.1590/0100-5405/2099","BRA"
"doi:10.1128/genomea.00477-16","IND"
"doi:10.1371/journal.pbio.1002352","KOR"
"doi:10.1371/journal.pbio.1002352","DEU"
"doi:10.7324/japs.2016.601030","IND"
"doi:10.3923/rjss.2016.5.13","EGY"
"doi:10.22159/ijpps.2016v8i11.9733","IND"
"doi:10.22159/ijpps.2016v8i11.9733","NER"
"doi:10.22159/ijpps.2016.v8i9.11466","IND"
"doi:10.22159/ijpps.2016.v8i9.11466","NER"
"doi:10.2989/20702620.2015.1092345","NZL"
"doi:10.2989/20702620.2015.1092345","AUS"
"doi:10.7314/apjcp.2016.17.2.615","IDN"
"doi:10.22207/jpam.10.4.34","NER"
"doi:10.17957/ijab/15.0065","MYS"
"doi:10.1080/21501203.2015.1136708","LKA"
"doi:10.1360/n972015-00878","CHN"
"doi:10.7324/japs.2016.600101","LKA"
"doi:10.1515/ffp-2016-0011","CHE"
"doi:10.3390/jof1030384","ECU"
"doi:10.12905/0380.sydowia67-2015-0147","BRA"
"doi:10.5604/17331331.1215617","POL"
"doi:10.4454/jpp.v98i4sup.3773","CHE"
"doi:10.4454/jpp.v98i4sup.3773","ITA"
"doi:10.4454/jpp.v98i4sup.3773","FRA"
"doi:10.15407/microbiolj78.05.075","UKR"
"doi:10.17576/mjas-2016-2004-07","MYS"
"doi:10.12657/denbio.075.010","POL"
"doi:10.3852/15-255","SVN"
"doi:10.3923/pjbs.2016.299.305","TWN"
"doi:10.15517/lank.v16i2.26007","COL"
"doi:10.1002/med.21335","ATA"
"doi:10.1128/genomea.01768-15","CAN"
"doi:10.1094/phyto-12-15-0316-r","USA"
"doi:10.12657/denbio.075.011","IND"
"doi:10.12657/denbio.075.011","FRA"
"doi:10.12657/denbio.075.011","ITA"
"doi:10.12657/denbio.075.011","CHE"
"doi:10.12657/denbio.075.011","NZL"
"doi:10.12657/denbio.075.011","AUS"
"doi:10.30843/nzpp.2016.69.5917","NZL"
"doi:10.1139/cjb-2015-0246","TWN"
"doi:10.1094/pdis-05-15-0589-pdn","NLD"
"doi:10.7324/japs.2016.601019","IND"
"doi:10.4268/cjcmm20160109","CHN"
"doi:10.5604/17331331.1215611","IND"
"doi:10.1093/aobpla/plw062","ATA"
"doi:10.12905/0380.sydowia67-2015-0133","IND"
"doi:10.1071/an14495","NZL"
"doi:10.11669/cpj.2015.19.004","CHN"
"doi:10.1177/1934578x1501001005","CAN"
"doi:10.1080/21501203.2015.1113207","IND"
"doi:10.1016/j.hjb.2015.10.005","IDN"
"doi:10.1177/1934578x1501001007","ESP"
"doi:10.11646/phytotaxa.233.1.1","THA"
"doi:10.7226/jtfm.21.3.138","IDN"
"doi:10.4268/cjcmm20152009","CHN"
"doi:10.1007/s10482-015-0519-y","ATA"
"doi:10.4238/2015.august.19.3","USA"
"doi:10.7501/j.issn.0253-2670.2015.14.021","CHN"
"doi:10.1371/journal.pone.0131974","CHN"
"doi:10.1016/j.phytochem.2015.07.009","CAN"
"doi:10.1007/s11033-015-3884-8","IND"
"doi:10.1590/s1517-838246420140024","CHN"
"doi:10.5846/stxb201401200153","CHN"
"doi:10.3724/sp.j.1145.2015.02004","CHN"
"doi:10.1177/1934578x1501001003","CAN"
"doi:10.1007/bf03356555","DZA"
"doi:10.1007/s12601-015-0040-2","MYS"
"doi:10.1080/03235408.2015.1091134","TZA"
"doi:10.11669/cpj.2015.07.003","CHN"
"doi:10.1055/s-0035-1550042","IND"
"doi:10.1556/038.50.2015.1.5","EGY"
"doi:10.1556/038.50.2015.1.5","NER"
"doi:10.1007/s40011-014-0310-2","IND"
"doi:10.3892/ol.2014.2722","CHN"
"doi:10.15666/aeer/1303_877891","IND"
"doi:10.15666/aeer/1303_877891","NER"
"doi:10.1347/j.cnki.acta.snus.2015.01.017","CHN"
"doi:10.4103/0973-8258.150929","NGA"
"doi:10.4103/0973-8258.150929","NER"
"doi:10.11669/cpj.2015.01.005","CHN"
"doi:10.1007/s40011-013-0184-8","IND"
"doi:10.3389/fmicb.2015.00984","USA"
"doi:10.3389/fmicb.2015.00984","DEU"
"doi:10.3389/fmicb.2015.00984","ITA"
"doi:10.3389/fmicb.2015.00984","IND"
"doi:10.3389/fmicb.2015.00984","SWE"
"doi:10.1039/c4ra13136c","CHN"
"doi:10.1515/jppr-2015-0011","DZA"
"doi:10.7324/japs.2015.501105","IND"
"doi:10.30843/nzpp.2015.68.5816","NLD"
"doi:10.3923/pjbs.2015.42.45","IDN"
"doi:10.5846/stxb201402100229","CHN"
"doi:10.1080/14786419.2014.919579","PAK"
"doi:10.1080/03235408.2014.882109","IND"
"doi:10.1080/21580103.2014.957352","DZA"
"doi:10.11646/phytotaxa.202.2.1","CHE"
"doi:10.11646/phytotaxa.202.2.1","NOR"
"doi:10.11646/phytotaxa.202.2.1","FIN"
"doi:10.31055/1851.2372.v50.n4.12907","ARG"
"doi:10.5846/stxb201403200490","CHN"
"doi:10.5846/stxb201403200490","MNG"
"doi:10.1099/ijs.0.067702-0","THA"
"doi:10.1021/jf504581y","FRA"
"doi:10.30843/nzpp.2015.68.5808","NZL"
"doi:10.1007/s11033-014-3750-0","IRN"
"doi:10.1155/2014/173125","IND"
"doi:10.14601/phytopathol_mediterr-14712","CHE"
"doi:10.3923/ajcs.2015.87.112","EGY"
"doi:10.1186/s13568-014-0026-y","BRA"
"doi:10.4268/cjcmm20141705","CHN"
"doi:10.12905/0380.sydowia66(1)2014-0001","URY"
"doi:10.12905/0380.sydowia66(1)2014-0115","BRA"
"doi:10.1007/s11274-014-1695-z","ATA"
"doi:10.13005/bbra/1424","IND"
"doi:10.12905/0380.sydowia66(1)2014-0055","PAK"
"doi:10.2478/jppr-2014-0035","EGY"
"doi:10.2478/jppr-2014-0035","NER"
"doi:10.3188/szf.2014.0173","CHE"
"doi:10.4268/cjcmm20141605","CHN"
"doi:10.17660/actahortic.2014.1057.22","ITA"
"doi:10.1038/srep05783","CHN"
"doi:10.1007/s40011-013-0185-7","IND"
"doi:10.1021/jf503015m","FRA"
"doi:10.1021/jf503015m","USA"
"doi:10.1021/jf503015m","AUS"
"doi:10.1021/jf503015m","NZL"
"doi:10.1177/1934578x1400900723","JPN"
"doi:10.1371/journal.pone.0104946","BRA"
"doi:10.1177/1934578x1400901022","CAN"
"doi:10.1016/j.foreco.2013.11.031","ITA"
"doi:10.3844/ajabssp.2014.167.173","JOR"
"doi:10.1021/np4005745","MAR"
"doi:10.4268/cjcmm20140209","CHN"
"doi:10.1016/j.micres.2013.06.014","DZA"
"doi:10.1094/pdis-07-13-0798-pdn","IND"
"doi:10.1080/03235408.2013.813678","IND"
"doi:10.1080/03235408.2013.813678","NER"
"doi:10.1038/ja.2014.58","IND"
"doi:10.17660/actahortic.2014.1030.15","ECU"
"doi:10.1073/pnas.1402584111","USA"
"doi:10.1016/j.tetlet.2013.11.060","MYS"
"doi:10.3923/rjss.2014.14.20","IND"
"doi:10.5846/stxb201303200468","CHN"
"doi:10.1002/hlca.201400062","CHN"
"doi:10.15446/abc.v19n2.39154","COL"
"doi:10.17113/ftb.52.04.14.3743","BRA"
"doi:10.4268/cjcmm20140315","CHN"
"doi:10.3923/rjss.2014.63.74","EGY"
"doi:10.5829/idosi.wasj.2014.32.02.14520","EGY"
"doi:10.22146/ijc.21241","IDN"
"doi:10.1080/21501203.2014.892905","LKA"
"doi:10.5530/pj.2014.4.2","BRA"
"doi:10.5941/myco.2014.42.2.147","KOR"
"doi:10.3329/dujps.v13i1.21862","BGD"
"doi:10.13057/biodiv/dl50104","OMN"
"doi:10.7320/flmedit24.071","ITA"
"doi:10.1007/s11676-014-0510-x","CHN"
"doi:10.3389/fmicb.2014.00776","USA"
"doi:10.3923/jm.2014.163.176","IND"
"doi:10.1016/j.jtusci.2013.09.002","SAU"
"doi:10.1016/j.jtusci.2013.09.002","NER"
"doi:10.1016/j.cropro.2013.09.012","CHN"
"doi:10.1111/mec.12765","ARG"
"doi:10.1007/s10482-014-0220-6","CHN"
"doi:10.4454/jpp.v96i1sup.3144","USA"
"doi:10.4454/jpp.v96i1sup.3144","JPN"
"doi:10.5846/stxb201303080377","CHN"
"doi:10.1080/09583157.2014.904502","CHN"
"doi:10.5846/stxb201303050350","CHN"
"doi:10.1016/j.funbio.2014.07.002","FRA"
"doi:10.1016/j.funbio.2014.07.002","GBR"
"doi:10.1007/s11104-013-1864-0","DZA"
"doi:10.31055/1851.2372.v49.n2.7836","ARG"
"doi:10.11646/phytotaxa.175.4.3","JPN"
"doi:10.5846/stxb201211061548","CHN"
"doi:10.5846/stxb201305121025","CHN"
"doi:10.11144/javeriana.sc19-3.vcmd","COL"
"doi:10.1186/s12866-014-0332-1","BRA"
"doi:10.1186/s40064-015-1037-0","BRA"
"doi:10.1111/1758-2229.12304","TUN"
"doi:10.1007/s10482-015-0498-z","CHN"
"doi:10.3389/fmicb.2015.00440","PAK"
"doi:10.3389/fmicb.2015.00440","AUT"
"doi:10.3389/fmicb.2015.00255","IND"
"doi:10.1007/s11274-015-1853-y","CHN"
"doi:10.1007/s10482-015-0435-1","CHN"
"doi:10.1099/ijs.0.000203","THA"
"doi:10.1016/j.micres.2015.02.001","IND"
"doi:10.1094/pdis-05-14-0515-pdn","CHN"
"doi:10.3389/fpls.2015.00046","PAK"
"doi:10.1094/pdis-07-14-0755-pdn","CHN"
"doi:10.1094/pdis-09-14-0947-pdn","ZAF"
"doi:10.1094/pdis-09-14-0954-pdn","CHN"
"doi:10.1094/pdis-06-14-0625-pdn","USA"
"doi:10.1371/journal.pone.0115455","USA"
"doi:10.1002/jobm.201300173","IND"
