"code","iso","country","NUE.raw.1961","NUE.raw.1962","NUE.raw.1963","NUE.raw.1964","NUE.raw.1965","NUE.raw.1966","NUE.raw.1967","NUE.raw.1968","NUE.raw.1969","NUE.raw.1970","NUE.raw.1971","NUE.raw.1972","NUE.raw.1973","NUE.raw.1974","NUE.raw.1975","NUE.raw.1976","NUE.raw.1977","NUE.raw.1978","NUE.raw.1979","NUE.raw.1980","NUE.raw.1981","NUE.raw.1982","NUE.raw.1983","NUE.raw.1984","NUE.raw.1985","NUE.raw.1986","NUE.raw.1987","NUE.raw.1988","NUE.raw.1989","NUE.raw.1990","NUE.raw.1991","NUE.raw.1992","NUE.raw.1993","NUE.raw.1994","NUE.raw.1995","NUE.raw.1996","NUE.raw.1997","NUE.raw.1998","NUE.raw.1999","NUE.raw.2000","NUE.raw.2001","NUE.raw.2002","NUE.raw.2003","NUE.raw.2004","NUE.raw.2005","NUE.raw.2006","NUE.raw.2007","NUE.raw.2008","NUE.raw.2009","NUE.raw.2010","NUE.raw.2011","NUE.raw.2012","NUE.raw.2013","NUE.raw.2014","NUE.raw.2015","NUE.raw.2016","NUE.raw.2017","NUE.raw.2018","NUE.raw.2019","NUE.raw.2020","NUE.raw.2021"
36,"AUS","Australia",0.539434864671712,0.355821889907759,0.505873219998745,0.311086876893876,0.705928203351665,0.148036202904652,0.940589565786733,0.367292626039113,0.662018071414045,0.76534196244986,0.669169228577872,0.907764260887344,0.777827917530513,0.830653101411224,0.715032749591584,0.844980992423084,0.897598120450589,0.464969584931114,0.654940857315486,0.947914232297266,0.619210355014771,0.94445454747067,0.514648202692955,0.740528254092707,0.826345435198669,0.893785792575466,0.919719442862695,0.966871551898923,0.937176022219178,0.937157820709453,0.899665145964897,0.799498573457767,0.829549914707969,0.897499665024951,0.601582880355515,0.745390553593856,0.897477234413182,0.746156149195496,0.754160719777317,0.877392173796156,0.773295529589941,0.882233606202064,0.538053742483305,0.86522662325426,0.835034748367506,0.994715048490792,0.553506355177027,0.699408021181055,0.843126814310369,0.764257777148208,0.829828355601552,0.928971200203277,0.751190886567928,0.719306654797705,0.707933246142594,0.615625852195255,0.796459595042306,0.701156445889515,0.58858951519315,0.489162128671915,0.755274548319145
40,"AUT","Austria",0.348333711836673,0.323524714056895,0.326943114980844,0.337998450083019,0.255039632686765,0.330231631866611,0.334183433690703,0.325605096952602,0.326636999622946,0.295547340820503,0.303622520731293,0.293576663128473,0.322221514340481,0.344773927553744,0.328776184524775,0.34051905330853,0.329827307420223,0.338318809021835,0.284884656941745,0.346257200476068,0.316541727949898,0.378023805295652,0.359468281884653,0.370059522926127,0.367207976261319,0.36842287088639,0.380977931861828,0.405455278080378,0.416530685798465,0.419836350246344,0.420298561427759,0.402183503245864,0.40400313493579,0.427895266337023,0.42521325368706,0.395697257566663,0.444725606986673,0.44337339878707,0.465273865519554,0.421692526693953,0.46410823855742,0.459383377248071,0.451849611779765,0.555826443746209,0.510279415743597,0.477684539240465,0.495889569121494,0.566561735196584,0.578895810345257,0.519245096285452,0.574689907541284,0.507775658711926,0.488568121236023,0.57328354462956,0.472239393019431,0.555418485187425,0.499556266877029,0.494973920677546,0.55577376895469,0.557566974911532,0.566433252476862
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.706256605086084,0.791402573620742,0.739805439027918,0.682771790022584,0.931790335029984,0.773255841902097,0.824050488969752,0.848911496320162,0.396313437727313,0.535263001485884,0.680212628545879,0.917944950777761,0.718424990132092,0.5685746758033,0.783868397333461,0.773636900465849,0.96105215824154,0.599883443438163,0.840945665213447,0.846729989037281,0.758617149400778,0.72348882075585,0.83409811685299,0.733741451654847,0.812924958514844,0.868969950765624,0.736710543653767,0.621772003741769,0.490766682217693,0.564174189355095
44,"BHS","Bahamas",0.1860812989458,0.18763607972541,0.191325824391644,0.192444417323829,0.187165510140606,0.228964653977338,0.243326216328644,0.207798648258058,0.194093291658133,0.249465907275711,0.157241720910455,0.262907591845104,0.210575109469625,0.275133487636639,0.328687437700615,0.32623635205493,0.268648747325207,0.309709685625154,0.341563388540933,0.289145872348606,0.323855039520344,0.366226649842494,0.326907677662134,0.387273395275986,0.369968634371202,0.341179943139236,0.340552426213534,0.384060384526885,0.420188764911745,0.431192751076277,0.410378898913849,0.343776121801613,0.473685074342332,0.567639490414578,0.32010437316073,0.266007541641084,0.300785874515781,0.247382237595641,0.414687785381017,0.46017135993594,0.372446061148845,0.309662768766503,0.276033929399583,0.278158994925552,0.271952938053581,0.289389805425308,0.293201960118964,0.28976631501472,0.278458748134936,0.349367356551928,0.345260458325755,0.339285232748446,0.391328453056033,0.389846118452618,0.364430796159992,0.262808491731082,0.226105459213901,0.200240539170821,0.370479062590278,0.420052910893606,0.420477292296578
48,"BHR","Bahrain",0.700710582353486,0.691741488537442,0.697354984233147,0.716738339763645,0.732589013667624,0.908767650038246,0.909040703620372,0.913826457748833,0.925009952229299,0.943465534620454,0.906905847179336,0.97565693727571,0.849303057553957,0.891392357981775,0.945564840540222,0.807322920006718,0.663871518563814,0.67347561680579,0.709274040467006,0.616350493847597,0.190800582071837,0.357995138216919,0.206953447714214,0.158619609390183,0.226932672927735,0.0724982126640002,0.283361360874848,0.25098914442611,0.219844831214026,0.12686385246337,0.126662942965308,0.138536377203104,0.183852982240079,0.214376850634104,0.24261567380632,0.246588336087143,0.239793424712045,0.160992997439924,0.38334876504592,0.338009146659493,0.334822310112325,0.0481093866108897,0.0469642824546352,0.0474683421921606,0.0414823610824579,0.0707202188799331,0.0901833429319435,0.0432853882046624,0.0772649801389213,0.039395141323387,0.0522703363728547,0.0555587906618195,0.0553413501018032,0.0542293666153218,0.0537912482020028,0.295773581260989,0.272696543501994,0.263121418042231,0.243927410773346,0.257550274080104,0.264780447446278
50,"BGD","Bangladesh",0.505549080320387,0.463849551218122,0.509679191049074,0.494887403131829,0.491318886524515,0.458977778078613,0.489096740555828,0.48837962941324,0.47679892303461,0.453753918323506,0.455202376697641,0.401105776484057,0.449678980385812,0.469268647115903,0.452013604369493,0.41403687001012,0.40881576129631,0.399708680122327,0.377234913622841,0.429985676685384,0.434616113961948,0.414349740550286,0.416186721057058,0.394447301274799,0.411760311993836,0.378692137595736,0.359066494865214,0.339807277925385,0.336558297867134,0.35049422515307,0.324532930448816,0.327547935319016,0.322386276004489,0.286294619781915,0.26826042677759,0.275012126796242,0.294198800581821,0.307855829147108,0.322518713163519,0.34713787137727,0.324426567780137,0.326291551271795,0.341627148918061,0.317464163722886,0.346129437723618,0.335501827648005,0.346247135541787,0.359022102804138,0.374226117024436,0.378451846224701,0.38879853624507,0.405552926094884,0.416083841849092,0.391250570684899,0.390903680756532,0.404669316230815,0.417915084872951,0.401304187029028,0.40034638538074,0.396262747554555,0.381816224897636
52,"BRB","Barbados",0.571132664394933,0.953733105327463,0.698515762905592,0.965202421498996,0.609722678785982,0.671164468745874,0.523301501392105,0.592009141254692,0.479480373803926,0.54843262476787,0.399574302957291,0.837813744204144,0.907272660809121,0.785804383811732,0.774967182861269,0.977850415803663,0.680312446322927,0.949258266292438,0.827900801832305,0.720651250222881,0.969401081239564,0.809870814325968,0.816746979714519,0.94078600077696,0.96378460657393,0.913218439451265,0.802201407977037,0.798356547349594,0.6250045532674,0.712068807261826,0.69318715417108,0.670471825759589,0.577932839467849,0.581312171010887,0.40167323177746,0.563286283334779,0.594847007630213,0.50584323610611,0.586679118515419,0.618661872725308,0.506456244509151,0.824372452551381,0.699150664618895,0.335520233056435,0.622160959140013,0.507348215004754,0.517536908295283,0.398861662073962,0.689923817024014,0.52090394491531,0.486240169524701,0.384836911583023,0.271431903284869,0.316116319653703,0.272730813992422,0.217719675512513,0.261884115685877,0.357694971076474,0.24586860307684,0.253773727035749,0.261430464039456
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.300122077571519,0.344381010559197,0.298744912839475,0.284375682797503,0.292941554418413,0.293324539543284,0.242531809945754,0.196036196168489,0.260018745962164,0.265378892071657,0.320108918802917,0.284691427343938,0.319572941168817,0.269554852698513,0.229634307724935,0.27917466725748,0.305626344400302,0.288557635663084,0.243374772940264,0.245075611396016,0.294081172955518,0.256118908006962,0.348032215958097,0.309887778296645,0.314537048659052,0.323714828600432,0.25760363751994,0.30033465358558,0.319116017832187,0.309902887972072
56,"BEL","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238848364603007,0.220188864013244,0.250782792832298,0.249858151528133,0.281765251505096,0.267897467020731,0.263630213124969,0.262371975143355,0.287104760164333,0.287964321778799,0.260705952753554,0.263897096358848,0.260914383977262,0.269289088535725,0.282585808887963,0.266830865172193,0.221629241366243,0.276594164744549,0.238813866177566,0.271241251958254,0.253481592900138,0.252739941389572
84,"BLZ","Belize",0.641230431307946,0.911886842931754,0.962540623286045,0.561307655428814,0.636787432498773,0.375006317819361,0.399857596605759,0.539670280845164,0.94069960155858,0.861232665116358,0.187279548423106,0.48472355920144,0.303871817253777,0.161981415543277,0.528740010800266,0.445730664177664,0,0,0.167138433066278,0.18460171750074,0,0,0.0390703153080978,0.29902170071682,0.546529703692892,0.82231172426691,0.900869574780865,0.97835504663365,0.866663706269381,0.602325291735207,0.595813662109186,0.589263476648241,0.625208776735352,0.37764938111295,0.554333654841739,0.34683254908456,0.358494894743477,0.623478318819975,0.717214335653707,0.792662782207636,0.647164864662093,0.466615843159286,0.303290163070202,0.412193418954504,0.827244582978897,0.348502234569392,0.247991402792131,0.176721693468207,0.903092158692833,0.331527512002554,0.869370874707899,0.874465712802674,0.507230465216676,0.441147530422929,0.376496087861844,0.404051912456228,0.531174519720996,0.453599270144868,0.439440487633057,0.413546668860348,0.480344571435708
204,"BEN","Benin",0.713374532600724,0.675877002509168,0.632614235761275,0.681231869042686,0.644839061095468,0.634883823520144,0.631832282708294,0.645032972182859,0.606129707468986,0.610836926877524,0.602413357808684,0.625214324626545,0.696335903778069,0.636411521364886,0.594550225391913,0.578948634379247,0.586408929052336,0.618480694056197,0.625218581524624,0.570462218980507,0.554559588590564,0.583096801263698,0.549326995589479,0.709198280196608,0.67564297701284,0.747883600454868,0.603520251591468,0.847871057184807,0.885854869704717,0.799351148457799,0.882230243567052,0.828911236875082,0.972703794508476,0.939520556301086,0.908390792569251,0.986485135315291,0.96501343554065,0.943283916793011,0.816741650424257,0.931934706774148,0.943000043324011,0.964273155636824,0.645306591532587,0.552659703667719,0.851905558430306,0.730767713169628,0.8188606892376,0.756318133864729,0.908929464477082,0.898126029476444,0.762500574533606,0.869243839867492,0.747561404987776,0.852017747728713,0.811396660887556,0.863009220159027,0.530235159848249,0.916036641759274,0.808724057771549,0.907066661005034,0.919299584730438
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",0.722786523184972,0.72744143118041,0.732065840541539,0.733846449334089,0.73539119155438,0.739567642388959,0.74381328329675,0.75074121782416,0.75302418923487,0.741374992173314,0.734407300090819,0.735841732817492,0.740326045005286,0.73815259340939,0.731746750041139,0.720442940070857,0.722201197205165,0.725462417942016,0.726334897724254,0.716126225350898,0.729957027436329,0.719379592824698,0.696139329355246,0.723089183254232,0.648222147903228,0.619472426869811,0.562304845517255,0.454070889783449,0.458035505332486,0.530900972878425,0.481158352627517,0.513426391652654,0.567850917856481,0.605769991076169,0.610112148587852,0.633841287043885,0.653211159717017,0.648501086332474,0.582645359016103,0.414300389656394,0.436171548554966,0.402710505330931,0.4282728708005,0.541549059943549,0.72758929662363,0.739355853321741,0.717884797623215,0.639170028154538,0.509744428796289,0.604706587650244,0.70270995851992,0.647600284294138,0.663686353523905,0.653222940962099,0.64721263748113,0.672537767985694,0.710906793376438,0.447982252496631,0.474186808701521,0.5007998699068,0.398641768562076
68,"BOL","Bolivia",0.707166205289417,0.695970668106891,0.764461181416123,0.764993924577449,0.751624266144814,0.726954508688255,0.690958929383315,0.756814888460014,0.726776460173727,0.730184551868626,0.660873902298239,0.706147133693648,0.879706098613612,0.783964210953467,0.803772070626003,0.804952505360008,0.746509386331298,0.74565322710879,0.702697881634304,0.648712068908834,0.666427611643293,0.668286698252023,0.48432182257067,0.650031306977715,0.697600724309642,0.67449608822731,0.611025356801238,0.593154387436507,0.571442302255894,0.759481538330349,0.7502452705893,0.670198230361531,0.753505296690187,0.710108512698787,0.724807093957336,0.700231062261912,0.662734740962735,0.673753442597693,0.616132684097822,0.663055281868035,0.668716585863145,0.678985136122732,0.705746370256663,0.642622661429672,0.612995147502068,0.635287628608455,0.605914536904518,0.624199968275399,0.706482320942883,0.568068362979425,0.570551661668616,0.655083067011786,0.680999667095949,0.660674423941502,0.687535609523075,0.689896477288156,0.645228009003097,0.702408423281127,0.695232419236206,0.678353561152158,0.719271102154346
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487429850388791,0.477032347215463,0.458219714668954,0.451194040059136,0.560719976021833,0.661459558902176,0.44877336305728,0.399739272304318,0.30544681223245,0.392717834769538,0.444688205247831,0.331985692078555,0.421827947305075,0.360338213442105,0.402115085330121,0.340653550319267,0.384843201008891,0.331091423717003,0.26996726233421,0.249085016508912,0.194562839359025,0.25492547674105,0.196332433233803,0.209807051692897,0.314247118906688,0.235983844042574,0.359630113329219,0.410205539468321,0.415157014535681,0.432307017199146
72,"BWA","Botswana",0.305513659598572,0.169377882776465,0.177699007053047,0.18536258516489,0.171007607614034,0.209047698188466,0.248365566413814,0.213601853307183,0.265210740439382,0.148733534681861,0.349818988329588,0.281056730992792,0.191339156167023,0.335829546890538,0.240050063836418,0.342355219476208,0.257745939093777,0.201358062227627,0.169913178028024,0.227695066876985,0.23803013200638,0.171693760864099,0.165852543776959,0.152158460882339,0.189120356061074,0.186918478522875,0.180408874542414,0.343240914563517,0.272434984112305,0.229095966042944,0.230737717203409,0.188031187372917,0.255771753240133,0.252139166935744,0.192157859078591,0.233078040988234,0.150643116178351,0.11309210543372,0.121270739750214,0.120017042673587,0.11932096500709,0.145162777343143,0.130786803129601,0.102506852013084,0.10297281133263,0.0979687961575072,0.0810570064353477,0.0853455662867671,0.0817792864239557,0.0669588876972668,0.155479623560487,0.0722877571384388,0.0426410031573305,0.0619502041201667,0.0934423331860362,0.109249537151481,0.138564643889462,0.133233619053098,0.127315094051324,0.198379519530044,0.15864077932174
76,"BRA","Brazil",0.705888106126393,0.73362390670554,0.703411295309575,0.698165903169224,0.747254505863525,0.701998546511628,0.713011596938448,0.693145820498018,0.677320382002008,0.63838396935071,0.642504138645118,0.59202992902859,0.60112235390216,0.590714977717497,0.558571261737825,0.548950520181869,0.546777346270404,0.501767715321497,0.504860917156423,0.531207403342123,0.57324844537448,0.596947758519858,0.633032598107207,0.609666910444784,0.657109238678063,0.61241481578093,0.66341515803207,0.671958272780977,0.660784571722841,0.63261469755231,0.640403102400691,0.679749701233373,0.625893969926826,0.648274511534515,0.66952862088796,0.680945471639917,0.671935952141671,0.656514886149727,0.658151667487699,0.644391630205902,0.703637146961836,0.669477192719647,0.687182598743738,0.653525521116421,0.649640138498048,0.680260062017009,0.703086978527906,0.771077771838964,0.764989742647958,0.752328014341038,0.745371641722733,0.73348075452252,0.739281374003122,0.710096924486897,0.757819964883927,0.710897963489617,0.744673316195373,0.738694378648819,0.740739663072705,0.710874654472757,0.67227817102691
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",0.222682899478404,0.237747744663901,0.21819235972428,0.217710660586479,0.205606513449449,0.196632944742279,0.235260757499092,0.220053862584077,0.240768368837186,0.224304084583951,0.189875277782174,0.213672612312322,0.281450262544118,0.352535335318542,0.321209610427882,0.257236819101861,0.197352306339436,0.1992559905853,0.202507708185721,0.148705893205381,0.117283943489582,0.104494448931597,0.124667707073608,0.110509500185674,0.0610820473724336,0.06170711554802,0.0479127093636757,0.0641710145101763,0.0811263194560753,0.0700019746171935,0.0699159600310446,0.0599951037953884,0.0628177563986882,0.0655622231869449,0.0704904103675646,0.0758532773266012,0.05908385284183,0.0499671981997445,0.0420528929745841,0.0427296089529568,0.0382400160199421,0.043554144178416,0.0384090355450974,0.0348365331334137,0.0341825985660845,0.0278553496012937,0.0239793611879053,0.0264163378702971,0.0268361909092339,0.0239988774506436,0.0288582310445761,0.0260163595408142,0.0246268543235408,0.0267971903644657,0.0271268660601454,0.027237513974647,0.0280976886764653,0.0255895164496744,0.0274692266772234,0.0266019623739562,0.0244971068136616
100,"BGR","Bulgaria",0.405252332393144,0.424920944253312,0.393647844222766,0.362787033734563,0.315319206516738,0.344730936440718,0.307191780821918,0.223969723373512,0.253010812980624,0.275592171046651,0.311521205525383,0.324541938143533,0.307519887052428,0.278929104300729,0.278160927551586,0.30659730004716,0.281855722112161,0.275254883926899,0.269706705511334,0.241242729213969,0.243603198216128,0.27912111167087,0.216114746183174,0.280584223826487,0.176437281473794,0.261224976016182,0.235808669067447,0.224374512539727,0.283850115761676,0.27015292715287,0.327395953438366,0.416915113821977,0.418875215195805,0.445749609611935,0.674195267433925,0.323339956946514,0.521442610568959,0.530211727182711,0.557924878855757,0.428202135017479,0.535394287949355,0.519582023410965,0.315034906961846,0.617305957620697,0.548261662071724,0.587499788002646,0.360890335910841,0.709226207930147,0.523838521292888,0.625721293032656,0.544015912111822,0.5454485837733,0.632366734019286,0.575204682006243,0.529227151385117,0.493143149437295,0.54579437346892,0.556341898635185,0.57572348058358,0.434763236789062,0.599663553643626
