"code","iso","country","NTI.raw.1961","NTI.raw.1962","NTI.raw.1963","NTI.raw.1964","NTI.raw.1965","NTI.raw.1966","NTI.raw.1967","NTI.raw.1968","NTI.raw.1969","NTI.raw.1970","NTI.raw.1971","NTI.raw.1972","NTI.raw.1973","NTI.raw.1974","NTI.raw.1975","NTI.raw.1976","NTI.raw.1977","NTI.raw.1978","NTI.raw.1979","NTI.raw.1980","NTI.raw.1981","NTI.raw.1982","NTI.raw.1983","NTI.raw.1984","NTI.raw.1985","NTI.raw.1986","NTI.raw.1987","NTI.raw.1988","NTI.raw.1989","NTI.raw.1990","NTI.raw.1991","NTI.raw.1992","NTI.raw.1993","NTI.raw.1994","NTI.raw.1995","NTI.raw.1996","NTI.raw.1997","NTI.raw.1998","NTI.raw.1999","NTI.raw.2000","NTI.raw.2001","NTI.raw.2002","NTI.raw.2003","NTI.raw.2004","NTI.raw.2005","NTI.raw.2006","NTI.raw.2007","NTI.raw.2008","NTI.raw.2009","NTI.raw.2010","NTI.raw.2011","NTI.raw.2012","NTI.raw.2013","NTI.raw.2014","NTI.raw.2015","NTI.raw.2016","NTI.raw.2017","NTI.raw.2018","NTI.raw.2019","NTI.raw.2020","NTI.raw.2021"
348,"HUN","Hungary",55.18,64.2464,63.0593,71.1703,75.28,74.4108,85.0812,98.013,103.7751,113.0075,118.0607,120.779,132.8097,148.4614,147.4457,142.5965,157.3945,157.8372,158.296,153.0611,158.6086,176.1015,173.0171,175.9536,160.3111,164.3109,169.6623,176.9079,163.4216,117.9808,96.6199,69.7957,80.2937,80.6893,78.9153,94.7855,89.3718,88.9645,97.8315,99.3232,103.6625,99.5108,97.3658,102.1073,93.3275,97.5277,97.4958,88.6628,84.8108,88.7899,94.8194,98.7094,105.2419,105.2999,107.5601,116.7723,123.2755,125.4834,124.0422,139.2481,136.8719
352,"ISL","Iceland",105.2745,114.8094,118.6991,120.4373,122.1563,126.3725,132.5743,136.5675,134.1615,135.5077,144.2317,148.5338,152.7021,148.2709,156.3576,154.5507,154.1492,159.5965,157.6232,146.9283,149.8901,144.3385,146.5964,138.4778,134.6346,131.6442,120.0698,121.5245,124.6932,128.2121,123.9309,113.8132,122.5326,116.3246,107.6623,119.9544,121.3767,129.8723,138.2958,133.3439,117.0053,128.1474,125.152,122.3367,122.4361,129.4936,140.0617,144.8011,117.0719,117.8079,122.9492,126.8385,99.7459,115.5886,116.0136,107.0703,120.8714,113.3648,103.5102,109.6434,115.5723
356,"IND","India",34.5924,34.3561,34.6728,35.2165,36.1392,36.3852,37.4598,39.8406,39.4431,41.5599,43.5098,42.7161,42.7726,42.8131,47.0083,48.4031,51.1998,53.5073,55.1726,55.1248,58.8866,59.3018,64.6201,68.9664,71.1107,76.8145,71.0232,81.863,83.1172,85.2657,89.6266,91.7159,94.6601,99.2981,102.8393,106.3341,110.3896,112.9009,113.1828,107.8155,109.5354,104.4725,110.0087,114.2839,121.5781,127.2787,134.3104,136.9078,138.886,147.5033,152.6344,149.8298,152.1649,151.9043,152.2627,151.0221,156.4343,160.2654,166.0161,175.8785,173.4721
360,"IDN","Indonesia",21.8456,22.91,22.0383,22.6162,23.1192,24.2862,23.1892,27.3836,25.8478,28.6597,29.5748,33.2017,35.4914,35.8907,36.3238,36.039,42.1604,46.8,50.4194,61.1297,68.0986,70.5582,71.8551,85.2001,81.8664,84.4428,83.8628,87.6549,86.1381,89.8686,96.332,106.5148,98.9705,103.5907,109.8333,117.2914,102.6733,97.7122,86.3993,83.7585,80.2159,86.007,81.8,86.4563,88.3112,89.6963,86.277,89.7545,100.3556,93.9057,94.4025,96.6385,91.5809,94.1472,96.4324,91.2516,92.2749,96.4866,90.8463,93.532,95.7468
364,"IRN","Iran",10.9935,11.0845,10.9408,11.2039,11.4777,12.4959,13.6104,14.1461,14.4749,15.4311,17.2454,17.9553,20.8944,22.9943,23.6274,25.2576,28.5644,26.6197,32.0773,37.6212,44.3024,48.7842,55.312,47.9232,46.2917,50.5933,48.919,47.82,61.3492,52.8006,54.9275,65.2561,49.348,52.504,53.9538,58.0806,67.1496,69.2182,68.2963,75.5078,72.2658,75.3888,78.4825,84.4233,80.2583,92.9362,82.8943,94.2589,89.059,87.0105,71.7294,76.5303,71.2889,74.1609,63.6045,72.8423,72.3043,76.6166,78.9787,82.2548,82.2855
368,"IRQ","Iraq",4.879,5.0266,5.0944,5.1348,5.3097,5.873,6.5891,7.2788,7.6359,8.0548,8.5974,9.2678,8.8544,9.7365,10.4444,12.7372,16.1355,15.7149,19.4648,18.0536,17.6675,18.7181,16.275,26.2314,28.7589,30.861,34.0121,36.6866,34.4007,32.9563,21.5325,29.1426,44.8102,51.4386,51.2656,54.2152,59.4657,61.6041,63.6918,63.0395,97.4243,117.3485,18.196,19.3607,36.0629,39.3842,31.2099,43.9722,50.8321,36.3723,39.1229,42.9884,46.7846,37.2153,32.1073,43.0269,41.8057,44.8309,46.6146,33.992,32.2112
372,"IRL","Ireland",73.3704,75.351,80.0672,82.851,89.8474,111.2461,112.4842,116.6771,123.7478,127.1689,134.547,154.9424,168.973,181.2903,195.435,192.0272,212.1126,226.0975,214.0209,212.1251,216.3248,231.19,256.855,248.5218,250.9556,294.5324,294.1447,311.2393,333.2972,349.0525,342.6275,346.2706,367.4366,388.3069,388.8643,366.7314,353.6984,364.9927,341.1405,300.0817,287.2134,285.5881,279.6618,273.2975,285.5108,292.3466,280.0235,262.906,308.7766,306.7643,273.0022,288.7247,293.756,296.8894,313.1815,320.1697,338.6485,341.1891,330.7441,340.5283,347.7843
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",63.7478,59.5914,62.4506,64.5136,69.4104,68.826,77.9174,76.6094,82.2959,87.1239,91.3387,94.7144,84.1388,90.2731,104.8661,106.6166,112.3803,111.5483,108.0564,118.5721,121.7101,129.179,140.6801,151.5207,145.2559,138.1581,142.9238,129.723,131.9284,132.7491,117.5758,123.3377,125.8075,138.1258,141.3592,177.3316,170.2454,171.0367,133.8798,138.8233,135.6916,135.7624,146.7951,172.8201,158.5698,161.2449,170.1931,155.0062,145.1451,138.6616,156.3425,153.6997,160.6026,151.1367,150.8736,156.0507,135.9309,134.0478,128.1243,127.5472,132.3116
380,"ITA","Italy",61.4156,63.5504,63.9784,65.0036,70.7278,72.0752,73.2164,75.7533,81.4251,85.0949,100.9327,106.5848,107.122,104.9415,109.0961,108.0451,116.7061,136.0011,140.8448,134.0558,130.906,132.1633,132.4808,138.3002,142.4165,141.6875,147.2534,139.165,129.1024,133.8193,134.0276,134.8098,134.1246,133.201,133.8115,135.3395,131.9324,130.6711,128.4743,125.7481,121.6694,127.1594,127.3021,126.2371,123.0444,130.0962,132.7833,117.938,114.5822,113.015,116.3494,117.8713,125.1567,123.1257,128.3611,127.4471,126.578,128.6713,124.2343,124.2073,121.0192
388,"JAM","Jamaica",49.1042,47.2383,50.128,61.2427,54.0386,47.7795,70.3892,69.9151,70.2233,71.416,75.588,90.6174,69.2047,74.838,62.5534,67.4517,55.9641,64.7869,67.3519,78.5859,83.485,55.4638,73.2363,84.0307,71.1091,72.4569,97.1497,114.5472,115.2162,80.1206,76.6965,55.8687,55.87,65.1548,64.7475,66.9239,71.0996,70.6163,74.3195,77.6348,72.6518,70.3716,76.4334,78.2278,69.0171,60.4368,58.0336,62.2205,62.6604,69.8487,69.752,79.7569,72.3248,72.9107,60.7196,62.6735,64.9125,78.0054,69.7805,64.4401,64.6903
392,"JPN","Japan",128.3268,130.4453,135.9489,132.4472,138.6407,146.2395,154.2454,145.7167,146.6604,138.7955,137.7093,147.2832,164.3934,145.0885,138.509,149.1399,150.5998,153.5137,162.9342,138.3049,143.5872,150.5907,153.7941,155.1981,153.2592,156.2929,153.4168,149.7964,151.1875,147.3618,141.8982,142.0779,146.0638,143.9889,135.8958,133.4831,131.8719,129.1526,130.4324,132.9525,133.0939,132.6773,134.0981,132.11,132.8503,132.2337,135.1929,122.8007,117.4816,124.9318,120.6898,120.6748,121.6593,122.2018,117.0488,120.8221,123.0122,119.9377,118.5571,118.8992,118.9344
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",10.7341,13.4111,10.6242,20.9383,25.242,12.5295,20.3731,15.1567,18.1772,13.5864,18.4199,20.0678,16.2601,24.9528,15.838,23.3496,14.2245,20.2643,26.9445,26.7141,19.6818,32.1642,37.0855,38.8455,43.6112,27.5397,30.1982,48.5154,42.8653,44.9072,82.0948,41.9909,35.2243,28.3828,31.528,35.3889,57.4252,69.2782,62.0029,48.7737,50.5833,53.2624,58.1718,32.4268,59.8938,33.4392,48.8179,52.6653,46.0485,58.9623,59.776,51.5626,73.1181,63.0758,88.1083,67.4462,74.0712,72.3082,70.5368,62.2979,78.5858
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7292,15.3009,14.1741,12.3051,11.5025,8.5665,7.817,8.223,8.5455,9.185,9.4607,9.669,9.9266,9.8987,10.6227,10.8653,10.8141,10.986,11.2218,11.9606,12.5025,11.062,12.3799,12.9721,13.8228,15.4893,15.5887,13.8666,15.4815,15.8938
404,"KEN","Kenya",14.1642,14.3338,15.3576,16.4141,17.3655,17.248,17.4541,17.5267,19.2563,21.1324,20.7536,22.2516,22.338,22.1948,22.2427,22.2335,23.3941,23.9836,22.5581,20.53,24.242,25.6728,27.9102,26.3867,26.8051,29.2202,28.7253,31.5147,31.5793,32.0378,32.0306,31.7264,29.8043,30.813,28.2837,31.9645,29.9541,31.1881,30.822,34.3725,34.6896,32.7861,35.575,35.0526,35.3046,38.0268,39.6263,35.8672,36.9295,38.8738,40.2713,45.6668,53.1299,50.6184,48.122,48.8897,54.508,46.7343,52.1766,60.0768,54.0763
296,"KIR","Kiribati",4.4066,4.4336,4.2127,4.6341,4.7109,4.5386,4.9439,4.9452,4.9974,5.0557,5.1569,5.1672,5.265,5.3431,5.2694,5.3502,5.3766,5.4449,5.4606,5.5149,5.5762,5.6281,5.6864,5.7818,5.8821,5.9996,6.068,6.1627,6.1233,6.3259,6.262,6.3629,6.6969,6.723,6.8201,6.9795,6.8048,7.2917,7.4503,8.1403,8.52,9.2192,9.5587,9.4972,9.5657,9.9751,10.4376,10.6475,11.0147,11.1952,11.5412,11.5299,11.4106,11.5324,11.6321,11.8955,12.0218,11.8534,11.8939,12.0142,12.1476
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",328.003,328.214,355.2123,382.3072,409.2991,386.2971,440.0073,493.7712,521.3749,550.3863,566.439,660.8636,652.4661,660.3741,690.1485,647.2164,622.4097,695.3035,937.1191,1164.8896,817.9861,877.0827,1018.0933,739.2049,924.4087,700.3923,864.3957,738.1803,710.7665,561.6463,316.0586,373.8992,485.8743,549.4032,559.8109,713.5926,591.8525,605.5021,580.5662,314.3606,331.3365,303.4057,311.7542,329.7068,363.0788,351.0714,324.3895,367.2532,378.3719,309.4925,365.63,446.46,483.5218,525.8274,682.7792,753.6889,591.8691,633.0144,631.4872,716.6095,691.7167
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.9066,51.3578,47.2169,41.4453,42.0449,40.7983,43.2949,42.8672,44.0956,37.8073,32.1545,40.7925,37.9334,40.1835,40.7443,40.8837,41.4449,55.3224,56.7326,56.049,58.456,63.7224,64.0489,53.4584,53.6932,70.1295,73.68,81.5759,76.5018,78.8309
418,"LAO","Laos",48.0276,47.9783,49.6338,65.3433,67.8488,70.9867,75.2657,63.4977,62.3071,60.5361,59.4286,55.7013,52.9227,51.4347,49.5968,43.8023,46.0815,47.4378,52.0373,61.9867,63.203,58.7546,58.7483,59.2047,59.591,59.535,58.5723,57.2978,60.8471,65.126,63.8422,68.189,67.1546,67.6591,69.0183,69.9069,73.1132,69.234,68.0147,66.806,67.3122,66.8493,63.7091,65.4568,63.9458,61.952,62.5759,61.3991,63.285,64.2707,61.5216,75.1559,69.7601,76.165,77.4964,77.8915,80.7315,89.3194,100.1879,105.5387,108.4466
428,"LVA","Latvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.8862,56.0355,43.9618,41.5132,41.9739,42.917,53.5372,56.6438,50.8326,56.7518,53.6718,59.5514,55.8788,54.954,53.1387,60.0312,61.6559,58.7568,58.6877,63.8786,68.5718,68.2407,70.5906,83.3936,93.0519,88.2714,86.037,89.8915,95.7771,92.0363
422,"LBN","Lebanon",41.1763,33.8198,49.1676,52.4093,47.2729,52.5962,54.4799,54.8619,62.7437,71.6586,100.5012,111.7049,126.4826,70.2364,34.2795,65.5013,55.936,59.6786,68.7477,68.6699,76.9731,93.2355,78.127,80.0828,64.3527,61.514,60.0136,65.7389,76.518,65.3791,72.1725,79.8568,93.6837,68.9961,118.3586,106.8282,104.0943,105.8478,120.7406,126.7064,150.8825,115.4201,130.9132,132.1205,81.1625,77.8894,92.5535,81.1755,125.7576,127.3092,128.5242,138.6401,132.1057,113.9208,124.5426,125.4176,132.6659,113.3093,113.1583,102.5897,74.3487
426,"LSO","Lesotho",11.2881,10.8294,10.5901,10.5108,11.1878,11.179,11.6655,11.2209,11.5135,12.1214,12.636,11.968,13.0833,14.6777,15.5072,15.2545,19.298,16.7315,16.4905,16.7594,15.3446,17.0077,15.3298,15.23,13.6765,15.0158,15.4695,16.2665,17.5517,16.6756,15.3384,14.2393,15.6175,16.8253,19.6644,21.1149,21.2744,20.6343,23.9419,28.8705,33.3537,33.1431,30.4121,29.9421,29.9607,28.1253,31.3454,23.217,23.2278,24.2551,23.5712,24.1637,24.3291,21.7783,26.4904,17.3077,15.1681,18.5295,17.4318,15.8042,16.8792
430,"LBR","Liberia",12.9948,13.5478,14.7517,15.7718,16.1161,12.8259,13.4263,13.1719,14.1356,15.1148,14.8215,17.2025,17.4437,16.7212,19.7225,22.7233,23.0707,19.224,23.7948,18.9542,20.8425,18.6545,20.0443,19.1325,20.4841,20.3672,22.1579,23.1306,20.7306,18.0421,16.0136,16.4974,13.5079,13.4749,14.4913,16.4675,22.3078,26.1735,23.1811,22.5206,22.3702,21.5823,21.3409,21.6907,21.8529,23.3039,24.5499,25.7631,29.212,30.1236,29.1205,28.748,29.0358,29.0869,29.7666,33.2347,32.0803,32.5639,33.1583,34.2104,26.4953
434,"LBY","Libya",3.3778,3.7018,3.2266,3.1748,3.3759,3.9855,4.4295,4.7936,4.3772,4.9431,6.3227,6.1096,6.4302,8.0867,10.962,10.2443,11.7415,10.5718,15.206,15.72,18.6544,22.062,21.3918,20.3666,18.2803,20.0311,22.8939,19.9567,19.385,21.3118,21.8909,17.8663,21.7474,17.3954,20.1154,13.5336,16.5614,19.0476,27.2213,21.1803,20.7392,21.2379,18.0853,21.3238,23.4271,23.1526,23.3982,23.284,23.4198,23.527,23.6033,23.8218,22.7562,16.548,17.9357,13.3972,23.598,15.3643,15.0297,14.5903,15.5728
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.7131,51.7182,50.7184,42.9049,56.6172,56.9193,57.5889,57.5787,59.3822,96.3037,104.5078,112.2255,108.9972,94.0991,96.8245,103.2473,96.3302,95.5811,95.6265,95.1398,94.242,94.147,97.3878,111.9718,117.4545,122.6952,113.9188,111.5239,118.6123,109.3201
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.6122,140.3174,139.1826,137.2802,158.566,146.8972,144.6573,138.6112,138.1284,139.9382,142.312,144.5369,137.8514,138.0979,134.7848,137.7601,144.2563,143.9337,132.2622,136.1467,131.1029,133.9579
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",22.4237,23.4638,24.0312,24.0711,23.6856,25.8458,26.2018,26.4354,27.2022,27.1856,26.5034,27.4464,26.0743,26.12,23.5897,23.813,23.443,23.3294,24.4874,25.9652,26.6811,26.536,26.3994,25.2895,26.1647,26.8039,25.6003,25.1139,24.6781,24.8686,26.2638,26.279,27.1584,26.6638,27.9626,28.5057,28.0723,26.8527,25.4734,23.0122,22.8975,21.9144,23.0791,22.9041,27.4795,26.561,27.0053,28.0741,28.0247,28.3148,28.9759,31.7439,27.8473,31.4486,30.7665,31.4461,34.7788,35.4484,36.0711,35.7024,33.2189
454,"MWI","Malawi",25.1183,25.1828,25.427,25.2839,24.3705,23.3715,26.3524,25.1636,26.019,27.9637,28.884,28.6383,28.6593,26.1902,29.417,33.2066,30.7555,33.5734,30.5248,37.0864,37.3954,35.1134,32.6715,31.63,28.4991,32.915,37.6436,34.8181,32.4906,30.0316,36.9602,38.692,37.3124,23.225,30.3156,35.0715,38.1368,35.6248,33.1818,34.5427,30.1589,44.7238,47.1433,48.9271,44.4606,51.9743,56.7747,59.4193,54.4378,64.5941,65.3052,61.9427,64.3825,79.7567,76.4657,65.2148,78.715,87.1625,88.0992,133.3595,129.8485
458,"MYS","Malaysia",21.4029,21.8235,20.446,22.7363,24.6517,26.0065,25.4739,25.4882,28.6692,31.0412,32.7672,34.8316,43.0623,31.7554,33.6114,35.3926,37.2715,38.046,44.3421,44.7067,41.2574,42.7526,46.8391,57.7597,55.8208,49.9348,49.3993,51.8679,55.7934,54.9277,51.8221,58.7642,59.606,57.614,58.2536,54.3604,69.0408,77.7507,68.4613,67.4529,65.2362,73.8616,82.329,100.9612,101.4339,104.761,107.3033,108.6739,96.5768,103.4919,104.9179,98.5883,93.8036,91.1127,80.372,82.8391,80.0043,71.0786,66.2971,65.9672,70.6384
462,"MDV","Maldives",7.8941,7.9923,8.0904,8.1885,8.2866,8.4228,8.5376,8.6423,8.74,8.8275,7.7857,7.9019,7.6813,7.7616,8.3442,8.5716,9.2064,9.6801,9.9661,10.1364,10.2611,10.2807,10.7398,11.313,11.4037,11.8748,12.5276,13.3638,13.8773,12.7459,14.6163,15.2232,15.6434,16.0555,17.4861,18.3048,18.7435,18.6777,18.5625,18.2471,17.9562,17.8778,18.6494,19.8677,22.3162,38.9023,61.8862,30.093,43.5416,41.5957,32.0437,77.1082,68.0728,58.0637,62.3324,82.925,84.9558,95.477,63.3677,65.5151,72.6171
466,"MLI","Mali",17.9926,18.8892,19.2483,18.6667,19.7872,18.133,18.9832,20.3208,21.2123,25.9363,24.6323,23.1691,22.39,22.2481,21.9076,21.7296,23.5003,19.1902,21.8999,21.4537,20.1503,21.2321,18.1521,24.1178,20.2477,19.7308,20.5376,23.8755,22.884,26.7276,25.7756,23.9004,19.2457,20.7768,18.4876,14.543,17.7077,16.2692,18.8598,16.5049,16.9545,23.3904,20.5047,23.2791,23.6522,25.9069,21.6239,27.4453,26.1575,26.6577,25.8459,26.361,28.0422,28.5259,30.0258,33.289,35.5671,34.4206,37.1434,34.5619,32.2987
470,"MLT","Malta",81.772,87.85,97.1355,102.036,104.8552,96.4477,109.818,115.5251,132.7272,135.3137,137.5225,141.9635,119.7152,111.855,122.5281,138.1675,159.4945,158.2892,155.0963,184.4653,136.9584,136.4336,173.1635,194.9413,203.2925,202.835,212.2454,207.1436,207.4406,213.3392,212.8124,223.8997,221.4987,217.4722,277.4418,237.3638,265.7818,340.1366,275.9508,311.0293,289.1751,273.1772,262.462,253.0445,289.5934,296.5305,288.2877,274.7405,249.1636,228.8801,200.1943,209.1526,212.9154,216.3168,216.7677,204.9619,199.0404,191.1088,189.3288,220.6887,227.7479
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",22.3902,22.7583,23.1312,23.5118,24.0429,24.7948,25.4797,26.2555,24.3469,25.6805,28.0033,25.012,25.1849,26.2734,33.3239,32.0991,40.2581,42.3738,37.4527,33.248,32.2929,29.449,24.7072,23.0123,28.1012,24.2744,24.0406,26.3913,25.557,29.3038,31.6693,34.63,30.0972,28.5485,29.1157,32.8976,26.439,28.5611,30.9803,32.1575,33.0088,30.4786,31.1435,30.5989,31.6798,31.893,30.0966,30.0262,31.4902,34.7272,33.3421,34.9499,36.8594,37.2341,37.4078,38.9224,41.2641,41.7845,42.8891,43.6306,44.3707
480,"MUS","Mauritius",130.9727,143.8161,143.5398,131.1855,124.206,123.0443,123.6134,113.5088,113.3773,110.0654,112.8539,156.3149,131.7385,107.8323,120.2738,108.4972,129.9148,124.0211,117.1327,121.6329,115.658,119.325,127.5496,127.6646,130.395,120.4185,146.5795,131.4154,139.3557,137.6482,139.2527,141.081,130.2884,152.8722,160.8713,169.4569,158.0776,163.5737,177.3166,193.7992,139.4428,150.3118,139.6918,168.0394,170.5929,169.5362,175.9909,166.6429,166.3345,156.818,178.5627,173.7332,151.0474,176.3986,151.7167,167.6605,162.6928,173.8102,158.1376,144.4018,147.2444
484,"MEX","Mexico",19.369,19.6679,22.3383,24.769,27.972,30.0182,31.4932,34.8676,37.3334,39.9211,41.2913,45.1679,48.7365,52.8134,59.2437,61.9101,62.652,60.8083,66.6055,68.6326,81.35,83.7893,79.1453,83.5326,86.3832,87.4566,87.382,77.5692,78.1095,76.4671,67.5978,68.4194,67.9185,67.8191,61.6467,66.9022,66.3707,71.6344,69.8026,71.4397,71.1685,62.9494,63.1881,60.0731,63.928,61.2922,64.4314,58.9888,61.8543,64.4444,69.0962,71.6933,81.7623,81.3842,73.1452,87.3187,90.7126,90.1984,87.4738,91.8275,90.2972
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.053,2.0548,2.0565,2.0544,136.8382,137.7997,137.6934,137.768,137.9238,137.6304,137.6784,137.65,138.1782,137.8132,137.7893,137.9138,141.7543,141.1429,178.4078,177.3747,186.9127,187.4446,192.023,193.8352,195.1804,197.4838,197.4875,197.2875,199.8872,202.1077,205.4552
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5555,64.2308,62.49,60.7067,59.1897,31.5246,28.57,26.7378,25.365,31.5607,28.4738,27.6205,28.499,29.3397,30.0512,28.6419,27.2943,25.6296,28.6819,30.2831,29.6376,39.5696,43.1474,42.4773,50.4092,52.6522,66.0844,57.1371,56.9424,53.9756
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",109.4024,85.9157,88.6632,81.4769,82.6729,84.4856,88.4096,91.7481,90.8772,94.375,96.2354,96.6955,98.5865,98.6585,98.3977,90.4936,77.1129,72.9182,75.4078,76.0686,74.4686,74.0364,73.5383,71.3958,70.3911,72.8407,73.4956,71.3831,70.5499,75.5727,76.6796,75.974,68.1625,68.6077,74.8926,78.1253,85.8591,81.258,94.7884,95.8439,83.3473,66.6213,67.5264,64.3971,69.9795,80.2379,89.2207,89.5232,91.5653,74.1739,79.719,89.0375,100.2464,105.3661,117.0801,129.3503,148.0131,147.469,159.8304,161.1899,153.1026
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.685,623.7585,595.271,566.5831,578.1393,515.1583,531.5551,473.0715,477.0471,480.6431,473.4185,428.301,429.8992,423.0711,418.8337,405.4452
504,"MAR","Morocco",6.9492,8.9165,8.9873,8.7039,9.9754,10.0304,10.4019,13.309,12.0951,13.5511,13.4832,15.4791,16.054,19.1815,16.8421,19.5751,15.3198,17.1998,19.2003,19.0887,16.1195,17.0202,19.9313,18.6955,23.003,25.2375,23.0454,27.2367,23.9927,25.0019,23.9494,19.9537,23.1647,21.2129,20.4989,20.2384,25.4375,25.8621,27.7946,27.7749,28.8758,32.5976,30.5778,34.8936,39.0676,40.0588,37.1812,34.4014,31.8754,33.2932,33.6637,30.7616,33.8053,35.0084,34.4819,23.536,33.4973,32.3117,31.6811,31.8607,29.1122
508,"MOZ","Mozambique",19.3254,17.7274,17.2294,17.3222,17.3843,16.8079,16.5976,16.854,16.1859,16.0805,17.3343,17.9285,18.2318,16.1818,15.9582,16.5893,17.5242,18.6869,17.3658,19.8671,21.2852,20.1875,16.2601,14.6384,14.1451,14.3124,14.1609,13.7738,13.9352,17.5533,18.0186,18.1895,17.3053,19.6072,21.5403,22.2809,21.6303,22.1718,21.32,24.1069,23.0136,24.4516,19.4277,19.6355,25.8624,24.3847,24.6942,31.1956,22.159,28.1267,25.4177,27.4588,28.2404,27.1768,22.6319,26.3667,26.912,32.0438,35.1834,33.1595,35.3301
