"code","iso","country","FOG.raw.1750","FOG.raw.1751","FOG.raw.1752","FOG.raw.1753","FOG.raw.1754","FOG.raw.1755","FOG.raw.1756","FOG.raw.1757","FOG.raw.1758","FOG.raw.1759","FOG.raw.1760","FOG.raw.1761","FOG.raw.1762","FOG.raw.1763","FOG.raw.1764","FOG.raw.1765","FOG.raw.1766","FOG.raw.1767","FOG.raw.1768","FOG.raw.1769","FOG.raw.1770","FOG.raw.1771","FOG.raw.1772","FOG.raw.1773","FOG.raw.1774","FOG.raw.1775","FOG.raw.1776","FOG.raw.1777","FOG.raw.1778","FOG.raw.1779","FOG.raw.1780","FOG.raw.1781","FOG.raw.1782","FOG.raw.1783","FOG.raw.1784","FOG.raw.1785","FOG.raw.1786","FOG.raw.1787","FOG.raw.1788","FOG.raw.1789","FOG.raw.1790","FOG.raw.1791","FOG.raw.1792","FOG.raw.1793","FOG.raw.1794","FOG.raw.1795","FOG.raw.1796","FOG.raw.1797","FOG.raw.1798","FOG.raw.1799","FOG.raw.1800","FOG.raw.1801","FOG.raw.1802","FOG.raw.1803","FOG.raw.1804","FOG.raw.1805","FOG.raw.1806","FOG.raw.1807","FOG.raw.1808","FOG.raw.1809","FOG.raw.1810","FOG.raw.1811","FOG.raw.1812","FOG.raw.1813","FOG.raw.1814","FOG.raw.1815","FOG.raw.1816","FOG.raw.1817","FOG.raw.1818","FOG.raw.1819","FOG.raw.1820","FOG.raw.1821","FOG.raw.1822","FOG.raw.1823","FOG.raw.1824","FOG.raw.1825","FOG.raw.1826","FOG.raw.1827","FOG.raw.1828","FOG.raw.1829","FOG.raw.1830","FOG.raw.1831","FOG.raw.1832","FOG.raw.1833","FOG.raw.1834","FOG.raw.1835","FOG.raw.1836","FOG.raw.1837","FOG.raw.1838","FOG.raw.1839","FOG.raw.1840","FOG.raw.1841","FOG.raw.1842","FOG.raw.1843","FOG.raw.1844","FOG.raw.1845","FOG.raw.1846","FOG.raw.1847","FOG.raw.1848","FOG.raw.1849","FOG.raw.1850","FOG.raw.1851","FOG.raw.1852","FOG.raw.1853","FOG.raw.1854","FOG.raw.1855","FOG.raw.1856","FOG.raw.1857","FOG.raw.1858","FOG.raw.1859","FOG.raw.1860","FOG.raw.1861","FOG.raw.1862","FOG.raw.1863","FOG.raw.1864","FOG.raw.1865","FOG.raw.1866","FOG.raw.1867","FOG.raw.1868","FOG.raw.1869","FOG.raw.1870","FOG.raw.1871","FOG.raw.1872","FOG.raw.1873","FOG.raw.1874","FOG.raw.1875","FOG.raw.1876","FOG.raw.1877","FOG.raw.1878","FOG.raw.1879","FOG.raw.1880","FOG.raw.1881","FOG.raw.1882","FOG.raw.1883","FOG.raw.1884","FOG.raw.1885","FOG.raw.1886","FOG.raw.1887","FOG.raw.1888","FOG.raw.1889","FOG.raw.1890","FOG.raw.1891","FOG.raw.1892","FOG.raw.1893","FOG.raw.1894","FOG.raw.1895","FOG.raw.1896","FOG.raw.1897","FOG.raw.1898","FOG.raw.1899","FOG.raw.1900","FOG.raw.1901","FOG.raw.1902","FOG.raw.1903","FOG.raw.1904","FOG.raw.1905","FOG.raw.1906","FOG.raw.1907","FOG.raw.1908","FOG.raw.1909","FOG.raw.1910","FOG.raw.1911","FOG.raw.1912","FOG.raw.1913","FOG.raw.1914","FOG.raw.1915","FOG.raw.1916","FOG.raw.1917","FOG.raw.1918","FOG.raw.1919","FOG.raw.1920","FOG.raw.1921","FOG.raw.1922","FOG.raw.1923","FOG.raw.1924","FOG.raw.1925","FOG.raw.1926","FOG.raw.1927","FOG.raw.1928","FOG.raw.1929","FOG.raw.1930","FOG.raw.1931","FOG.raw.1932","FOG.raw.1933","FOG.raw.1934","FOG.raw.1935","FOG.raw.1936","FOG.raw.1937","FOG.raw.1938","FOG.raw.1939","FOG.raw.1940","FOG.raw.1941","FOG.raw.1942","FOG.raw.1943","FOG.raw.1944","FOG.raw.1945","FOG.raw.1946","FOG.raw.1947","FOG.raw.1948","FOG.raw.1949","FOG.raw.1950","FOG.raw.1951","FOG.raw.1952","FOG.raw.1953","FOG.raw.1954","FOG.raw.1955","FOG.raw.1956","FOG.raw.1957","FOG.raw.1958","FOG.raw.1959","FOG.raw.1960","FOG.raw.1961","FOG.raw.1962","FOG.raw.1963","FOG.raw.1964","FOG.raw.1965","FOG.raw.1966","FOG.raw.1967","FOG.raw.1968","FOG.raw.1969","FOG.raw.1970","FOG.raw.1971","FOG.raw.1972","FOG.raw.1973","FOG.raw.1974","FOG.raw.1975","FOG.raw.1976","FOG.raw.1977","FOG.raw.1978","FOG.raw.1979","FOG.raw.1980","FOG.raw.1981","FOG.raw.1982","FOG.raw.1983","FOG.raw.1984","FOG.raw.1985","FOG.raw.1986","FOG.raw.1987","FOG.raw.1988","FOG.raw.1989","FOG.raw.1990","FOG.raw.1991","FOG.raw.1992","FOG.raw.1993","FOG.raw.1994","FOG.raw.1995","FOG.raw.1996","FOG.raw.1997","FOG.raw.1998","FOG.raw.1999","FOG.raw.2000","FOG.raw.2001","FOG.raw.2002","FOG.raw.2003","FOG.raw.2004","FOG.raw.2005","FOG.raw.2006","FOG.raw.2007","FOG.raw.2008","FOG.raw.2009","FOG.raw.2010","FOG.raw.2011","FOG.raw.2012","FOG.raw.2013","FOG.raw.2014","FOG.raw.2015","FOG.raw.2016","FOG.raw.2017","FOG.raw.2018","FOG.raw.2019","FOG.raw.2020","FOG.raw.2021","FOG.raw.2022"
434,"LBY","Libya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289,0.0107,0.0223,0.0363,0.0516,0.0669,0.0809,0.0925,0.1,0.103,0.101,0.0945,0.0852,0.0739,0.0615,0.0492,0.0378,0.0285,0.0221,0.0198,0.3,1.08,2.28,3.8,5.55,7.46,9.42,11.4,13.2,14.8,16.3,17.7,19.2,20.7,22.2,23.7,25.2,26.6,28.1,29.6,31,32.2,33.4,34.5,35.6,36.9,38.4,40.1,42.2,44.6,49.3,57.7,69,82.6,97.9,114,131,148,164,178,192,209,226,244,261,277,291,302,309,270,259,237,198,180,170,216,256,302,401,634,828,1010,1230,1440,1700,1790,1840,1920,1990,1990,2020,2070,2130,2310,2530,2840,3150,3520,3850,4180,4550,4830
438,"LIE","Liechtenstein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000994,0.000994,0.000994,0.000994,0.000994,0.000994,0.000994,0.000994,0.000994,0.000994,0.000994,0.000994,0.000994,0.000994,0.000994,0.000994,0.000994,0.000994,0.000995,0.000995,0.000995,0.000995,0.000995,0.000995,0.000995,0.000995,0.000995,0.000995,0.000995,0.000995,0.000995,0.000995,0.000995,0.000995,0.000995,0.000995,0.000995,0.000995,0.000995,0.000996,0.000996,0.00116,0.00163,0.00234,0.00323,0.00425,0.00533,0.00641,0.00745,0.00837,0.00913,0.00975,0.0103,0.0108,0.0113,0.0118,0.0123,0.0128,0.0133,0.0139,0.0146,0.0153,0.016,0.0168,0.0177,0.0186,0.0195,0.0205,0.0215,0.0226,0.0237,0.0282,0.0385,0.0537,0.0725,0.0938,0.116,0.139,0.161,0.181,0.198,0.212,0.226,0.239,0.252,0.265,0.278,0.291,0.303,0.316,0.329,0.343,0.359,0.376,0.394,0.413,0.434,0.455,0.478,0.502,0.527,0.553,0.582,0.613,0.646,0.681,0.717,0.754,0.792,0.831,0.871,0.915,0.964,1.02,1.07,1.13,1.18,1.24,1.29,1.33,1.37,1.41,1.45,1.51,1.56,1.62,1.68,1.74,1.79,1.84,1.89,1.92,1.96,2,2.03,2.06,2.09,2.11,2.13,2.15,1.84,1.76,1.62,1.36,1.31,1.86,2.19,2.68,3.37,3.69,4.35,4.64,5.28,5.6,6.29,6.47,6.47,6.68,7.06,6.74,6.78,7.14,7.58,7.78,7.92,7.97,7.52,7.51,7.33,6.93,6.77,6.84,6.52
440,"LTU","Lithuania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279,0.0928,6.21,7.63,10.2,14.2,17.8,22.5,28.7,36.4,49.2,68.8,90.5,120,155,195,217,263,311,354,413,466,573,727,727,578,574,523,498,550
442,"LUX","Luxembourg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2e-07,8.18e-07,1.7e-06,2.77e-06,3.93e-06,5.1e-06,6.17e-06,7.05e-06,7.65e-06,7.87e-06,7.69e-06,7.21e-06,6.49e-06,5.63e-06,4.69e-06,3.75e-06,2.88e-06,2.17e-06,1.69e-06,1.51e-06,0.00106,0.00401,0.00852,0.0143,0.0209,0.0281,0.0355,0.0428,0.0496,0.0557,0.0613,0.0669,0.0725,0.078,0.0836,0.0892,0.0948,0.1,0.106,0.112,0.117,0.121,0.126,0.13,0.134,0.139,0.144,0.151,0.158,0.168,0.185,0.217,0.259,0.311,0.369,0.43,0.494,0.557,0.616,0.67,0.725,0.787,0.853,0.919,0.984,1.04,1.1,1.14,1.16,1.28,1.37,6.96,14.5,15.9,16.9,19.3,22.2,25.1,28.5,33.4,41.2,45.1,45.9,46.7,45.8,49.1,53.9,56.8,58.4,61,64.3,67,68.4,73.8,74.1,72.9,73.6,70.3,69.9,68.8,68,67.2
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000608,0.00226,0.00469,0.00764,0.0109,0.0141,0.017,0.0195,0.0211,0.0217,0.0212,0.0199,0.0179,0.0155,0.0129,0.0103,0.00796,0.00599,0.00466,0.00417,0.00425,0.00449,0.00486,0.00535,0.00594,0.0066,0.00731,0.00806,0.00883,0.0096,0.0104,0.0113,0.0123,0.0134,0.0146,0.0159,0.0173,0.0188,0.0204,0.0221,0.024,0.0263,0.0289,0.0319,0.0352,0.0387,0.0425,0.0465,0.0508,0.0553,0.0605,0.0668,0.0741,0.082,0.0905,0.0993,0.108,0.117,0.125,0.133,0.14,0.147,0.153,0.16,0.167,0.174,0.181,0.189,0.198,0.197,1.2,1.86,2.94,7.17,12.3,19.2,26.4,35.8,52.5,97.6,135,170,211,252,302,318,324,337,348,346,348,355,365,399,442,504,565,640,706,773,847,903
454,"MWI","Malawi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264,0.000979,0.00203,0.00331,0.00471,0.0061,0.00738,0.00844,0.00915,0.00942,0.0092,0.00862,0.00777,0.00674,0.00561,0.00449,0.00345,0.0026,0.00202,0.00181,0.00184,0.00195,0.00211,0.00232,0.00257,0.00286,0.00317,0.0035,0.00383,0.00416,0.00451,0.0049,0.00534,0.00582,0.00634,0.0069,0.00751,0.00815,0.00884,0.00958,0.0104,0.0114,0.0126,0.0138,0.0152,0.0168,0.0184,0.0202,0.022,0.024,0.0262,0.029,0.0321,0.0356,0.0393,0.043,0.0469,0.0506,0.0542,0.0575,0.0606,0.0636,0.0665,0.0694,0.0724,0.0755,0.0787,0.0821,0.0858,0.0856,0.519,0.805,1.28,3.11,5.35,8.34,11.5,15.5,22.7,42.4,58.5,73.8,91.5,109,131,138,141,146,151,150,151,154,158,173,192,219,245,278,306,335,367,392
458,"MYS","Malaysia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207,0.000784,0.00167,0.00279,0.00408,0.00549,0.00694,0.00837,0.00971,0.0109,0.012,0.0131,0.0142,0.0153,0.0164,0.0175,0.0185,0.0196,0.0207,0.0218,0.0228,0.0237,0.0246,0.0254,0.0262,0.0272,0.0282,0.0295,0.031,0.0328,0.0363,0.0424,0.0507,0.0608,0.0721,0.0842,0.0966,0.109,0.121,0.131,0.142,0.154,0.167,0.18,0.193,0.204,0.214,0.222,0.228,0.23,0.23,0.23,0.23,0.23,0.23,0.5,103,143,194,688,1000,1210,1120,1340,1530,1610,1760,1940,2080,2230,2300,2410,2550,2920,3670,4430,2380,2460,3070,3400,3760,3270
462,"MDV","Maldives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,"MLI","Mali",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000365,0.00136,0.00282,0.00459,0.00652,0.00845,0.0102,0.0117,0.0127,0.013,0.0127,0.0119,0.0108,0.00933,0.00777,0.00621,0.00478,0.0036,0.0028,0.0025,0.00255,0.0027,0.00292,0.00321,0.00356,0.00396,0.00439,0.00484,0.0053,0.00576,0.00625,0.00679,0.00739,0.00805,0.00877,0.00955,0.0104,0.0113,0.0122,0.0133,0.0144,0.0158,0.0174,0.0192,0.0211,0.0232,0.0255,0.0279,0.0305,0.0332,0.0363,0.0401,0.0445,0.0493,0.0543,0.0596,0.0649,0.0701,0.075,0.0796,0.0839,0.088,0.0921,0.0961,0.1,0.104,0.109,0.114,0.119,0.118,0.718,1.11,1.77,4.31,7.41,11.5,15.9,21.5,31.5,58.6,81,102,127,151,181,191,195,202,209,208,209,213,219,239,265,303,339,384,424,464,508,542
470,"MLT","Malta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56e-06,3.62e-05,7.7e-05,0.000129,0.000189,0.000254,0.000321,0.000387,0.000449,0.000503,0.000554,0.000604,0.000655,0.000705,0.000756,0.000806,0.000857,0.000907,0.000958,0.00101,0.00106,0.0011,0.00113,0.00117,0.00121,0.00125,0.0013,0.00136,0.00143,0.00152,0.00168,0.00196,0.00234,0.00281,0.00333,0.00389,0.00446,0.00503,0.00557,0.00606,0.00655,0.00711,0.0077,0.00831,0.00889,0.00944,0.00991,0.0103,0.0105,0.0106,0.0106,1.43,1.43,1.43,1.44,1.45,1.45,1.47,1.48,8.17,12.7,16.5,18.7,31.4,44.5,81.9,101,117,138,151,178,205,223,236,252,263,273,265,258,256,256,264
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000499,0.00185,0.00385,0.00628,0.00891,0.0116,0.014,0.016,0.0173,0.0178,0.0174,0.0163,0.0147,0.0128,0.0106,0.00849,0.00653,0.00492,0.00383,0.00342,0.00349,0.00369,0.00399,0.0044,0.00487,0.00542,0.006,0.00662,0.00725,0.00788,0.00854,0.00929,0.0101,0.011,0.012,0.0131,0.0142,0.0154,0.0167,0.0181,0.0197,0.0216,0.0238,0.0262,0.0289,0.0318,0.0349,0.0382,0.0417,0.0454,0.0497,0.0549,0.0608,0.0674,0.0743,0.0815,0.0887,0.0958,0.103,0.109,0.115,0.12,0.126,0.131,0.137,0.143,0.149,0.155,0.162,0.162,0.983,1.53,2.42,5.89,10.1,15.8,21.7,29.4,43.1,80.2,111,140,173,207,248,261,266,277,286,284,286,292,300,327,363,414,464,526,580,635,696,741
480,"MUS","Mauritius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247,0.0916,0.19,0.31,0.44,0.571,0.691,0.789,0.856,0.881,0.861,0.807,0.727,0.63,0.525,0.42,0.323,0.243,0.189,0.169,0.173,0.182,0.197,0.217,0.241,0.268,0.297,0.327,0.358,0.389,0.422,0.459,0.499,0.544,0.593,0.645,0.702,0.763,0.827,0.896,0.974,1.07,1.17,1.29,1.43,1.57,1.72,1.89,2.06,2.24,2.45,2.71,3.01,3.33,3.67,4.03,4.38,4.73,5.07,5.38,5.67,5.95,6.22,6.5,6.77,7.06,7.36,7.68,8.03,8.4,9.08,10.3,11.9,13.9,13.5,20.3,30.4,45.7,68.6,84.5,141,94.7,53.7,48.6,7.68,454,502,550,598,646,694,742,790,856,892,931,1050,1080,1140,1220,1290,1340
