"code","iso","country","RMS.raw.1989","RMS.raw.1990","RMS.raw.1991","RMS.raw.1992","RMS.raw.1993","RMS.raw.1994","RMS.raw.1995","RMS.raw.1996","RMS.raw.1997","RMS.raw.1998","RMS.raw.1999","RMS.raw.2000","RMS.raw.2001","RMS.raw.2002","RMS.raw.2003","RMS.raw.2004","RMS.raw.2005","RMS.raw.2006","RMS.raw.2007","RMS.raw.2008","RMS.raw.2009","RMS.raw.2010","RMS.raw.2011","RMS.raw.2012","RMS.raw.2013","RMS.raw.2014","RMS.raw.2015","RMS.raw.2016","RMS.raw.2017","RMS.raw.2018","RMS.raw.2019"
36,"AUS","Australia",-0.00421097303297603,-0.00395913261648164,-0.00400988504516136,-0.00383344764405078,-0.00326117268917811,-0.00223877284727869,-0.00134461631229699,8.10003606649464e-05,0.00146513508986287,0.00252785691702858,0.00299266146115325,0.00323484630325263,0.00279109644465651,0.00246469308463705,0.00229973309253675,0.00262380827879357,0.00319271309339298,0.00449041253269563,0.0058308042967786,0.00714254540749912,0.00790190212323573,0.0082810378720073,0.00792786058254955,0.00730206977983008,0.00645483561292187,0.00570774978089836,0.00497223626998764,0.00444243847549307,0.00375896796719906,0.00295781692241825,0.00215117136603303
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"BHS","Bahamas",-0.000935301176523518,-0.00203125956750361,-0.00224306588659862,-0.00196229027188399,-0.00123595006025179,-0.000240898750015428,0.000908632758315209,0.00193327677634447,0.00245073403315565,0.00242138608833442,0.00185725949941395,0.000880101003694511,-0.000264983635352212,-0.00120163148789887,-0.00181134267497818,-0.00200777479153447,-0.00183421282966834,-0.00129955724628283,-0.000883959034227666,-0.000656505623660819,-0.000670614110489853,-0.000920196821180497,-0.00135428907694601,-0.00163737359019445,-0.00170351363094079,-0.00151818294865902,-0.00107336289368187,-0.000302780339235031,0.00049744093875681,0.00124912884461481,0.00179809504544126
48,"BHR","Bahrain",-0.00979980904853828,-0.00911135685839626,-0.00767327244198801,-0.00571843003900352,-0.00386835175518507,-0.00260469503969274,-0.00263044324161077,-0.00377088449218743,-0.00517763133818705,-0.00632650694072678,-0.00687939021408612,-0.00562679068235661,-0.00239056677547955,0.00178508622330464,0.00591842057860004,0.00927236351005067,0.0104023223213399,0.00949114047794586,0.00549281808432323,0.000894969410991875,-0.00512833444930083,-0.00938990268467366,-0.0113041018671806,-0.0123239494111382,-0.0116011643273105,-0.00808569191614639,-0.00461652559935066,-0.00114473141371219,0.00313446671071138,0.00674300860433275,0.00773449598858345
50,"BGD","Bangladesh",-0.00154966476241891,-0.00151468162398627,-0.0016030590185192,-0.00179686058747353,-0.0020198666738438,-0.00220057518398531,-0.00238835332411225,-0.00249083216955936,-0.00251615755006818,-0.00247583492627268,-0.00237233410166116,-0.00218181059117462,-0.00198527035572438,-0.00183076769976187,-0.00171315565763519,-0.0016773708043768,-0.00171177699149161,-0.00171995758402055,-0.00164972053889978,-0.00158771982875594,-0.00174191516993438,-0.00204606238363081,-0.00237265361787664,-0.00276370682103033,-0.00307681895421463,-0.00306813918218218,-0.00276248904368093,-0.00228983814457495,-0.00160694127386596,-0.000821644376076791,-0.000292446557096482
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BEL","Belgium",-0.00551917852160821,-0.00381939520666663,-0.00209306699804135,-0.000804762128619907,-0.000183351680204447,-9.98490034704869e-05,-0.000246712294970308,-0.0002573209982355,9.19675772099726e-05,0.000724171550859243,0.00126062763206747,0.0014253909670976,0.00129687879477225,0.000680816238271209,-0.000343428646910948,-0.00149800339090678,-0.00230152059716793,-0.00288333861749823,-0.00311065965076485,-0.00294197987647427,-0.00228983158317009,-0.00164453795057518,-0.000884094437480498,-0.000285693941887488,0.000108336546305265,0.000135298424737806,0.000172581142780404,0.000149079457239187,0.000115009543631306,0.000134555594958785,0.000410857720149593
84,"BLZ","Belize",-0.00164885385726543,-0.00209860569130949,-0.00223132690510353,-0.00184300722792785,-0.00118847160411384,-0.000154456592662,0.00134578148945264,0.00276731223631543,0.00381198045287001,0.00464343093487662,0.00504828029137072,0.0049309065106482,0.00462032533611723,0.00429361754113589,0.0038652681830329,0.00356373456731407,0.00363830653391295,0.00374388247694979,0.00382498562460731,0.00387020110950576,0.0037638648212921,0.00340782313471588,0.00311763161713619,0.00280246001573548,0.00242008703530083,0.00209790631747575,0.00197862159246665,0.00180845046018674,0.00168448513308195,0.00167970608101742,0.00169465327742779
204,"BEN","Benin",-0.00171502153181702,-0.00185489302622943,-0.00239572897301332,-0.00327642111189996,-0.00426778964670926,-0.00515110408868757,-0.00531325671545757,-0.00511420004497254,-0.00449690314016571,-0.00378070279366094,-0.00313414894911268,-0.00293597210456198,-0.00278314790232204,-0.00271279468013186,-0.00235172405156081,-0.00181644586405894,-0.00109659000435558,-0.000470625962069371,-0.000187712262538886,-0.00033464228211999,-0.00106037308838736,-0.0022782963448964,-0.00361634007564438,-0.00493428397987572,-0.00567572151971474,-0.00593736371816123,-0.00581120509684929,-0.00554726293444741,-0.00517816649588521,-0.00525769202121396,-0.00591906195177294
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"BIH","Bosnia and Herzegovina",0.0014779008357837,0.0021909682672363,0.0044037011297331,0.0048681761684839,0.00339522328828235,0.00184714480089965,-0.00079728137820545,-0.00550449937543074,-0.00782415416092563,-0.00942719778389334,-0.00977680125538494,-0.00800953896794043,-0.00340412411797564,0.000145253774563869,0.00452434532309098,0.00922152113061991,0.0132706951867219,0.0145003455649388,0.0150886360589413,0.0141231424904524,0.0113833148935381,0.00901333166928486,0.0077508044124941,0.00643833253716353,0.00435150565989018,0.00241723697170015,-0.00095072581149036,-0.00585144601597631,-0.0117183204564517,-0.0138726703931323,-0.0136520639094779
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",-0.00180353489622198,-0.00148453276852154,-0.000800419038421547,0.00023996475649446,0.00152124470386891,0.00291770873675038,0.00368815918907727,0.004150693252119,0.00419481362752166,0.00383206863522871,0.00299563244584916,0.00187873007090335,0.000344972672225545,-0.00139556278872764,-0.00301325876996535,-0.00419836024637571,-0.00488856627497226,-0.00494336659494214,-0.00442378490488965,-0.00340660564333782,-0.00216078153446713,-0.000988622662809992,-0.000328102573498757,-0.000212584682472275,-0.00041532348764042,-0.000918609069528534,-0.00132747186083998,-0.00142642527328498,-0.00124465038130527,-0.000965293834649186,-0.000479300517719179
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",-0.00767921071569333,-0.00758122718141785,-0.00759501966525145,-0.00717029093297861,-0.00545603023425623,-0.00393721293992944,-0.00297295078924553,-0.00182648266167307,-0.000857528651663331,-0.000930383285841829,-0.000965333687799719,-0.000720898473608567,-0.000796840424737044,-0.00134990876108032,-0.00202549754711356,-0.00307717059807688,-0.00440549075842622,-0.00578245996000337,-0.00645894968793159,-0.00681982709510665,-0.00679233062097684,-0.00635863550517957,-0.00541461336195659,-0.00461622175672516,-0.00385232927577628,-0.0034159944237977,-0.00278577453915541,-0.00226238327546124,-0.00182484881350187,-0.00120219278775302,3.6642116761465e-05
100,"BGR","Bulgaria",-0.002501780103075,-0.00111699109338192,0.0013168552142655,0.00531173592007783,0.00829518795525841,0.00970454681177157,0.00992556260503341,0.00986435754670012,0.007991058917179,0.00520160737910991,0.00258342506000231,0.00105306802945315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"CPV","Cabo Verde",-0.00266343946384351,-0.000492193517653838,0.000662979826798304,0.00156137607721218,0.00137850318672417,0.000197946804181948,-0.00181232994708247,-0.00336109581724664,-0.00515125168866826,-0.00610087890194677,-0.00688106776839503,-0.00668493274419535,-0.00630335671847682,-0.0050191646682326,-0.00357981898639226,-0.00187932782484457,-9.35401673740621e-05,0.00191654557467325,0.00299890229738176,0.0039747835009436,0.00436676150216009,0.00408636904242354,0.00333162027322298,0.00239159288543522,0.000611213475044226,-0.00137914667401451,-0.00340806670402904,-0.00537051071792549,-0.00782696979849662,-0.00970509487890037,-0.0105614008232038
116,"KHM","Cambodia",-0.0137941763488412,-0.0135565828677959,-0.0129163875317788,-0.0116442778532262,-0.0102578709252604,-0.00892530239340172,-0.00774897365856775,-0.00662149355877784,-0.00572572279525974,-0.00481586289682845,-0.00413489707324544,-0.00386627046478061,-0.00373007603832753,-0.00367181620768442,-0.00360553971522537,-0.00344168420788982,-0.0030125884427562,-0.00219204320712874,-0.000845104250667972,0.0016107747922931,0.00480434886100434,0.00850107269869382,0.0119726379347487,0.0148290752875575,0.0158609606250941,0.0152812560210256,0.0132492058693041,0.0103886251604375,0.00694628683860565,0.00345751690491847,0.000599830071618568
120,"CMR","Cameroon",0.00781618670735429,0.00569525707142238,0.00249679201022235,-0.00176717291162487,-0.00618404802247563,-0.010292336361861,-0.0129694087640554,-0.0142700364099675,-0.0136673265139353,-0.0116812533295582,-0.00889025551319833,-0.00649276920076391,-0.0043514652710932,-0.00308664585543983,-0.00251736224869759,-0.00241652826348349,-0.00230485186680507,-0.00255739705458857,-0.00295103374022465,-0.00349983103870244,-0.00417238911790319,-0.00515093596929062,-0.0060434144490964,-0.00657517682059949,-0.00664176290656715,-0.00632189602238653,-0.00560937176151366,-0.00502425352728475,-0.00496843437830297,-0.00548940328064162,-0.00635084370189998
124,"CAN","Canada",7.74402979622978e-05,-0.000760388643222897,-0.000822663198364236,-0.000489958113289335,0.000446500617198297,0.00208096840222701,0.00433384197215858,0.00666140282767276,0.00881995901573588,0.0101673531143823,0.0105173150304014,0.00990038401837099,0.00852152224112177,0.00661478717509637,0.00443290810360631,0.00235498113958559,0.000995523831152581,0.00032524930390052,0.000288160302700315,0.00054146003369166,0.000845029646858126,0.000961109342105777,0.000923125276587863,0.000648381933682972,0.000260854973252672,-0.000265566599733078,-0.000549103852598501,-0.000687376164924822,-0.00065023314173991,-0.000510440469632209,-0.000168736150110819
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"CHL","Chile",0.000467390904181054,0.000632921832780156,0.000726805416360534,0.00078844340314392,0.000646220758042537,0.000405968101756597,-0.000117472551465669,-0.0005167979104958,-0.000979266753880846,-0.000744124040991476,0.000204501693044137,0.00136648022395747,0.00239134208419009,0.00318975840324799,0.00353067932597484,0.00318535615971209,0.00286992382564394,0.00254219677779587,0.00203636997886724,0.00173097052633988,0.00188794157424625,0.00230353008373608,0.00304433188246569,0.00395845703428249,0.00450415806689523,0.00440896713628155,0.00429748868900787,0.00393934548265128,0.00342359713094496,0.00268651914182491,0.00157088787749094
156,"CHN","China",-0.00172828950336601,-0.00225365449525905,-0.00252969560599181,-0.00259052433718121,-0.00231696048832575,-0.00171485667399207,-0.000899907107852371,-0.000202659290391538,0.000340795843734254,0.000884546381209272,0.00120216998849654,0.00130613360238518,0.00133344521688672,0.001278148853332,0.00100478002501658,0.000649533894917287,0.000250304430441828,-0.000196321494489005,-0.000607856671571816,-0.000860975564022093,-0.0010162702142068,-0.00111171940458588,-0.00115106700511391,-0.00113118335219131,-0.0011710011820486,-0.00124898306986632,-0.00133632111116355,-0.00140452757926324,-0.0013897830501981,-0.00132096188629405,-0.00119761630275772
170,"COL","Colombia",-0.00342588358799178,-0.00235936997186722,-0.00239940406595367,-0.00182675061494135,-0.000849374583988259,-0.00119883609971965,-0.00156977011993985,-0.000687498378789548,0.000700342159401887,0.00149246533872539,0.0027081441587501,0.00435937914139983,0.00487542534897033,0.00523247673825411,0.00608657548889102,0.00566042447431469,0.00455817647242172,0.00382432040339602,0.00282857722471265,0.00146177388410972,0.000768861380813663,0.000570860845593418,0.000962229641970851,0.00213010747345788,0.00304136402474591,0.00371198137258063,0.0043454148895246,0.00448727007759148,0.00358006191685837,0.00278577857936771,0.00165938225389656
174,"COM","Comoros",0.000804566466862111,0.000900896681442331,0.000947329336489,0.000794719343065964,0.000506616446808161,9.10484680958223e-05,-0.000413389177994605,-0.000912435225620345,-0.00127263698843949,-0.00145807806286014,-0.00148319586170609,-0.0013510910115293,-0.00109474551686417,-0.000854310615738596,-0.000702487694157816,-0.000625438669207501,-0.000670690999717727,-0.000799573709861834,-0.000698905572817488,-0.000346891535075167,0.000161251589696709,0.000774811016487575,0.00141263862122276,0.00185597201077092,0.00209262602857985,0.00215574812323327,0.00202291081297701,0.00167180484370788,0.0013273820479216,0.000943275694917034,0.000544127542140949
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",-0.00693041436188571,-0.00976233373318334,-0.0109949754952136,-0.0111339963685451,-0.00616281653489227,0.00190083677254484,0.00741941632241441,0.00844109362144869,0.00828330065668783,0.00679607200405417,0.00322132852315622,-0.00129470759231891,-0.00562262693795061,-0.00892318500780014,-0.00931549037756027,-0.00789807585503357,-0.0063484620928999,-0.00478263264355969,-0.00293560737907247,-0.00077474619676972,3.68820020070261e-06,-7.63915516602917e-07,-4.36567291956099e-06,-6.42458364536122e-06,-7.03129642110789e-06,-5.88800684314515e-06,-3.37061345092642e-06,2.7554584442398e-07,6.17925941420388e-05,0.000970752873324846,0.00180834621317025
384,"CIV","Cote d'Ivoire",-0.00449894800752737,-0.00518661980852086,-0.00587332120348294,-0.00658146169545637,-0.00725902785531185,-0.00698283563629964,-0.00644614420005885,-0.00577579905870451,-0.00485008414619348,-0.00338873096979819,-0.00255535763352943,-0.00205555432585003,-0.00183342043353707,-0.0016436160146549,-0.00171595747630338,-0.00172436243460705,-0.00157414136199241,-0.00102944718024267,-0.000473559345570918,2.51039145982013e-06,0.000215929902026568,-0.00017996103744089,-0.00130467370309173,-0.00253758915838653,-0.00379998642892299,-0.00509813835757755,-0.00606768103621402,-0.00645164290584566,-0.00640874282861037,-0.00624069303348385,-0.00571197203181739
191,"HRV","Croatia",-0.00650332117478136,-0.00562953894344842,-0.00283246549789284,-0.000380939806366443,0.000664488591235468,0.00154651857837051,0.00195805776621727,0.00183195852142215,0.00166998563597898,0.00254307119652952,0.00403271925313153,0.00649133350062914,0.00975114872728522,0.0131330163057524,0.0144574195477123,0.0141117923865803,0.0114832703512269,0.00733544355549731,0.00276623798878672,-0.00073485297309972,-0.00315770137123705,-0.00387855787806146,-0.00328210049254651,-0.00175049793830917,-0.000368646175905263,0.000641498284316144,0.000562356109276241,-0.000341478052191202,-0.00181526145935607,-0.00326462669524064,-0.00485231294943422
192,"CUB","Cuba",-0.00205743608604914,-0.00241548437700212,-0.00197768607808968,-0.00094821134750045,0.000721170806680327,0.00258341134092421,0.00425604296807047,0.00527707593073834,0.00558789045374497,0.00513855407270869,0.00433170713478881,0.00290651401181496,0.00134841106907579,0.000206300064374165,-0.000287935357552338,-0.000135146497039829,0.00107942125882299,0.0027491533834616,0.00423782341092904,0.00527969979640552,0.00595711422566358,0.00572107089040386,0.00499291882513897,0.0041114436803289,0.00305943739619408,0.00203164966012848,0.00171458461397922,0.00201203556875473,0.00263165122390085,0.00342963817435904,0.00410899390740771
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",-0.0139904533786267,-0.00247627368559558,0.00578754821951129,0.0102785679038748,0.00890269297710804,0.00671240209067084,0.00264216365733653,-0.00246572224998267,-0.00766759226963862,-0.00995620287856555,-0.0105972170778533,-0.00844658564905925,-0.00329420130758171,0.00413856911384173,0.011880498819932,0.0181839826739227,0.022519685503258,0.0240268354394922,0.0239586907481391,0.0210026201385103,0.0173507374550945,0.0132467954600825,0.00903241922552907,0.00489061767124084,0.00360707588172969,-0.00394284130539325,-0.0139013483863169,-0.0341956270099147,-0.0445921779884021,-0.0562513734922789,-0.0588245284777158
203,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",0.00819938095850992,0.00517588231980604,0.00280612861754759,0.00128558150935443,0.000524368955096444,0.000190214409812262,-0.000430926660989095,-0.00124633288347253,-0.00223141797396686,-0.00335532779693382,-0.00458935975185415,-0.00584935769469519,-0.00709955300460541,-0.00821600816275347,-0.00896666884880426,-0.00922161833149293,-0.00894488368405943,-0.00817500279910455,-0.00700795964279244,-0.0056097841813354,-0.00407238480155236,-0.00254502288195169,-0.00127096708554897,-0.000336588794289217,0.00031192580649031,0.000677821489843522,0.000886671928190808,0.000914391207151422,0.000865435424665106,0.000689315519362355,0.000396680559272333
208,"DNK","Denmark",-0.0017587003920679,-0.0024880370090905,-0.00262934617310934,-0.00237661893347485,-0.00175148611432102,-0.000921697982161803,-0.000307268357672389,0.00020833824849107,0.000591991057450946,0.000864948466126881,0.00125400516193579,0.00187205541264742,0.00244943920634463,0.00254340344993492,0.00193243670144309,0.00106055774613031,-8.72152110869655e-05,-0.00102260139228427,-0.00166256121811123,-0.00130990378905372,1.2178458272907e-05,0.00238213008597264,0.00588632208967062,0.00899520211976813,0.0103062541862365,0.010111965309334,0.00851009456669364,0.00566798110331284,0.0020693433501653,-0.00124508638717409,-0.00403241227727025
262,"DJI","Djibouti",-0.0130568366326422,-0.0130738743247168,-0.0126824887020694,-0.0113489560580582,-0.00875521058170248,-0.00559366294600228,-0.00104935101660741,0.00361435626844031,0.00644030921937899,0.00690714906400913,0.0058556364627973,0.00285923524863563,-0.00116027604761237,-0.00498466319448876,-0.00772894081771835,-0.0094757784464915,-0.0101314251223913,-0.00941878189292122,-0.00921980983414428,-0.00982415156225058,-0.0103946333752467,-0.0109486151526714,-0.0110170795317998,-0.0105744440381629,-0.00914245364073607,-0.00755742431856954,-0.00581029652234033,-0.00472077043879227,-0.00385193362899394,-0.00366037030293187,-0.00337061273956218
212,"DMA","Dominica",0.00217560348592349,0.00142559592405034,0.000672802316637799,-8.430241522972e-05,-0.000480193405549167,-0.00153522935144712,-0.00193485738053112,-0.00221068150239412,-0.00224992016062575,-0.00210789468762862,-0.00216696023039997,-0.00252813884202607,-0.00302187179336921,-0.0039079983615744,-0.00483491576218975,-0.00530650205458205,-0.0052748829849647,-0.00487898284575805,-0.00389777157879301,-0.00269038686376299,-0.00185409660055591,-0.00123296657264271,-0.000822893706700745,-0.000832268969368166,-0.0010365641595117,-0.00150842312296873,-0.0023489297117274,-0.00319241044460883,-0.00376674524499576,-0.00400635739918886,-0.00373426087962259
214,"DOM","Dominican Republic",-0.00727180446626385,-0.00608366126679294,-0.00441841112697461,-0.00335749045180678,-0.00265323457276456,-0.00198570442048496,-0.00136717543449616,-0.00118671966726569,-0.000549494045408161,0.000469577940340526,0.00135070336378873,0.00204027049596833,0.00283740043342728,0.00280345375040092,0.00231312137387851,0.00185682853246272,0.00137550566734634,0.000751708502224391,0.000596971442757832,0.000884942740897454,0.0011775374546974,0.00138072644549103,0.00162018640134898,0.0016781869769531,0.00162838576211155,0.00164803803023328,0.00170351353007492,0.00171477417192234,0.00180554688791745,0.00170131225996184,0.00137908067680081
218,"ECU","Ecuador",0.00420009436862758,0.0057360006520806,0.00696711047817134,0.00782566045163275,0.00922247237089402,0.0103373203266239,0.0100665377105721,0.00881755377610147,0.00676436625664499,0.00417798469510832,0.00184275732144104,0.000636255302451962,-0.000569471840040845,-0.000357646585985067,0.00089369290428548,0.00233343044662858,0.00298206968101889,0.00399866264374658,0.00344108392555092,0.00212007417821006,0.000639320123661496,-0.000430536837785648,-0.00205642144353503,-0.00254295933789129,-0.00263389013406601,-0.00288646001191618,-0.00307721344131884,-0.00246727561945718,-0.00228556721349978,-0.00217302366117747,-0.00202761387751872
