"code","iso","country","NXA.raw.1990","NXA.raw.1991","NXA.raw.1992","NXA.raw.1993","NXA.raw.1994","NXA.raw.1995","NXA.raw.1996","NXA.raw.1997","NXA.raw.1998","NXA.raw.1999","NXA.raw.2000","NXA.raw.2001","NXA.raw.2002","NXA.raw.2003","NXA.raw.2004","NXA.raw.2005","NXA.raw.2006","NXA.raw.2007","NXA.raw.2008","NXA.raw.2009","NXA.raw.2010","NXA.raw.2011","NXA.raw.2012","NXA.raw.2013","NXA.raw.2014","NXA.raw.2015","NXA.raw.2016","NXA.raw.2017","NXA.raw.2018","NXA.raw.2019","NXA.raw.2020","NXA.raw.2021","NXA.raw.2022"
31,"AZE","Azerbaijan",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.033484216727095,-0.0501560530089614,-0.0745153217315679,-0.0984402434962172,-0.0839949396690654,-0.0574497201443735,-0.0233447149059468,-0.00497081075420024,-0.00113291451222609,0.00748985333074348,-0.00542062833627872,-0.00701765855606105,-0.0107387014909961,-0.0115809868271247,-0.00543890822636098,-6.76107178240283e-05,0.0024085768913984,0.00500674878391938,0.00522905105010807,0.0144468666146726,0.0124778226873308,0.00288897843188951,0.00215644246850943,0.00637196315127797
44,"BHS","Bahamas",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0672524858572419,0.0711507974895591,0.0684357643475011,0.0580094199336665,0.0243398475293388,0.00195397402989306,-0.0156818781508292,-0.0195963928057059,-0.0217233153442982,-0.00940193955090462,-0.0157631558797786,0.00200536422650788,0.00371049407651225,0.0112106604915103,0.00221570236018986,-0.00135876503417116,-0.00509411728566603,-0.00853168068026883,-0.0109903142897903,-0.0140448657773084,-0.0204411659139495,-0.00815259549686889,-0.014399891393703,-0.0161121902732349
48,"BHR","Bahrain",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0331941940838332,0.0241005842082302,0.00999016134767539,0.00759206526278255,0.00967408828700766,0.0123009285632156,0.0240827320567893,0.0331296647266108,0.0367557414399085,0.040413491467735,0.0352888259615052,0.025192838342186,0.0106392224321603,-0.000612301891004016,-0.0117336136192439,-0.0280483836407153,-0.0213411054383456,-0.0104863723549539,-0.00141463385570873,0.00634033596169026,0.0109594957915213,0.0103492027298748,0.00692249767065567,0.00583317595364474
50,"BGD","Bangladesh",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0555040258816435,0.0487958602672518,0.0452778479531881,0.0420356108051163,0.0367700366644892,0.0321937293809125,0.034318528580662,0.0374322361665451,0.0393874040214588,0.041862674731691,0.042836707614178,0.0425484874739237,0.0478968907848025,0.0530221050115609,0.0541365182223943,0.0565250128026102,0.058380056402259,0.0605265246554463,0.0618335128075667,0.0643701029235333,0.0604640579602682,0.0496823989063848,0.0521020547075286,0.0533306833118115
52,"BRB","Barbados",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.013464158423445,-0.00970311992750648,0.00547702517371529,0.0117635609065918,0.0135352528492516,0.0115599052595321,0.0188597439743672,0.0150022044633755,0.0137184009284999,0.0262175493565013,0.033908810347177,0.0436844562443852,0.0429375693037886,0.0346994923548447,0.0285360367148284,0.0137135445984016,0.00705193999018161,-0.00372103571626861,-0.020908566487984,-0.0279645621764539,-0.034886707883142,-0.026569052880069,-0.0183623034820153,-0.0103506246135916
112,"BLR","Belarus",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.0497617742650983,-0.0747161449287394,-0.0972471498782529,-0.08800731180801,-0.0574447596929255,-0.0298064082044217,-0.0150540408913918,0.000525262430969509,0.00950694887961978,0.0211359097055881,0.0208722246375028,0.0220382267555319,0.019403551490857,0.0176133952156068,0.0112997163650068,0.00634926438018013,-0.00460765340214826,-0.0136337617586692,-0.0288882923124273,-0.0307436217924471,-0.0541098171067517,-0.0637178631929556,-0.071184306476682,-0.0583662408858266
56,"BEL","Belgium",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.01475155917454,-0.0265613083076478,-0.0374556386816877,-0.0482775037170736,-0.0527609556276077,-0.0486418726736213,-0.0476459760520809,-0.050666937121011,-0.054946791901888,-0.0611197800717842,-0.0793139838772381,-0.0883059379150226,-0.0995328245022415,-0.114234850746826,-0.120767369352081,-0.117918469120978,-0.107011627868721,-0.0993123483756505,-0.0924134813359891,-0.0877213680899051,-0.0937619780631386,-0.0978536037378455,-0.0971010968679762,-0.100008963001734
84,"BLZ","Belize",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0429353083856259,0.0423410896723484,0.0497261766858874,0.0379570972152692,0.0226503303682635,0.000533951778890929,-0.0110672036349386,-0.0397745640070528,-0.0463179856670082,-0.0552512369094087,-0.0429797805976541,-0.00503532210177687,0.0229810519940536,0.033699583070909,0.0398449923041815,0.0385786799053625,0.0387266685253229,0.039525278185299,0.0313800960259702,0.0124460679668756,-0.00198980181583321,-0.0115240700569584,-0.0127464544862341,-0.00628113651363124
204,"BEN","Benin",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0727112695936449,0.0619607108225635,0.0513204543889942,0.0446767249672146,0.0390889587727068,0.0306424136105556,0.0203031659741064,0.0382366488291366,0.0640827139601892,0.0857707843043856,0.099964020941254,0.098834266830298,0.0930418140303084,0.0855566891638362,0.0798572605421481,0.0725494315499204,0.0692291036569506,0.0743565735609233,0.0793269193659254,0.083859682779484,0.0817035894286613,0.0808661015838064,0.0522327753643681,0.0244085704571457
60,"BMU","Bermuda",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.0100281365362381,-0.00163754527076419,0.00800865491870706,0.00984954381956982,0.0132000574281195,0.0175488612313215,0.0158245194640365,0.0191227236359759,0.0220015522175994,0.0186777092275332,0.0122155627861817,0.0147250352011374,-0.00456612994095879,-0.0106046065160809,-0.0131553509819624,-0.00794109686240204,-0.00909858918689038,-0.00808817760626399,-0.00135222309231267,0.00503020649252539,0.00763829214055001,0.0184337765396019,0.0058959243953296,0.000984210964842136
64,"BTN","Bhutan",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.0269926728789859,-0.0265119476163777,-0.0205644375202373,-0.009242435559645,0.00499814384565056,0.0146037822905014,0.0213388548867253,0.025640881508169,0.0202949995626334,0.0166581330625928,0.0156328664902832,0.0104700079964586,0.0065610913088272,0.00419778359697109,0.0126890814424712,0.0211137712360621,0.0321443120394087,0.0407554425247074,0.0374752034942745,0.0332846283618291,0.0270321362595516,0.0214602651306375,0.0165265397447729,-9999
68,"BOL","Bolivia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0292803031912727,0.0292290555912369,0.0271332503058381,0.0234823926344805,0.0228926409045045,0.0259111427505594,0.0324835130603522,0.0339638515607181,0.0326774267258578,0.0307712749334359,0.0274426532922987,0.0327963935343156,0.0362820170877678,0.0405358930040727,0.0440172393280669,0.047994481852812,0.0482912820859758,0.046019365823307,0.0432095273842812,0.0381302421311409,0.033155741284963,0.0172113492823112,0.0124444145932465,0.0113952063816349
70,"BIH","Bosnia and Herzegovina",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.162062694804436,0.139293796535603,0.105175706305488,0.0709895379825181,0.0542116372436019,0.0459715154632112,0.0254463102972045,0.0223933763155704,0.0239757087058114,0.0214162084023857,0.0123899475345752,-0.0108519727298493,-0.0432726821389151,-0.063342598578866,-0.0744024385784128,-0.0775798650075478,-0.0890642872131424,-0.100013617717162,-0.0834668238824515,-0.0661513868037288
72,"BWA","Botswana",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0339345080238231,0.0412640867737024,0.0404688711103949,0.0448152954390386,0.0441664493087135,0.0378011796313196,0.0357716224216169,0.0255440146717467,0.0130610623142042,0.0143299610080381,0.0131085306685434,0.00613586524517928,0.00731026390320566,0.0166393610059612,0.0255280779614111,0.0378112046221959,0.0475808808114118,0.0496944543424789,0.0512455787015058,0.0598597353258035,0.0524478371391344,0.0216573368184976,-5.74940686787347e-05,-0.0104578372230333
76,"BRA","Brazil",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.040741603124623,0.0349670945401293,0.0294585093824771,0.0236780873272702,0.0169341547033739,0.0151781042059047,0.0117686260723908,0.0129552603157952,0.0169798386369935,0.0230727000993676,0.024963387239326,0.0254482818797113,0.025331857844362,0.0255109144164034,0.0254245187876097,0.0277292770006903,0.0234069515401005,0.014044198114842,0.00669060576884939,-0.000133509551482038,-0.00587653164268304,-0.00673305014501008,-0.00931460534391966,-0.0189237703826665
92,"VGB","British Virgin Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
96,"BRN","Brunei Darussalam",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0127879104302422,-0.0163804091054081,-0.0539977514844338,-0.0861727396764096,-0.0858166108137476,-0.0679608141134896,-0.0453103896621088,-0.00766999995008876,0.0151152069547698,0.0332861670152431,0.0376187638417105,0.0282548309758024,0.0163478716521253,0.00399004089247201,-0.00282587032024175,-0.0139738404514864,-0.0391867870850236,-0.0319259916486069,-0.0298792696953024,-0.016754951774426,-0.00674968537479638,-0.00409749807410963,-0.00362194271788493,-0.00152374826066868
100,"BGR","Bulgaria",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.00364666855106025,-0.00198443949025643,-0.00306304152686501,-0.00526484643406513,-0.00375350689218401,-0.00242137420612951,-6.93907599611668e-05,0.00137206291173064,0.000667194709788266,-0.00105674180901226,-0.0192249920853299,-0.0409447214709352,-0.0507735383630621,-0.0692040811641036,-0.0903297226781651,-0.0940273321466423,-0.0878300015231511,-0.0935747733244412,-0.098887802283626,-0.100901445441363,-0.105886385759309,-0.112424154378513,-0.0795517347438382,-0.0607847033556251
854,"BFA","Burkina Faso",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.033904918850403,0.0288600615586634,0.0277156791983593,0.0233404636812831,0.0220904664408594,0.0236979524465659,0.0291621129693427,0.0335725146163155,0.04861769846271,0.062213435281613,0.0634859351260586,0.0622154383399005,0.0660902907330674,0.0664154939082435,0.0698113745909754,0.0642233704470854,0.062148754958995,0.0579429091348773,0.0575064695959393,0.05636411820545,0.0513359295618971,0.042606521239408,0.0366585679978224,0.034676956380761
108,"BDI","Burundi",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0212927752828107,0.0104113750843908,0.00946509786228011,0.00790797957946721,0.00502239601593568,0.00905512183964086,0.0131151190251129,0.0201215779438062,0.0306903951627877,0.0372594031820317,0.033299439787476,0.0283431312763502,0.0318252467489686,0.0196682183816954,0.00965326980311665,-0.000869096474810711,-0.0154723451392065,-0.0266215756229603,-0.0194642414270049,-0.015995346112744,-0.00845458344697602,0.000610493681252544,0.013537706442653,0.0144980492830893
132,"CPV","Cabo Verde",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0421828856212043,0.0812338942601372,0.117545763331282,0.152178794758486,0.168053041731143,0.178472286757467,0.200027779898211,0.208342761945938,0.196916402426234,0.166557203104862,0.115429556653282,0.105083109558482,0.109853433847007,0.0973212552486642,0.0710824518363402,0.0447356744686485,0.0443639726551235,0.0483768711120258,0.0542681266810976,0.0580894345516878,0.0571626504697207,0.0526466957003191,0.0617944511712882,0.0612733395533414
116,"KHM","Cambodia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0757285506524537,0.0332869152991613,-0.0184040571042014,-0.0285532546668956,-0.0357806956255254,-0.0337388543308076,-0.0204918473554923,0.0021015458406739,0.013855666723215,0.028336656616849,0.0384363375612644,0.0400944093982409,0.0426063173697564,0.0475973839108821,0.0540051757211966,0.0565255326329939,0.0557403132617786,0.0678777646130531,0.0734300435360697,0.0747513276556722,0.070804845818508
120,"CMR","Cameroon",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00495089833014406,0.0062991658891054,0.00532842622909002,0.00640129765848396,0.00998102124809175,0.0164115173687529,0.0230383623729113,0.0273251932027394,0.029880288433586,0.0315417842684984,0.0321390509216548,0.0339599227638752,0.0339924869011221,0.0359273735333396,0.0372350868057001,0.0396270246593247,0.037821872813063,0.0325750273223968,0.0278769665740499,0.0218473837140112,0.0184720364636135,0.0144333167644506,0.00896570733898416,0.00559328254104563
124,"CAN","Canada",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0284119831823422,0.0270613982475936,0.0190088674222666,0.0106127641834877,0.00294769287877528,-0.00657998963919868,-0.0257458980542444,-0.0473288048678565,-0.0585341187015306,-0.0666636598153945,-0.0727594707471116,-0.0719955572308417,-0.077555405592016,-0.0802879630939885,-0.0770953066375782,-0.0735484628593418,-0.0720904418670871,-0.0766963785338425,-0.0747178637228328,-0.0699488449961803,-0.066803941267013,-0.0645067553110361,-0.0600614667835961,-0.0541651650182883
136,"CYM","Cayman Islands",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00806365842058621,-0.00662399261827158,-0.0151445656116876,-0.0185278895791175,-0.0218382511963511,-0.0225295570846331,-0.0237880408808926,-9999
140,"CAF","Central African Republic",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0148531740431148,0.0126160268772866,0.0131411500509908,0.0140715291354985,0.0135707674967365,0.0148340511271332,0.0177172396696761,0.0202815868708179,0.0223675238163947,0.0244953368696512,0.0221513732956127,0.0228297114411684,0.0280607767644907,0.0318069108671906,0.0314298486627733,0.0287149289857764,0.0276537789419464,0.028770756364654,0.0297021528329677,0.0294266754197068,0.0289037501174247,0.0266159908446633,0.027482598896966,0.0290398088829165
148,"TCD","Chad",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.035313227331599,0.0336203454672859,0.0366227294662718,0.0409726136222648,0.0412134493206484,0.0436541862742885,0.0467422606083068,0.0486329830176735,0.0496918841780642,0.0490809696434207,0.04703965446525,0.0468061039860233,0.046476309531009,0.045437523661787,0.0440106858583416,0.0424725294791062,0.0446471289261607,0.0464737984918326,0.0481407959454967,0.047911580899709,0.0466236962019646,0.0442581391226713,0.0413408805726574,0.0380990858985888
152,"CHL","Chile",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0679423774485461,0.0603859026044455,0.0432690802564233,0.0269258595460591,0.0101904140144915,0.00011681105301875,-0.00804548701530401,-0.00632491397776119,0.0110264326479099,0.027615404703452,0.0399059108354962,0.042922442925061,0.0401186278888952,0.0425714470133871,0.0386640958563369,0.0306131001738446,0.0209084404449256,0.0136572428917907,0.0190262077278913,0.0233912734469299,0.0222216418888994,0.0118598289087752,0.00433541795975012,0.00275025471716872
156,"CHN","China",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0539054153316512,0.048711715512425,0.0425136162305211,0.0389621836223644,0.0426635012735868,0.0501675945857338,0.0618302370913666,0.0757138777756918,0.0832458888924172,0.0843003700505776,0.0774281384684223,0.0677567171600435,0.0566650080538946,0.0430024868223464,0.0286868878931272,0.0137778249429228,-0.000605446758213858,-0.0180747538426415,-0.0363078091864653,-0.0541227090000914,-0.0756891206859301,-0.0945942294396078,-0.0932768342007117,-0.0843295766793694
170,"COL","Colombia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00832160009871918,-0.00189598540109631,-0.00942182694114342,-0.0246249553886748,-0.0353859856484625,-0.048015519049042,-0.0442855127067104,-0.0416002449853994,-0.0330047019424308,-0.0264726841086429,-0.0211228626262392,-0.00919249488814923,0.0065042465703431,0.0152240455431627,0.0313388560022012,0.0441723895769344,0.0539404356059106,0.054742852175818,0.0489190392592938,0.0376891570658484,0.0282806172360182,0.0126229681671928,0.00761471706841954,0.00166019550670016
174,"COM","Comoros",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0172607526074331,0.022763163720612,0.0283721438876201,0.0333806436302382,0.0411777092051404,0.0492924416107974,0.0553841536029247,0.0607697483209753,0.0506637731296129,0.0404380312779133,0.031481948882554,0.0296830827354508,0.024353669915365,0.0187017880608165,0.020239058737189,0.0191955953409821,0.0199429406171172,0.0268305852301209,0.0256864614806562,0.0237036159005632,0.0268609550658305,0.0321206951887434,0.0325555359588634,0.0322936944277425
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0431468553578029,0.0248850782223919,0.00934403081470325,0.00753869120306949,0.00517967695692234,0.0144709623843189,0.0209704787600382,0.0229220527549365,0.0253944194407221,0.0275829032811121,0.0264574749670292,0.0242249685572729,0.0227649898374289,0.0185902243200931,0.0169685480619004,0.0184398839360347,0.0129581330843227,0.0118593175452293,0.0148987532970799,0.0146705336770263,0.012802320596744,0.00601446104245218,0.00445329070741352,0.00360326504197817
384,"CIV","Cote d'Ivoire",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0470225027264299,0.0491446084213836,0.0480199186892525,0.0447477618409862,0.0263789974722739,0.0128262228846143,0.00404865868349957,-0.0012102350602147,-0.00272493085621519,-0.00137010174483145,0.00310490378294737,0.00987104665648331,0.0183299340535461,0.0419213549807411,0.0477502853436345,0.0556117930516453,0.0632758800167457,0.0593933459715519,0.0539596194729235,0.0490960355974885,0.0403629425867371,0.0256074210129744,0.0170464686148226,0.0189771418414981
191,"HRV","Croatia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00846569260426833,0.000671867983967234,-0.00554458160650869,-0.00842794175438859,-0.0128243273240841,-0.0184733626892365,-0.034142217722208,-0.0503953177314551,-0.0548296592787374,-0.0438783856520081,-0.0229937361526007,-0.00443549182028075,-0.014433025161515,-0.0241416927531251,-0.0415524243875961,-0.043999565980562,-0.0453112592536809,-0.0425773193781219,-0.0473289114637518
192,"CUB","Cuba",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.00903932220425823,-0.00934552660111022,-0.00451464402003317,-0.00163189330277557,-0.0224288826890193,-0.0487242368143281,-0.0919664436358495,-0.116032354026432,-0.115861478365085,-0.115808052882963,-0.105527236618192,-0.0792749744714313,-0.0508336105502179,-0.0298398228509237,-0.0215133724554802,-0.00587084748657487,0.00319495444497941,-5.15195605533443e-05,-0.0018240678110695,-0.00384576450813374,-0.013263981319087,-0.0203666380486739,-0.0237883026418203,-0.021581286798687
531,"CUW","Curacao",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.00814589957194905,-0.011912824468852,-0.0171245963553763,-0.0242522193926584,-0.0284944188180844,-0.0285798950848971,-0.0241907429812579,-0.0134853837069856,-0.00481890432865582,-0.00284122695682669,-0.00150314713643924,-0.00160172527713457,-0.00168406437398333,-9999
196,"CYP","Cyprus",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0295888173376262,0.0247450515329442,0.0169534376455314,0.013177245737797,0.0107960496502157,0.00750383635626384,-0.000637834020385581,-0.012786319616297,-0.0281719152055245,-0.0456337800603631,-0.056246888483003,-0.0661984956405325,-0.0517845820649387,-0.0407285809277483,-0.0465679511868114,-0.0356633682939705,-0.0291406589143178,-0.0320606786014302,-0.0532639019560746,-0.0793457886201327,-0.0745854385548115,-0.0941122725520656,-0.0842471346724777,-0.0587983829122799
203,"CZE","Czech Republic",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.177743317524434,-0.187662164581535,-0.158378982467223,-0.11867628894318,-0.0821899267999908,-0.0541516973120812,-0.0392153094188395,-0.0287345931966592,-0.0217463935624032,-0.0221441159179552,-0.0364033373292549,-0.0426430474753557,-0.0508991178160064,-0.0626439543099662,-0.070107542887716,-0.0755627106309781,-0.0774696265687083,-0.0793517545131285,-0.0755463460812389,-0.0798354975759492,-0.0831786909411757,-0.086261406456337,-0.0828575290455619,-0.0811584396606434
180,"COD","Dem. Rep. Congo",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0143401101714369,0.0142593385736391,0.0111799427636223,0.00954303766186415,0.0105239785139755,0.0132375432735503,0.0180909472927837,0.0235516716067412,0.0298427580872862,0.0370589290072556,0.0428138631202317,0.0435058910271546,0.0439036340045635,0.0323080510975438,0.0302853887893693,0.0353976624658616,0.0302404734932429,0.0208505023642227,0.0021373222004275,-0.0195119086281052,-0.0444508658551012,-0.0652556631712542,-0.0688820392309078,-0.082327841031448
