"code","iso","country","WRR.raw.2016","WRR.raw.2017","WRR.raw.2018","WRR.raw.2019","WRR.raw.2020","WRR.raw.2021","WRR.raw.2022"
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",0.0318007397260274,NA,NA,NA,NA,NA,NA
384,"CIV","Cote d'Ivoire",0.0148318383113153,NA,NA,NA,NA,NA,NA
191,"HRV","Croatia",0.178299,NA,NA,NA,NA,NA,NA
192,"CUB","Cuba",0.0991524323318761,0.0662695850587341,0.0585121898669141,0.0410695076183393,0.072341045552798,0.0790648146122718,NA
531,"CUW","Curacao",0.855616897232691,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",0.16570906,NA,NA,NA,NA,NA,NA
203,"CZE","Czech Republic",0.499162011173185,0.494494881205331,0.488757621951219,0.4955039340577,0.526172208013641,0.544902314890822,NA
180,"COD","Dem. Rep. Congo",0.00976167479540716,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",0.988230348886087,0.989847715736041,0.987062566277837,0.990625636845323,0.984612141652614,0.999367088607594,NA
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",0.05,0.05,0.048780487804878,0.0476190476190476,0.0476190476190476,0.0476190476190476,NA
214,"DOM","Dominican Republic",0.070578384,NA,NA,NA,NA,NA,NA
218,"ECU","Ecuador",0.139990387567366,0.120759010141943,0.119247340020517,0.119774214080347,0.117682945325018,NA,NA
818,"EGY","Egypt",0.064664145,NA,NA,NA,NA,NA,NA
222,"SLV","El Salvador",NA,NA,NA,NA,NA,NA,NA
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",0.771255060728745,0.706225680933852,0.693457943925234,0.759183673469387,0.717092337917485,0.79047619047619,NA
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",0.0440270428342304,0.0428949697163376,0.0411380430564967,0.0409741134097738,0.0422360217829617,0.0423764660004547,NA
246,"FIN","Finland",0.967485549132948,0.990753911806544,0.992436698454456,0.990076824583867,0.994362017804155,0.994075829383886,NA
250,"FRA","France",0.707760700441842,0.706159488181599,0.712600321027287,0.711417649103109,0.733461644212263,0.752270288660334,NA
258,"PYF","French Polynesia",0.1989,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",NA,NA,NA,NA,NA,NA,NA
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA
276,"DEU","Germany",0.94408532023862,0.979494902687673,0.982272184639873,0.982276930372244,0.980627133265819,0.989395151537704,NA
288,"GHA","Ghana",0.0475741958431094,0.0474114105786432,NA,NA,NA,NA,NA
300,"GRC","Greece",0.177380286938699,0.199445983379502,0.216005793952562,0.223548272176701,NA,NA,NA
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",0.001966,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",NA,NA,NA,NA,NA,NA,NA
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",0.0180367712999181,NA,NA,NA,NA,NA,NA
624,"GNB","Guinea-Bissau",NA,NA,NA,NA,NA,NA,NA
328,"GUY","Guyana",0.004806,NA,NA,NA,NA,NA,NA
332,"HTI","Haiti",NA,NA,NA,NA,NA,NA,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",NA,NA,NA,NA,NA,NA,NA
344,"HKG","Hong Kong",0.34,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",0.494376004284949,0.511105042462844,0.505872931126535,0.494064890530203,0.438047875858559,0.472502078179119,NA
352,"ISL","Iceland",0.336363636363637,0.257777777777778,0.279352226720648,NA,0.346666666666667,NA,NA
356,"IND","India",0.0931314969141665,0.0931314969141665,0.0931314969141665,0.0931314969141665,0.0931314969141665,NA,NA
360,"IDN","Indonesia",0.0315,NA,NA,NA,NA,NA,NA
364,"IRN","Iran",0.17,NA,NA,NA,NA,NA,NA
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA
372,"IRL","Ireland",0.700687658342382,0.722182080924855,0.803228021978022,0.83149708360337,0.826168224299065,NA,NA
833,"IMN","Isle of Man",0.48,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",0.203855961832291,0.224044111003959,0.238098436147429,0.23550041428876,0.225844042643019,0.235002101768509,NA
380,"ITA","Italy",0.587141339001062,0.659373731908562,0.682413393005138,0.704326682876461,0.702332008982553,NA,NA
388,"JAM","Jamaica",NA,NA,NA,NA,NA,NA,NA
392,"JPN","Japan",0.927078990039379,0.939175642280971,0.941676223465257,0.944155813899308,0.943925456365284,NA,NA
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",0.06167084,NA,NA,NA,NA,NA,NA
398,"KAZ","Kazakhstan",0.0780950872148155,0.0890585343707462,0.0925360971241979,0.0946655815887486,0.180544993662864,0.130294528753993,NA
404,"KEN","Kenya",0.100409925915341,0.1029200151917,0.0975089464672612,0.0815966333781019,0.0575794076218041,0.0518890502825677,NA
296,"KIR","Kiribati",NA,NA,NA,NA,NA,NA,NA
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",0.789927322321627,0.63632013937659,0.624177576194289,1,0.92459264873058,0.596128170894526,NA
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA
418,"LAO","Laos",0.055,NA,NA,NA,NA,NA,NA
428,"LVA","Latvia",0.232463341645886,0.231514285714286,0.228900382165605,0.373594285714286,0.356372277227721,0.400928423475258,NA
422,"LBN","Lebanon",0.229730118,NA,NA,NA,NA,NA,NA
426,"LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA
430,"LBR","Liberia",NA,NA,NA,NA,NA,NA,NA
434,"LBY","Libya",NA,NA,NA,NA,NA,NA,NA
438,"LIE","Liechtenstein",0.16989366786406,0.165467022257691,0.146753180537234,0.177547868378263,0.194886480720131,0.193818905950396,NA
440,"LTU","Lithuania",0.645519496855344,0.656142690513221,0.641750499615681,0.635985595147838,0.700333481481479,0.782916208178436,NA
442,"LUX","Luxembourg",0.953781512605043,0.953781512605042,0.956967213114754,0.955193482688391,0.959839357429719,0.958661417322835,NA
446,"MAC","Macao",1,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",0.00619849967956545,NA,NA,NA,NA,NA,NA
454,"MWI","Malawi",NA,NA,NA,NA,NA,NA,NA
458,"MYS","Malaysia",0.182805119068322,0.216716309611085,0.254672912623826,0.289520153792555,0.325869146248916,0.322443360330402,NA
462,"MDV","Maldives",0.0267400005340577,NA,NA,NA,NA,NA,NA
466,"MLI","Mali",NA,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",0.06465885,NA,NA,NA,NA,NA,NA
584,"MHL","Marshall Islands",0.2208,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",0.0143924,NA,NA,NA,NA,NA,NA
480,"MUS","Mauritius",0.108654383732542,0.0593665187449219,0.0284387145701014,0.0287498169233356,0.0183187618830916,0.0269867279660161,NA
484,"MEX","Mexico",0.0467,NA,NA,NA,NA,NA,NA
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",NA,NA,NA,NA,0.0225690124695427,0.0294028103044496,NA
492,"MCO","Monaco",1,1,NA,NA,NA,NA,NA
496,"MNG","Mongolia",NA,NA,NA,NA,NA,NA,NA
499,"MNE","Montenegro",0.0411378,NA,NA,NA,NA,NA,NA
504,"MAR","Morocco",0.0631049724230123,NA,NA,NA,NA,NA,NA
508,"MOZ","Mozambique",0.00525,NA,NA,NA,NA,NA,NA
104,"MMR","Myanmar",NA,NA,NA,NA,NA,NA,NA
516,"NAM","Namibia",0.0267571108012405,NA,NA,NA,NA,NA,NA
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",NA,NA,NA,0.0104770909562223,NA,NA,NA
528,"NLD","Netherlands",0.975062062739788,0.975321278289549,0.975471269588917,0.975130592777652,0.977106620808254,0.977197254815143,NA
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",NA,NA,NA,NA,NA,NA,NA
558,"NIC","Nicaragua",NA,NA,NA,NA,NA,NA,NA
562,"NER","Niger",0.0088483790449738,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",NA,NA,NA,NA,NA,NA,NA
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",0.002044,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",0.908712620375063,0.907771587743732,0.908823529411763,0.894124307395809,0.879017554665845,0.873354166666667,NA
512,"OMN","Oman",NA,NA,0.323342073780544,0.281636496000712,0.206126548145385,0.247407215382969,NA
586,"PAK","Pakistan",0.0360681916643157,NA,NA,NA,NA,NA,NA
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",NA,NA,NA,NA,NA,NA,NA
598,"PNG","Papua New Guinea",0.012,NA,NA,NA,NA,NA,NA
600,"PRY","Paraguay",NA,NA,NA,NA,NA,NA,NA
604,"PER","Peru",0.00726929618523495,0.0102254642001717,0.0104055015663704,0.0108023119994137,0.0074662491831142,0.0180776958871669,NA
608,"PHL","Philippines",0.136962916930758,0.134366661740475,0.130096949052894,0.127625109280341,NA,NA,NA
616,"POL","Poland",0.529517762141754,0.565711421171359,0.568922707248699,0.555712381400455,0.589540291225128,0.600190141875091,NA
620,"PRT","Portugal",0.503578000408914,0.488715797882964,0.47285632073662,0.47756106797955,0.457935507115836,0.503526093088857,NA
634,"QAT","Qatar",0.243065713577185,0.236056491736176,NA,NA,NA,NA,NA
178,"COG","Republic of Congo",0.102966188549727,NA,NA,NA,NA,NA,NA
642,"ROU","Romania",0.176745090414155,0.182448903056441,0.156344410876133,0.160957642725598,0.171975662133143,0.171463245492372,NA
643,"RUS","Russia",0.0395387773638664,NA,NA,NA,NA,NA,NA
646,"RWA","Rwanda",NA,NA,NA,NA,NA,NA,NA
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",0.000935135277108434,0.00103488304,0.00107800316666667,0.000982483898734177,NA,NA,NA
670,"VCT","Saint Vincent and the Grenadines",9e-04,NA,NA,NA,NA,NA,NA
882,"WSM","Samoa",0.0461774910394264,0.0651011650485436,NA,NA,NA,NA,NA
674,"SMR","San Marino",0.449564255235944,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",NA,NA,NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",0.15,NA,NA,NA,NA,NA,NA
686,"SEN","Senegal",NA,NA,NA,NA,NA,NA,NA
688,"SRB","Serbia",0.00532,NA,NA,NA,NA,NA,NA
690,"SYC","Seychelles",NA,NA,NA,NA,NA,NA,NA
694,"SLE","Sierra Leone",NA,NA,NA,NA,NA,NA,NA
702,"SGP","Singapore",0.972229331968262,0.970794392523365,0.97037037037037,0.966814159292036,0.963095238095238,0.966589861751152,NA
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",0.333862433862434,0.394071914480078,0.432564330079858,0.439321444106132,0.51990811638591,0.56957809030348,NA
705,"SVN","Slovenia",0.734888653234359,0.654004106776181,0.685827552031715,0.72148288973384,0.703125,0.68895078922934,NA
90,"SLB","Solomon Islands",NA,NA,NA,NA,NA,NA,NA
706,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA
710,"ZAF","South Africa",0.165199992656708,NA,NA,NA,NA,NA,NA
410,"KOR","South Korea",0.836136994955928,0.848903874538331,0.842522753674158,0.813941977631782,0.819934006043299,NA,NA
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA
724,"ESP","Spain",0.458824621669298,0.48846398401308,0.463922627080521,0.489443895427185,0.506275579809005,0.481272906051667,NA
144,"LKA","Sri Lanka",0.0885382532942984,NA,NA,NA,NA,NA,NA
275,"PSE","State of Palestine",0.0240221334273381,0.0253301289475179,0.0226139878037694,0.0228168634735489,0.0432011510144995,0.0623108204800146,NA
729,"SDN","Sudan",NA,NA,NA,NA,NA,NA,NA
740,"SUR","Suriname",0.0188590048514969,0.0195935805757607,0.0157308877556331,0.0129846148001824,0.0107667051658967,0.0116324190035393,NA
752,"SWE","Sweden",0.993695113713128,0.99538562953197,0.99320652173913,0.992411101474414,0.983408071748879,0.991957720588235,NA
756,"CHE","Switzerland",0.990000000000001,0.990000000000001,0.99,0.99,0.99,1,NA
760,"SYR","Syria",0.0296,NA,NA,NA,NA,NA,NA
158,"TWN","Taiwan",0.981216917814517,0.979534604446559,0.978036318031889,0.974649877328911,0.972372241233881,0.960383864683092,0.967201321439382
762,"TJK","Tajikistan",NA,NA,NA,NA,NA,NA,NA
834,"TZA","Tanzania",NA,NA,NA,NA,NA,NA,NA
764,"THA","Thailand",0.253343184336904,0.290464011691633,0.316793756488741,0.35685427695737,0.244225463145447,0.259727782225781,NA
626,"TLS","Timor-Leste",NA,NA,NA,NA,NA,NA,NA
768,"TGO","Togo",0.0122905845480565,NA,NA,NA,NA,NA,NA
776,"TON","Tonga",NA,NA,NA,NA,NA,NA,NA
780,"TTO","Trinidad and Tobago",0.0072,NA,NA,NA,NA,NA,NA
788,"TUN","Tunisia",0.0585,NA,NA,NA,NA,NA,NA
792,"TUR","Turkiye",0.0915795397328437,0.0915927779240921,0.114991457446501,0.1150012850901,0.123275787282033,NA,NA
795,"TKM","Turkmenistan",NA,NA,NA,NA,NA,NA,NA
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",0.0705,NA,NA,NA,NA,NA,NA
800,"UGA","Uganda",0.0225,NA,NA,NA,NA,NA,NA
804,"UKR","Ukraine",0.0177956512747947,0.0183837560830124,0.0151366258475863,0.0126306952606273,NA,NA,NA
784,"ARE","United Arab Emirates",0.242130875216709,0.280030766677105,0.279092867367957,0.207565052706341,0.0587865960931239,NA,NA
826,"GBR","United Kingdom",0.775433617155472,0.803442028985507,0.822549210680179,0.842069235282613,0.854106186697633,0.852482632775235,NA
840,"USA","United States of America",0.476743755781684,0.477145692899723,0.439627560802264,NA,NA,NA,NA
858,"URY","Uruguay",0.0784,NA,NA,NA,NA,NA,NA
860,"UZB","Uzbekistan",NA,NA,NA,NA,NA,NA,NA
548,"VUT","Vanuatu",0.0444,NA,NA,NA,NA,NA,NA
862,"VEN","Venezuela",NA,NA,NA,NA,NA,NA,NA
704,"VNM","Viet Nam",0.2736,NA,NA,NA,NA,NA,NA
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",0.0153600006103516,NA,NA,NA,NA,NA,NA
894,"ZMB","Zambia",NA,NA,NA,NA,NA,NA,NA
716,"ZWE","Zimbabwe",0.0303423482085212,NA,NA,NA,NA,NA,NA
