"code","iso","country","PSU.raw.1965","PSU.raw.1966","PSU.raw.1967","PSU.raw.1968","PSU.raw.1969","PSU.raw.1970","PSU.raw.1971","PSU.raw.1972","PSU.raw.1973","PSU.raw.1974","PSU.raw.1975","PSU.raw.1976","PSU.raw.1977","PSU.raw.1978","PSU.raw.1979","PSU.raw.1980","PSU.raw.1981","PSU.raw.1982","PSU.raw.1983","PSU.raw.1984","PSU.raw.1985","PSU.raw.1986","PSU.raw.1987","PSU.raw.1988","PSU.raw.1989","PSU.raw.1990","PSU.raw.1991","PSU.raw.1992","PSU.raw.1993","PSU.raw.1994","PSU.raw.1995","PSU.raw.1996","PSU.raw.1997","PSU.raw.1998","PSU.raw.1999","PSU.raw.2000","PSU.raw.2001","PSU.raw.2002","PSU.raw.2003","PSU.raw.2004","PSU.raw.2005","PSU.raw.2006","PSU.raw.2007","PSU.raw.2008","PSU.raw.2009","PSU.raw.2010","PSU.raw.2011","PSU.raw.2012","PSU.raw.2013","PSU.raw.2014","PSU.raw.2015","PSU.raw.2016","PSU.raw.2017","PSU.raw.2018","PSU.raw.2019","PSU.raw.2020","PSU.raw.2021"
372,"IRL","Ireland",20.59932,23.80296,26.85234,29.46326,32.32664,35.57504,36.6447,39.34078,42.06456,41.48664,41.5275,42.17946,40.60862,39.40038,39.46148,37.63752,35.52088,33.65016,32.11352,30.90842,30.82502,32.15992,33.24634,34.07496,36.24414,38.3711,39.31218,40.39042,41.4612,42.4271,43.12982,42.29436,41.12256,39.38122,36.96568,33.57252,31.39042,29.9459,27.95992,25.57402,25.35554,25.3371,24.4267,22.75664,23.08574,22.28942,21.51628,21.95622,23.4471,23.97586,25.31726,27.1176,28.5639,31.22982,32.87872,34.79824,35.4613
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",8.7287,7.9678,7.16666,7.05224,7.54438,8.26496,8.99496,9.5969,9.9027,10.10918,10.74846,11.49708,12.59142,13.73508,14.75068,14.00826,12.53414,11.68374,10.63386,10.1973,10.07562,10.80448,10.90706,12.09122,12.41658,12.90502,13.9417,14.93876,15.33892,15.9772,16.64884,15.93974,16.41586,16.4671,15.3432,14.53454,13.98208,12.12722,10.6066,10.74748,11.08712,12.04954,12.60898,13.17032,12.35474,11.5066,10.08706,9.36682,7.42526,5.76396,4.20234,3.13222,2.00444,2.10032,2.68458,3.3415,3.8593
380,"ITA","Italy",10.08232,10.46232,10.79068,11.42534,11.98832,12.5226,13.71162,15.28006,15.9312,15.7358,15.87318,15.49254,15.7243,17.89496,20.93722,22.53582,23.6392,24.10616,23.02968,22.20534,22.17254,22.47372,22.82456,23.26606,22.47306,22.281,21.60412,20.52968,19.61654,19.55136,18.5807,18.39464,17.56568,16.93004,16.063,15.7086,14.33574,13.54636,13.00584,11.89206,10.50378,10.14216,9.84382,8.27174,7.9666,7.48712,6.6435,5.85686,6.0585,5.7903,5.7843,5.77138,5.95134,6.21706,6.57034,7.16494,7.67758
388,"JAM","Jamaica",0,0,0.5029,0.69024,0.96606,1.3549,1.85944,1.90232,2.53484,4.1488,4.92854,4.47086,5.04356,4.40694,2.807,2.36696,3.1558,3.04692,3.57554,5.20084,5.0877,4.7208,5.31646,6.08286,5.75152,6.58456,7.0342,6.36448,5.96516,5.37876,4.88618,5.00006,5.49488,5.67988,6.01114,6.63504,7.02096,6.58178,6.61606,7.147,7.2758,6.14206,5.15088,3.85266,2.68164,2.27236,3.75092,5.66068,7.2608,8.0283,7.32282,6.96018,6.0196,6.69106,6.8357,7.8455,7.98578
392,"JPN","Japan",26.39586,29.28334,32.74272,35.7119,38.87726,41.15136,42.9265,44.92252,47.57202,48.4434,48.43974,49.98868,50.59094,50.75512,53.39654,55.3067,55.35974,55.65744,56.10854,55.44746,56.11122,57.00764,58.02204,57.75048,57.63178,57.51946,57.3371,56.77666,57.7581,57.7241,57.226,56.13114,54.7985,52.11466,50.51882,50.17374,48.8602,47.28008,46.29046,44.7627,42.7906,42.29028,42.93836,40.17116,37.42612,36.61938,34.94462,32.43888,33.11182,33.90336,32.7404,32.20092,32.21028,31.966,31.70064,31.67128,31.3799
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",0,0,0,0,0,0.13142,0.13142,0.13142,0.42518,0.42518,1.07416,1.66404,2.47528,2.92006,4.5513,5.04676,5.13588,5.8333,6.3832,6.56444,5.85292,5.30506,4.1554,4.4637,3.48402,4.33216,5.43126,5.64454,6.1015,7.12824,7.389,9.27232,11.19496,9.68508,9.20922,8.10732,6.07898,5.47978,7.7063,6.38694,6.0114,4.9262,3.53898,1.8378,2.6662,3.14322,3.96346,4.07012,3.00096,2.10824,1.43542,0.61516,0.13284,0.13284,0.13284,0.13284,0.13284
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3742,2.2874,1.67403333333333,1.3963,1.2396,0.76476,0.32464,0.23518,0.12256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04176
404,"KEN","Kenya",0,0.08404,0.12344,0.16432,0.28114,0.43486,0.5709,0.7509,0.86816,0.92938,0.80882,0.58874,0.36934,0.2112,0.03316,0.08284,0.44466,0.53866,0.89736,1.3833,1.63492,1.51806,1.87846,1.92614,1.74774,1.80334,1.90998,1.65422,1.61448,1.8235,1.5087,1.97194,2.47022,2.54108,2.8545,3.4667,3.12576,3.02952,3.36482,3.12774,3.06016,3.12458,3.24196,3.19164,3.28036,3.07954,3.1969,3.15754,3.6661,3.83234,3.97622,4.44372,5.2763,4.97552,5.35538,6.2716,6.59248
296,"KIR","Kiribati",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",139.70022,143.92112,150.4583,157.97526,165.35034,172.7543,179.51734,188.26982,193.07688,196.00706,200.4302,202.61208,199.18704,201.12328,211.10088,228.86142,221.33336,212.49872,206.09468,183.01576,153.15508,145.82974,148.35082,135.67082,133.73318,124.40164,109.6827,86.36664,75.96324,66.7666,61.0485,66.5631,72.74712,76.53896,77.22926,70.9499,62.06778,54.59644,45.6888,38.37926,39.52194,47.31122,58.07752,67.54708,68.99444,71.13814,67.3141,63.05962,57.37726,58.8187,67.89276,79.08556,86.9626,99.22184,110.92598,118.37434,122.2092
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5601,2.2251,2.26676666666667,2.0428,1.63424,1.12222,0.7442,0.27418,0,0,0,0,0,0,0,0,0,0,0.18826,0.27884,0.66064,1.19074,1.65606,1.51612,1.61038,1.3854,1.1325,1.08182,1.4498,1.98376
418,"LAO","Laos",2.828,3.23986,3.61978,4.03194,4.2305,4.2218,4.03416,3.7075,3.15494,2.76156,2.41876,2.20136,2.09314,2.19432,2.28834,2.49536,2.52808,2.62506,2.7086,2.82676,2.90178,3.01928,3.30076,3.63362,3.80988,3.92668,4.3812,4.47592,4.74202,5.04056,5.85206,6.1255,6.48758,6.15918,5.75,4.73472,4.13376,3.40914,2.95652,2.7481,2.60106,2.23714,1.91048,1.46186,1.0634,0.81296,1.00164,1.20088,1.79682,2.32572,2.62432,2.18616,2.2096,2.49678,3.62662,5.07954,6.29792
428,"LVA","Latvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9064,11.4062,8.56496666666667,7.75475,7.1845,4.58492,4.81964,5.55622,5.60542,6.07256,6.21678,6.02832,5.82722,5.58788,5.09632,4.7067,4.07836,3.34092,3.09626,2.98908,2.7866,3.2682,3.7126,3.33338,3.28466,3.42064,3.68166,3.38558,3.67686,3.66286
422,"LBN","Lebanon",6.0207,6.5199,7.01148,7.07428,7.43246,11.34072,12.562,14.60998,18.40822,18.39848,14.85312,15.12944,13.93258,10.92748,13.4754,13.955,13.41744,14.91332,16.24564,16.65676,18.51782,16.8915,14.50816,12.02594,7.83418,7.20276,9.92764,11.94498,13.54784,14.18604,14.5925,17.99504,22.1825,26.6078,33.11064,34.05954,32.00306,25.52838,20.07452,13.44634,14.1458,12.64376,15.4713,18.20812,19.7367,19.34516,20.98748,21.99584,20.5324,19.41616,16.15582,12.39792,8.49818,6.67562,4.5737,4.28274,3.55024
426,"LSO","Lesotho",0,0,0,0,0,0,0.10934,0.3231,0.47934,0.47934,0.69848,0.83952,0.7876,1.43168,2.33158,3.17156,3.97454,5.01142,5.41932,5.64228,5.35482,5.37344,5.11434,4.7549,4.6459,4.72912,4.83956,4.97568,5.12508,4.42264,4.21022,3.28392,2.5796,2.0308,2.20994,2.28976,2.77698,3.35828,3.78224,4.18118,4.32178,4.60596,4.63378,4.34754,4.01116,3.42748,2.7632,2.13214,1.78738,1.35416,1.2975,1.21722,0.89246,0.9308,0.96208,0.88476,0.6018
430,"LBR","Liberia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05786,0.05786,0.05786,0.05786,0.05786,0,0,0,0,0,0,0,0,0.00419999999999998,0.01066,0.01066,0.01066,0.01066,0.00646,0,0,0,0,0,0,0,0,0,0,0.0141,0.05322,0.08872,0.12804,0.172,0.21584,0.19356,0.36032,0.48616,0.63826,0.8122,0.8038
434,"LBY","Libya",0.04438,0.06738,0.12852,0.20386,0.2969,0.53816,0.86972,1.03808,1.00296,1.1651,1.54136,1.73242,2.67326,3.32488,4.42212,5.01338,6.08772,6.74804,8.00054,8.24336,8.44496,8.49832,9.05432,9.13442,9.22396,9.30114,9.36726,9.18318,9.84634,9.72278,10.20628,9.75354,8.84198,7.00534,6.52202,4.96806,5.408,5.60098,4.82146,4.4323,4.56536,3.5349,2.5321,2.72432,2.75264,3.324,4.45414,5.79902,6.47294,6.35684,5.50864,3.99672,2.64778,2.12592,1.9217,2.05538,1.90624
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1601,4.8086,4.41623333333333,4.5004,3.82292,2.89014,2.5145,2.24836,1.56434,1.91068,2.47394,3.15094,3.59046,4.10888,4.91008,4.95686,4.08408,3.41786,3.25578,2.31912,1.40984,1.4261,1.19264,0.56974,0.13626,0.13626,0.39486,0.39486,0.39486,0.39486
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8942,19.104,18.3513,17.950975,17.64434,17.59788,16.89024,16.84374,15.79606,14.77048,13.84636,13.6159,13.11548,13.50468,14.05278,14.07882,14.48394,14.94826,14.94552,14.75812,14.73098,14.27604
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,"MWI","Malawi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03972,0.03972,0.03972,0.03972,0.10904,0.15546,0.15546,0.15546,0.31618,0.25338,0.16724,0.16724,0.16724,0.0065199999999999,0,0,0,0,0,0,0,0.03824,0.03824,0.03824,0.03824,0.03824,0,0,0,0,0,0,0,0,0.25928,0.7567,1.85714,2.65424
458,"MYS","Malaysia",4.16294,4.30854,4.35102,4.38402,4.51016,4.5427,4.60216,4.5515,4.67588,4.48878,4.36572,4.38618,4.54686,4.8271,5.48266,6.34846,6.64098,6.98048,7.25776,7.50364,7.1525,7.67104,7.95612,7.80042,7.55356,7.57266,7.2319,6.94154,6.79782,6.74718,7.19686,7.83926,8.68774,9.56674,10.11912,9.7976,8.67636,7.65892,6.65852,5.91128,5.61142,6.15444,6.83042,6.29256,6.49872,6.92452,6.60936,6.05472,7.01914,7.5135,7.24282,7.7783,8.49264,8.25606,7.1157,6.89866,6.52634
462,"MDV","Maldives",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479999999999997,0.0479999999999997,0.66744,3.72524,3.72524,3.67724,3.67724,3.0578,0,0,0,0.63056
466,"MLI","Mali",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13016,0.13016,0.13016,0.13016,0.13016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,"MLT","Malta",8.0657,9.21984,10.51042,12.29774,14.011,15.48348,16.7323,17.52722,17.70646,17.5014,17.51532,17.95626,18.9682,19.98516,20.97972,22.75754,22.91836,23.15958,24.95022,29.0755,31.58898,35.0705,38.08244,39.66226,39.16426,39.38476,39.67982,40.50462,41.19562,41.7424,43.19488,43.37474,43.9322,44.65352,45.86524,46.48192,48.8135,49.02076,49.38532,49.50706,49.37096,48.36492,48.94684,48.9615,46.32894,43.04932,39.1858,34.73346,30.62108,28.8988,27.87568,27.90556,27.5961,28.70858,30.02102,35.44264,41.2072
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",1.68054,1.73548,1.81912,1.93926,1.92876,2.03246,2.20178,2.28894,2.3519,2.41914,2.4138,2.36014,2.43944,2.49,2.95948,3.31284,3.4158,3.3,3.1687,2.64304,2.07228,1.66146,1.3312,1.11086,0.96474,1.06356,1.2397,1.53636,1.56154,1.47988,1.23554,0.93618,0.69818,0.63226,0.71018,0.87916,1.16098,1.36052,1.49282,1.68232,1.74366,1.78548,1.67156,1.5854,1.50608,1.45562,1.388,1.2942,1.29746,1.16016,1.2328,1.27086,1.4298,1.44108,1.66898,1.70176,1.61684
480,"MUS","Mauritius",10.03548,8.3777,6.77158,5.58252,2.7949,0.2891,0.2891,0.2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10628,0.43282,1.2437,1.25604,1.34598,1.2397,1.26352,0.491479999999999,2.0043,6.05612,8.96426,10.5757,13.5526,13.77382,9.93948,8.36702,7.58088,5.6707,6.21994,7.40086,7.76528,9.49374,9.35644,8.2117,8.06714,8.0022,6.46576,7.3806,6.95412,7.6689,8.3807,7.7686,6.41326,6.71308,6.22724
484,"MEX","Mexico",0,0,0.04596,0.10202,0.31636,0.39576,0.63442,0.85568,1.17262,1.50926,2.1927,2.65726,2.94434,3.21636,3.41032,3.29124,3.6007,4.37502,4.66224,4.97674,5.34286,5.46102,5.27674,5.3987,5.25066,5.03116,4.72952,4.13784,3.76452,3.61714,2.95842,2.53936,2.29114,1.9681,1.689,2.08394,2.17162,2.35706,2.39492,2.4703,2.62414,2.67244,2.42182,2.02612,1.80506,1.4441,1.3012,1.37076,1.72896,1.75832,2.07804,2.51876,2.86372,3.4263,3.96308,4.03498,4.3532
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.88738,1.85322,2.82306,3.79552,4.74748,4.80912,4.79612,4.77912,4.76782,5.28482,6.43496,8.12124,10.09884,12.05172,14.37392,16.02234,13.66504,10.7346,7.82056,4.0294,0.281819999999999,0,0,0,0,0,0
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4946,8.202,8.4993,8.14235,8.15594,6.05702,4.87514,3.05636,1.64206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1345,0.1345,0.43868,0.47114,0.6521,1.1881,1.1881
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",16.67678,15.53926,15.72644,16.02926,16.67668,17.2922,17.67978,18.31588,18.6495,18.81822,18.86492,18.66612,17.57246,16.42898,15.56946,14.63732,13.93018,13.61354,13.16748,12.56334,11.83992,11.34268,11.1027,11.00968,10.92824,11.3018,11.774,12.1237,12.39146,12.73222,13.11962,13.5164,14.27178,15.07258,16.37472,17.47774,17.75022,16.8225,16.00968,14.4073,13.05364,12.5442,13.28316,13.99278,14.84384,14.63302,14.27876,13.77016,13.77936,14.23404,16.06028,18.03568,20.2038,21.79602,23.30846,24.03638,24.58872
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.4692,108.6638,107.311,104.478,102.89892,98.5064,93.6953,90.91372,90.04032,89.15968,91.5063,91.39676,89.56268,87.23178,85.26222,82.44332
504,"MAR","Morocco",0,0,0,0,0,0,0,0,0.08514,0.0974,0.30942,0.38386,0.74038,0.84256,1.0304,1.21048,1.6254,1.45984,1.73512,2.0129,2.07708,1.87156,2.21178,2.01822,1.7596,1.7081,1.42426,1.39114,1.60744,1.38818,1.37788,1.37788,1.20374,0.81104,1.21704,1.43652,1.8478,2.4577,2.92324,2.71392,2.65248,2.32662,2.12212,1.814,1.61732,1.78802,2.46582,2.95754,3.71242,4.72872,4.7142,4.55532,3.61046,2.60552,1.78366,1.36194,0.7576
508,"MOZ","Mozambique",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425999999999997,0.00425999999999997,0.00425999999999997,0.00425999999999997,0.00425999999999997,0,0,0,0.02398,0.02398,0.02398,0.02398,0.02398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,"MMR","Myanmar",0.0142200000000001,0.11486,0.23278,0.32414,0.45142,0.54824,0.61754,0.74648,0.78684,0.81284,0.87038,0.83118,0.73912,0.75014,0.83078,0.84966,0.8591,0.94938,0.95428,0.99074,1.08238,1.24016,1.13204,1.1458,0.94932,0.7019,0.47174,0.33478,0.17338,0.09948,0.182,0.1111,0.1111,0.1111,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128800000000002,0.77204,0.8787,1.34792,1.5908,1.57792
516,"NAM","Namibia",1.00278,1.00448,0.99906,0.98658,0.9818,0.9787,0.97028,0.96404,0.9604,0.96724,0.92954,0.8846,0.85998,0.83512,0.8025,0.8243,0.81588,0.76608,0.70528,0.64248,0.59386,0.57576,0.58248,0.5974,0.60642,0.59552,0.58938,0.65834,0.6692,0.63034,0.61772,0.5854,0.41662,0.33706,0.3629,0.33262,0.32572,0.40956,0.47182,0.44216,0.50114,0.47386,0.48966,0.48792,0.52632,0.53982,0.62946,0.69696,0.78894,0.87086,0.90572,1.04152,1.03532,1.03416,1.1558,1.05912,0.85834
520,"NRU","Nauru",0,0,0,0,0,0,0,0,0.0413800000000002,0.1487,0.2858,1.20794,1.33338,1.41358,1.42066,1.42892,0.78282,1.09806,1.68894,2.39362,3.10192,3.84474,4.58852,5.18894,5.67878,6.21766,6.6803,7.06864,7.40952,7.70142,7.86328,7.87716,7.74698,7.48308,7.21938,6.95658,6.69282,6.42908,6.16534,5.9016,5.63062,5.36686,5.24216,5.25652,5.27088,5.31754,5.7129,5.63208,5.33218,5.47242,5.63038,5.49126,5.72866,6.06318,5.9881,5.9994,6.09416
524,"NPL","Nepal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09872,0.09872,0.09872,0.09872,0.1329,0.0341799999999999,0.0341799999999999,0.0341799999999999,0.0341799999999999,0,0.07376,0.07376,0.13396,0.13396,0.13396,0.0602,0.21068,0.16332,0.16332,0.16332,0.16332,0.0128399999999999,0,0,0,0,0,0,0,0,0,0.07286,0.07286,0.07286,0.0929200000000002,0.0929200000000002,0.38694,0.5064,0.75466,0.7346
528,"NLD","Netherlands",62.2489,63.7679,64.73538,64.7039,65.63496,66.24894,66.2795,67.288,68.90562,70.19148,70.59346,72.22978,73.19824,73.31176,74.61378,76.68012,77.92728,78.8535,81.07622,82.23238,82.99134,84.64298,86.20202,86.08742,85.85934,84.9119,83.60932,82.3502,81.00862,79.74834,79.45406,78.026,76.67566,75.80586,74.653,72.2564,70.7507,68.50638,65.74838,63.0572,61.56948,60.46242,60.5124,60.37878,59.82814,60.49852,59.8266,59.28278,58.7738,59.14974,58.7023,59.7081,59.20686,59.20694,58.87992,57.699,55.57844
540,"NCL","New Caledonia",15.36176,15.16708,14.90558,14.3195,14.7378,15.2252,15.4192,15.0776,15.46222,15.6318,15.41306,14.3753,13.68272,12.14906,11.54756,9.85994,9.3913,9.50568,11.31702,11.83144,12.82394,14.40946,17.44914,19.34366,21.46526,24.44946,26.5293,26.445,29.6765,33.61286,37.2352,41.07682,45.87038,41.96444,37.93574,34.10768,30.13912,27.3342,38.94242,40.33406,42.79252,44.2359,44.35214,34.5502,32.6256,30.16624,29.64748,28.11534,28.65718,31.52538,33.17634,33.82446,34.64024,34.14188,33.34242,32.96724,32.94532
554,"NZL","New Zealand",11.44936,12.29954,12.51334,12.39932,11.39218,10.81338,10.68408,10.73362,11.82706,11.8677,12.39468,12.38218,12.71228,12.12892,12.57064,11.72166,11.26402,10.28364,9.3044,7.85876,6.55102,4.91036,3.82454,2.3061,2.39138,2.1226,2.94574,4.0756,6.00736,6.7831,8.43902,9.28976,9.4557,9.13972,9.22856,9.61818,10.47222,10.84704,11.32238,11.75476,11.49888,10.94858,10.57364,9.28056,7.30286,5.84162,4.57612,3.43392,3.19188,3.44878,3.41786,3.0399,3.55868,3.86428,3.93378,4.01398,4.0887
558,"NIC","Nicaragua",0.58468,0.7231,0.88846,1.33742,1.80488,1.9456,2.1565,2.1728,2.43828,2.2678,1.70228,2.08958,2.44996,2.16808,2.07262,3.25042,2.61754,2.25168,2.19854,2.11304,1.3651,1.86416,2.22266,2.65402,3.03836,2.96404,2.54264,1.97966,1.52564,1.4107,1.12858,1.2206,1.57666,1.55208,1.7844,2.3435,2.23616,2.3845,2.72952,2.72122,2.56986,2.72242,3.02416,2.89914,2.72332,2.66526,2.80616,2.54242,2.66378,3.12036,3.88188,4.3223,5.09764,5.10598,5.10056,4.96046,5.02896
562,"NER","Niger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,"NGA","Nigeria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,"NIU","Niue",0.13138,0.00429999999999993,0.05908,0.18926,0.35744,0.3927,0.45908,0.45126,0.36128,0.1931,0.18002,0.2501,0.2461,0.2969,0.2969,0.27472,0.13826,0.0909999999999999,0,0.0304200000000001,0.0725800000000001,0.12802,0.17862,0.24284,0.26364,0.46968,0.51468,0.53896,0.52444,0.52878,0.32548,0.24774,0.19008,0.1525,0.10438,0.0867599999999999,0.12188,0.1594,0.1707,0.22914,0.23674,0.22116,0.24432,0.33752,0.39648,0.5157,0.56202,0.51162,0.41576,0.29092,0.18302,0.1121,0.12866,0.21568,0.28986,0.33874,0.41594
408,"PRK","North Korea",4.00834,4.75344,5.68944,6.40608,7.15248,8.15378,9.52482,10.92938,11.35084,13.0115,13.97998,14.7799,15.19902,16.6255,16.75198,16.84356,16.71026,16.8593,16.9659,17.052,17.28844,17.52932,17.55204,18.01148,18.97764,19.67112,19.39286,18.4256,16.92138,12.52328,8.27694,5.01576,2.43586,0,0.99066,1.89076,2.62856,2.62856,2.62856,1.6379,0.7378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5009,7.14095,7.35013333333333,6.861375,6.81048,7.10428,7.05738,7.04828,8.04426,8.18272,7.99574,8.00168,7.68112,7.07938,7.17272,7.74804,7.8771,7.52158,7.22928,6.98842,6.5753,5.96748,6.02998,5.87354,5.6034,5.1884,5.00084,4.80172,4.75522,4.18106
578,"NOR","Norway",16.08826,16.28994,16.4332,16.46498,16.67786,16.75274,16.97944,17.11574,17.5083,17.4651,17.86058,17.96654,18.07602,18.09526,18.42342,18.28804,18.32708,18.17508,18.09224,17.26712,16.50176,15.68978,14.6178,13.33146,12.36902,11.22722,10.06892,9.57132,8.97818,8.80552,8.75874,8.6285,8.35472,8.33418,8.20824,8.2923,8.35984,8.404,8.38106,8.17692,8.1088,8.21164,8.15574,7.63316,7.47556,7.11138,6.87854,6.70294,7.1599,7.15246,7.17804,6.98626,6.85146,7.0882,7.06764,7.09848,7.27152
