"code","iso","country","PF5.raw.2006","PF5.raw.2007","PF5.raw.2008","PF5.raw.2009","PF5.raw.2010","PF5.raw.2011","PF5.raw.2012","PF5.raw.2013","PF5.raw.2014","PF5.raw.2015","PF5.raw.2016","PF5.raw.2017","PF5.raw.2018","PF5.raw.2019","PF5.raw.2020","PF5.raw.2021","PF5.raw.2022"
100,"BGR","Bulgaria",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
854,"BFA","Burkina Faso",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
108,"BDI","Burundi",15.8893910150566,17.9022340253714,11.2168847497167,13.3069804856901,12.8463292386428,13.1074880127564,11.263574912819,9.83491349541925,16.7034472038939,17.4090271396361,21.5885776402434,23.4322342532915,27.9034932274462,21.0960366389227,23.1567335703941,20.4065003904244,18.5783043249032
132,"CPV","Cabo Verde",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
116,"KHM","Cambodia",33183.6240025525,36575.000403463,41510.9971493932,45752.0934720489,63512.7515680907,79691.3259435337,95625.6418611058,110517.8803892,115354.184164962,104526.107413714,98419.4239662461,86128.3829700645,70596.9268326111,65284.1695394184,63616.7664329441,57690.0572581313,56015.361924356
120,"CMR","Cameroon",11110.5514219393,12657.6810422629,13671.8682728236,15806.4625512893,18953.6720325762,18685.5931875634,20099.5107710527,25644.7491387265,39535.5651865133,42371.5131820076,51390.8487492809,64263.9921501094,67298.1727148134,60347.3326832801,72207.3701448891,78238.1175223518,75543.9131962
124,"CAN","Canada",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
136,"CYM","Cayman Islands",2.09019223091932,2.34378677087592,2.13627693734635,1.97622786439409,2.93341047911892,2.91886252856315,2.97728702918055,3.80659796005815,3.70454993383007,2.81631406993923,11.4452038884407,20.2755622238148,25.1318908942185,25.2595832635994,20.2948893725798,13.1445012484247,6.06573535970334
140,"CAF","Central African Republic",5055.48422537476,5334.56750005646,5787.96424718155,6742.51860518867,7878.96262809486,8642.33930843298,9118.25074433349,9355.9803390179,9369.14119873735,8152.36641751563,10278.0897610273,11210.6600359942,11462.7077070881,11981.7523223356,13917.2252154103,13833.1082024667,13393.0050466162
148,"TCD","Chad",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
152,"CHL","Chile",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
156,"CHN","China",2943.09918373063,4081.23066756329,4578.46093510429,5350.37538485332,5760.82206376805,5805.85345703761,5885.22950338969,6183.69503411579,5753.57775634335,5456.98997530852,5192.90503281492,4086.7531826671,3264.7154312229,2511.14896796436,2009.8737239413,1510.56553773533,1341.24872890418
170,"COL","Colombia",58400.747032643,64848.2197449978,75161.9448970788,71987.8183620034,73954.3213794904,77264.2316940213,72073.8703572749,66892.6798087223,69734.9653084652,65915.8131947166,73108.9222789695,91580.4716349101,115433.335520595,122444.203905372,145812.680291088,149812.045723574,143114.049312616
174,"COM","Comoros",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",705.357160214425,724.089818359895,868.152207310836,1147.30478259209,1194.92218908174,1251.95064126513,1233.57930511844,1123.25853385875,915.151381034769,738.025471652874,854.69864152823,2243.03725509931,2432.73985720196,2526.57895944176,2738.21451325477,2633.80967196381,1326.43749065859
384,"CIV","Cote d'Ivoire",14952.3483306179,13579.826125256,12775.9580055249,13466.7177158918,15740.1636008776,18334.7156817367,19487.3418459436,20747.2963596038,25034.6154962556,24678.1800928493,22112.5552969967,21578.9248133898,22942.0737066998,18048.0099972666,17521.3786649848,15461.9184264271,13095.8146642943
191,"HRV","Croatia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
192,"CUB","Cuba",1060.45777302598,561.822262345132,762.453977610525,783.894797649902,604.337792199051,573.013896592035,528.971391067567,301.7223827131,161.777879833768,167.660601888963,165.976821816486,5898.48725867761,6395.16675709995,6401.24268691418,6431.30722121898,6440.7936995213,713.748390820961
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
203,"CZE","Czech Republic",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
180,"COD","Dem. Rep. Congo",133400.61708973,130600.224427854,139267.478228794,158218.682958012,181275.882249555,181712.175767556,192960.782176271,238909.382059252,283122.883160203,294649.551949077,364833.809884871,416960.659826832,442966.881993232,450147.099794787,483706.98058345,483606.80261475,491767.656949492
208,"DNK","Denmark",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
262,"DJI","Djibouti",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
212,"DMA","Dominica",10.3629241874571,11.5060060494096,13.9269823549638,12.8579641126031,14.4476465415925,16.1848890788513,22.6281914582105,19.2867484377106,16.3319547619184,15.1063791439274,12.3224169973513,3738.00440148085,3883.230325306,3883.34181249399,3108.61857687668,3109.52475047954,122.269239531328
214,"DOM","Dominican Republic",1497.94309181646,1598.88893162629,1818.32730803064,1762.96420826184,903.212961079215,912.554953124518,1035.10047106993,776.122985280361,766.391801016706,994.968964386669,1452.00434450686,1453.21952201778,1459.38537172926,1413.35465735683,1419.16896604574,964.424573223238,751.022080706271
218,"ECU","Ecuador",5430.3437286158,5690.71439117886,6805.6105334145,7340.70645896584,7797.76561153533,8745.16753497273,10617.0366121899,11144.4032479628,10787.9750818494,10784.2120687481,11188.7714578659,12135.030455302,12461.0651695723,13641.4450075286,15896.5368685515,15751.2741288502,15736.9458110265
818,"EGY","Egypt",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
222,"SLV","El Salvador",43.8635368431447,42.8906083403858,46.9784933724597,41.5565227441094,48.0301526824768,52.7188251369951,51.2655804946445,48.4804160233443,43.4488350138868,38.3692172385097,106.703764691459,124.4059578922,137.15812760368,144.656492028234,154.998721988596,78.9329310169205,62.3967876225664
226,"GNQ","Equatorial Guinea",794.161766652061,871.946361483759,1142.49247324654,1727.70365744093,2189.94510151736,2779.57807717037,2932.6184742436,3283.03105934416,4791.16636387434,4959.04021698658,5226.29048555012,6061.50961544495,6055.73859095771,4775.53567391413,4360.79626337909,4094.56138054125,3581.10076990402
232,"ERI","Eritrea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
233,"EST","Estonia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
748,"SWZ","Eswatini",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
231,"ETH","Ethiopia",2341.2370777399,3131.07442220862,3340.64405056359,3593.26092941719,3823.80406577603,3841.79953964235,3753.43990960097,4357.14201685832,4684.96599372929,4234.01009081643,4278.30575796832,4789.16310249278,4227.07449821002,4576.56072297385,5257.17958315486,5552.31675195351,4827.07298340291
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,"FJI","Fiji",125.101764299447,146.683318818955,160.357956655521,134.537691330108,141.262232266842,118.50461883142,107.552193506954,173.916920201106,202.396273763552,188.717268623973,796.668753487301,895.305524715454,844.453378790392,810.910945471173,820.515270627036,415.543582658294,330.973601245538
246,"FIN","Finland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
250,"FRA","France",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
258,"PYF","French Polynesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
266,"GAB","Gabon",8937.08497119746,9653.61537219662,9381.59133615819,10595.0195781452,9679.35216097465,9318.13553746945,9102.82924800112,12400.4686452036,15877.0120700459,17792.7312906303,19832.1198615998,22513.7145976051,19803.4199036189,16736.8767558116,15699.4087995558,13693.9418181622,12012.8871896
270,"GMB","Gambia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
268,"GEO","Georgia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
276,"DEU","Germany",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
288,"GHA","Ghana",2991.09773738009,2706.55201976696,2865.46189433245,3256.51803861434,2904.93897833991,2728.56619975315,2625.69661028548,3114.11334785043,3897.65017632433,4292.22205979832,6487.65611641641,7525.30223695646,8960.83036683289,8634.12214514446,10764.4420807476,10154.7114056037,12210.8552286019
300,"GRC","Greece",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
304,"GRL","Greenland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
308,"GRD","Grenada",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
320,"GTM","Guatemala",21876.3017679664,28025.3328414091,29109.9634057065,33161.7112606414,31034.1812860393,30809.3461148745,27001.5720348365,25030.0915755552,21171.6568478688,19966.1398486077,29168.7143057709,28018.1190940695,27710.0492238326,30113.639255473,34659.4460796366,25046.4570445972,23082.9854048316
831,"GGY","Guernsey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
324,"GIN","Guinea",489.264841709508,476.164553114856,526.818527859619,492.053122322072,504.49318811619,537.422226592563,448.216409786767,546.017473478213,621.1219743021,781.835824832349,1010.40423810229,1227.75593168836,1249.43879246641,1309.90966995695,1342.49836672663,1193.67219758106,1047.30910195724
624,"GNB","Guinea-Bissau",70.5289189169331,56.1083895109722,67.0076075425278,79.4898035541255,91.970175260326,111.947795185751,120.964654190885,202.499381163673,264.416304298607,318.238121158594,393.977249018779,472.784290812954,467.790537267922,452.661513762816,472.50899004878,436.867839649837,412.006132190712
328,"GUY","Guyana",3398.88286504892,3503.20622456751,3935.36351457548,4395.06114095491,5010.44301259585,5427.86091385785,6547.0543703477,6173.91700798897,6746.09809647424,7107.52389439639,9278.99427957463,10191.5641253989,10814.8009415531,11849.6503294851,12309.7248793096,10389.6845624598,9265.43251437827
332,"HTI","Haiti",28.6528479339815,32.8699799193528,38.3953418478843,32.6838851502966,27.8909979677452,29.1845086842443,31.0812505309574,25.5489908595659,22.8539416770596,24.3915060287363,424.940069775913,491.21667028641,493.814278403198,498.61492268657,497.84467270133,117.890601885813,44.9626072993408
336,"VAT","Holy See",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
340,"HND","Honduras",10327.3759987914,11390.6870626629,12555.5442568796,15568.5440306949,17018.4878448413,18249.96453465,17719.5685247936,18177.5350237305,18194.6876546184,16986.5230125692,22126.71318817,27665.1009035657,30800.0872250013,32929.1713996168,38193.4922713579,36308.8444393954,34794.120931549
344,"HKG","Hong Kong",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
348,"HUN","Hungary",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
352,"ISL","Iceland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
356,"IND","India",14400.6123818104,15498.6810701811,17469.8601209858,17059.0720517238,16301.6371555759,16533.8734476703,16853.1065766175,15592.4764994099,16558.3839955982,18485.6034689634,21415.4795379251,23567.2704815786,24549.5204485529,23630.6824310136,23593.2216652442,21813.5444145432,20268.6872399811
360,"IDN","Indonesia",389224.434043949,440073.979582412,484268.191037974,525203.192983397,537717.236494759,566821.965699945,632730.036518755,633446.972156483,644040.891331765,669173.995094593,732124.917094924,635669.2752542,609048.649201925,526418.332293265,447101.348173074,301950.335982495,273299.824623917
364,"IRN","Iran",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
368,"IRQ","Iraq",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
372,"IRL","Ireland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
833,"IMN","Isle of Man",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
376,"ISR","Israel",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
380,"ITA","Italy",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
388,"JAM","Jamaica",1006.71818237374,996.110820251123,1021.36590015427,949.412584284759,404.186265045519,377.064916458102,426.245993734423,396.52597890082,327.921103170576,280.946970136526,361.801203693236,338.19407071111,370.715930285581,366.062390103378,374.322282967691,264.765146358664,219.578287432717
392,"JPN","Japan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
832,"JEY","Jersey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
400,"JOR","Jordan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
398,"KAZ","Kazakhstan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
404,"KEN","Kenya",2511.74250310242,2604.89944528443,2668.65073052632,2393.20308174838,3402.41509232369,3016.53661324646,2661.38523638212,2608.59766944069,2531.35120270339,1792.44717772232,1920.79556675658,2214.83600751983,2420.14487772385,2737.7231437323,2835.81605705173,2514.46948391596,2061.12609883529
296,"KIR","Kiribati",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
689,"XKX","Kosovo",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
414,"KWT","Kuwait",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
417,"KGZ","Kyrgyzstan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
418,"LAO","Laos",21539.4388868136,27783.7880989259,28675.0306989181,34768.5526897992,40444.2212755049,42323.1926778216,41835.9810471209,45114.0916777452,44824.8898040007,46627.338721521,53248.5224003925,56893.5408581197,59546.222042075,64560.1036176409,69209.6059518688,70101.681948903,76577.274798913
428,"LVA","Latvia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
422,"LBN","Lebanon",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
426,"LSO","Lesotho",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
430,"LBR","Liberia",4421.43124760476,4483.32118270396,4697.44303522179,7012.18815985975,7505.18482626198,7463.6364460045,8189.18221043041,10262.5716850766,11383.9139312791,15627.3009372098,18418.5750463463,21156.4720973461,23475.5233592456,24364.5531230477,25558.8109717793,26572.2139250055,27653.8878669493
434,"LBY","Libya",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
438,"LIE","Liechtenstein",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
440,"LTU","Lithuania",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
442,"LUX","Luxembourg",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
446,"MAC","Macao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
450,"MDG","Madagascar",19599.8115468167,23384.7930332524,25041.5468481552,27788.7340438558,28050.2997258681,36319.5100574812,33610.0740608508,41929.0881060204,50865.0007699888,57666.2289846957,61831.0141076936,77268.9392462788,83183.7041725734,78295.3452843935,78278.5854726184,72029.2981538692,59416.0298831938
454,"MWI","Malawi",8.09419449264614,9.57709847196667,8.54159780391003,9.89843205900355,9.79684433657397,7.01750868624511,8.43772485848892,11.2074981721609,12.1014544064495,15.4252792933788,19.4863827965925,21.815589278497,23.7965109992997,29.0814806851095,53.9686968037819,59.8875901231606,72.8042226541019
458,"MYS","Malaysia",92646.7066629338,108696.458490268,124462.493998333,148945.050326215,153975.215595932,163597.23299411,184044.886850162,177403.893530372,176322.70898718,179264.198283094,184069.088534054,167691.064801765,175397.05742932,153347.248036919,137071.771158217,114475.649058782,96377.6535166691
462,"MDV","Maldives",0.535566226507356,0.688344342654235,0.8411356678193,0.963416883262306,1.07041108918472,1.63589417048622,1.43723594049783,1.34539894020814,1.45227225274924,1.6051101875592,1.04463758735569,1.41387355238363,1.83410914726481,-9999,-9999,-9999,-9999
466,"MLI","Mali",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
470,"MLT","Malta",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
584,"MHL","Marshall Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
478,"MRT","Mauritania",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
480,"MUS","Mauritius",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
484,"MEX","Mexico",18565.5772345235,21497.2318954841,23825.8983453487,29538.8302899673,30513.8860529785,32548.4991282686,32396.2381179073,33808.2398621808,29238.8906869222,30188.7345828281,34303.5919401211,39798.8029533943,41537.3428531644,49935.011357949,57083.2075618238,54079.9478740759,50617.7615604198
