"code","iso","country","GPC.raw.1990","GPC.raw.1991","GPC.raw.1992","GPC.raw.1993","GPC.raw.1994","GPC.raw.1995","GPC.raw.1996","GPC.raw.1997","GPC.raw.1998","GPC.raw.1999","GPC.raw.2000","GPC.raw.2001","GPC.raw.2002","GPC.raw.2003","GPC.raw.2004","GPC.raw.2005","GPC.raw.2006","GPC.raw.2007","GPC.raw.2008","GPC.raw.2009","GPC.raw.2010","GPC.raw.2011","GPC.raw.2012","GPC.raw.2013","GPC.raw.2014","GPC.raw.2015","GPC.raw.2016","GPC.raw.2017","GPC.raw.2018","GPC.raw.2019","GPC.raw.2020","GPC.raw.2021","GPC.raw.2022"
180,"COD","Dem. Rep. Congo",1750.16973868902,1550.76370458349,1346.74722225667,1128.59314469046,1034.1233869869,998.68831386491,969.808662969943,900.967796417815,865.606612033276,805.277881391273,728.207196902484,691.709145159465,690.659607510024,708.028771122555,733.541896998267,754.66444325739,769.887144633658,792.190884944916,815.011856985159,811.927345184656,841.856287150523,870.07380558193,900.978990443792,944.640247467799,999.072133543006,1032.57186488287,1021.32719835857,1023.53983315292,1048.24644680706,1059.89211136718,1044.07121384631,1073.64327104273,1132.6542327102
208,"DNK","Denmark",39027.9787365147,39469.3228084158,40108.8919453015,39979.7573849561,41969.6887111548,43015.6775097607,44013.3855851544,45260.1371186812,46096.3697234041,47298.5373518436,48907.0114021027,49133.2231026505,49204.8990055345,49262.6449732555,50446.5416048985,51483.2737862929,53322.2889991783,53569.0280238007,52982.5317373494,50114.0500523227,50825.4122929358,51293.2061782002,51216.309409926,51479.2664533017,52048.3354927845,52892.6460290248,54185.0084787703,55356.6807801781,56178.7746299825,56813.9641554634,55518.5971009155,57962.6540943813,59704.2296820245
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3664.26803619944,3854.26995628598,4073.62245479949,4291.2973762258,4451.68384614482,4589.37832627416,4768.11300470726,4753.8878860134,4912.67154346047,4991.01624391933
212,"DMA","Dominica",7855.8210423106,8000.8506039393,8166.64689151473,8336.2866115266,8335.66625077254,8587.9365216236,8859.004086886,9063.76764768208,9425.36562362804,9491.78345633266,9763.94122601566,9785.33996073694,9493.42741159894,10070.0042883003,10357.2335536786,10409.9820860605,10884.2531377088,11570.1724107084,12392.8297404105,12246.9940872336,12335.1099271963,12309.8622178234,12153.687730068,12044.2218719671,12516.3840491873,12063.8956796634,12385.2690878926,11511.6064241415,11849.3015364933,12395.4204702077,10255.7609844121,10899.4145295657,11495.1304233169
214,"DOM","Dominican Republic",6207.11211279231,6137.10447915968,6688.87043420566,7040.48600001287,7085.28221658966,7349.36349041599,7650.11337062146,8189.04583831145,8599.56474316529,8970.39423783388,9246.30941620923,9333.5704881453,9613.33169817667,9351.323951165,9460.91291134527,10215.4993710392,11009.2750694517,11677.2541307517,11899.2276476721,11856.0474200601,12677.0175637641,12905.288988573,13087.9489899427,13555.5113586867,14334.7338608849,15145.4694592906,15967.2022809286,16524.5338420587,17484.1217559257,18171.0609627655,16768.4261044256,18626.0786831183,19338.0151122624
218,"ECU","Ecuador",8120.00116107893,8281.08717484197,8279.5682762472,8277.15450046204,8466.24874504874,8496.69673222444,8487.086198254,8697.35372634098,8825.48697397828,8263.37726959496,8211.71125413846,8395.83265754094,8589.2838667313,8670.21073976422,9220.32540947748,9542.22499460197,9792.4218199122,9836.41910460758,10284.9542658843,10170.6509379627,10355.8226596754,10988.7221081401,11424.1523292447,11806.9238358507,12073.8104194928,11908.215784299,11587.8253010112,11679.4302342769,11608.4190498367,11390.2169659569,10356.9742017158,10668.7582914222,10859.2178291137
818,"EGY","Egypt",6291.70540537497,6210.92631921608,6339.66888430861,6375.51817989567,6481.66605285636,6635.53670572751,6817.99213443361,7039.09285124252,7273.87499617686,7552.87949317956,7869.25949310272,7981.62268420183,8003.28081905414,8088.21640231251,8249.86804918609,8449.5252202254,8853.76128535594,9298.0505364756,9770.22119807632,10028.7333042594,10333.2755662437,10286.0101966952,10279.8604215552,10264.0641579955,10318.6509217013,10534.8822044455,10765.8288009465,10995.0056689478,11363.3180205488,11780.9620965028,11989.5992514646,12180.4516452436,12780.7598676583
222,"SLV","El Salvador",5191.97145510929,5178.94591945794,5451.63112095421,5688.11479436616,5890.09835840044,6109.74613252268,6107.32148749849,6249.91586293532,6369.40912952968,6464.53168554616,6499.45072082166,6524.19623964703,6601.26294411871,6687.27327916108,6736.90670222993,6916.69366226348,7221.49953645431,7343.91071563915,7470.75138942867,7287.17590355556,7412.97781116813,7665.94806116866,7851.70174167212,7995.63290628842,8100.97530349366,8266.72258317732,8450.25087729192,8617.92170824529,8812.20094749163,9023.02657511729,8295.62799199356,9191.60404921691,9397.52979358839
226,"GNQ","Equatorial Guinea",936.419750712982,893.097340978739,1159.73862159234,1240.90857302862,1394.78646468269,1578.04943987662,2530.19877032525,6084.62307492645,7242.22492560602,8749.4258683878,9890.81773740153,15389.1559944403,17534.8470755053,19081.9262331196,25164.153285585,28075.1780756811,28879.3520851043,31770.0147878694,35688.6470720477,34479.8948330445,29944.2618032546,30502.6004688321,31680.6597401383,29143.0218017857,28106.1983886504,24563.5006044463,21566.0570482721,19617.8447053636,17764.9696298829,16240.3698101562,15132.3799742141,14637.0073498595,14732.9178162941
232,"ERI","Eritrea",NA,NA,1410.06217620356,1543.28380822027,1810.31151040392,1753.88631664828,1823.77545246995,1944.24983668338,1955.84642878515,1931.45215081666,1667.07540704089,1762.19227865002,1754.23376713103,1639.44782711927,1597.18812655168,1598.62412827203,1556.54062559785,1553.8952274784,1218.72748462212,1332.53321780817,1447.18820914266,1785.31173442824,1793.80716203303,1584.90687778394,2058.2959507135,1625.73601364788,1732.78008383832,1544.72191532774,1721.48191749285,1760.21490972094,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,12730.7174142214,13558.5685292989,15503.8448315578,16332.8199308887,16215.5789517586,17765.2075336124,18952.1070075434,20364.0087374036,22049.6827903416,23691.1529865283,26096.9883386238,28814.9203164654,31140.5798350899,29621.7645299993,25337.175235261,26015.7463509325,27990.136407635,28997.3228845385,29525.1188635117,30494.0963031973,31038.8046287051,32008.9343566614,33821.93290847,34979.8670494407,36153.4319482746,35883.265325261,38717.6961505119,37826.0114141096
748,"SWZ","Eswatini",4909.26630206767,4795.22855626798,4760.24751136185,4762.49760422644,4875.36802753951,5111.51525175831,5198.78801203014,5267.32711450038,5326.93604390956,5412.9780017743,5443.43935311282,5443.2789355121,5630.80407334202,5805.16183891255,5976.21179772814,6298.53113992386,6639.71843687214,6894.08757224949,6913.34842435909,6989.37790510274,7221.3359590723,7347.20458344105,7701.39398371365,7949.5879278554,7969.20770717136,8088.7344748387,8113.23960081747,8213.9206193606,8343.92295922853,8501.26632860999,8290.40944491105,8856.82896802355,9131.54667486856
231,"ETH","Ethiopia",767.170418557347,683.034734393376,598.922751835544,655.213218113544,653.886731910508,671.541028680956,731.184621788006,730.874982016495,684.332630938239,698.193425297066,719.00443551405,756.272564393651,745.537794527329,708.53266368312,781.913516744976,849.847673325314,915.673438327062,991.883400804939,1068.13800881515,1130.03184035037,1236.47940941405,1336.06695076748,1411.13592886177,1518.14376230131,1629.18906979629,1750.67273128721,1864.48766816335,1987.96875367138,2067.45649659251,2181.65887703263,2253.23578832192,2319.16106343533,2381.16578430492
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",7889.87858590518,7633.79330947929,8078.5901242805,8226.21364881508,8628.2032479928,8827.79987368465,9201.68409727349,8909.38572396408,8921.2558960813,9594.63698256685,9328.5813134139,9415.50238917275,9618.80619384776,9619.74648840711,10031.5572392928,10006.766924895,10097.9616750855,9927.022311188,9961.51230230303,9772.74361191343,10019.4125122223,10254.3588160427,10368.2158509711,10830.6102299687,11411.183632163,11903.5016882793,12179.0707287056,12822.0136079769,13311.1669348525,13241.3539504487,10966.9251295847,10359.203697766,11962.8998842374
246,"FIN","Finland",32939.3832880617,30831.6088058571,29648.7439434243,29310.3070704184,30340.8238404136,31499.8057757899,32548.0151553704,34506.771879073,36293.3915600144,37795.0577604714,39894.1944569684,40842.3417724244,41439.019233448,42168.69346719,43724.9661225981,44786.9096643071,46412.2003478177,48664.2657070709,48817.989492787,44662.100140396,45874.66130214,46825.8248388832,45952.2463833659,45328.575321804,44976.7764487708,45072.5902146238,46206.7878130494,47570.133583848,48048.5246160501,48583.4339897935,47371.2175698728,48713.2914885854,49586.4094271912
250,"FRA","France",33826.6288626721,33881.6072954224,34252.3842261328,33889.4526314941,34559.2051390062,35159.2413799787,35529.0989331696,36229.9037615161,37391.3175427105,38471.5376780568,39707.1892680136,40200.1951194099,40361.1145155853,40404.9160579542,41243.6246535227,41616.0002272124,42340.238973033,43100.0148875596,42969.338167366,41520.8390092829,42122.0671103075,42838.5857096912,42765.5883047985,42790.8279376768,42998.5304536846,43322.9883748436,43682.357795716,44554.0970968189,45223.1655698172,45900.234911496,42212.803195347,44971.9189983333,45998.1402180404
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",17559.0061141963,18134.8160756929,17109.4015608026,17318.1622609072,17497.6498228656,17903.7821563099,18091.0472921874,18655.6530438937,18825.3611700472,16716.3720684957,15987.0890848748,15907.8643345026,15453.0495552866,15379.622091738,15062.6403187925,15028.3676284766,14177.0879324268,14570.7549444887,13646.6176222541,13221.7656654831,13682.8475255478,14145.6508031578,14367.9999147727,14655.3655518015,14785.3986692256,14892.0357902738,14783.0781171838,14478.1303050187,14254.4616972272,14478.0017220931,13903.2889546653,13814.4952003306,13949.1551470669
270,"GMB","Gambia",2080.15808488146,2059.83204921195,2047.0275597586,2034.40165285504,1974.05572890563,1933.30983350226,1919.26029714201,1955.31729759107,1965.27714488359,2030.69648045484,2081.22229631874,2139.55657990598,2011.85403220335,2089.62102955405,2173.15936437649,2060.52281922672,1988.09700181441,1986.39596364259,2046.13421736956,2115.6148228584,2172.19383717868,1934.727946418,1974.09405665285,1969.77695028352,1885.14203449669,1905.82299441223,1889.13802091669,1927.0399420242,2012.59077029833,2083.3090583462,2042.62028935163,2076.56643282341,2125.6078253378
268,"GEO","Georgia",11135.4628892798,8724.29049929184,4769.99652400784,3346.56802542595,3045.04248414423,3243.84621344181,3740.48545328952,4268.69527327204,4511.4888032807,4737.40551558201,4919.23187995618,5236.22280631371,5572.62200637587,6230.82190884125,6632.81426469501,7315.19848048056,8049.90605481458,9109.89774086377,9358.6145895778,9097.4212478098,9736.73209374293,10541.4719031056,11295.7540913053,11740.0891163337,12254.6456549529,12605.1400698178,12963.7439586374,13589.7073915159,14253.4089858441,14989.2581602038,13966.3263350166,15486.6589806215,17034.2853372614
276,"DEU","Germany",36699.4817033163,38294.1549425119,38734.9384083447,38105.2306021284,38881.5691219289,39366.0886366488,39568.6024740843,40218.8468799392,41022.6146311397,41769.8120329085,42928.1813366719,43576.6365260124,43417.3079988044,43089.473819752,43605.2786723109,43949.2881791796,45678.0819192687,47100.6097046962,47643.2227372401,45044.4863870438,46999.2399709894,49757.9241566763,49872.4474888681,49954.1737493391,50845.5269954272,51159.2974643888,51879.6725937906,53071.4555699913,53431.3928655449,53874.3166510099,51840.3296919358,53179.6544047515,53560.0910560427
288,"GHA","Ghana",2299.63879373959,2360.51271399971,2391.98674931802,2447.40867864445,2469.24163620256,2512.11226717744,2568.07042375309,2613.72547096008,2671.26621430921,2721.60301274861,2752.16477326633,2787.12561648713,2833.58842124609,2901.10787290517,2982.88747185112,3075.96273112227,3187.57643715953,3240.59260789285,3447.27477798019,3523.78938662628,3709.39576125858,4128.56017880331,4402.54595248917,4610.02791537353,4628.90141332143,4616.61941416419,4662.01147392713,4929.56795405122,5125.24948962187,5345.94159228146,5263.52660401553,5435.23768479721,5503.56886367046
300,"GRC","Greece",24262.8425808592,24716.5174329435,24700.1305911615,24162.3715328916,24522.5259874915,24920.72893517,25521.2793744832,26534.4950478701,27415.6259519279,28149.843755764,29133.8394364842,30180.2258479603,31249.3973548441,32981.3517843692,34564.9112761871,34670.1850265467,36520.0480347644,37619.6608561742,37394.1725254225,35691.9459430994,33693.2114765964,30318.4046680383,28322.5730581368,27810.9112255691,28129.961324449,28260.3866739065,28239.9192063819,28604.8609402657,29141.1743829385,29721.5857620428,27103.5409073371,29548.0389102217,31516.6368539514
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",8571.96740286013,8628.79490859199,8446.80035485758,8189.51100755855,8247.40424926104,8351.31430598166,8656.57919745823,9030.2013086968,10029.7055584799,10659.0618507902,11116.6951967943,10840.8463061928,11182.9172237457,12183.9655187294,12019.3071533206,13523.8790835535,12897.6912158282,13597.1848422133,13634.1331408848,12645.7868133316,12493.9930216064,12493.247207814,12243.0721828164,12420.230545267,13216.0769225232,13948.6993000428,14351.3938731312,14870.0314945401,15401.7802153048,15394.0304271941,13175.5217421008,13688.2977093102,14386.6238447014
320,"GTM","Guatemala",5561.07068412656,5611.54226479013,5730.64595343889,5805.70952757188,5891.32743906363,6033.04269462534,6064.02081733548,6181.17234432379,6338.33807417112,6428.04797639114,6499.88328517311,6493.6064696777,6589.73707436894,6612.66987730145,6676.70453318824,6753.68253599957,6972.38159210706,7269.2062604465,7365.28043617029,7262.50010896452,7335.98897429944,7503.67465594416,7590.75546737918,7734.11770732069,7939.37437823935,8125.65553391644,8206.04798668296,8322.21680991505,8469.1152880352,8673.00201631062,8389.10673604407,8927.3019553399,9162.05278751065
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",1507.19852172471,1485.43523257667,1485.42135543501,1512.97986209167,1526.25563561541,1552.49166418222,1576.42386700561,1624.34639883725,1651.99871779105,1676.71821198287,1685.27633120552,1724.43550338705,1785.57330459076,1767.79103888646,1771.04529791444,1788.38965349684,1772.71497743276,1850.63720339929,1881.2697906571,1815.31577685988,1856.49018909773,1912.81785663421,1976.95808938286,2005.38190842214,2028.51478090922,2053.11160155917,2217.10930695389,2383.57886734293,2471.71900226875,2545.1402015108,2604.11723407302,2640.34419095137,2699.1288547833
624,"GNB","Guinea-Bissau",1998.17320635701,2057.17430226273,2020.74183698318,1997.07637874529,1998.83653550317,2035.22378303484,2224.74865276945,2324.84382558608,1641.0307488382,1627.07534982556,1681.40622921676,1681.95601479355,1628.73032720414,1600.67090793724,1606.58214269355,1635.41433981727,1632.50514634058,1643.37689899939,1652.88436103853,1665.20079276997,1697.4955890648,1787.07396932316,1710.02376978071,1718.8620748877,1690.09113550982,1748.02923262025,1811.30097094518,1872.30928139809,1851.88654557709,1890.53310322385,1803.6305907651,1831.38322880207,1855.11197273171
328,"GUY","Guyana",4818.38799518684,5131.02015480865,5522.38455233113,5956.32806712219,6444.21896070667,6749.16011295815,7267.89413932608,7700.34008777115,7556.17533226613,7766.33261018874,7649.9495600889,7816.52611406367,7899.71415186693,7847.30343133405,7971.43078958858,7823.2674990381,8239.12469232145,8853.16980114122,9036.88507021158,9399.29718526734,9831.80939701742,10394.1422900566,10946.45462788,11293.949615957,11427.8730721083,11446.7634778885,11819.1548560347,12193.6216799112,12374.2195041719,12820.4897019679,18430.5697454289,21925.1868587383,34420.0675052872
332,"HTI","Haiti",3612.81510511417,3607.45162819808,3349.66176212735,3107.45591424119,2684.8715139954,2895.97962847483,2960.2874086594,2984.81941551356,2994.80686449323,3020.49959299665,2991.64616245722,2928.32559156621,2907.94256200545,2957.70169157461,2870.11520779791,2909.45734664433,2911.58577058975,2998.61125507316,3028.6710012153,3155.85667551796,2943.54950304693,3058.98691680167,3027.45025351264,3111.39031031547,3154.68399817648,3153.1195686777,3165.29569176077,3200.04218273499,3209.42962946368,3112.29594285407,2970.46284530888,2881.17657533473,2799.1125613522
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",3912.70204526406,3678.26200900127,3793.71111916006,3928.3717157575,3827.99310550091,3953.10242520845,3916.74138559871,3985.10763367328,4020.58580484356,3886.9854740214,4058.02886183231,4058.11164268459,4101.27699177833,4179.42286445426,4330.73931777835,4482.75768557457,4665.76729221371,4842.42277095403,4936.86907633085,4714.67926445949,4790.10957270129,4874.87358351561,4978.07402348643,5020.93686421229,5079.70344966707,5180.18669368863,5287.25283047757,5447.69879159063,5561.26253321235,5613.66058791545,5028.14510891989,5572.17698802611,5709.12420809714
344,"HKG","Hong Kong",28797.7030873198,30188.3631834329,31802.424271292,33199.3485273367,34419.3821852336,34545.548243427,34452.9960486416,35909.8164634953,33516.4235187134,34029.9737981029,36316.2721330419,36251.7849017245,36689.5277634845,37885.5806834657,40861.7161529314,43689.3580987291,46462.4932576489,49042.811891598,49787.6284247217,48458.8527113399,51359.7991111692,53471.8029758359,53783.9529746655,55229.630462632,56358.0490951868,57214.7041467325,58098.4050432038,59842.2129961658,61055.3296945359,59592.0344814547,55892.1109747094,60037.4458768956,58478.8815196858
348,"HUN","Hungary",NA,16426.9405835293,15929.8226671389,15856.1209178,16345.7846187395,16612.3708965305,16654.6450948807,17212.7626835824,17925.7221674663,18528.6359750425,19408.9218025535,20246.0453550922,21266.4387209224,22196.3733770235,23358.8862159783,24410.4806751643,25413.2764345141,25523.2747548583,25824.692684603,24158.2079741803,24473.4626246201,25001.0853047045,24816.3458056924,25333.3300388852,26476.7163913742,27523.6805840401,28212.6129961147,29496.1636824744,31117.2783813426,32645.6637288361,31232.1010809908,33619.6266459951,35254.5033035444
352,"ISL","Iceland",NA,NA,NA,NA,NA,33666.1804992579,35014.1990887884,36732.9319274562,39017.4376817622,40103.865986755,41530.5173238278,42626.9230684438,42484.5161077416,43095.3568616422,46051.74388765,48104.6518132004,49956.8486452996,52827.010122505,52999.4375361805,48770.9503367157,47457.6229185838,48186.167287662,48440.2550840897,50168.6885349699,50450.7416120995,52142.9328074888,54665.7639158139,55638.4920591797,56816.5666009447,56584.1686827215,51641.3920810095,53003.1704076866,55033.2651800382
356,"IND","India",1819.02159651277,1800.01090232603,1859.71485077105,1908.57822361515,1994.94394212149,2103.72715529461,2218.82434213434,2264.79557073252,2359.89255117259,2521.57665792193,2571.14965568831,2646.87822424888,2699.17810240903,2861.57470800036,3037.06381503504,3225.5443304506,3432.819251416,3642.00241028384,3701.39547865937,3937.23764188191,4213.36299135149,4374.23227160636,4551.86212668931,4780.1203449458,5071.0470842128,5411.87558832588,5789.67806579571,6112.06664986136,6436.15340234384,6617.12986868394,6172.04238639144,6677.18503085775,7096.33889865173
360,"IDN","Indonesia",4519.72279421073,4742.62212983506,4965.1336102875,5200.02274436077,5500.55260229779,5856.2118919333,6212.6712763288,6401.21516887857,5474.59756980761,5435.75524917066,5621.26204059789,5744.49398762403,5921.07784712136,6121.6661915542,6348.2945791813,6625.61466466165,6899.85120377747,7242.01816570775,7578.20522100622,7828.80918805405,8212.63445355321,8610.52884835933,9015.8008611125,9402.10795411461,9759.02520719293,10121.8409246605,10519.2950589966,10941.9209510231,11397.4314013759,11857.7891170417,11515.6807436154,11859.4363229526,12409.758854952
364,"IRN","Iran",9442.24811639528,10239.6812398372,10331.3291969548,10114.0394764231,9904.10017030173,10006.9331483107,10503.5924565087,10495.131328431,10547.8397286288,10589.984709172,11026.1018073584,11098.4462354545,11878.8623553506,12785.9301389304,13126.5825527074,13328.9563942001,13780.7279300197,14689.5604478366,14525.7602469221,14473.8328895027,15099.4601948802,15302.2019356121,14541.8493733632,14113.4577883094,14538.5218696863,14010.8582615974,14968.5950464979,15163.2923113029,14628.946343642,14084.3535121898,14432.3627140399,15004.6879711363,15308.0032395997
368,"IRQ","Iraq",7449.4716551937,2650.08686860807,3410.74050793459,4234.24060310965,4190.64124949592,4136.3256779175,4445.65263007097,5222.93007445507,6822.68101559265,7763.87253379782,8779.79256186121,8654.45369177272,7693.85803867186,4726.97404753358,7044.68682500452,6952.88933035738,7292.88705736067,7493.8439168457,7955.69609819,7933.82117632728,8178.30525184649,8493.08246699665,9251.98240288708,9503.87503980184,9194.86407751356,9371.21348719183,10404.2038670674,9976.85494186286,9995.04951307617,10299.3162890193,8848.11845678014,8786.58235232007,9199.02069369124
372,"IRL","Ireland",26781.6276093907,27141.9205412931,27858.6320806601,28466.1148939166,29986.1403042333,32707.0137844178,34843.8653223213,38298.2813005434,41223.3142548542,45053.3229625041,48637.2276032552,50408.8237307945,52490.5851358655,53198.8860196666,55780.8715060605,57711.4146025685,58978.2894357198,60340.2343636233,56471.4322495697,53052.1934521428,53651.9079915735,53863.8753796976,53633.1409307669,53952.0465655554,58191.6082083568,71692.5682039104,72310.3022366979,77968.6298525542,83575.5992410846,86925.9065817976,91356.8550538019,102785.49023869,113870.785549597
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",NA,NA,NA,NA,NA,26891.4251225261,27749.965255301,28091.1459797291,28585.9932928141,28795.3767510185,30476.3916236745,29865.8684346456,29236.9364961536,29114.0400636532,29972.4810140781,30666.159973792,31810.7966530678,33136.2197198223,33611.0693490827,33107.0357816342,34350.4489816188,35596.7530463852,35849.8836124427,36740.7962697398,37454.8084886627,37632.8196403202,38570.8717524282,39448.1391458163,40270.4240199334,41151.0067396476,39680.665870357,42409.4760404316,44272.2532212697
380,"ITA","Italy",36585.679902874,37122.8219323765,37407.1113238593,37065.4341248988,37855.0077387081,38947.2013118497,39429.4955552036,40129.9018819235,40844.745605278,41501.788369041,43053.93306429,43869.4279411713,43915.3853404839,43781.2199783422,44118.0366368664,44260.8274173515,44918.1703531499,45356.5367193485,44623.6020153058,42074.9212455092,42664.3552727925,42892.3055641948,41501.7112309704,40268.1127892774,39898.5264609827,40247.8290437941,40837.7376281438,41581.1207905479,42045.9214694406,42739.0499116836,39091.4060550178,42055.5424092412,43788.2393135596
388,"JAM","Jamaica",8692.50223491896,9038.11356680737,9128.91176945708,9889.12168397552,9924.5448085559,10055.7999397401,9951.08526702807,9752.65728925738,9445.07798710311,9471.59863925014,9496.54312229756,9575.87610032086,9719.60250127922,10027.3687060882,10110.535305957,10151.9766153146,10396.5932329678,10500.3339496435,10376.1023751649,9885.02392920591,9700.02741819297,9823.77352773864,9715.20835448434,9718.62476276769,9745.55400812848,9800.50685019154,9906.04021998969,9984.57711737025,10160.7632702319,10244.3661921245,9208.36856966618,9607.22725366498,10011.8567225921
392,"JPN","Japan",32846.3896070232,33870.3740402072,34048.7845542094,33782.7354457333,34053.5242335989,34867.5803906089,35878.7894669399,36144.6175538208,35588.625115631,35405.0801304671,36323.095297341,36375.5864162464,36306.330204805,36784.8810250825,37576.3898917125,38250.6380111696,38751.0050046681,39280.8948986659,38781.1987266546,36577.8634039981,38069.9560385983,38149.6181079417,38735.8963494252,39569.636574469,39739.5411241697,40402.5815055291,40727.9688771598,41444.2157443914,41763.8204694445,41654.3279152693,39989.5786066818,41034.6567803033,41641.16500512
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",8127.62653862271,7839.8734002973,8500.0257962196,8426.27145889632,8426.70163708047,8587.84666061933,8480.81704533482,8530.06428688615,8586.14279432041,8686.43844522314,8866.47766072137,9140.06707262595,9463.03655731206,9636.58920516316,10204.4128202409,10751.7712725864,10862.4617950813,11028.312191709,11540.4038032302,11856.2888502894,11866.8808933642,11885.23872575,12001.9902895875,11542.2925451933,10605.349315358,9912.71319005808,9633.10079993898,9629.10299712752,9584.50713792692,9534.66094934862,9184.00354566477,9203.27100982717,9318.69175816209
398,"KAZ","Kazakhstan",13475.6398976651,11917.7140498108,11294.7365777633,10292.1983187675,9126.25583043666,8552.45199652572,8726.5384771197,9016.00324724513,8998.90120883666,9330.56478866573,10275.7618712984,11682.8417915151,12827.2310828805,13973.077738521,15208.440248666,16536.0154072377,18112.7787011954,19500.4789415616,19770.2166481541,19614.7353205279,20751.2572399463,21970.083923932,22702.5788406786,23720.8160716034,24355.7561188887,24290.4176339265,24210.8629616382,24862.9661245889,25544.3447563035,26351.8044418782,25361.5079910015,26110.530040919,26093.2945860375
404,"KEN","Kenya",3655.36205689275,3590.74475362224,3455.49133713816,3367.16782344837,3357.71046121944,3408.54222170657,3455.10067372916,3379.89649336448,3398.47204540694,3380.77643972632,3303.32644478255,3325.9119021003,3244.17633427426,3241.67466546986,3306.78995368235,3399.40399436984,3513.348269227,3644.33491298609,3545.59350239181,3555.98825879606,3735.79292552313,3824.1974665676,3899.16707145766,3950.88143214612,4055.11318821563,4163.92474700255,4244.85762585862,4312.90891724988,4464.81321092679,4601.21137258037,4497.36297502328,4745.63703342904,4881.53172928637
296,"KIR","Kiribati",2045.27227844343,2005.54788604636,1989.66423018072,1976.71894788202,1981.46402925198,1951.86888776379,1952.57661221424,1950.36560044099,2042.00001676096,1976.40268921772,2063.59177195102,1994.95206764834,2028.62935968418,2027.59342460983,1954.71689786676,2010.96365589477,1971.43296326028,1973.78396773478,1895.92265233151,1874.54191431086,1819.2328852702,1819.68812751361,1883.20608349029,1932.2688313844,1883.2632005579,2038.52177595146,1997.85748525742,1970.82588122745,2039.4298399491,1963.53488352412,1897.06192179014,2007.98703779419,2002.71821779186
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7032.45229722007,7327.43919709323,7627.89142996137,8040.59381375863,8105.37493161375,8486.56549672826,8796.62962012692,9445.10547618868,10031.0441699213,10436.1688459323,10755.1675393466,11318.4622503081,10706.5139756297,11884.1799153896,12469.446468256
414,"KWT","Kuwait",NA,NA,41446.9637511501,54426.3261350839,59468.7514857218,61826.1182730909,60443.918149045,59894.1514012926,60105.8059324677,57210.5364864301,58117.1805811331,56580.9893685603,56701.0594074112,64811.1819556851,69723.6172928189,74294.3466647969,75551.1109158148,75498.2303569898,73162.9004434463,64468.7934378498,59780.0298541407,61356.9355962873,60588.1559592999,57051.7438025121,55583.5616687853,53808.1257614844,53476.1210376805,50007.2995366018,48943.0062163048,47314.7968373973,43922.6302095626,45652.278400989,49168.5917087676
