"code","iso","country","SMW.raw.2016","SMW.raw.2017","SMW.raw.2018","SMW.raw.2019","SMW.raw.2020","SMW.raw.2021","SMW.raw.2022"
398,"KAZ","Kazakhstan",0.310592085385227,0.297480733770837,0.297819195297982,0.327659483041457,0.40153575363374,0.341519336561501,NA
404,"KEN","Kenya",0.749338810318216,0.723185506653382,0.765572831778204,0.745512409496287,0.690832342177199,0.734282906245472,NA
296,"KIR","Kiribati",0,NA,NA,NA,NA,NA,NA
689,"XKX","Kosovo",0.1721048511,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",0.789927322321627,0.63632013937659,0.624177576194289,1,0.92459264873058,0.596128170894526,NA
417,"KGZ","Kyrgyzstan",0,0,NA,NA,NA,NA,NA
418,"LAO","Laos",0.121,NA,NA,NA,NA,NA,NA
428,"LVA","Latvia",0.775228428927682,0.779114285714286,0.725388535031847,0.85766,0.801837623762373,0.843599999999997,NA
422,"LBN","Lebanon",0.57013022328,NA,NA,NA,NA,NA,NA
426,"LSO","Lesotho",0,NA,NA,NA,NA,NA,NA
430,"LBR","Liberia",0,NA,NA,NA,NA,NA,NA
434,"LBY","Libya",0,NA,NA,NA,NA,NA,NA
438,"LIE","Liechtenstein",0.16989366786406,0.165467022257691,0.146753180537234,0.177547868378263,0.194886480720131,0.193818905950396,NA
440,"LTU","Lithuania",0.93957224842767,0.979225816485228,0.884493005380478,0.848479605761939,0.861161629629627,0.934803420074346,NA
442,"LUX","Luxembourg",1,0.997899159663865,1,1,0.997991967871486,0.998031496062992,NA
446,"MAC","Macao",1,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",0.00619849967956545,NA,NA,NA,NA,NA,NA
454,"MWI","Malawi",0,NA,NA,NA,NA,NA,NA
458,"MYS","Malaysia",1,1,0.432176468021966,0.491804089729553,0.461451540004337,0.472486698669813,NA
462,"MDV","Maldives",0.0267400005340577,NA,NA,NA,NA,NA,NA
466,"MLI","Mali",0,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",0.9305462,NA,NA,NA,NA,NA,NA
584,"MHL","Marshall Islands",0.2208,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",0.044790767945,NA,NA,NA,NA,NA,NA
480,"MUS","Mauritius",1,1,1,1,1,1,NA
484,"MEX","Mexico",0.5964057,NA,NA,NA,NA,NA,NA
583,"FSM","Micronesia",0,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",NA,NA,NA,NA,0.319087134642397,0.317615682435598,NA
492,"MCO","Monaco",1,1,NA,NA,NA,NA,NA
496,"MNG","Mongolia",NA,NA,0,0,0,0,NA
499,"MNE","Montenegro",0.0411378,NA,NA,NA,NA,NA,NA
504,"MAR","Morocco",0.187632118004423,NA,NA,NA,NA,NA,NA
508,"MOZ","Mozambique",0.00525,NA,NA,NA,NA,NA,NA
104,"MMR","Myanmar",0.0723085130069902,NA,NA,NA,NA,NA,NA
516,"NAM","Namibia",0.0267571108012405,NA,NA,NA,NA,NA,NA
520,"NRU","Nauru",0,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",NA,NA,NA,0.145547601541667,NA,NA,NA
528,"NLD","Netherlands",1,1,1,1,0.999892519346517,1,NA
540,"NCL","New Caledonia",0,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",1,1,1,NA,NA,NA,NA
558,"NIC","Nicaragua",0.073629556,NA,NA,NA,NA,NA,NA
562,"NER","Niger",0.0088483790449738,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",0.189612679606013,NA,NA,NA,NA,NA,NA
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",0.73,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",0.950610745058287,0.942367688022284,0.940084033613444,0.930852806552639,0.921093316907915,0.904291666666667,NA
512,"OMN","Oman",NA,NA,0.323442073780544,0.281736496000712,0.206205935448303,0.247481133092825,NA
586,"PAK","Pakistan",0.108204574992947,NA,NA,NA,NA,NA,NA
585,"PLW","Palau",0,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",0.459600000000001,0.45194,0.47492,0.474920000000001,NA,NA,NA
598,"PNG","Papua New Guinea",0.384,NA,NA,NA,NA,NA,NA
600,"PRY","Paraguay",0.267560736,NA,NA,NA,NA,NA,NA
604,"PER","Peru",0.224173421494629,0.228634449577125,0.223127366611339,0.239167266238889,0.247077667275912,0.285350600233148,NA
608,"PHL","Philippines",0.136962916930758,0.134366661740475,0.130096949052894,0.127625109280341,NA,NA,NA
616,"POL","Poland",1,1,1,1,1,1,NA
620,"PRT","Portugal",0.950316908607646,0.955062911923308,0.955879531939382,0.951903048665026,1,0.999999999999999,NA
634,"QAT","Qatar",1,1,NA,NA,NA,NA,NA
178,"COG","Republic of Congo",0.102966188549727,NA,NA,NA,NA,NA,NA
642,"ROU","Romania",0.870503597122302,0.9422463903994,0.929569486404834,0.919705340699815,0.908196134574088,0.926664355062414,NA
643,"RUS","Russia",0.0395387773638664,NA,NA,NA,NA,NA,NA
646,"RWA","Rwanda",0,NA,NA,NA,NA,NA,NA
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",0.95,NA,NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",0.000935135277108434,0.00103488304,0.00107800316666667,0.000982483898734177,NA,NA,NA
670,"VCT","Saint Vincent and the Grenadines",1,NA,NA,NA,NA,NA,NA
882,"WSM","Samoa",0.987999999999997,0.988999999999998,NA,NA,NA,NA,NA
674,"SMR","San Marino",0.449564255235944,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",0,NA,NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",1,NA,NA,NA,NA,NA,NA
686,"SEN","Senegal",0.00613366789066315,NA,NA,NA,NA,NA,NA
688,"SRB","Serbia",0.52269,NA,NA,NA,NA,NA,NA
690,"SYC","Seychelles",NA,NA,NA,0.950018429067489,0.95,0.949999999999999,NA
694,"SLE","Sierra Leone",0,NA,NA,NA,NA,NA,NA
702,"SGP","Singapore",1,1,1,1,1,1,NA
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",0.987830687830688,0.999514091350826,0.999556344276841,0.996955197912135,0.97511485451761,0.976313841598817,NA
705,"SVN","Slovenia",0.837751855779428,0.793634496919918,0.788899900891972,0.82509505703422,0.791015625,0.769730733519034,NA
90,"SLB","Solomon Islands",0,NA,NA,NA,NA,NA,NA
706,"SOM","Somalia",0,NA,NA,NA,NA,NA,NA
710,"ZAF","South Africa",0.594811096048412,NA,NA,NA,NA,NA,NA
410,"KOR","South Korea",0.999199999999999,0.999200000000002,0.999199853439029,0.980357471363794,0.967303085816339,NA,NA
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA
724,"ESP","Spain",1,1,1,0.999955080406073,1,0.99995530526504,NA
144,"LKA","Sri Lanka",0.0885382532942984,NA,NA,NA,NA,NA,NA
275,"PSE","State of Palestine",0.102372518038054,0.107946660542437,0.0963715767109632,0.097236149927443,0.115345967897912,0.132242490534733,NA
729,"SDN","Sudan",0.448420589038922,NA,NA,NA,NA,NA,NA
740,"SUR","Suriname",0.0240358251982014,0.0334389779223441,0.0303010899724203,0.0280753542521401,0.0229833266274675,0.0237369879753153,NA
752,"SWE","Sweden",1,0.99978026807295,1,0.999999999999999,0.988116591928251,0.997472426470588,NA
756,"CHE","Switzerland",0.990000000000001,0.990000000000001,0.99,0.99,0.99,1,NA
760,"SYR","Syria",0.0592,NA,NA,NA,NA,NA,NA
158,"TWN","Taiwan",0.99166275986277,0.988476661361045,0.986993709160283,0.983455250275722,0.983183438157792,0.984974617531467,0.985004165089521
762,"TJK","Tajikistan",0,NA,NA,NA,NA,NA,NA
834,"TZA","Tanzania",0,NA,NA,NA,NA,NA,NA
764,"THA","Thailand",0.418058736608792,0.469741687979539,0.464342712920202,0.498972380886041,0.412759164367362,0.401495196156926,NA
626,"TLS","Timor-Leste",0,NA,NA,NA,NA,NA,NA
768,"TGO","Togo",0.0122905845480565,NA,NA,NA,NA,NA,NA
776,"TON","Tonga",0.284,NA,NA,NA,NA,NA,NA
780,"TTO","Trinidad and Tobago",0.02448,NA,NA,NA,NA,NA,NA
788,"TUN","Tunisia",0.41795,NA,NA,NA,NA,NA,NA
792,"TUR","Turkiye",0.564137073127388,0.564167032452521,0.572909391017288,0.572922866036498,0.577691796072988,NA,NA
795,"TKM","Turkmenistan",0.752900702213115,NA,NA,NA,NA,NA,NA
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",0.0705,NA,NA,NA,NA,NA,NA
800,"UGA","Uganda",0.0259125,NA,NA,NA,NA,NA,NA
804,"UKR","Ukraine",0.301804281436933,0.320250367485621,0.336604088654994,0.333460530667277,NA,NA,NA
784,"ARE","United Arab Emirates",0.530121150612257,0.553619068672146,0.553528062923293,0.508690319647719,0.416447689577737,NA,NA
826,"GBR","United Kingdom",0.976411226742353,0.976999223602485,0.978236860910803,0.974900580220353,0.976549900006452,0.977046451323751,NA
840,"USA","United States of America",1,0.999998769100988,0.939423017104378,NA,NA,NA,NA
858,"URY","Uruguay",0.662137,NA,NA,NA,NA,NA,NA
860,"UZB","Uzbekistan",0,NA,NA,NA,NA,NA,NA
548,"VUT","Vanuatu",0.0444,NA,NA,NA,NA,NA,NA
862,"VEN","Venezuela",0,0,0,0,0,NA,NA
704,"VNM","Viet Nam",0.2736,NA,NA,NA,NA,NA,NA
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",0.0326400012969971,NA,NA,NA,NA,NA,NA
894,"ZMB","Zambia",0,NA,NA,NA,NA,NA,NA
716,"ZWE","Zimbabwe",0.0327200652249489,NA,NA,NA,NA,NA,NA
