"code","iso","country","PFL.raw.2006","PFL.raw.2007","PFL.raw.2008","PFL.raw.2009","PFL.raw.2010","PFL.raw.2011","PFL.raw.2012","PFL.raw.2013","PFL.raw.2014","PFL.raw.2015","PFL.raw.2016","PFL.raw.2017","PFL.raw.2018","PFL.raw.2019","PFL.raw.2020","PFL.raw.2021","PFL.raw.2022"
192,"CUB","Cuba",0.00264572648008304,0.00140168526686848,0.00190223951365142,0.00195573202110979,0.00150775687670572,0.00142960717364837,0.00131972592605961,0.000752764436154726,0.000403618165150086,0.000418294915052146,0.000414094067420395,0.0147160823652461,0.015955243541217,0.0159704023234048,0.016045410057371,0.0160690777860497,0.00178072438690627
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",0.00127558359241622,0.00124880609310819,0.00133168282172444,0.0015128952204111,0.0017333693512285,0.00173754121238763,0.00184510096799845,0.00228446385389728,0.00270723563560287,0.00281745423805816,0.00348855973833174,0.00398699937047814,0.0042356722103787,0.0043043298239449,0.00462523113783213,0.00462427323091998,0.00470230774167861
208,"DNK","Denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",0.000288153016276183,0.000319937721096361,0.000387255749498322,0.000357530468736031,0.000401733415563431,0.00045003944077978,0.000629202868187566,0.00053629020496096,0.000454128771107777,0.000420050232597759,0.000342638965736849,0.103939508159681,0.107977681867674,0.107980781897059,0.0864387120059589,0.0864639092043761,0.00339983671900167
214,"DOM","Dominican Republic",0.00472716717427435,0.0050457292497868,0.00573822677881963,0.00556351344737004,0.00285033435803978,0.00287981555687848,0.0032665412962946,0.00244926734484161,0.00241855794401772,0.00313989540294679,0.00458219495236845,0.00458602977578191,0.00460548779292345,0.00446022534391687,0.00447857397767036,0.00304350426228545,0.00237005460785883
218,"ECU","Ecuador",0.000510993446734499,0.000535494235071439,0.000640405572353804,0.000690757911910173,0.00073376701840601,0.000822917208245571,0.000999059434116555,0.00104868445020648,0.0010151446843615,0.00101479058614399,0.00105285948324985,0.00114190212415219,0.00117258187680249,0.00128365520696293,0.00149585856283793,0.00148218938980733,0.00148084110010845
818,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,"SLV","El Salvador",0.000867330378895973,0.000848092293970123,0.000928923597802978,0.000821712912621195,0.000949718456892622,0.00104242935868421,0.00101369380024564,0.000958621684998328,0.000859130322070065,0.000758689109918859,0.00210989407877477,0.00245992627045582,0.00271207976704127,0.0028603477756313,0.00306484861791922,0.00156077083366739,0.00123379538782063
226,"GNQ","Equatorial Guinea",0.000353566764314372,0.000388197048298059,0.000508646202803516,0.000769186603417947,0.000974979955071087,0.00123748897034836,0.0013056237009218,0.00146163000730865,0.00213306313612687,0.00220780183238532,0.00232678365282287,0.00269862946264483,0.00269606015933609,0.00212610423593135,0.00194145914525328,0.0018229293821429,0.00159433287406469
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",0.00123862928278053,0.00165649198997675,0.00176736460553967,0.00190101132865356,0.0020229799589786,0.00203250044756998,0.00198575386806913,0.00230514190238435,0.00247857687025268,0.00223999907225803,0.00226343365346994,0.0025337022530354,0.00223632980348666,0.00242122516331018,0.00278130593370646,0.0029374479763841,0.00255375844001811
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",0.000234666695991767,0.000275149515093635,0.000300800488906521,0.000252366668748381,0.000264980605989966,0.000222291727991689,0.000201747097958838,0.000326234480138644,0.000379656235154693,0.00035399706912666,0.00149439638383717,0.00167941987520858,0.00158403109204353,0.00152111197937854,0.00153912783442406,0.000779479331319346,0.000620842414970883
246,"FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,"FRA","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",0.000394233441593256,0.000425841090720737,0.000413841543634731,0.000467368391987041,0.000426976394105255,0.000411042376122423,0.000401544767028706,0.000547010512613807,0.000700368087666643,0.00078487445455152,0.000874836134189834,0.000993126866026983,0.000873570119236988,0.000738298510781832,0.000692533637307361,0.000604068309672627,0.000529913486946851
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,"DEU","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,"GHA","Ghana",0.00274339560124589,0.00248241400231727,0.00262816405435648,0.00298683561919903,0.00266437191786513,0.00250260511937253,0.00240825448157132,0.00285622390519309,0.00357487360419365,0.00393676975889636,0.00595039307132847,0.00690210847907467,0.00821875604553542,0.0079191035510449,0.00987300504598539,0.00931376807046629,0.011199636208123
300,"GRC","Greece",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",0.00846862146052179,0.0108489971319812,0.0112688727476576,0.0128373608404288,0.0120137643206915,0.0119267274908013,0.0104526850482963,0.00968949747191556,0.00819584358628693,0.00772917114597914,0.0112916160403031,0.0108462045897966,0.0107269464472595,0.0116574096644954,0.0134171548734809,0.00969583277318406,0.00893574552251387
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",0.00209570174390584,0.00203958837684363,0.00225655803041091,0.00210764497800751,0.00216093036734377,0.00230197758242458,0.00191987617249443,0.00233879419451675,0.00266049446793482,0.00334889115642208,0.00432793395994322,0.00525893141665331,0.00535180710538389,0.00561082617360397,0.00575041557964673,0.00511293821436656,0.00448601110129103
624,"GNB","Guinea-Bissau",0.000988207276460933,0.000786155801573402,0.000938868855054384,0.00111376160988876,0.00128862880369234,0.0015685427691953,0.00169488138059796,0.00283729518356099,0.00370483653989566,0.00445895430988486,0.00552016378840233,0.00662435896583142,0.00655438960197565,0.0063424111491214,0.00662050162302013,0.0061211200259882,0.00577277326846471
328,"GUY","Guyana",0.000196546538077132,0.000202579224688608,0.000227569500208043,0.000254152345399989,0.000289737913149383,0.000313875856903819,0.000378595239137809,0.000357017897490354,0.000390105301958283,0.000411005401247918,0.000536574596683447,0.00058934559558863,0.000625385389685965,0.000685227423879264,0.000711832065349925,0.00060080226755196,0.000535790363126307
332,"HTI","Haiti",0.00330023818334402,0.00378596791025951,0.00442237970623002,0.00376453349424701,0.00321248822025674,0.00336147492716249,0.00357994186213844,0.002942735583385,0.00263231952147763,0.00280941635298435,0.0489446440765188,0.0565783902287669,0.0568775830179842,0.057430521755702,0.0573418042775,0.0135786525198965,0.00517879806481658
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",0.00480323010979666,0.00529777274276221,0.00583954416171023,0.00724088088423237,0.00791524519385337,0.00848800113076262,0.00824131561403926,0.00845431439293811,0.00846229202763957,0.00790037845085476,0.0102910647417786,0.0128669514566063,0.0143250237389249,0.0153152540951162,0.0177636731825724,0.0168871294008891,0.0161826362593829
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"ISL","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,"IND","India",0.00141384612889228,0.00152165405560738,0.0017151835942438,0.00167485259260843,0.00160048794981315,0.00162328881229457,0.00165463098800276,0.00153086285180346,0.00162569524768677,0.00181490885330988,0.00210256286609811,0.00231382480518847,0.00241026169805043,0.00232005056398658,0.00231637268159768,0.00214164470997618,0.001989971275678
360,"IDN","Indonesia",0.00414783470770072,0.00468972131965846,0.00516068426062878,0.00559691489513681,0.00573027287441579,0.00604043224622406,0.00674279252926063,0.00675043267273893,0.00686332852870888,0.00713116361556761,0.00780201055197872,0.00677411501411707,0.00649042789937678,0.00560986422864035,0.00476460963805438,0.00321778381325533,0.00291246488923047
364,"IRN","Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"IRL","Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,"ITA","Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,"JAM","Jamaica",0.00424606956611904,0.00420133053361299,0.00430784974429597,0.00400436979325893,0.00170475017646594,0.00159035954078913,0.00179779224550053,0.0016724411266879,0.00138308400567245,0.0011849596048591,0.00152598125958627,0.00142641265076034,0.00156358120556597,0.00154395381064222,0.00157879184210388,0.00111670897556633,0.000926122821632389
392,"JPN","Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"KEN","Kenya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,"KIR","Kiribati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,"LAO","Laos",0.00258819431736989,0.00333851976602196,0.00344561211159416,0.00417781405392154,0.00485980643348122,0.00508558497541686,0.00502704127887201,0.00542094138697027,0.00538619068384696,0.00560277422950894,0.00639838037607428,0.0068363683899948,0.00715511645034053,0.0077575880314266,0.0083162755433568,0.00842346803051112,0.00920157987938837
428,"LVA","Latvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,"LBN","Lebanon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,"LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,"LBR","Liberia",0.000998280131839246,0.00101225377275107,0.00106059865909912,0.0015832267265263,0.00169453656028182,0.00168515567879834,0.00184897094150515,0.00231710521798524,0.00257028425044953,0.00352836517549394,0.00415858496850278,0.00477675317602947,0.0053003534922676,0.00550108051935825,0.00577072259132933,0.00599953086111776,0.00624375349964814
434,"LBY","Libya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",0.00403813697747534,0.00481795435801123,0.0051592943156201,0.00572529558417858,0.00577918579889057,0.0074828860581939,0.00692466264569007,0.00863862393310827,0.0104796844591071,0.0118809372762811,0.0127390053637342,0.0159196714741562,0.0171382868115992,0.0161311412715322,0.0161276882579406,0.0148401514801287,0.0122414476666268
454,"MWI","Malawi",0.00154573596266654,0.00182892387124714,0.00163117588984707,0.00189028845569675,0.0018708884034658,0.00134012291828532,0.0016113394320709,0.00214027881242142,0.00231099626943895,0.00294574203271416,0.0037212847675387,0.00416608977275902,0.0045443833689722,0.00555364595987988,0.0103063196200244,0.0114366416392522,0.0139033112303727
458,"MYS","Malaysia",0.00581241412161917,0.00681933393053454,0.00780845411332124,0.00934442620838169,0.00966000573301772,0.0102636661524551,0.0115464989298715,0.0111298602306249,0.0110620295161475,0.0112465709266087,0.0115480172807583,0.0105205025438113,0.0110039565378367,0.00962060867683087,0.00859952746355012,0.00718190536002064,0.00604648405201139
462,"MDV","Maldives",0.000644906616670961,0.000828875681763406,0.0010128606526072,0.00116010661590858,0.00128894459696426,0.00196987584822159,0.0017306598546905,0.00162007355142737,0.001748765957692,0.00193280705393524,0.00125790921601293,0.00170252783678053,0.00220855809463849,NA,NA,NA,NA
466,"MLI","Mali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,"MUS","Mauritius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,"MEX","Mexico",0.00201506676012743,0.00233326208391672,0.00258601039867531,0.00320607941775564,0.0033119098173438,0.00353274222809771,0.00351621615422633,0.00366947170584132,0.00317352463550959,0.0032766185947101,0.00372323612664055,0.00431967419656179,0.00450837147857614,0.00541983587598219,0.00619568530868995,0.0058697181333975,0.00549394007544176
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,"MAR","Morocco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,"MOZ","Mozambique",0.00163365500653938,0.00169514905378626,0.00208863761714243,0.00252120338414121,0.00315514812040784,0.00290086488699695,0.00326332807334253,0.00429752763552441,0.00463363828505884,0.00446922312903698,0.00580118809671413,0.0106167765067004,0.00993369391468997,0.0101943962160983,0.00977222566926136,0.00869166241293939,0.00407582642469729
104,"MMR","Myanmar",0.00137480048342886,0.00163633568935775,0.00178389650989839,0.00204553681013654,0.00228274784849763,0.00231384242847235,0.00235315178299892,0.00245660493330582,0.00246386790490478,0.00248327750504744,0.00290474664552853,0.00298508486347559,0.0030496247078324,0.00299480618435122,0.00303777815333392,0.00289159253602559,0.00286464806851471
