"code","iso","country","IFC.raw.2001","IFC.raw.2002","IFC.raw.2003","IFC.raw.2004","IFC.raw.2005","IFC.raw.2006","IFC.raw.2007","IFC.raw.2008","IFC.raw.2009","IFC.raw.2010","IFC.raw.2011","IFC.raw.2012","IFC.raw.2013","IFC.raw.2014","IFC.raw.2015","IFC.raw.2016","IFC.raw.2017","IFC.raw.2018","IFC.raw.2019","IFC.raw.2020","IFC.raw.2021","IFC.raw.2022"
96,"BRN","Brunei Darussalam",43.2610171694737,40.2699606170507,56.2283671525753,47.3306743266484,24.1637912457402,45.1791790473906,118.894577777336,123.262450970561,431.837244140225,159.699179328108,252.66974194331,300.304665731565,368.356465423706,824.606795137595,415.610879007049,298.238030329347,155.335764465477,259.522439308122,237.121461497798,240.651229040573,193.23955826529,268.802034992417
100,"BGR","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",5.62188343690104,1.9489829186008,11.8412348905371,11.692837588464,45.1989734156472,56.4343461740727,46.7662310309315,34.9214210147922,44.7369188714697,19.5588289817306,41.4368933596104,51.5578358875656,309.712027610851,23.5313377231624,46.9858853559223,74.8531410006878,35.8133765762125,31.924220419024,29.5939799069482,21.5775344447678,34.614894361863,10.6385040146348
120,"CMR","Cameroon",323.369042850582,451.002211614226,303.008388223222,248.484055618465,477.522595174977,319.602223651869,444.49026326832,347.821087432745,1900.90255205919,562.191047125425,297.358914504575,530.35054001347,1871.70983428859,2506.09949270811,1131.81879636866,1279.57527165823,1802.40559722733,1576.55748104581,2022.43658479039,2046.73873516363,1994.93374248072,2560.61065684281
124,"CAN","Canada",294836.603410787,998516.445895758,747322.639185919,1199532.89721671,1313333.23058718,898934.153983197,811932.173064187,850505.97953918,614073.232120931,791222.821165136,916172.415148695,1079360.12986982,1496547.88374212,1305346.17296889,1045452.38283938,601139.56012309,909938.564795062,804161.836872362,690236.52223864,243639.003840291,1017412.77852479,991882.92954671
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",63.1312945782969,36.9330023181151,12.5124892379482,41.3035214153557,78.2933538997203,94.5005351490889,50.1622708182024,165.47354170329,58.8172176862232,330.953974261699,99.6357493842307,85.8423069956537,155.068891964558,179.112984092022,215.196766902084,849.044242288993,810.165562747924,439.663728825952,608.100459932751,767.459346134785,670.131647458039,709.897006595889
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"CHL","Chile",442.033948252239,4363.60172585144,1948.27423790077,1919.65279431523,1147.24964051273,1430.99329014898,2688.56346570516,7640.21236960159,3898.86298681009,3320.47837480931,4734.01933408942,31425.8375358778,1260.58251798189,2010.17641696382,945.658525605707,479.27173119261,290.788707262126,368.733497480889,1512.60872576195,1118.62048499779,525.924192651679,285.982768576159
156,"CHN","China",2445.49467898638,4786.98630547864,316.244378854257,3579.03686494637,1021.92058146795,653.521443769676,695.289723694602,939.035840988514,628.75279542748,386.950940170633,549.254747216252,334.340292214989,98.8507022932508,91.6049345416493,77.7043024949479,666.10525707497,955.657072219226,256.297508060304,346.815180252709,483.767546213734,912.597904961853,609.889451121948
170,"COL","Colombia",1025.95599467982,1711.47379518822,952.95724528691,2890.02824887199,2412.9872646077,2648.44761002087,2730.60841665475,3222.32084697115,2736.58656854351,4611.67159222322,3298.21208869924,6255.27908634394,5008.5452468026,6976.40400006022,4146.27541612668,10438.0931909728,17203.9564077085,35395.561221314,30075.1948844647,47723.7755264318,36196.854204559,42211.369049763
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",8.72950800951334,19.5933974088764,7.43918756042968,14.4971037762836,25.5942750074327,8.27442964740071,17.9857223516916,23.225877597073,43.8046460806749,15.5595115555712,26.4920549322743,30.5950954667616,12.9789032824207,20.7984228030306,5.46625614053222,7.81983724836534,40.5254813982709,77.9693552616401,22.922330356231,44.4063262709998,47.1455131243951,19.1983297605604
384,"CIV","Cote d'Ivoire",101.554203167081,206.663724847672,82.6772098930417,30.3278600570152,4.21199826149522,120.278046130487,115.564554747898,166.216342969654,191.270125065858,364.732318414426,7211.80744945731,2905.14764318452,489.567588145419,5668.18694903769,1397.58069095944,2844.91486614145,594.80383385524,4971.40481484467,1194.49057067023,2774.07341720659,617.30861737242,670.923107826257
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0712861581152343,NA,0.142473477082248,NA,3.41933895245659,17.2326252425792,1.99413614713324,3.5612176975358,NA,0.569812834989149,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",11082.338479743,14678.9298963585,9653.61381048273,12329.5106029696,17192.3391124928,14978.3539467979,18531.1377732473,13009.6133244601,29887.1743692165,30670.1211063249,18005.0031933436,30966.4362516435,63982.3793359184,71617.8936003517,58402.427722264,87323.7273690863,80707.2425057709,86921.4138996946,100005.507241862,111064.576608045,108280.237378908,118246.99331572
208,"DNK","Denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",55.7887623348752,2.83975656255642,78.200894656851,187.155872016704,6114.45553504497,30.0019428201085,64.1513662552484,75.1567252050802,10.1210400567567,14.6358649099956,42.3080605396354,155.435752701381,0.655496411488715,24.3791561734917,3.42189104926432,2.18356972389322,31.9528520541037,NA,9.97277527617947,17.9060365050846,16.6666014199066,4.95198418012261
218,"ECU","Ecuador",177.088106224456,274.65480012807,122.917955734449,304.58765489388,410.777308369041,253.506366966545,463.508934284463,350.468514938926,303.654727508643,453.991901382615,448.138064312027,717.551740068285,572.674030971925,353.962067418831,542.76710222488,2096.25165476793,1295.62223486319,1071.09307642856,617.759143596535,1533.55102788185,746.529477198301,1565.14365962949
818,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,"SLV","El Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,"GNQ","Equatorial Guinea",98.5911671139465,31.1344531140625,64.2850868920376,6.30403358974731,32.5769661188663,61.4741269769423,163.060113641998,29.3704954122313,58.4105116242406,212.34326036384,57.1702484948114,35.374513658958,234.48974992346,687.306365260237,509.158806153158,326.861344438398,176.288163210588,109.792481007824,149.031973527744,61.633548572777,150.369127896933,398.211841777267
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",73.7452513336344,51.7845381254722,112.689148594611,77.1416999080875,105.455439276793,57.5002713785983,105.40009666766,64.2090168134285,99.9191880759299,68.0119708041381,92.2887877596159,275.313052712554,1051.05687089767,1495.52781562267,107.348002014112,104.286909142826,840.998439027037,377.516506364675,225.803724710151,147.746177251327,194.71225704596,135.765835848011
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,"FIN","Finland",18.50731640546,42.8913272854534,5.83420863506944,88.8898175308443,55.5861277963085,74.3303214451628,23.6737787440147,44.120715463663,40.3930835684765,36.4223061781229,131.014191237751,71.3400399179728,83.0157699212435,19.160867861059,13.7069309091797,31.9602039425911,49.701815852693,26.0628024781966,33.5706139777105,5.69403664958984,7.04795758371961,17.5008094876888
250,"FRA","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",852.170246569731,908.691702182194,1227.49668071694,942.507543296305,1694.79315514117,1920.62860245653,1886.53195022598,1464.2197312981,4041.33144261305,1117.13872493187,980.518210778093,750.545603080909,6160.86979093491,6737.4188514129,4255.41004868479,4836.91207094029,2484.9804001567,2106.18371327926,1953.45136520611,1444.09694005152,1153.25025931965,2516.21586176846
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,"GEO","Georgia",35.9159820300781,19.7340900326801,15.66270547949,43.1452780432812,49.8174059335568,69.5452840201237,56.9881918137217,23.7444223961458,25.2172982748611,24.5030501804513,25.6609534913324,27.5795417792881,80.1009516615299,5.26750435155816,3.51667876068793,27.3090193584244,19.7184396530577,16.8844998082161,62.3580458563563,31.6030304238411,101.050728652664,76.0888625051866
276,"DEU","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,"GHA","Ghana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,"GRC","Greece",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",42.3428460188791,34.0997951265006,39.7513115441221,105.244861241768,655.682307813676,323.998015000466,1321.38402010489,1062.65488747447,874.159872819994,203.951789433171,83.0427107174066,267.02887398962,490.274335238261,145.725912245207,134.011415964148,842.962098977367,371.739408184956,208.663290497266,3389.06600667467,4354.58498514757,803.643306575977,923.630188467327
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,"GNB","Guinea-Bissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,"GUY","Guyana",647.304458683115,1049.90482900637,1556.24503402076,1193.01001715246,1421.75821654309,1684.776923368,1533.81363730179,2578.59522923001,1782.23788214672,3024.31126852295,2855.32538234585,4928.65574049792,2677.55017471953,4114.9916287112,4349.6980790808,7367.80522230507,7208.97012534822,3392.60934659932,4636.57299557311,4247.66854441352,3451.43895558285,4439.33315621002
332,"HTI","Haiti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",52.0567083653097,134.57414301887,75.2033120716542,229.076836358602,901.745179508862,901.305049162329,775.164615510342,1223.71277622524,2542.95548698631,2542.51089818339,3133.80046738484,1228.628016564,4409.78648184139,5394.62193363154,3811.89831341067,7983.96966161547,9629.38887477898,10446.9035778335,10642.1898333068,17191.8538277136,17503.0747267126,13354.3517516736
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"ISL","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,"IND","India",890.722305762057,1148.09373561496,957.447203474518,238.855142095081,809.741946807973,334.864630178015,144.157577594109,250.372871949172,183.023628491172,147.816246280296,196.788619913997,221.256820634828,118.820922336321,263.957209687,128.16669264482,276.635743732084,407.957127384327,87.5633062157221,184.437868518624,119.398619305021,184.009736370495,265.198077602081
360,"IDN","Indonesia",3491.41278037358,7691.81432640433,9878.28080819349,13923.5833987154,9430.84698645106,13130.9884174697,15277.6728274521,9668.06589328917,17247.0453994463,13383.9665682193,17459.3410316608,31674.8394768278,26459.0919488683,39373.0217021383,57551.8656270807,61309.4797919419,35998.347493336,30600.8872396595,31677.3537546439,19855.3926181947,19771.4624521848,19370.3673355862
364,"IRN","Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"IRL","Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,"ITA","Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,"JAM","Jamaica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,"JPN","Japan",5.99009339657986,7.32774557699218,1.84366870363932,8.56913699082031,3.56184693791232,2.00519707824869,7.8428384320421,2.0155136304796,3.66265932097439,2.40674219200737,4.27134278821397,10.905418615243,4.56990292526041,5.99210293391276,NA,1.52687789191406,23.688466032029,1.26663092245008,0.767770678452691,1.36347305265407,0.284471489366319,2.60928692702474
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,"KAZ","Kazakhstan",71.9330541266298,67.3604966441276,3.53272509544487,91.6686525477626,72.3315274600564,79.0965660797482,32.499233117322,55.0342807525934,79.4823814931945,72.6470580836866,24.8337106933767,70.8533781459024,37.5954367696028,41.283285682081,12.658466728355,73.1976423862737,16.9624098585742,5.28000509550781,20.0481268413802,18.7080904845551,8.27889406476562,10.0138800473437
404,"KEN","Kenya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,"KIR","Kiribati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,"LAO","Laos",148.510056846653,171.451748748081,319.73951408953,626.305078441637,1284.5231267438,2435.37357095602,1491.22711326245,982.404435321416,3163.31677362479,3401.56534267155,1487.42753161824,1634.47438275372,2176.98509744637,6480.98467184673,8308.13296704317,5779.43428893022,3801.37893542047,3858.27570321674,4834.38642863472,5277.71893419667,3504.59557691215,3034.23531766979
428,"LVA","Latvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,"LBN","Lebanon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,"LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,"LBR","Liberia",103.627478880393,333.024622314478,122.773359524768,25.8477389778298,171.156363457033,44.7966204051945,48.0747400807031,36.2741457661292,73.4764039695356,49.5911291192616,54.354515884366,47.9274799841056,296.870438207042,150.217115748423,127.1248479827,141.25831272877,181.710878883455,194.001634320098,225.660024550343,246.366349718086,164.855083111312,183.213018298817
434,"LBY","Libya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",1042.0846142529,1241.76836073805,1178.54753375756,2371.18496100683,1683.51278632636,1819.95496806787,4092.45188923274,2383.54519643954,2950.80689227026,1989.00498688811,6101.13955999262,4724.18060408202,6736.70175514467,9365.76617210955,6576.13522657556,7712.20784163436,15216.2300817238,16481.454258332,9677.16099893403,11509.2095903762,8775.44069152514,7872.85956817953
454,"MWI","Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"MYS","Malaysia",266.612845803364,895.447786812092,846.290459324566,3792.42359643051,5354.36314450649,5282.40534021132,5933.17426473476,5571.36016079999,7939.57917473276,5898.70183428014,3900.01869565037,13580.2181912823,1907.18388860734,12733.5573457892,6240.7558946411,5650.02963253316,3742.64868284978,3609.9820428011,2383.18124508558,1513.22528586683,1191.25366359242,955.703473416585
462,"MDV","Maldives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,"MLI","Mali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
