"code","iso","country","NCR.raw.1961","NCR.raw.1962","NCR.raw.1963","NCR.raw.1964","NCR.raw.1965","NCR.raw.1966","NCR.raw.1967","NCR.raw.1968","NCR.raw.1969","NCR.raw.1970","NCR.raw.1971","NCR.raw.1972","NCR.raw.1973","NCR.raw.1974","NCR.raw.1975","NCR.raw.1976","NCR.raw.1977","NCR.raw.1978","NCR.raw.1979","NCR.raw.1980","NCR.raw.1981","NCR.raw.1982","NCR.raw.1983","NCR.raw.1984","NCR.raw.1985","NCR.raw.1986","NCR.raw.1987","NCR.raw.1988","NCR.raw.1989","NCR.raw.1990","NCR.raw.1991","NCR.raw.1992","NCR.raw.1993","NCR.raw.1994","NCR.raw.1995","NCR.raw.1996","NCR.raw.1997","NCR.raw.1998","NCR.raw.1999","NCR.raw.2000","NCR.raw.2001","NCR.raw.2002","NCR.raw.2003","NCR.raw.2004","NCR.raw.2005","NCR.raw.2006","NCR.raw.2007","NCR.raw.2008","NCR.raw.2009","NCR.raw.2010","NCR.raw.2011","NCR.raw.2012","NCR.raw.2013","NCR.raw.2014","NCR.raw.2015","NCR.raw.2016","NCR.raw.2017","NCR.raw.2018","NCR.raw.2019","NCR.raw.2020","NCR.raw.2021"
624,"GNB","Guinea-Bissau",16.9635,17.1307,16.0828,15.6128,13.541,13.1322,12.3749,12.1336,12.0732,11.8728,10.6075,11.4854,10.6835,11.3128,12.8163,14.5703,12.8839,12.7192,13.0898,13.5525,14.9699,16.2284,13.29,14.5531,13.8701,16.4025,15.5877,15.4851,14.3002,14.6218,14.2814,14.2282,14.2513,14.2102,14.7407,13.9656,12.6234,13.1885,12.5733,12.581,12.9386,13.192,13.1056,13.8712,15.581,16.0413,15.0418,17.9473,16.5784,17.2486,16.3554,17.7939,18.5653,17.0281,18.8048,19.6093,20.0374,20.9394,22.2227,23.3014,24.323
328,"GUY","Guyana",47.6243,48.3225,43.9959,44.4488,46.4798,46.5152,48.6392,44.7929,51.8356,47.1706,52.1902,44.7085,41.4664,51.5392,47.5212,47.2246,45.3685,52.7747,47.3275,47.6212,50.6161,48.6368,42.9382,41.7156,40.8471,41.9694,38.6854,36.2608,32.5442,31.3491,36.2265,38.4419,39.7848,42.0739,47.2095,48.6097,48.5495,43.7143,47.6631,40.4379,44.844,47.0606,47.0733,48.5307,39.996,42.2765,41.9456,40.6076,42.0317,42.1725,47.454,44.2653,47.2732,44.9113,57.4683,46.1042,49.7606,44.9319,45.6465,46.9965,44.968
332,"HTI","Haiti",21.7922,21.5757,21.9419,21.9135,21.9358,21.7479,21.8769,21.3664,21.9438,22.4689,23.0748,26.2467,25.3657,25.5347,25.5114,25.6716,24.9103,25.7108,27.1137,27.1107,27.0706,27.0757,27.3062,26.614,26.236,25.525,24.5885,24.1831,23.6704,21.8732,21.9484,22.1527,20.9002,19.8204,18.6227,19.2141,18.5202,16.5629,17.4679,16.4165,16.4189,15.4632,15.9529,17.6731,17.2756,17.5483,20.6558,19.2849,21.3584,21.2129,21.5156,20.7572,23.1016,21.9386,19.1375,17.7086,18.4942,18.019,19.292,18.5012,18.787
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",7.9203,8.4206,8.7092,9.6858,9.8664,10.5761,10.8724,11.0963,11.4321,11.0398,11.1648,11.302,11.0314,10.9635,10.5909,10.6959,11.8516,13.4268,13.4741,14.414,15.2271,14.6382,15.1418,15.3759,14.8079,14.9579,14.748,14.5218,15.6112,16.8848,16.3904,16.023,15.1936,16.2393,16.6695,18.5901,19.7172,18.9846,17.7888,25.186,25.3277,25.1803,29.7068,30.0394,31.044,31.629,34.982,35.2414,37.7278,30.5852,31.0212,32.9312,33.052,32.5103,33.8502,35.6877,37.6975,38.5705,37.0128,35.1296,33.696
344,"HKG","Hong Kong",67.8456,58.529,47.7854,41.3014,50.6643,68.6787,75.3936,69.4568,72.7985,75.2125,80.2209,71.2702,68.2296,68.9817,74.2224,80.5562,89.5969,91.7475,98.3787,101.6506,92.0184,87.4679,88.6437,85.4672,78.4639,81.901,75.3841,71.2165,83.7338,75.436,73.8641,68.425,65.3896,67.2964,68.1822,59.1849,65.4842,55.3803,47.0344,36.8443,28.4052,27.6465,27.7117,28.0846,28.0442,34.3864,34.0494,34.2017,33.8765,37.759,38.1774,44.5919,43.9073,42.9976,41.8279,43.8911,43.104,43.698,43.0999,57.518,57.4962
348,"HUN","Hungary",23.1995,25.2924,24.5273,25.7282,27.3965,28.3176,29.8329,30.7216,35.176,27.8072,35.3448,37.7629,40.7923,44.4656,42.6206,42.7099,46.2106,49.7744,43.4992,53.5762,49.493,56.6966,53.6884,62.1214,58.2809,57.0988,56.5839,62.2564,63.4502,54.4466,62.6786,44.5742,37.3789,49.6833,48.8402,48.1168,55.6719,53.2769,47.1145,42.9359,61.1509,50.1817,40.33,71.7058,66.6811,61.3364,47.5812,73.2332,59.8855,55.0243,62.506,52.0169,66.0617,77.5504,70.3944,82.6019,75.2617,76.0599,77.2283,81.4669,73.8099
352,"ISL","Iceland",0.3092,0.2415,0.2195,0.2095,0.3034,0.0987,0.1675,0.1429,0.1177,0.1365,0.272,0.2052,0.1484,0.3083,0.1505,0.1665,0.1814,0.2979,0.1462,0.3381,0.2455,0.3142,0.121,0.4193,0.2864,0.3607,0.391,0.2332,0.188,0.195,0.3305,0.2601,0.228,0.2731,0.2073,0.2977,0.2432,0.3202,0.2665,0.2888,0.3247,0.2638,0.237,0.3373,0.3693,0.3852,0.3822,0.3746,0.3203,0.3877,0.278,0.3366,0.2332,0.289,0.9826,1.4136,1.3919,0.8034,1.4482,1.3398,1.3532
356,"IND","India",17.1318,17.0347,17.0503,17.3487,16.6813,16.3408,17.1317,18.2368,19.2969,20.7999,20.9895,19.5134,21.2904,19.9347,22.4994,22.0631,23.7934,25.0014,23.0495,22.9538,25.3239,24.967,28.2427,28.1947,27.8177,27.8511,27.1344,31.5352,34.0204,33.719,34.8159,36.9153,37.0237,38.011,39.8756,41.1336,41.5585,41.8369,43.3458,42.5032,43.2583,38.8939,43.9236,42.7626,44.7867,47.3414,53.5538,52.412,50.0452,56.2578,59.8005,61.0507,62.1086,61.9583,58.2633,61.6769,64.5042,66.7371,68.5538,69.5851,72.7211
360,"IDN","Indonesia",17.0451,18.0056,16.6252,18.2037,17.9191,18.5393,17.8797,20.4391,20.6763,21.7584,22.6322,22.2104,23.9942,24.864,24.9804,25.1675,26.0348,28.5754,29.4844,31.4978,34.5142,32.9093,35.6202,38.6936,36.8293,37.857,36.1151,37.642,39.3097,39.7607,43.2584,47.8408,46.748,46.3744,47.6611,47.0022,44.382,45.3832,43.3552,42.5075,41.0253,40.8399,41.4977,42.8721,45.1529,44.2276,43.787,45.8645,47.1558,51.5712,51.0522,53.7638,53.6472,52.978,53.0618,50.8019,52.1868,53.7389,49.4814,50.5901,50.3041
364,"IRN","Iran",8.0508,7.8632,7.7957,7.9926,10.1735,11.0683,10.2711,12.0273,11.5956,11.7825,10.4397,11.9456,11.7436,12.7051,14.196,15.9068,14.9355,15.7896,14.6995,16.5306,17.3669,19.0955,17.5358,18.2075,18.8625,20.6829,20.0069,19.2497,17.754,22.6148,21.6224,23.8076,24.0028,24.2206,24.9978,24.6629,24.7869,28.3165,23.5048,24.1317,25.1872,30.9925,32.549,33.378,33.5532,33.7275,35.587,22.0286,28.9904,31.6699,27.0971,28.1382,29.8459,31.492,33.096,37.9646,32.2869,31.5408,34.642,27.5661,26.4189
368,"IRQ","Iraq",8.9933,10.9311,6.9477,8.038,9.6363,9.1155,9.899,13.2017,11.6338,10.6458,8.5821,17.1709,8.3088,9.5162,7.3549,10.0745,7.5984,8.6243,7.3924,8.926,9.3655,9.6184,8.6431,6.4176,13.1176,10.8516,8.6256,11.4096,8.2587,15.658,11.1804,12.507,13.3979,13.2622,13.0963,14.9726,13.3665,14.5868,11.6265,8.2613,12.858,22.3763,19.242,17.4075,18.4965,18.0427,17.0777,13.4558,17.0157,23.8085,21.8907,23.3694,28.593,28.5548,14.3488,16.022,15.0212,11.0144,26.0937,33.8202,21.0106
372,"IRL","Ireland",54.8218,57.2835,53.5294,49.7229,52.4438,54.961,60.8265,67.2903,65.5317,62.77,70.031,64.9188,65.836,69.9781,71.728,65.7013,84.4119,78.696,80.8242,79.5522,82.2047,92.4329,86.8006,105.7437,89.4702,89.9872,104.7694,107.3662,102.1413,111.9887,113.0368,116.2864,92.8661,96.2705,104.8803,120.1017,104.8524,97.2829,97.3066,98.9918,93.7007,84.9614,89.9768,106.8212,89.587,92.9192,89.8756,103.7012,92.2184,97.3897,114.5888,93.1102,105.0032,113.9183,122.0966,106.7706,112.2695,82.365,106.4635,90.9842,114.5049
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",24.9336,24.9356,23.9451,34.1208,36.9701,30.6537,41.9255,40.6702,41.591,39.8854,46.9229,56.0482,49.7435,56.2858,54.3566,55.216,60.0662,61.7266,58.1769,65.7697,69.4556,65.6405,79.6568,61.5028,68.4821,58.1735,61.9454,56.1058,51.6998,61.4014,41.3576,48.3098,45.7261,40.723,54.0112,57.326,52.0096,54.6876,38.4246,39.2481,42.3697,43.4129,44.6759,53.2714,53.2171,51.6771,51.6908,41.4865,44.4671,44.1016,49.1242,52.8294,51.9202,49.2991,48.8278,46.3555,33.7467,29.9925,31.9945,31.9677,32.5964
380,"ITA","Italy",26.5185,27.1261,26.9637,27.772,29.1931,29.1671,31.2161,29.9665,31.3213,31.4719,37.7569,36.0621,36.5209,37.7511,39.1555,37.9561,33.9663,38.7303,39.3363,40.8162,41.4384,39.3754,41.4356,43.0846,41.4645,46.2079,50.2667,46.4867,47.8188,46.6977,50.3887,50.0508,46.9573,48.2693,49.6482,50.7956,50.6503,52.2587,50.2957,49.4091,47.5804,49.2799,43.2577,54.4464,53.5725,51.2866,51.2022,52.0971,48.8196,49.5159,52.8077,48.386,50.8832,53.3873,53.6279,53.8973,49.4107,49.7111,47.5392,48.1383,47.3888
388,"JAM","Jamaica",73.7073,70.4248,75.8831,78.825,85.0956,87.7982,82.546,80.7319,72.6837,77.3111,80.4217,79.5133,69.5608,73.3013,68.7058,69.1581,66.2662,73.8319,67.481,65.9897,59.6855,59.2095,59.0392,63.2691,60.9964,63.249,61.1558,70.4234,56.778,60.5495,64.2933,64.4287,61.0733,62.8893,60.7103,65.5492,61.5353,59.3018,59.8527,53.8855,58.4121,60.2509,58.3711,60.2375,52.0682,62.909,66.4728,64.5591,58.9183,49.9149,54.0057,53.9392,53.3879,60.625,57.0246,49.7369,50.2892,49.9511,45.2599,39.7603,41.4212
392,"JPN","Japan",72.0046,72.0329,68.5264,66.8369,67.3306,66.0275,71.3613,71.9337,68.9095,62.57,56.356,59.982,59.4209,59.145,61.7592,57.8624,63.2822,62.1722,61.3285,54.4353,56.3833,58.6446,57.7799,63.4197,63.1013,63.3657,60.9372,58.671,60.2208,59.7108,55.9575,58.9429,48.1374,61.2497,57.8577,56.766,56.6165,53.0055,54.7766,56.6805,56.3372,56.3924,52.2158,54.7113,56.7877,54.4822,56.359,57.5817,54.2142,53.1207,53.8835,55.6417,55.2575,56.2947,56.4978,54.9377,56.2151,54.2029,56.4152,55.7363,57.1372
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",25.0196,19.7002,15.4121,40.8438,39.0428,17.5766,26.9915,13.0699,19.3398,7.2515,18.2349,22.5494,6.6272,26.3755,7.3396,8.9534,8.8751,10.5826,5.3782,16.9559,10.5199,10.6045,14.373,12.7159,13.1092,8.5372,13.0641,14.7149,11.0135,23.5204,20.9927,19.0122,14.5538,16.9667,16.386,17.9157,17.3675,19.0804,12.5302,17.6159,15.0271,26.1907,21.8422,20.5637,25.2873,23.1017,24.6265,22.6117,21.387,27.8605,29.064,23.5719,23.9993,23.8481,27.0177,29.5365,27.5821,28.2293,28.21,29.7935,29.5074
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6688,12.8435,10.055,6.1617,7.3937,8.2228,4.5973,9.8041,8.7364,12.3224,12.7674,12.1895,10.5669,11.6561,13.4802,16.0741,12.5685,16.484,10.3555,21.1612,11.1879,15.4503,14.6478,15.5131,17.485,18.4797,18.5808,16.4031,18.0885,15.2969
404,"KEN","Kenya",10.1388,10.7108,11.4942,11.7754,11.9959,11.6308,13.0764,14.6058,15.3124,14.9944,14.9298,15.566,17.0195,17.8633,17.0876,19.1598,19.6917,19.2406,18.9433,18.7329,19.0818,21.3569,21.1732,17.411,18.449,20.4201,18.701,19.6569,19.5445,19.7138,21.9734,21.7803,21.1842,21.7116,22.3592,22.3138,21.1525,23.8951,22.7956,21.5778,23.9881,25.1282,25.3086,23.8092,26.5564,28.4749,28.0825,24.7573,24.8384,29.873,27.7407,31.4401,33.2983,31.9992,33.4691,31.4396,29.492,33.9075,32.5501,36.5209,33.2557
296,"KIR","Kiribati",25.5818,22.8398,17.876,19.3085,27.8957,26.8733,35.7434,23.3015,23.7423,25.3977,30.3447,19.8631,29.4237,38.1678,18.0047,27.3301,27.7439,34.2261,30.1823,26.489,36.6097,32.6539,24.5794,40.9076,41.2919,45.2261,49.1581,54.3825,34.5889,24.9742,32.1624,33.154,34.9574,34.994,35.0078,42.8257,42.8519,49.4886,49.5237,44.8948,44.9189,44.9608,44.998,59.9564,59.9837,73.1335,75.7922,75.8156,75.8188,75.8126,75.7953,77.3806,78.332,77.4103,77.5175,109.3894,109.378,96.2755,80.5702,80.5666,83.7395
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",14.2782,17.8524,18.7088,22.1645,26.3845,29.8141,34.2451,41.3318,49.2505,55.3915,63.6421,61.6509,108.976,151.1495,111.515,109.68,120.5753,107.3794,122.7123,144.3376,84.267,67.9249,65.788,56.1951,89.8141,79.0495,91.2258,85.7339,85.5818,59.8095,20.283,21.8387,41.7549,53.658,69.0764,70.9679,77.8971,96.1569,90.8046,67.6897,52.14,58.4063,70.9438,71.3099,79.7943,91.4024,95.7155,87.0116,86.9737,93.3838,122.3549,110.4331,116.3434,126.3628,103.1896,89.6967,92.7473,102.8908,125.379,123.4931,116.7665
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6024,25.5391,19.1976,18.1698,24.5778,29.3418,30.4779,31.5564,31.1626,35.2173,34.3283,34.1319,36.1415,35.062,33.683,31.9398,31.9712,36.2565,32.2269,33.4527,29.6393,34.665,29.2436,35.7522,36.4088,36.508,37.7133,38.2297,38.1971,29.7903
418,"LAO","Laos",13.1893,12.7344,12.9311,17.5734,17.7374,17.8386,19.3333,18.597,20.8731,20.9645,19.2988,18.2917,18.9338,18.8447,18.3867,15.0518,16.244,14.6897,18.4025,20.9535,22.7492,21.8633,21.5307,24.8034,24.8684,25.4907,22.9492,20.572,26.4916,28.7005,24.2894,28.4378,25.3265,29.5912,26.4395,26.5636,29.3204,30.451,35.2443,38.9361,37.5359,38.3689,36.1395,36.7837,38.3432,38.2934,40.6251,44.9199,47.0542,47.635,50.3461,51.9631,52.9489,64.5723,71.416,73.8805,69.079,70.252,71.4329,77.1118,86.7303
428,"LVA","Latvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6747,17.7569,12.5787,17.2027,21.9952,23.0135,21.6946,19.9035,22.7718,23.3123,26.3498,24.8749,27.5327,31.3661,24.9546,33.6113,36.6255,36.2819,32.4975,32.478,46.8286,42.5162,44.6039,62.4594,55.1179,57.2582,40.8765,61.6986,67.9958,57.2276
422,"LBN","Lebanon",19.3504,19.0006,18.8417,19.3055,18.0585,18.8101,20.2129,16.5922,14.1373,15.8361,16.8564,19.2645,17.4173,20.6434,16.6409,15.8445,16.3076,17.3278,17.2868,18.0065,16.2326,18.2091,17.3583,17.9566,20.7135,23.2489,27.6947,28.5805,30.9203,32.9791,36.159,39.1448,37.7268,39.7925,44.1912,45.4316,39.8281,36.7697,43.7692,44.2105,41.8053,42.5429,41.0821,45.979,43.1668,44.8542,42.5028,47.4758,41.8833,44.2389,43.207,44.4677,45.6148,47.0276,48.0682,50.5807,50.2277,49.4432,48.2419,44.3553,43.5439
426,"LSO","Lesotho",11.1422,10.6482,10.5488,10.364,10.1196,10.6125,10.1199,9.8979,9.8965,8.8839,9.709,5.203,7.5453,12.9207,8.7601,7.3455,17.2876,17.0537,13.069,11.0365,9.3669,7.968,7.4607,7.5695,9.1065,7.8207,7.571,11.2154,11.6139,12.7687,4.139,5.1614,7.4203,10.6249,5.1831,13.2137,12.0755,10.0433,10.1608,9.1182,13.8528,9.3369,7.6891,7.0478,6.6283,6.8507,5.156,4.5147,4.9483,9.9893,7.4126,7.3301,8.623,8.1262,8.2827,2.7915,8.8076,6.8013,2.4764,2.5475,5.4487
430,"LBR","Liberia",6.5057,6.7829,6.8865,7.1306,7.3742,7.8806,7.8762,8.2793,8.4581,9.4089,10.1372,10.1766,10.457,11.3185,11.0519,11.573,12.0287,11.7655,11.7861,11.9538,12.4674,12.8647,12.7803,13.1245,13.1966,13.0834,13.3188,13.7142,13.5008,11.8025,9.2841,9.8994,8.8643,8.2425,8.2592,9.7249,12.376,12.7203,12.367,12.2192,11.5603,10.9051,10.7399,11.0227,11.9494,11.9871,13.8799,14.5066,13.6517,13.7077,13.0215,13.3175,12.7078,12.6286,13.6013,15.597,12.7708,13.2327,13.7673,14.1508,13.7048
434,"LBY","Libya",1.632,1.7781,1.7783,1.6096,2.3617,2.3995,2.7082,2.5341,2.6529,1.6335,1.2501,2.7151,4.0202,3.1209,4.1189,4.8428,2.4318,4.3936,3.6557,3.9517,4.3284,4.8893,6.0509,4.707,4.4935,5.1413,5.1155,5.2037,5.6106,5.1941,5.0996,4.738,4.5168,4.5055,4.4683,4.3677,4.8013,5.306,5.493,5.3181,5.216,5.3522,5.4502,5.4812,5.7343,5.5412,5.585,5.6023,5.6905,6.1419,6.4989,6.923,6.8394,6.8483,6.3556,6.8691,5.9746,6.6862,6.083,5.9795,5.9881
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.19,21.8306,18.2012,16.248,22.0831,24.683,23.5772,18.3924,22.9079,34.1421,37.9382,41.2182,42.6211,35.3053,24.1549,40.0003,44.14,45.9714,34.4884,38.866,52.4182,48.7554,54.0088,71.9793,66.5052,70.8189,51.3818,62.6122,78.2483,64.4964
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0657,51.4014,61.891,59.6385,66.7218,60.4214,61.4358,57.3181,68.802,69.2829,60.7727,55.4495,55.8416,62.2223,60.726,62.4398,50.2467,53.8325,56.4385,57.1742,51.5386,49.3303
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",16.1038,16.4445,16.8904,17.6515,17.1395,17.148,17.8181,18.1202,18.8609,19.1328,18.8769,18.7164,18.6594,20.2251,17.7945,18.6131,17.236,15.9764,16.6106,16.7737,16.2315,16.0482,17.171,17.3876,17.607,18.4756,17.5948,17.4616,18.5721,18.3909,18.2469,18.1911,18.4737,17.7719,18.2618,18.617,18.9546,18.5584,19.1249,18.5282,19.0706,18.3674,19.5074,20.4444,22.946,23.749,24.0745,25.1939,27.7428,28.4171,27.4501,28.6959,24.873,26.3368,25.2441,25.6027,24.7197,26.134,25.8011,26.5959,27.2404
454,"MWI","Malawi",16.6074,16.8109,15.293,16.3097,15.2507,15.0734,18.6845,16.3259,16.3344,15.5903,18.1087,18.5463,18.1285,17.9453,17.3732,18.7519,20.8424,20.5396,20.3437,21.0382,21.1302,21.2627,20.4262,20.5301,20.8468,20.0994,19.3965,20.821,19.8542,19.012,21.392,15.0571,23.1736,18.9761,22.8229,24.6331,21.5364,23.1835,25.8554,27.4694,25.5864,22.7385,25.0376,24.0626,19.604,28.1282,32.8226,30.0657,35.3863,34.193,36.869,40.6107,41.6082,46.0248,39.0476,36.1278,44.1335,40.9168,44.522,46.899,49.5869
458,"MYS","Malaysia",15.1458,14.4981,14.5482,13.6768,14.0856,14.6653,14.4635,16.0085,16.6437,17.5102,18.1856,18.309,19.1858,20.5404,21.7224,21.7085,21.5699,21.4778,23.5827,25.0042,25.9129,28.1562,25.3759,28.3075,29.0976,28.8762,26.578,27.5068,29.2587,29.6957,29.4818,30.7039,34.4578,33.3931,35.4304,36.4552,38.1824,35.2755,41.878,42.9465,44.0566,44.074,47.5194,49.3305,51.9614,54.7649,54.2479,58.9211,56.9355,54.3649,58.9147,57.7271,55.8902,54.7583,54.321,48.5571,55.8613,53.9254,53.9315,52.9764,50.4117
462,"MDV","Maldives",43.9353,45.8075,47.4374,49.2603,50.8445,61.138,64.47,66.1832,66.5642,67.2094,50.9792,35.5292,35.5149,34.7737,50.456,36.9738,48.8186,39.554,30.1021,46.64,46.2537,41.0039,44.6565,47.8931,48.3222,48.7821,44.6502,46.2427,51.3839,38.7652,36.5578,40.8726,39.5221,38.3382,38.4606,43.2719,41.7995,38.4018,34.5303,39.1189,45.5298,38.0429,57.6522,73.3753,45.06,36.142,24.1586,30.4927,40.1377,36.2044,36.5734,21.8434,17.0633,24.5905,27.9196,31.6692,30.7489,38.4254,59.4591,61.9583,16.8201
466,"MLI","Mali",15.8367,16.4965,16.2222,15.0151,15.5066,15.4054,16.9378,15.5792,17.958,16.5092,16.9082,14.8842,14.9729,17.8238,20.9962,18.9294,17.9578,18.6516,17.8816,15.9481,17.5026,19.1394,19.9053,17.2885,23.9502,25.0388,23.4961,31.5285,28.9852,28.155,34.3807,28.929,20.8768,23.4714,22.3632,17.0468,17.8868,19.5471,20.8498,15.5074,20.0592,16.8087,19.075,20.2672,19.3867,18.2716,17.5045,19.4977,21.4705,21.1224,26.3775,25.6061,26.1959,26.3432,27.7269,29.5516,29.0036,31.411,31.0371,27.1799,26.9804
470,"MLT","Malta",23.071,25.7641,27.6911,29.9121,30.9074,24.1173,26.8374,25.8451,28.6063,23.0283,24.8705,26.609,26.221,25.2034,28.4627,32.1862,29.4511,27.069,30.3484,36.8405,35.1226,39.5703,40.7867,37.2438,37.2355,36.3429,36.3799,36.2786,37.4288,38.0965,36.6199,38.5098,39.3755,41.4321,50.7181,52.6589,65.9601,75.2745,73.8369,75.7489,66.7007,70.6345,63.0795,71.0297,77.2649,79.643,79.5219,88.8912,82.4032,74.5468,74.7361,71.161,71.8606,73.8775,69.0013,66.3451,70.9768,19.2374,17.7538,18.644,19.1514
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",7.0957,7.2139,7.3457,7.4008,7.9634,7.4584,7.5112,7.7588,8.3427,7.2453,6.2219,5.0961,4.4152,6.8166,7.2202,6.9102,5.8531,6.9518,6.34,6.8451,7.3206,6.4711,4.7327,5.1166,7.7214,7.9587,8.6273,8.9926,9.2853,5.7936,5.7507,5.6672,7.4973,8.6163,9.4673,9.962,7.6398,8.6891,9.195,9.0016,7.3083,7.0209,9.1354,6.8908,8.9032,8.7386,9.2789,9.5539,9.4131,12.1024,9.6734,13.9083,13.1435,14.7135,13.2687,13.1787,14.8703,16.5994,14.3548,16.0154,18.189
480,"MUS","Mauritius",201.9714,187.5788,232.1788,177.633,239.0789,198.4952,222.7083,185.9396,209.5336,182.7061,187.9446,222.7561,220.2564,210.7284,153.0536,223.5369,210.3549,218.825,220.3363,160.354,186.2606,230.0617,184.7886,177.3894,197.1461,212.3752,218.4266,195.6996,194.592,200.6711,205.0837,213.0257,203.5808,185.5929,201.1052,206.3274,229.0473,228.3016,157.7028,204.4584,228.9811,196.9168,212.1962,217.6855,209.7242,204.6511,187.3642,202.1584,208.6284,195.6728,194.3704,186.4718,182.503,193.1548,190.6274,181.0071,177.396,150.8351,162.6899,126.0332,128.9045
484,"MEX","Mexico",16.4616,17.4266,18.7281,21.9254,23.6824,24.5134,24.4743,25.9252,24.6173,27.1903,27.3532,27.1804,28.4752,29.3239,29.9913,27.0751,30.7101,32.5452,30.4999,33.4836,36.8829,33.0332,34.5807,36.5489,38.8088,36.6536,36.4501,31.5325,30.711,31.3477,29.513,29.1486,28.538,30.5725,30.9051,32.8783,31.8692,33.1587,31.2699,30.6496,33.5673,32.1144,33.9968,34.1698,32.2049,34.7352,35.476,36.2397,33.526,36.3595,33.1629,37.5816,39.1885,42.1783,39.8531,43.39,47.1827,47.5912,47.6886,45.229,46.59
