"code","iso","country","FCL.raw.2005","FCL.raw.2006","FCL.raw.2007","FCL.raw.2008","FCL.raw.2009","FCL.raw.2010","FCL.raw.2011","FCL.raw.2012","FCL.raw.2013","FCL.raw.2014","FCL.raw.2015","FCL.raw.2016","FCL.raw.2017","FCL.raw.2018","FCL.raw.2019","FCL.raw.2020","FCL.raw.2021","FCL.raw.2022"
831,"GGY","Guernsey",NA,6.68259689287677e-05,NA,0.000111403697257571,0.000267301291405538,0.000225534570098475,0.000284040658175476,0.000307419078892553,0.000287354399980245,0.000193783277302616,NA,NA,NA,6.67155693546861e-05,8.32565224685429e-05,7.77665830070282e-05,0.000150177618352155,0.00016692132350832
324,"GIN","Guinea",0.00154586918089074,0.00153430156102758,0.00162702603848959,0.0018531358233007,0.00194504245302724,0.00197352559641169,0.00222832840888515,0.00195476439143533,0.00399696167983671,0.00575498802928584,0.00813707826786035,0.0113098945879752,0.0148043446991754,0.0152884861725828,0.0164633179301652,0.0168704560734704,0.0160495404982559,0.0144936389613577
624,"GNB","Guinea-Bissau",0.00237070969335762,0.00232055900950545,0.00231188898962507,0.00263273547805875,0.00325635625415331,0.00338117541840759,0.0036993905154122,0.00332289181414265,0.00573864957324308,0.00641163558518221,0.00746217659080076,0.00916002324297108,0.0109631014704695,0.0100796179955301,0.0104580586850499,0.0110925563636842,0.0107652884771871,0.00985735184490091
328,"GUY","Guyana",0.000262417273171153,0.000230323289686867,0.000234173357106852,0.000249763420634978,0.000282802002613099,0.000320426014134429,0.000341646392797045,0.000415164529706619,0.000383353848657098,0.000418874207983152,0.000439086765557065,0.000587648749594249,0.000634374896715928,0.000680146670667648,0.000761071175266257,0.000776678222336958,0.000641359458121192,0.000569924345567807
332,"HTI","Haiti",0.00178926850026801,0.00155671426855886,0.00153658096147995,0.00174214342422903,0.00175312576594487,0.0017631079065551,0.00201519187814491,0.00239398455158946,0.00257262181463589,0.00281673001765244,0.00297863116475621,0.00555179631575574,0.00579370086785557,0.00594806980344742,0.00602213136969041,0.00616682141244352,0.00356258826878074,0.00292576345619082
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",0.0033921547313232,0.00336718957603972,0.00353666703870234,0.00375608296137251,0.00427041859522829,0.00436087332900262,0.0045560254794817,0.00432928229027225,0.00437593280730608,0.00450663842159078,0.00457692773767818,0.00710594727895324,0.00884055053449426,0.0095966019955075,0.0100563150624419,0.0109703541633578,0.00867712360560538,0.00758319546469804
344,"HKG","Hong Kong",0.000151275302067768,0.000201458404312918,0.000234394125762289,0.000219311968122053,0.000278971506305361,0.000281627646447866,0.000300890421861258,0.000297321237559381,0.000213336185620645,0.000162473058003536,0.000178946195228674,0.000232011746554095,0.000365223641464358,0.000699877807567594,0.000660902595250332,0.00072992061709339,0.000782012277443494,0.000924489298845278
348,"HUN","Hungary",0.00224310993050806,0.00228428457598581,0.00235841815692446,0.00250823715724015,0.00242374775441081,0.00246870126284758,0.00246173486048763,0.00260703605018096,0.00260633574138356,0.00288966732861584,0.0028595288802422,0.00315784040817982,0.00324752400906964,0.0034961201602477,0.00348216582690575,0.00353311006024874,0.00352251139992253,0.00356105311744942
352,"ISL","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,"IND","India",0.00088351614583497,0.000911847130265488,0.0009818128508332,0.00108294187719822,0.00110621349503028,0.0010623827530339,0.00113199694385248,0.00118187115405497,0.00110584517456656,0.00127525386882527,0.00144574133909811,0.00168338147412364,0.00200179230549501,0.00213637164350864,0.00212673108948889,0.0021635678268195,0.00202641582040958,0.00185954210484613
