"code","iso","country","LED.raw.1990","LED.raw.1991","LED.raw.1992","LED.raw.1993","LED.raw.1994","LED.raw.1995","LED.raw.1996","LED.raw.1997","LED.raw.1998","LED.raw.1999","LED.raw.2000","LED.raw.2001","LED.raw.2002","LED.raw.2003","LED.raw.2004","LED.raw.2005","LED.raw.2006","LED.raw.2007","LED.raw.2008","LED.raw.2009","LED.raw.2010","LED.raw.2011","LED.raw.2012","LED.raw.2013","LED.raw.2014","LED.raw.2015","LED.raw.2016","LED.raw.2017","LED.raw.2018","LED.raw.2019","LED.raw.2020","LED.raw.2021"
36,"AUS","Australia",285.79749436378,272.08139154179,265.72955498355,256.33069608682,251.32397071041,242.94640528953,235.46674946954,223.67625915023,215.23271860539,204.62616672772,194.29841580871,185.72304875959,178.75261751106,170.40696738784,161.80521855857,153.63826315821,147.0763773686,144.33986962546,141.34612083857,134.66024841298,128.64973646357,122.65903321319,116.34669189533,113.23465353239,110.98914601013,108.06172188677,102.57234909912,98.20783815178,93.35639513869,93.29059611773,86.92049911588,87.49931492389
40,"AUT","Austria",179.68300197983,181.31888654989,180.01418634934,178.9397485356,176.52653118326,175.20168284543,176.74431296726,174.51228996508,172.35755341193,167.81219205181,159.19264561812,151.26717925254,144.37155616876,136.80344332589,128.81349501055,124.38718326446,121.61972978665,120.37805227626,118.00956494293,118.24428624378,115.4548606697,112.19574755383,110.55082325155,108.67530969151,105.53147466983,103.77641647479,99.78155680631,95.17274668838,93.25857145548,89.31504710734,87.67873306988,81.56901262657
31,"AZE","Azerbaijan",439.04801161117,453.90478187432,483.57629433081,503.52140202785,518.24179406354,520.33996752344,512.41050223158,500.17879897296,495.55034588753,495.99599454008,498.5512827915,493.00151077821,504.95301618892,523.1233588888,529.69340566153,539.81647880771,532.08614068987,519.02023730173,514.92999358156,506.48504854036,498.75146991573,487.86640911364,481.96707209398,470.99991061707,463.48033390359,452.24973080847,446.36441160542,441.75118514551,408.47517394758,390.79883342164,374.89941802282,353.49852635463
44,"BHS","Bahamas",380.07295708815,373.5234814758,371.52951054862,375.59808456566,370.34738478466,373.21000510013,375.47176040165,375.72665730803,363.53484864187,362.01021411393,356.23244927706,378.46922646085,401.03709196461,376.51934034241,372.53395233225,347.11978522651,329.61163856861,321.55970011672,328.87865062059,335.56999099197,339.80957594904,332.023499226,314.6979868931,308.04813767787,320.00109778274,313.63072836716,313.45096215037,303.1630614349,295.87206010242,289.93636895502,281.42084623305,274.91767326445
48,"BHR","Bahrain",744.95654196216,755.85780567816,753.605864108,740.26304496184,751.84930559717,766.83205910567,767.72551306476,773.35035161118,760.50902075699,737.42169905361,719.89547580261,704.53832741565,689.10579126177,697.66290765598,687.466200845,665.3648760497,622.88588006938,583.48779931338,548.2058889076,520.61312918976,512.21025652385,491.43175705302,461.25891829721,420.8246381988,364.00676460529,356.78452095496,358.55269289839,352.40447612815,342.30034854026,337.41490749349,338.17778789426,338.11049931252
50,"BGD","Bangladesh",1112.51220559783,1046.61603249953,1044.62714223926,1036.77277445012,1026.5092606567,1044.3783958779,1031.57426970312,1020.6315991933,1008.55023404064,1032.11776722557,1052.54183048637,1050.04997058968,1070.07848031435,1070.67941537399,1048.54640299337,1045.96167678964,1059.81411827115,1059.05049825925,1029.85586457064,1003.43720632483,985.02786108047,894.8483129396,822.934931405,794.97720233312,791.25393689446,772.64789954575,759.48551649357,772.15238732384,756.35596399687,739.48921070098,725.53532426671,711.75284790353
52,"BRB","Barbados",302.42060562426,298.64686646326,298.29197285317,294.3543172599,298.06385613043,296.35492629129,292.57383468507,288.31602977202,269.8897132685,253.99123685926,250.88193970088,239.85403785658,242.37971986248,245.24084497611,234.75480534361,220.62955444085,220.50497926122,220.09135208239,218.25722414038,208.86037934056,204.81104299251,202.2229592723,197.26617505433,198.8191418741,198.33602663706,196.49209687215,195.06690781734,194.26840950544,194.67713026307,198.31087620288,187.18255323057,181.10456694014
112,"BLR","Belarus",275.10774073766,287.9955361743,302.10866246525,340.33977995865,350.87919613355,371.21519911589,370.02197128548,376.04005450517,385.29513934448,399.48909111175,383.63112851962,407.77360436995,439.46024387272,434.00700121729,425.24163997855,431.70165946654,412.70396810121,388.41306291074,385.26733715847,384.53942530854,381.60884792247,381.63870499936,336.37354992286,331.76222104657,321.94003785061,305.2270574839,299.09909603363,289.30058454197,290.47204283107,291.05355279606,288.05969088998,283.93696919741
56,"BEL","Belgium",310.70237641547,300.11965165284,290.3092761841,285.33684059927,276.49445550304,270.96422250378,268.31596276887,260.77907536415,257.76670512863,254.39474351064,244.92659646026,234.54649915602,232.49395664759,228.163732447,213.78791912218,202.23260440618,191.23064268132,184.41928970668,178.07078015355,170.35218079219,161.84498427797,153.80012592567,148.91089772707,143.92961614355,136.70427823243,133.81598122404,128.16030171313,123.17964803015,118.65020263854,114.01668027537,107.21320238076,104.50202640412
84,"BLZ","Belize",359.8483767611,362.30687224159,356.41803861454,355.75756155699,364.75867260658,377.74288214181,397.71821978896,417.39677143976,437.00447739344,462.19196175991,484.11355721966,427.70536563132,404.76016659781,392.71978209062,385.0890432373,367.99499370102,351.84951833588,345.940450917,331.00639579762,331.75776758642,328.19842901941,322.7717511637,314.89166276652,310.97131561969,314.46730593502,311.96142593161,310.55752881579,306.79518786517,304.79021626617,295.92523553511,280.95919122814,271.38292581815
204,"BEN","Benin",560.10218185094,564.83527494777,567.41156045869,569.51873033657,577.14253994644,583.41747138516,591.05554851985,592.68482237093,595.10798780961,596.37508038978,600.30330114017,590.44341955674,581.47317886555,567.54768997391,555.63287595304,547.38488639148,543.57400014383,540.61053152807,537.33809883941,541.1411347737,546.18265177539,550.09729936715,553.06507784502,547.22507808154,540.97663701188,539.13379506113,526.35768435312,515.92471535009,501.22078516217,494.53767969243,490.1784510488,480.85339685583
60,"BMU","Bermuda",244.80968063067,233.4474955595,220.41378972158,203.58524792606,199.73537429817,193.85027983802,185.78739916309,171.72553829714,162.7094561286,159.30943295441,152.07459053343,145.94624428452,136.86190145443,130.20159745951,127.61011581778,124.62941469365,120.21411194668,116.65737153166,109.41781710411,104.53471913839,99.98218923104,101.19382404408,100.07596728564,99.44547883237,96.59375221357,95.09235238165,93.67632709918,91.09564973117,88.3829899417,86.64279997891,82.77732436565,83.71083795971
64,"BTN","Bhutan",888.57046638031,882.04044896819,877.70873979072,878.41732697736,874.08490644267,872.30899840362,851.61186615066,852.47241740225,837.78488696112,817.01208954689,820.07544741858,805.91697223925,791.67492674899,787.73293792347,778.92614800806,771.27543265761,758.32522388743,747.4766650571,736.43548413631,729.4609447365,721.43111224693,711.47030903444,706.93447617571,698.2177544106,694.00292410673,684.53820870506,675.82791540505,666.28911427737,658.13601761812,648.89680194916,640.16457229183,628.99211187514
68,"BOL","Bolivia",589.79817422054,589.8343031826,587.18261812423,584.45703458227,575.4444462633,570.88332233336,558.71319930461,556.93452035187,546.05957463547,536.2603613632,525.03124985141,511.64614749356,504.42128215069,494.39053406688,484.33732215379,477.86521308179,471.05951853166,469.53481050807,466.08208442636,462.53066968196,459.66913785751,456.24349303602,452.09055824533,445.77930301161,439.27975798985,434.82479635954,430.46280376718,425.20080084539,419.58750693365,413.7534316236,407.33111094465,399.36373357463
70,"BIH","Bosnia and Herzegovina",512.19395121274,551.19704236368,554.50861660461,568.85704513306,571.24832682969,571.15545505468,558.97290203407,538.23205205337,503.76008508294,490.32177422609,482.93003739011,468.93372211761,457.17353530353,442.30116671107,428.03366840345,431.34965821601,417.55366211564,435.16813631129,411.62637678861,407.80771991389,396.62462965933,392.09993155046,378.62594382846,375.76769102333,370.79271197997,375.00530570609,366.20456818756,359.2846214797,353.79246777048,357.57730144808,354.41782146298,329.20107470386
72,"BWA","Botswana",846.3675343635,850.23143256822,862.62029885989,875.8539509931,890.38922062421,903.78321683481,906.22401536426,896.71727298474,879.95243113962,886.22560865184,906.70341857055,912.35951943906,908.30958732003,873.22083026088,819.80618478843,768.44755796336,727.20105910593,724.83403636764,733.7151882678,739.79375794504,746.976295094,742.23028569567,710.16743405744,692.02046062713,667.95333674411,641.65319496738,593.40919412027,554.5547324629,531.02894200232,515.78268119741,508.59156144763,493.78123481548
76,"BRA","Brazil",557.15259281457,537.35784274746,532.77580791609,536.94363678387,522.51977438626,508.94098609612,498.80444090059,483.02483555707,475.84531359458,465.02048826568,451.69228518207,440.51107271112,429.58810941579,422.39405170204,415.2210767028,396.47598528021,387.97585264738,379.22146287787,372.72739753984,365.92989641314,355.63712397452,345.19883930411,329.52913000707,317.37996725496,302.99137714614,294.41822380972,291.03852877705,278.86512136025,267.67176115662,260.08620279898,257.18033230755,242.46473338177
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",412.21145528178,408.62011417951,403.021827004,395.5212458799,381.69258502032,367.69446239079,352.99253882439,344.3625014061,344.38622379339,338.72121289384,326.53639342779,313.98120301615,305.9198511181,301.66913701726,294.17475301238,278.00584081012,263.57803494028,256.79003828018,249.6374138635,247.73300858681,246.60653829826,241.87541921429,237.68367320615,244.88956082705,245.09397263161,244.09029487961,248.52856754431,237.70945423681,220.25741826338,210.02283132853,190.05174919835,185.34705985657
100,"BGR","Bulgaria",557.82977480506,547.19236943527,555.86014943767,594.3438094393,620.7267662923,630.05653882294,639.12366240399,669.32809054368,652.38333703519,631.32121640118,665.86904452858,676.79780271136,676.35896331527,663.6850080135,653.0892958593,674.28501324297,674.60478877207,646.88003119619,617.80115668527,610.68468724642,614.64429923145,604.05738193093,573.98177804087,553.90787477478,567.02179657361,555.06526425805,553.00759851358,542.7074296384,532.54256761175,518.34057351379,512.10301217294,494.38369104672
854,"BFA","Burkina Faso",766.81276684632,766.04765186755,770.45859401502,778.80078547985,787.73120724741,796.24863711252,802.94480039001,811.82597108531,816.46766998196,834.68522544436,854.96346996017,870.58897381019,889.75080555969,876.6928558003,875.84490239769,878.73125661476,886.46325684464,884.35875816249,883.52442124999,887.04091160037,889.04922649335,895.73590058233,905.37379647017,910.24687685401,906.6548025458,916.36818643767,917.53440518781,906.92703421292,885.67108016203,868.45604624981,850.53791490917,838.26599380282
108,"BDI","Burundi",1068.85468614288,1078.79821986992,1086.68033403099,1097.05810699546,1100.60749980092,1102.85573649932,1098.99820036276,1079.12645854344,1054.48389160981,1022.49631439503,988.47269055633,936.18052750871,895.59193011123,861.03027600584,840.18387585074,812.24521708186,785.76085698386,750.62712705684,725.14207169762,718.1250320543,713.66795849585,710.79713268421,704.07479674401,694.38503217582,687.24961107438,680.94280248941,672.93182769748,665.97528970465,659.74539202156,655.83839155271,650.33616450833,648.69867778069
132,"CPV","Cabo Verde",371.20037510322,376.25343626316,379.1325762987,384.3767639437,387.6950742709,389.60631577441,396.92486909705,405.99274642637,401.38520116892,398.33415143637,393.67455300176,390.45954740437,388.49777731033,386.42142707164,384.82617106096,383.04765729107,357.87761432333,346.47488392068,340.02679012353,334.40243782182,328.41091115142,333.61070324382,334.83487444485,329.47159088764,326.926336319,331.23391643604,336.60200917122,339.4559387311,400.18026720312,391.81845303832,384.08075591562,374.06361663289
116,"KHM","Cambodia",799.84646178216,798.64688369685,799.89877248759,804.59206796511,812.10318884084,817.59870003639,816.61483292927,815.52823470565,814.1302909424,810.72374768428,803.25796238543,793.59836151421,783.11703304913,770.69335216366,761.49273169311,751.42768834478,740.35645268196,737.19188866805,731.67571668057,728.23107741348,724.09949048322,717.8718341562,712.77189694994,708.99205185964,702.57846650311,697.62412909128,693.833849186,688.81920173165,683.06676676102,675.76624206033,670.52800023793,665.62980291275
120,"CMR","Cameroon",710.44569764268,723.55657856223,743.89335597198,764.301019492,779.11773835102,794.85747495277,816.13448879818,849.19748361578,876.14401296667,895.96757628156,918.2762952054,914.64600317891,913.12367885647,903.29847623665,888.35278447645,879.29576812992,872.04505595038,860.13945408457,848.41077911317,839.62391612618,828.00743889787,818.62699342169,811.7242342237,799.09230503089,786.79915145652,778.33510631222,756.7375547385,739.05074041489,726.40947774422,712.04891259038,695.76394298764,680.20734727444
124,"CAN","Canada",130.61236224018,127.5894816377,125.34878508461,124.86893568275,122.93229563861,121.25364995541,118.57589650437,115.83090265731,112.14262766571,108.7753187946,105.32795971066,101.54449620616,98.37237614783,94.74193411943,90.78844164789,87.78196497596,83.73191111179,81.40663721626,79.00808471586,76.26227662589,74.09858636143,71.59760359097,70.47690353612,70.06596970588,69.52977298339,67.25001704555,66.96443768915,66.38541632357,65.14684353108,63.92200884252,60.73906558892,59.35442285876
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",1146.68513533781,1163.64242282932,1164.01445891993,1190.87014505476,1208.97310255259,1213.47663754481,1235.48117097258,1235.62869563623,1247.38361941796,1254.22860779217,1244.5904392233,1238.52257806418,1237.36007445984,1230.54076014497,1221.57088552618,1213.46307286103,1209.77663118505,1194.80603312869,1176.38313222518,1172.35577763718,1180.35239515847,1180.91465199979,1168.25879597625,1166.84105583799,1152.58304808987,1147.20577121645,1135.57991672927,1125.7360681529,1117.53014918785,1107.54291941168,1091.93139996912,1076.02199980525
148,"TCD","Chad",820.90865756578,823.85788217759,845.98359188975,875.28060054142,894.4619223891,915.17842326464,957.88861251131,995.07818006929,1030.04287984441,1061.43904994356,1089.73648272351,1108.59725793164,1123.85064399014,1136.49661318589,1128.8965365224,1115.37319412729,1106.18846232122,1105.24850975529,1108.12667971117,1098.54520970166,1093.93948426547,1087.48498032871,1079.19552640315,1059.28250727306,1043.51990767456,1042.81918975265,1029.16719507498,1022.08685242176,1014.99804424235,1007.07267946134,1002.50705168156,994.48295700803
152,"CHL","Chile",130.71158404608,125.46076548734,122.14858849961,120.19544326798,116.96020731417,114.8604844973,111.91855133268,109.18646234313,109.10388055957,107.87663726916,104.97737284951,104.69345255855,101.90579447089,101.87299815289,100.09187776924,97.45393060696,94.73794959481,93.23569075725,90.44275205771,89.99658045529,89.82264653527,86.97428183334,86.0079229456,85.32936370461,83.90813536745,82.00308146967,79.0937265718,76.23188496041,73.27054749174,72.06582064475,67.65690010598,66.66258499769
156,"CHN","China",762.52641423281,760.52685932886,752.3174409793,741.17881879236,729.62585306149,722.73406827623,711.58905388852,696.7201867533,691.79747750577,689.43214267414,694.38477595532,692.65335168682,690.89598504525,696.99751215048,698.24114938209,678.63548223934,633.02755539445,612.37227510511,609.26840940966,606.33832416874,601.32756077399,589.80901682641,571.65871517902,558.70704158652,541.96216337812,524.87964394456,515.35060528014,501.05367326301,487.70860396893,476.23864742398,468.11766565828,458.91144310863
170,"COL","Colombia",533.40887354418,540.48258653019,528.01221470737,514.27020263309,503.58315085198,483.32265936781,473.04244772535,426.13924560448,400.09906726881,393.83763851192,379.94931278445,365.5982391335,349.04630526921,340.57868364242,331.08764765378,310.34384587278,304.10492635821,283.34958840633,272.6522067919,268.71886507607,257.56384535049,239.49602480863,230.51726161599,221.13270124819,210.94323606607,207.84238453063,203.25671170844,195.03695721035,194.98594703181,184.49159962103,187.44373594099,183.7082022946
174,"COM","Comoros",888.17925386595,882.27578214809,872.84220804187,863.02722314418,858.02912093653,844.98098272574,832.86830761544,816.63884254771,790.31847066411,754.92154171029,733.42030887633,701.91697050328,677.2296256943,649.6144940692,613.08301296541,604.66185594457,578.86985711064,580.2076042484,572.97250525698,549.38910505224,535.69255941967,532.17766397807,521.85356945203,513.22699208939,518.05039076616,509.14461483056,500.17355463583,489.99564844729,477.59442454587,473.72947216813,471.26758596888,465.07854875295
184,"COK","Cook Islands",319.11257224098,308.76121052885,298.92566465262,288.75966414278,279.73726100937,271.05150716567,262.42527040909,255.17424883589,248.03167428667,242.0327938944,235.2533858113,227.56693760106,220.50283803022,211.3365901313,203.06520288861,197.23806243569,190.10881518017,182.84214107241,175.37287451298,169.76893110386,166.30639903963,163.44745887643,160.90878728076,159.52817536007,157.03673020325,154.31066011433,151.5348559224,147.3803143184,143.14667572121,139.03434500677,135.41373752155,131.94353699474
188,"CRI","Costa Rica",324.72846272032,334.73988357364,341.59304597808,341.91278397359,355.42520867803,357.4683954732,335.61299436945,322.5191639249,315.6572760008,322.88085936414,313.39412169291,312.24315326764,295.11737465597,284.49791369196,285.35720230454,267.97463390739,278.10249852021,244.78173538412,247.34294225937,243.85909156218,259.21197708878,241.99826831614,237.83432846,227.00729067362,221.23850946268,214.62928211724,213.14132003893,209.21533793511,208.56350005036,198.73239026499,188.85570647755,189.29597595867
384,"CIV","Cote d'Ivoire",659.56252225259,669.95883050879,688.93239677177,715.96604349859,740.73443228951,763.54458917261,773.87180329845,779.34245307241,790.61137866277,804.22876387471,821.03000942287,825.1898199318,824.04326092571,817.79731905815,813.36927310626,804.32806407817,794.71213543318,774.75855903386,754.9986404522,738.4572466591,726.85821400462,720.59366675213,722.38743294368,725.11152849404,718.61735166173,716.53752955724,701.09724204713,683.69448145524,667.30040168369,644.36644467723,632.27874122066,619.32702230408
191,"HRV","Croatia",369.17319420428,368.60809452354,348.60377075458,346.83270862938,345.03564519353,345.72038182309,342.89195842487,341.58758955097,333.44013615126,326.88945646014,312.03870682115,303.9391819354,301.65792417892,300.56479885723,277.70468572986,276.18673231066,267.0033670551,267.52229224991,265.3316338067,255.33840947897,250.42106861131,237.06151103452,227.829278414,215.27141677673,210.23312349211,214.49149006944,191.65791754271,185.19897536355,180.75072702483,173.16260220725,168.94442546066,166.19065468692
192,"CUB","Cuba",509.39075969802,498.47226152559,500.26578850289,505.225497043,506.43711731517,504.09561890224,494.83894857239,480.62567916837,477.18399899087,471.00162775992,454.23131468044,452.39493884545,425.92900218839,425.84908431954,424.29382597368,433.4346707688,409.38240039724,405.68085822182,410.17510137293,412.55759624134,417.50181699435,384.77131287299,386.93663104027,384.73908060711,383.85327117584,388.12023668014,385.16994680249,398.79491260949,393.83667254609,395.16141824338,385.14525055949,376.74638988702
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",499.3578946319,507.04202038318,510.61439349993,499.06705837266,470.70680147015,460.91562340309,447.79826437396,451.56192128705,445.25938362675,420.58424575835,401.06864225852,382.47948158358,366.78415577469,349.11609569096,320.43625046864,301.8362629443,291.21137998513,277.23028369848,264.75154246875,257.56182055862,255.43732470711,247.21071277865,236.65062086982,227.49752328785,219.86003616697,214.09911829321,203.9695344461,202.46518482593,196.86202346132,192.87066406606,180.55497909122,172.52718570995
203,"CZE","Czech Republic",280.09933925651,267.85623067218,262.31787729085,253.40916583697,251.62609719285,249.17851488311,238.00768280138,239.12280080078,227.78984378006,223.43585441679,218.07280315849,212.69068001045,208.23709760224,208.58056662175,196.97467949496,187.38039424719,174.08516963385,165.72354950497,159.59993685461,153.92581630023,149.25332081132,145.86537597262,141.4894351041,136.69193540098,128.74988405517,126.45889682115,121.17687646069,118.87499150931,116.40101324406,112.00377056145,110.16241059125,105.90344573587
180,"COD","Dem. Rep. Congo",624.03776810121,632.22254697816,635.69674313751,635.90395153196,642.5091998349,655.61472029151,677.41207275457,663.79056784337,670.58807979717,673.24804403666,681.71754720174,685.97065895531,680.73997240226,691.88545406743,687.41921316735,683.55793073508,685.79090947589,685.50781908488,692.9151348007,695.70349761498,701.55053032214,710.08967012198,717.34215531924,719.76403555654,720.94791953047,720.71508395211,714.69589312992,706.49147594785,701.048139341,694.28697832734,694.90718508678,692.66683701443
208,"DNK","Denmark",186.08127676565,182.85361637199,181.93831342865,179.90780199835,172.82276640964,168.49086806586,161.95775670243,152.93220624662,145.44336862335,143.70318546801,134.43631404877,132.80916854505,129.60047017795,124.77469237853,117.80757997499,110.13654416202,105.95062344754,101.45358310066,95.37108695965,91.22494519075,87.04097236085,80.89260536117,76.83155312822,73.6190721859,70.22085719983,68.36867781862,66.50621878451,63.73818315665,62.26879374797,59.99735421488,57.57741699945,56.23177545953
262,"DJI","Djibouti",788.2278205957,789.26746902144,794.4389378518,808.72200905199,796.37032338656,810.25123171446,807.59958967164,795.01307747391,799.07964652434,789.97873025397,779.27035428519,764.25809971998,754.00277089855,738.00283876434,737.83226452007,726.54304244134,710.79875805056,697.62036339349,681.70469407658,667.05975011076,658.58243390731,648.91725466485,636.74630561572,625.58932600211,610.25227191239,603.15840773699,591.70303211772,584.53599364827,571.47403200773,563.26776083954,553.44122333271,544.53834387532
212,"DMA","Dominica",555.54038468009,555.49227562363,550.99322812283,545.45916263464,538.79632259166,531.45979164181,527.11434551855,512.62617668803,501.74582947705,490.85449826152,479.25588492492,467.43112537444,462.14623493666,456.04548857204,447.65216395647,439.01127943582,436.02662839807,428.66302914241,425.36487519808,419.38088291287,421.5092352892,421.43770116224,422.24105485762,421.80718385762,419.32751215654,415.39146967492,408.8146801494,404.38243020381,398.88053259633,392.13726855562,385.5671263881,378.54945368195
214,"DOM","Dominican Republic",747.99577036599,723.22749593251,698.46020951547,690.38553279829,673.39498289811,671.73427255997,685.9905275975,696.06889029879,700.77341815454,700.97547989298,681.77317972908,671.57436786975,675.96107198942,706.39898113325,739.81923484945,751.35283011645,763.19281612514,756.2410782202,739.57794645549,721.14933418584,701.37122406238,682.48528697608,698.30321584777,725.69108444864,714.24085368564,708.84763505535,700.96585292856,688.56435321697,677.55085677719,650.77676683259,675.81202445759,628.598564581
218,"ECU","Ecuador",322.20962966797,339.63667169264,334.36825742116,325.49945908698,324.49911986245,305.13015758525,319.18609179926,275.53096552701,260.30872963096,264.45469307819,273.67394954177,283.21477157847,292.47645102956,299.34941007001,304.59483801212,321.03248788681,324.14355870421,318.35825711358,311.83734250306,317.39659330829,313.75257445683,311.31383893294,313.09665840531,290.5294000405,265.70397047523,257.1235652532,251.38420888681,247.0389980781,239.98439804849,225.6840874816,216.88651817431,204.56922970686
818,"EGY","Egypt",2264.48293555613,2221.87758095495,2151.71540858854,2181.73836143208,2206.48470621534,2156.35883962298,2139.11407334544,2151.64134397996,2144.29749549663,2118.09279242054,2026.75368684676,2099.09819101131,2144.85833483359,2171.45815338297,2126.4615855849,2077.14341165022,2076.94405745088,2043.46905715095,2051.29026151627,2070.65715023269,2062.95694566729,2039.64335286411,2064.89835979464,2023.01100714335,2044.18669203202,2057.13279528856,1952.05850313985,1852.7820662854,1835.47707925882,1793.15868903545,1760.09514477503,1728.56932718953
