"code","iso","country","WPC.raw.2016","WPC.raw.2017","WPC.raw.2018","WPC.raw.2019","WPC.raw.2020","WPC.raw.2021","WPC.raw.2022"
748,"SWZ","Eswatini",0.190980206980335,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",0.0620437524244199,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",1.23232323232323,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",0.174846548943728,0.179546886408224,0.187563347007867,0.188454837019665,0.182195496726537,0.180742640962441,NA
246,"FIN","Finland",0.503702889540395,0.510510303339703,0.551352772401539,0.565596313826086,0.609453620308224,0.609274434638984,NA
250,"FRA","France",0.552600353076439,0.557962601435322,0.556314572227134,0.554826127040722,0.537988623692859,0.560816080120882,NA
258,"PYF","French Polynesia",0.500781832861508,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",0.114131734833473,NA,NA,NA,NA,NA,NA
270,"GMB","Gambia",0.0834800790262066,NA,NA,NA,NA,NA,NA
268,"GEO","Georgia",0.294113123801277,0.303346605446392,0.313386262922044,0.311433894767103,0.297101021746684,NA,NA
276,"DEU","Germany",0.6330764131719,0.626565188028475,0.606230335056727,0.609100924817194,0.641190975500966,0.646040069340769,NA
288,"GHA","Ghana",0.165991380362233,0.166380780478279,NA,NA,NA,NA,NA
300,"GRC","Greece",0.498052565286228,0.50350177815628,0.514586855608773,0.523523487485336,NA,NA,NA
304,"GRL","Greenland",0.889901398924999,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",0.24620404061924,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",0.174172034665197,NA,NA,NA,NA,NA,NA
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",0.0500303202124552,NA,NA,NA,NA,NA,NA
624,"GNB","Guinea-Bissau",0.157811825448393,NA,NA,NA,NA,NA,NA
328,"GUY","Guyana",0.236140916653822,NA,NA,NA,NA,NA,NA
332,"HTI","Haiti",0.215595016772217,NA,NA,NA,NA,NA,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",0.228524876627743,NA,NA,NA,NA,NA,NA
344,"HKG","Hong Kong",0.774175567020146,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",0.379378970312605,0.385193630351227,0.381690380549496,0.387085741738551,0.4034153750891,0.416526473468508,NA
352,"ISL","Iceland",0.655856951636512,0.655212580081538,0.700270185217211,NA,0.613977400174097,NA,NA
356,"IND","India",0.143429544128467,0.141781577681595,0.14024801777944,0.138817386487234,0.137497686914726,NA,NA
360,"IDN","Indonesia",0.248997344596079,NA,NA,NA,NA,NA,NA
364,"IRN","Iran",0.214689823141801,NA,NA,NA,NA,NA,NA
368,"IRQ","Iraq",0.588240380817076,0.830686432388603,0.702771429218232,0.655433876109819,0.716977121802823,NA,NA
372,"IRL","Ireland",0.581031620274912,0.575780444599021,0.598276339567844,0.625412922498247,0.643882454744692,NA,NA
833,"IMN","Isle of Man",0.605763930497304,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",0.615657734612684,0.623719256768389,0.636984509388931,0.636102054340623,0.648504085685451,0.656931028223008,NA
380,"ITA","Italy",0.496672318557497,0.488496987835926,0.499240670910612,0.502652970669346,0.486971055345602,NA,NA
388,"JAM","Jamaica",NA,0.360584195278695,NA,NA,NA,NA,NA
392,"JPN","Japan",0.339717964053008,0.337822512049901,0.336934493064482,0.337487068931479,0.330022730692771,NA,NA
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",0.253897073817701,NA,NA,NA,NA,NA,NA
398,"KAZ","Kazakhstan",0.249059415240355,0.275582097221993,0.252537867624433,0.233195386749799,0.242894659440572,0.257136821439842,NA
404,"KEN","Kenya",0.0372300759145016,0.0355403536604468,0.0367577628098434,0.043065447597664,0.0598144338701853,0.0650968782287853,NA
296,"KIR","Kiribati",0.301433830043961,NA,NA,NA,NA,NA,NA
689,"XKX","Kosovo",0.179459786662256,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",0.474736325941772,0.511240746451311,0.526220442255775,0.582779041228524,0.605213597514382,0.7049222679674,NA
417,"KGZ","Kyrgyzstan",0.358143529630062,0.400921653805106,NA,NA,NA,NA,NA
418,"LAO","Laos",0.0510639187051966,NA,NA,NA,NA,NA,NA
428,"LVA","Latvia",0.48515926447671,0.487036643078508,0.482849913374117,0.520284840847238,0.566984377541502,0.546624846204994,NA
422,"LBN","Lebanon",0.325950501220796,NA,NA,NA,NA,NA,NA
426,"LSO","Lesotho",0.0342637060421518,NA,NA,NA,NA,NA,NA
430,"LBR","Liberia",0.119943702817855,NA,NA,NA,NA,NA,NA
434,"LBY","Libya",0.341854420293477,NA,NA,NA,NA,NA,NA
438,"LIE","Liechtenstein",0.868666076619583,0.886142324666964,0.801460891755206,0.857300523177335,0.884071021261224,0.869375701221855,NA
440,"LTU","Lithuania",0.449365614362787,0.460708823983156,0.470551167053088,0.478325958312778,0.489436863666333,0.486587547255812,NA
442,"LUX","Luxembourg",0.814413398990402,0.798207721821255,0.802697590262357,0.791934206557731,0.789950810492704,0.793670632936706,NA
446,"MAC","Macao",0.603078405841503,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",0.147783227951159,NA,NA,NA,NA,NA,NA
454,"MWI","Malawi",0.0745646625481511,NA,NA,NA,NA,NA,NA
458,"MYS","Malaysia",0.428500625848138,0.427581090528258,0.422442351210618,0.421595087183674,0.416747075820167,0.416484555818611,NA
462,"MDV","Maldives",0.465613315956782,NA,NA,NA,NA,NA,NA
466,"MLI","Mali",0.103601254452782,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",0.766084530565096,NA,NA,NA,NA,NA,NA
584,"MHL","Marshall Islands",0.178236669494506,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",0.11204647707613,NA,NA,NA,NA,NA,NA
480,"MUS","Mauritius",0.38219911954106,0.392706229019865,0.429208969505609,0.424310714581926,0.398963202618612,0.395762887200375,NA
484,"MEX","Mexico",0.436967909792641,NA,NA,NA,NA,NA,NA
583,"FSM","Micronesia",0.236884876051854,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",NA,NA,NA,NA,0.544791607176469,0.604727013692449,NA
492,"MCO","Monaco",0.822313938118745,0.836383759853148,NA,NA,NA,NA,NA
496,"MNG","Mongolia",NA,NA,0.587454262670153,0.61674962798885,0.519771061534422,0.554725486904464,NA
499,"MNE","Montenegro",0.529935276706042,NA,NA,NA,NA,NA,NA
504,"MAR","Morocco",0.195173283796766,NA,NA,NA,NA,NA,NA
508,"MOZ","Mozambique",0.0902641356073493,NA,NA,NA,NA,NA,NA
104,"MMR","Myanmar",0.090134800587655,NA,NA,NA,NA,NA,NA
516,"NAM","Namibia",0.110499399143995,NA,NA,NA,NA,NA,NA
520,"NRU","Nauru",0.541378901809915,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",NA,NA,NA,0.0453779646878841,NA,NA,NA
528,"NLD","Netherlands",0.52030749403681,0.513212777363721,0.511037148907149,0.507700430686323,0.533440357767394,0.515255650986788,NA
540,"NCL","New Caledonia",0.400256768558952,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",0.722301181561698,0.723159381751703,0.756029873892993,NA,NA,NA,NA
558,"NIC","Nicaragua",0.239280022310965,NA,NA,NA,NA,NA,NA
562,"NER","Niger",0.0891725737191208,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",0.146368152200716,NA,NA,NA,NA,NA,NA
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",0.302520337854465,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",0.761456513169326,0.755905453451469,0.746748756318185,0.784033439118728,0.609687372800874,0.806837680395457,NA
512,"OMN","Oman",NA,NA,0.373685014008433,0.428871252255165,0.593635883399191,0.64417278329183,NA
586,"PAK","Pakistan",0.144058180771848,NA,NA,NA,NA,NA,NA
585,"PLW","Palau",0.529116833183655,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",0.344647921418712,0.323443283903741,0.305323443582686,0.301762099361678,NA,NA,NA
598,"PNG","Papua New Guinea",0.11237004264106,NA,NA,NA,NA,NA,NA
600,"PRY","Paraguay",0.290188780513882,NA,NA,NA,NA,NA,NA
604,"PER","Peru",0.225022527221229,0.224190325375791,0.23163568881501,0.237073487835942,0.237357034863129,0.243637584004091,NA
608,"PHL","Philippines",0.18673126416671,0.187016740098308,0.189898185884576,0.190398459137877,NA,NA,NA
616,"POL","Poland",0.306925817683799,0.315182484312107,0.328771091317257,0.335910455486202,0.346103479584064,0.362252763945672,NA
620,"PRT","Portugal",0.473683863912205,0.486102346533596,0.506912702300759,0.51340316692272,0.512669561402887,0.514375243277408,NA
634,"QAT","Qatar",0.445058235195745,0.43676512074284,NA,NA,NA,NA,NA
178,"COG","Republic of Congo",0.0869896491571721,NA,NA,NA,NA,NA,NA
642,"ROU","Romania",0.261035950837536,0.27224858802632,0.271952765666169,0.280306559359328,0.290055929718016,0.301675533528453,NA
643,"RUS","Russia",0.415678284738475,NA,NA,NA,NA,NA,NA
646,"RWA","Rwanda",0.367530476957353,NA,NA,NA,NA,NA,NA
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",0.688292876872855,NA,NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",0.470486868881545,0.423338959037722,0.404749055585537,0.442371334337535,NA,NA,NA
670,"VCT","Saint Vincent and the Grenadines",0.297852545228051,NA,NA,NA,NA,NA,NA
882,"WSM","Samoa",0.0686929961389318,0.075238839486921,NA,NA,NA,NA,NA
674,"SMR","San Marino",0.507616007566353,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",0.125036651159154,NA,NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",0.4825703342713,NA,NA,NA,NA,NA,NA
686,"SEN","Senegal",0.16636160431624,NA,NA,NA,NA,NA,NA
688,"SRB","Serbia",0.332572175086373,NA,NA,NA,NA,NA,NA
690,"SYC","Seychelles",NA,NA,NA,0.555821820877418,0.465581699164733,0.455484961572765,NA
694,"SLE","Sierra Leone",0.081429033136627,NA,NA,NA,NA,NA,NA
702,"SGP","Singapore",0.33349484946631,0.328508970339144,0.32658759394004,0.303528869382101,0.247487581623539,0.304717459185274,NA
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",0.348015153574116,0.378362239374971,0.413823162383732,0.42151412494016,0.478491075097269,0.496030380116782,NA
705,"SVN","Slovenia",0.456649307859114,0.471353879329535,0.486524383599162,0.503738534800815,0.487058003185854,0.510891669619592,NA
90,"SLB","Solomon Islands",0.286533022303702,NA,NA,NA,NA,NA,NA
706,"SOM","Somalia",0.162745684607133,NA,NA,NA,NA,NA,NA
710,"ZAF","South Africa",0.327126694680899,NA,NA,NA,NA,NA,NA
410,"KOR","South Korea",0.38351340785424,0.380423918408168,0.396806696178372,0.409020015148954,0.435268541518182,NA,NA
728,"SSD","South Sudan",0.242242505380168,NA,NA,NA,NA,NA,NA
724,"ESP","Spain",0.46342765827995,0.472557862261381,0.475001428487359,0.4723045928853,0.464239331220058,0.471868524699072,NA
144,"LKA","Sri Lanka",0.125992903974479,NA,NA,NA,NA,NA,NA
275,"PSE","State of Palestine",0.414364611922686,0.385229979257164,0.42070686156282,0.406623311086887,0.409141647345662,0.411845326160787,NA
729,"SDN","Sudan",0.0719018424102555,NA,NA,NA,NA,NA,NA
740,"SUR","Suriname",0.438825878402297,0.417984645511544,0.407188094806665,0.413743878920167,0.493414268069508,0.452282552477211,NA
752,"SWE","Sweden",0.447340721156777,0.45248922765428,0.43399578623113,0.44858942412734,0.430774615823414,0.417826321925388,NA
756,"CHE","Switzerland",0.729829741867713,0.716119241789391,0.713236154337854,0.716058722327905,0.712833608979285,0.711436408155106,NA
760,"SYR","Syria",0.237288557439545,NA,NA,NA,NA,NA,NA
158,"TWN","Taiwan",0.316964401019541,0.333922871324933,0.412932765271949,0.415727577002923,0.418898815839735,0.429906395721925,0.483071308833011
762,"TJK","Tajikistan",0.204852132609952,NA,NA,NA,NA,NA,NA
834,"TZA","Tanzania",0.17052734760514,NA,NA,NA,NA,NA,NA
764,"THA","Thailand",0.383389547985139,0.386046461375706,0.392715636004048,0.402649007514091,0.354945985531523,0.348877307099585,NA
626,"TLS","Timor-Leste",0.0521615075431052,NA,NA,NA,NA,NA,NA
768,"TGO","Togo",0.144756455582133,NA,NA,NA,NA,NA,NA
776,"TON","Tonga",0.163075309582147,NA,NA,NA,NA,NA,NA
780,"TTO","Trinidad and Tobago",0.495378165558452,NA,NA,NA,NA,NA,NA
788,"TUN","Tunisia",0.231052279685875,NA,NA,NA,NA,NA,NA
792,"TUR","Turkiye",0.416727382582003,0.416287884445022,0.417018358226993,0.419457278796628,0.41101591591119,NA,NA
795,"TKM","Turkmenistan",0.0851997619177853,NA,NA,NA,NA,NA,NA
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",0.367626842978253,NA,NA,NA,NA,NA,NA
800,"UGA","Uganda",0.18181571882678,NA,NA,NA,NA,NA,NA
804,"UKR","Ukraine",0.329384587530386,0.326512418915441,0.340669669549766,0.354245214441974,NA,NA,NA
784,"ARE","United Arab Emirates",0.579216766252832,0.589085529753881,0.602316372651315,0.609844909434454,0.57325362573646,NA,NA
826,"GBR","United Kingdom",0.483058979901913,0.467715488994864,0.462996160557792,0.458777527623707,0.461930839021036,0.465813901791422,NA
840,"USA","United States of America",0.74413532790462,0.741200994419216,0.802723110684807,NA,NA,NA,NA
858,"URY","Uruguay",0.369134705966958,NA,NA,NA,NA,NA,NA
860,"UZB","Uzbekistan",0.125596978136706,NA,NA,NA,NA,NA,NA
548,"VUT","Vanuatu",0.247955599573473,NA,NA,NA,NA,NA,NA
862,"VEN","Venezuela",0.382104466931546,0.328431389114649,0.454850390723546,0.586855366732471,0.548941769958519,NA,NA
704,"VNM","Viet Nam",0.102766634843654,NA,NA,NA,NA,NA,NA
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",0.1652257863479,NA,NA,NA,NA,NA,NA
894,"ZMB","Zambia",0.155552551112817,NA,NA,NA,NA,NA,NA
716,"ZWE","Zimbabwe",0.100310087302694,NA,NA,NA,NA,NA,NA
