"code","iso","country","PFC.raw.2002","PFC.raw.2003","PFC.raw.2004","PFC.raw.2005","PFC.raw.2006","PFC.raw.2007","PFC.raw.2008","PFC.raw.2009","PFC.raw.2010","PFC.raw.2011","PFC.raw.2012","PFC.raw.2013","PFC.raw.2014","PFC.raw.2015","PFC.raw.2016","PFC.raw.2017","PFC.raw.2018","PFC.raw.2019","PFC.raw.2020","PFC.raw.2021","PFC.raw.2022"
56,"BEL","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"BLZ","Belize",5573.86964100059,2997.82442094786,2102.79123128959,3208.31447683905,1897.12887374544,4123.10294803383,3609.26495442236,4405.13905517537,4768.83435611481,16295.0557450329,6761.67120254812,8448.71249178244,9026.48817739328,6600.35803802422,11476.6626437377,6591.13265273918,4789.42542185702,8744.55089287945,15950.9067697901,4557.8606288711,4029.17497357728
204,"BEN","Benin",0.229139850835774,NA,NA,0.229063193176269,0.0764804041083442,0.0762949878849283,NA,0.305521557370334,0.305730463143988,0.152595414647894,0.305852066290418,1.9102926411754,4.27761644038981,0.22944507748291,13.1337989646538,1.45162550200683,0.229377378225368,2.82811705603678,1.68020640955078,1.52762085440321,0.841155495938042
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",119.909767441714,84.6654071342144,337.171923565221,315.956893975941,256.30307394337,186.088191367228,319.111619398812,453.562628239297,818.974330025136,379.329546155717,314.815292008613,191.206494807806,462.798035865581,278.90066727963,703.522212897068,790.505254023591,406.291079628067,294.121839200914,472.921370202439,399.920992719106,513.275037781996
68,"BOL","Bolivia",70601.3563832821,77166.5554259552,96610.9172716681,137830.800306342,118804.153677481,114376.009820162,180574.508573595,108163.384805246,267750.814184033,162624.529502,148293.689999319,82289.5331300726,133268.152437091,83298.6486207674,246088.238011863,270345.671030718,154488.506744851,290499.278398288,276883.438550947,291379.81569785,385567.751281586
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",1621765.13492838,1570575.59144273,2016477.15875671,1824425.46707177,1415580.29786524,1149563.4328954,1075145.50370086,700169.314720875,1153025.30962984,803048.894564173,1116088.23276086,632093.506805722,940904.588659005,828870.020800024,2830977.44497392,2134649.25395587,1347132.98387328,1361094.44275899,1704091.54021772,1548658.4006551,1772689.80106485
92,"VGB","British Virgin Islands",0.950060643615451,0.43850035617296,0.950051811219618,1.60787727655164,1.16938403597873,2.77713163433159,2.04627630220486,2.85003933937174,1.9732732722092,6.2119596995855,0.365475029131944,1.38864256584092,0.0730787076378038,NA,1.38867536726019,101.276459512777,3.14285814366644,0.657748605328776,NA,1.09627396226345,1.60782425258246
96,"BRN","Brunei Darussalam",474.507663876125,379.434548846671,584.782378551873,602.987647160939,442.35099291702,639.473946965436,760.925531798239,1242.37044362298,524.404487201952,1661.88648369318,1118.79158938873,608.707055230523,1380.35387674737,806.84245030458,1089.55819630713,518.164356834664,449.786434440198,447.711017946291,543.642767085043,516.937076632694,537.971008539919
100,"BGR","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",3.91871376533284,51.5589095319869,2.76584228638129,15.4414116290898,5.76207786249213,13.982928816907,18.1321631537133,13.2163209662481,13.1381553938533,7.06787173306016,4.76336331722018,10.9888560667145,47.5589895086214,16.6660550725641,27.9656242360968,13.9816463824609,33.3451509374876,13.5217065660042,26.969539729921,14.2144583362483,4.84066605485487
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",18576.4301286129,24054.028492398,44062.8574451496,35968.713774696,43256.090171906,35533.3121331654,48734.0122220489,65268.339058428,124772.004254905,124148.962049121,115204.891721026,123195.20486252,89449.8579372398,70631.6204986614,93615.5448117834,53749.6867401178,45537.9241752533,62886.0714712763,62294.6049662897,63981.9989377194,45376.2100712413
120,"CMR","Cameroon",10611.600593795,9967.2068107752,9049.34523566601,11078.7025452628,14845.9019241975,18347.2486954128,15038.1429635791,19722.3166279943,26814.7499516974,13505.5076991335,25416.836612859,42764.3348019484,89176.3968669281,40994.4899291688,58602.1855355004,89782.5536170015,57935.2376254683,54422.1967092615,100294.677237214,88755.9224228138,76311.5319862427
124,"CAN","Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"CYM","Cayman Islands",0.799714542047526,NA,2.10855836277994,2.47158031576931,2.98091570308051,1.81409270187391,1.30623760322808,1.30831299801866,7.25749338939344,2.90817595030164,2.10621520496093,5.4527922576161,0.798072866878255,NA,37.4237352243077,37.4276485464572,24.8781069392307,1.30884234440212,0.436113808501519,1.6717946035319,2.03381910285047
140,"CAF","Central African Republic",7005.03947054714,3025.74294312088,4096.3787487521,5466.01443146988,5684.24553298379,8400.45584395565,5292.72667874631,8869.15053878774,11148.2345460008,9501.12893467438,10780.0130234582,6481.37465216836,8934.95483738502,5064.36063989218,20129.7456522325,15442.8643982929,7741.61300763772,11530.1779136228,14741.7251052654,19709.1605875149,13242.34861904
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"CHL","Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,"CHN","China",1823.23890451561,1590.32110832534,3421.80220966676,3075.79346414711,4804.34023199832,7513.89632367891,4076.47244603035,7281.37445841192,5128.02685872073,5029.49719834615,7910.77655543931,5568.80009966084,5130.7880695497,3645.08795354658,3709.07248587818,2380.01730470019,1458.61134243987,1362.95575325699,1138.71173343129,1212.53155484831,1533.43326054445
170,"COL","Colombia",63301.8104369572,32049.9955621404,81694.7488357259,58906.2135872983,56050.966741093,95539.1739987312,83618.6213225456,65824.116160349,68738.728674733,72600.5183137477,69587.3673149991,57712.6685797828,80035.5436590636,49642.9681059899,108566.063735012,161945.114094702,176976.988008206,115089.885582952,166485.350034567,128562.890897441,128455.132039914
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",751.78168855979,591.062634458827,602.67116701308,868.434701784501,712.835609255929,845.444979287138,1311.37457921353,1998.43404341937,1106.52173423274,997.97787017286,753.588298553713,759.770722915075,957.898279299458,220.892187323263,1581.34371954964,7695.28136640911,1708.28373342835,1427.09379049845,1279.06995638829,1059.31951309483,1158.42045988303
384,"CIV","Cote d'Ivoire",24185.7216580219,16572.562375237,11228.8370338155,6007.01465691414,16767.6059291009,17323.1106312126,12553.2217765813,14682.6355856499,17374.2440818434,29740.3663333964,23086.2414522471,18852.9943448822,36119.2312689088,15592.067064812,16912.2423541336,20418.0890342125,25668.7388114322,11648.9127217428,12958.910403403,6614.9411613449,8587.57022354878
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,"CUB","Cuba",2957.85876791061,201.584853327792,651.640052528442,1023.73535993041,467.46983143267,464.681214506344,1204.74342965476,758.844152725325,125.950332676154,310.850353397594,244.468686884,68.4983878824273,59.1216383286664,155.363942952126,302.431453035212,28907.0208711896,2551.89587999415,89.5012873998079,305.686614476138,349.863844546777,271.794327687934
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",168992.516980507,78138.0980791237,123521.159893012,149894.206842747,146457.103653262,154990.553671123,121474.367083826,218277.183539103,265180.203300461,148638.571243266,211233.585714701,351217.366498727,439344.689043858,322813.547244831,499559.860922239,471867.835424506,481248.477330724,475245.778051636,490612.951188146,499058.97107874,512672.107098215
208,"DNK","Denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",2.0039540699452,9.72457471528754,22.1233075050124,13.285845088935,4.67693955810546,7.71936337970757,21.8294562430588,16.7782162932085,21.2342572338823,13.3631522443994,39.9358752765033,5.12224114055935,2.0042479142475,NA,2.22730365809516,14942.6638132105,586.025936441143,2.45019666621148,9.72563440747395,6.7581716723508,6.38625846945909
214,"DOM","Dominican Republic",451.236478927307,460.635688043366,1065.76078972556,4977.0176185226,535.064883863479,955.965677976435,1557.82757006511,788.945290881574,678.261382609478,581.774844089991,1568.6932677035,262.940141117263,740.2893695633,1821.14719945929,2866.95174469093,1574.76915525811,293.769389674677,510.135797701153,1850.21874290384,593.229780578409,507.756692673278
218,"ECU","Ecuador",5692.96059073931,3378.98512882849,5436.24717555498,6205.42335129544,6438.10239666079,6994.8139035546,8953.46584000669,8111.72680331169,8490.71911414288,11175.1120138478,16354.1592896405,11590.2990188709,6329.5859727451,8471.90404863641,13197.9089594368,21085.454276821,13220.472590222,12231.4851625266,19747.3633537512,12471.5952609302,21013.8126877027
818,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,"SLV","El Salvador",52.8636535835698,9.58335945795844,77.7268238444574,31.2863977326188,47.8574495971191,47.9990110697753,30.0227846183279,50.6169707027061,63.6545474244558,71.3008118697102,40.7327878580224,16.0969622618272,25.4590656554182,38.2564585475705,412.973549134457,129.243753861728,79.8578108192263,62.95088777819,89.9676083493765,32.6445942760818,46.5630368899576
226,"GNQ","Equatorial Guinea",1137.85942385557,960.263530442109,210.825515114415,900.483856365228,761.376507482981,1526.78239801406,2312.994089256,3136.88143608638,3211.69107674738,3709.54138574802,2291.98438338022,4065.0570147588,10677.5579587373,4051.06034230858,5045.7927285657,6468.08003285436,4036.2018923226,4276.54337351939,1977.36328963339,3714.6183143765,3900.77697966823
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",1569.22357377258,2542.49198463389,2729.93030395607,2302.29218866907,2562.24733766789,5518.41029611618,3590.34012640874,3993.01469822408,3455.00787046327,2652.22470699946,5076.61214590932,6608.85066269549,5632.13458257892,1200.22835589896,2873.7030427589,7630.89886853163,3798.40764128169,7379.56570639809,4603.32265680397,4349.38888675217,4004.68002577862
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",19.3981481314539,53.2108726715928,231.145622653225,153.436552658837,168.317625382124,127.305920728996,121.584061854425,102.04429602616,187.059257342505,54.529558205013,72.5437941066655,453.407695325185,244.44106383839,118.664231644613,3094.28698252165,565.72765024743,199.146965699878,76.7288972422949,166.685857423925,1069.42854267794,142.877743183652
246,"FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,"FRA","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",7001.76982417397,10674.3209827713,5698.6509253894,10815.8017669303,10494.8813567223,10584.4218291698,9314.20080257913,11765.7921353243,6237.46468107772,8688.79823919629,9507.89038182817,25802.3977885917,29148.5092595354,15816.060784,18885.7410940439,22915.8640618545,12250.9243186607,13815.793520499,10628.7210027208,8858.40618707586,14510.5909190435
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,"DEU","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,"GHA","Ghana",4438.27418709824,1875.10467343907,1582.79655230024,3405.59775992662,3653.71551413628,3015.54559903258,2669.65404626653,3538.07727370971,1647.70245855447,2771.85162120244,2501.19765169427,5111.73773409127,7455.76141607919,3620.56187592442,13749.0219042929,7689.42825439452,12289.3783834734,5822.22030763707,14272.1615539399,10700.3685285735,17970.1473693854
300,"GRC","Greece",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",16082.2480203319,24304.7198907351,17270.2777668307,33387.582610048,18336.6805518864,46827.4033875453,29727.8727122223,37529.0170415049,22749.9327370377,17212.5046960625,27788.5329873552,19870.4704158159,18236.8434030727,16722.347740732,63225.3769818788,22035.5569288479,18330.1210646317,30254.7935612748,39451.3818615498,15160.4318066816,12218.1987300202
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",1100.6261056668,287.437399845223,552.595773994031,270.578075263152,235.086853778333,1035.12466269354,540.707273569038,378.768746306295,332.778404233745,399.732046160198,589.095578664559,1029.71259202627,754.29125042573,1136.34765688499,1542.5741125099,1675.8540465949,1138.12689591652,1056.64563787844,1299.2911407334,798.443266782037,944.038568475783
624,"GNB","Guinea-Bissau",137.319161506363,14.2699600629378,75.9473895834114,76.2634266953699,48.8446567365836,65.2165144765581,68.7660502207161,138.3583696414,138.665285226372,148.732756363711,110.300809502225,476.439685084656,447.942985316072,407.774369526304,527.428395664637,504.336018473103,451.470917359494,372.297867790544,507.011750956124,349.222643669919,380.02748117748
328,"GUY","Guyana",2824.67050435949,4216.4834385377,2630.27736302563,3578.78143089188,3744.2015884299,3346.28730195244,6377.26988857755,4928.76549492279,6655.69078909658,5831.29109473991,8942.25458440165,4511.58307678391,7789.67093734917,8462.81977870731,16688.6430206311,13505.1038135232,7627.76715755469,12963.9178770094,10763.1925278295,7088.44143638228,7883.84357311549
332,"HTI","Haiti",17.4379823886046,14.3353836385384,52.9276123234711,36.6076743972645,21.955586922029,38.5236423154611,41.9621932811957,24.3703288355327,12.6432384845073,28.4231405045247,48.0073515490266,14.3008949242382,10.8950829230013,20.3310602428906,2031.16595924041,379.390354101512,27.288935508177,34.89830433986,16.4798103166916,131.395605162824,14.7503811691514
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",7343.57958145661,8855.6034224931,7114.62616364494,14157.5438636921,14165.52696267,12660.1349008146,14679.8893935766,22179.6250327212,21407.2629344241,20322.9104117135,10008.1548515327,16969.7218882609,22265.388187161,15366.4397241781,46023.8612897174,37700.0934285111,32644.6534954387,32910.8090602385,41688.0440828839,36600.6221299047,30126.475889279
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"ISL","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,"IND","India",11717.8055929474,10845.9815826,19166.0864763729,15147.7026764497,15125.4855806822,17208.1490348005,20701.8768366235,17112.1461300632,11360.5281957102,16286.6670411542,18804.3146795365,14398.7264505855,21941.6836110046,20996.6255625363,30936.0473859627,29563.2693978039,19309.9762854568,17347.4935233085,20809.3217336889,22037.6611324578,21838.9835249935
360,"IDN","Indonesia",271745.451977596,248435.592905569,479153.276834579,478405.812612498,468382.035889505,525993.179669911,469406.650183379,683828.286561694,540976.030169304,613905.681915439,855533.533763959,472991.328372018,736797.882438105,666641.548983445,928660.291917092,373255.32456034,339888.198110642,323646.297894808,270056.628382487,202905.230964196,230002.767767454
364,"IRN","Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"IRL","Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,"ITA","Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,"JAM","Jamaica",280.453248096205,152.367602263383,979.766808635678,3164.1595727231,456.843680150357,227.416437483096,278.643001779114,620.000229288127,438.027976526902,321.236937213271,473.321823864702,130.0429276111,276.975850636905,203.157311356651,725.508104996822,355.286158954072,292.652225483454,253.708149725889,244.456775678216,177.722421951688,129.351864324338
392,"JPN","Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"KEN","Kenya",2973.73250469192,1568.12530771648,2973.69219999076,1703.29024011286,3339.87226300008,3439.51721560195,1886.88173392593,1596.4539561011,6749.35029298937,1410.47986761394,1663.76033128026,1622.94389921876,1210.22162241462,3054.83016808401,2052.22181278524,3133.96253509652,2649.48825023885,2798.11295245687,3545.29473468118,445.488947106376,867.245609693186
296,"KIR","Kiribati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,"LAO","Laos",13700.2087581963,20470.7987941861,17946.9005103389,21601.3574326608,33977.9289386859,44921.9548187579,24927.0117941472,48414.510464744,49979.7003611896,43372.7859502694,42485.8966652545,41317.5649472686,46968.5010960214,58991.9449487911,76478.704344627,60710.9889538904,54580.9708670451,72037.9089738508,82239.4566199305,80939.0843297984,93088.9532039404
428,"LVA","Latvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,"LBN","Lebanon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,"LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,"LBR","Liberia",7330.37841642544,4820.83807672931,1782.41996293179,2168.34263400478,6005.17714793247,7639.82809192147,5891.44733931843,13356.1455861216,4633.32596601594,5797.43524664507,11267.556914051,16258.3947125495,18962.8568171342,25850.2609956693,19753.8057923275,24957.0421690502,27853.6510220467,23408.0056361449,31821.5502393271,24820.8205584588,30365.4118787688
434,"LBY","Libya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",27044.851350337,15332.5136220385,20283.0177854493,22517.4435183158,12821.231457943,45969.7587825152,23616.2826965527,34018.9537639522,23825.2719283776,54167.2831160083,32422.5787993631,65211.3529224008,78698.5170837944,57831.4130019117,74991.208730998,109612.204492289,94785.177553874,54256.7226428949,57747.6139430361,43744.7721372518,46545.8631389121
454,"MWI","Malawi",2.34375248692599,9.66250781551269,6.20259859858507,5.79141377649793,16.470699785709,9.75827238352864,4.48500447522949,12.9867698740527,5.28347516435004,2.57402153406467,16.8593532447477,18.3338710435894,17.4565510454958,21.9025995989963,22.8795390501334,28.5053856542702,28.238479647603,43.8813994745448,146.338680192358,52.4740056470269,93.0885483089768
