"code","iso","country","MPE.raw.2012","MPE.raw.2013","MPE.raw.2014","MPE.raw.2015","MPE.raw.2016","MPE.raw.2017","MPE.raw.2018","MPE.raw.2019","MPE.raw.2020"
124,"CAN","Canada",2.24496814330475,0.933059935148214,1.75631620537904,0.934487538876957,1.24197216250037,0.444646358417567,0.730160285972322,0.496214648904185,0.370937994955938
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"CHL","Chile",0.00243080670669361,0.000395214147062932,0.000474995427179913,0.000533653460022327,0.000623649800923844,0.000956560914318755,0.03220619759625,0.0259464308454404,0.0310839637439607
156,"CHN","China",0.566578964732267,0.362566018677082,0.400807799964798,1.20988547430502,1.24958293525168,1.30296657388086,1.40333046344458,0.898114085098628,0.641693633014327
170,"COL","Colombia",0.00992847149455856,0.150907066431688,0.0445503716962335,0.193654216894473,0.677656712374285,0.39375565820148,0.457969449426467,0.280659335633366,0.0942993452576281
174,"COM","Comoros",1,1,1,0.034498353592831,0.0581259693695903,0.0519342929024373,0.0426995890275181,0.000542392928341223,0.00117883898401838
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",1.94235818840209,0.738164118579864,0.301746612943708,0.295051838272869,0.402789625617102,0.359067338638507,0.156836786185842,0.212931936764189,0.00300284399264873
384,"CIV","Cote d'Ivoire",0.00261903668761631,0.0053812616752352,0.000389790084045068,7.47513905985826e-05,81.8387034999524,30.7823047478662,0.000185565385993201,0.000102000834654661,0.000118647074004815
191,"HRV","Croatia",0.0028722224160772,0.115185704744545,0.615679170013501,0.615142856752775,0.569128390993146,0.567754939924245,0.64484692880132,0.665984383784931,0.613738437412588
192,"CUB","Cuba",1,1,1,1,1,1,1,1,8.75608549962038
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",0.000484679963920354,1.12645746204326,1.6341650368617,1.70592580942577,1.75610502935613,3.63234164891958,2.49346645318631,4.54943501411332,3.49714745373903
203,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",15.545883648985,16.4195914300848,16.8412529206411,14.1541872500455,17.1229029957404,16.6336251766677,17.203015657989,14.8020335055205,13.9145324012756
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",1,1,1,1,1,1,0.011673463261186,0.421820981764476,0.0736588946065716
214,"DOM","Dominican Republic",0.128481017884132,1,61.8971116607431,0.233316119021321,0.713735386413812,1,1,0.204413335436473,1
218,"ECU","Ecuador",0.017277411837634,8.37582397911819,0.014086700389027,0.0183806150077171,0.0688257913646783,21.6536697667642,4.18520500302708,5.47940905019706,1.23011445225919
818,"EGY","Egypt",0.0316374420090217,0.0167585167737893,0.00724117431325724,0.00650734365244209,0.0380452595828345,0.00629948287606757,0.00841063599156489,0.0101958981093968,0.00788526898875965
222,"SLV","El Salvador",1,1,1,1,0.313701378597514,0.0316212675234159,0.0111219444357276,0.0420575764957303,0.0430044488885951
226,"GNQ","Equatorial Guinea",0.0056080599034841,0.372829193008918,205.067016584947,366.876499656489,27.4807426632184,133.1309495323,132.58455236008,42.9830184104938,37.8725496918127
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",0.0659410990009795,0.165071764309353,0.151484170320437,0.225521200525753,0.174679608263437,0.122994692856501,0.122785144953443,0.173809766157483,0.168704322127697
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",1,0.00217920139661316,0.000841867263558923,0.059870140621386,0.0390795308219792,0.0683012869939412,0.0398741349180211,0.00570813591806165,0.0104701038324796
246,"FIN","Finland",0.0657372394864577,0.136758128307025,0.177160123450707,0.167422889174388,0.176429258314413,0.207367056672538,0.22478064018992,0.308824299803724,0.270755735808546
250,"FRA","France",2.67101581026533,3.42553000853496,1.92061255955845,1.84601499974696,1.79815866555477,1.69501599651259,1.91634632659103,1.58550275951908,1.72696180956919
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",0.000269285775803802,80.3013515338646,102.377323141912,6.96564588898957,0.346322689290123,0.190823670686331,0.388109997890802,0.412918932817896,1.58647942154319
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA
268,"GEO","Georgia",1,6.7234883002325,5.90920460606569,4.55058345828688,3.9145977918348,0.827177531648056,2.47310396644159,1.979336490471,0.203200007658186
276,"DEU","Germany",1.62694472159482,2.42028863053893,3.13953154905795,2.97830774735984,3.03325582901703,2.24663639738977,2.991700567631,1.52678098789607,1.87018346702493
288,"GHA","Ghana",0.000225618393523601,0.000270567398805452,6.14896040732581e-05,5.82329077736194e-05,0.708195067773795,6.30031036057832e-05,5.44317746984876e-05,6.88397544951592e-05,0.539035255454716
300,"GRC","Greece",0.901392277272802,1.538577675749,2.09428648496329,1.83368983206188,1.67258028606425,1.69015651283433,1.5313113107394,1.47121878809907,1.29466835247678
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",1,1,1,0.00433084202439907,0.000202058386283903,13.5153105536811,2.33490182487804e-05,3.9045476625246e-05,6.16996591361888e-05
320,"GTM","Guatemala",0.165415259652224,1,115.494146135283,0.0260377301304129,0.026314293276315,0.0125031246547329,1,0.0101423727664655,14.9283111704271
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",6.22685989953649e-05,2.82885751264499e-05,0.00022046988510325,0.000113585372788442,7.13863459737112e-05,4.37114649782217e-05,2.29103738441448e-05,1.69068649636082e-05,1.9536088842325e-05
624,"GNB","Guinea-Bissau",6.68238146441496e-05,0.000208541649439945,7.25094297510714e-05,0.00500794236645798,7.73664721267975e-06,7.53285878315908e-06,1.38889342151944e-05,2.38461789739159e-05,0.000168715492306976
328,"GUY","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA
332,"HTI","Haiti",1,1,1,1,1,1,1,1,1
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",1,1,0.235256874646696,0.872038698254245,0.0260921771791613,0.0460968687934801,57.3224499420063,49.5738060376609,36.0665330968462
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"ISL","Iceland",1.32003339618218,4.64583996747472,3.82503280358016,4.06400476313238,3.42555082951984,4.77099378913406,3.80195276674217,4.7952992496353,2.31328003770219
356,"IND","India",0.0073676985257442,0.00716251023520079,0.00674776962481584,0.00167267141287728,0.00255203430247072,0.000504206300292717,0.000171762105780267,0.0245921603123696,0.000241161858548469
360,"IDN","Indonesia",1,0.0027739477658447,0.00156405244033077,0.0413680573030445,1.09456155966149,1.71081414644808,0.209359092731041,0.381405575604661,0.0143845797621308
364,"IRN","Iran",0.00109748128204754,0.000276116377934677,0.000183480676375559,0.000241592045903949,7.39881957554019e-05,4.87547991785894e-05,4.03751914506184e-05,8.44753127131158e-05,6.59587392654131e-05
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"IRL","Ireland",0.658614082932624,0.153204898010135,0.240619677810852,0.145421256648154,0.2421822506826,0.376712447264202,0.290526485549867,0.353484399971442,0.372436901586507
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",1,1.33240829709288,0.382755299329768,0.490870517499261,0.188184341209846,8.92529583737297e-06,9.46869018829284e-06,1.20152638966822e-05,1.70908892569074e-05
380,"ITA","Italy",1.21283151293266,1.82373063945634,1.4779943567396,1.72770625311478,1.6453323847747,1.57040886651682,1.5913099139587,1.51671771118387,1.54014664310211
388,"JAM","Jamaica",1,1,1,1,1,1,1,1,1
392,"JPN","Japan",1.81429324594829,7.08930702144245,6.45357293245075,4.48892333988032,5.25466847760709,5.2729424092752,4.83662176077973,5.1957046690446,3.31316161612444
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",NA,NA,NA,NA,NA,NA,NA,NA,NA
398,"KAZ","Kazakhstan",1,1,1,1,1,1,1,1,1
404,"KEN","Kenya",0.320256232195635,0.0843698126183695,9.77671045865258,1.83141102130621,0.143841092403299,0.48621071306541,0.100120426276271,0.132372345802414,0.40119516519664
296,"KIR","Kiribati",0.873044819921004,1.22221900750119,2.74504185493522,0.0101764615362801,0.0138289959123785,0.0379484038977425,0.0277977308694603,0.00261486890070537,0.00606757355687315
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",1,1,1,1,1,0.00229834098822705,0.0368066808190773,9.4658882784969e-05,2.67692231171324e-05
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA
418,"LAO","Laos",NA,NA,NA,NA,NA,NA,NA,NA,NA
428,"LVA","Latvia",1.09620898264853,3.03738967100287,2.79659480869322,2.7305878066039,2.17742710896978,2.19649186489137,2.26448675553233,2.25262134062664,3.26305051310805
422,"LBN","Lebanon",1,0.0206459953634102,0.00273062983123166,0.00307531976375972,0.010649557033359,0.00203213783924253,0.00168293527663223,1,1
426,"LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA
430,"LBR","Liberia",0.147861885896464,0.020433857750933,0.254844444003094,0.00423026705498594,0.00168198267035538,0.000358698608012843,0.000558687515043614,0.000123478108743545,9.18134677240273e-05
434,"LBY","Libya",0.0110775301795558,0.000287527616195291,0.000255215690404251,0.00033802756227152,0.0435910579206892,0.17055063154616,0.0133209054423557,0.407841338309309,2.23396481431905
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",0.54948744432166,1.26465105610511,0.776580977927416,0.600945057656702,0.697238832073164,0.708996776385818,0.571613502826984,0.272316379646397,0.177723175289926
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",0.00029650083523955,0.000224187740560709,0.698566165733581,0.0530250341748442,0.00234925608876224,0.0148354009828862,0.0514404208895833,0.412519442148217,0.62140690315129
454,"MWI","Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"MYS","Malaysia",1,0.0711787441339976,0.866502797825289,2.55641763428941,2.14616991898604,2.14853006202555,0.078855354442219,0.0299817766113357,0.0360030336299751
462,"MDV","Maldives",1,1,0.00643875477781503,0.0576678432380694,0.0140426582158774,5.12588523909612,2.13434118682507,1.88058588520814,8.474394603046
466,"MLI","Mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",0.000442421241626614,1.46242092653558,1.35330867804572,1.51159526263435,3.58899582143427,5.34009680230532,4.67597700234937,2.8592949900303,3.35815475004401
584,"MHL","Marshall Islands",0.00309290594975662,0.00540474151260424,0.00228011934488034,0.000247584965246133,0.00015444155534748,0.000122191795052549,0.000150611577033988,0.00018615964324953,0.000191391112524836
478,"MRT","Mauritania",0.00747490683811254,4.35245864067429e-05,2.05827614858227e-05,4.10660469814779e-05,0.00033455946134031,0.000562460792292597,0.00188164682940467,1.07348933782167e-05,7.24422739904723e-06
480,"MUS","Mauritius",0.14692243210736,0.00069145952744172,0.0660717140590344,0.110473405271239,0.226230561232934,4.92592976678074,5.82051670983764,3.39974224292825,85.689348972996
484,"MEX","Mexico",1.89179640141803,0.409150734688724,4.53044077812598,6.43165608772308,1.36285265542014,1.14296894440225,0.885227476217288,0.887770862561607,0.712819529938383
583,"FSM","Micronesia",0.00258240242740282,0.00156350952049611,0.000786459064460427,0.000312455747826268,0.00024108610329149,0.152133087859745,0.367735217059843,0.101648640517144,0.0289401152822198
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"MCO","Monaco",1,1,285.970611981959,1,279.232621368438,1,1,3863.02689414484,20132.058881038
496,"MNG","Mongolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"MNE","Montenegro",1,5.78513591261201e-05,4.61504883430463e-05,1.84482556943758e-05,1.62921351836129e-05,1.13833608429662e-05,0.0329212464419224,0.0296992447252203,0.0987925012119231
504,"MAR","Morocco",0.0523363643836224,0.00012056981727866,6.83601299587167e-05,5.52152357948736e-05,2.71935073715848e-05,2.19240926827781e-05,0.0227021557664954,0.00175652617963517,1.79481167658853e-05
508,"MOZ","Mozambique",0.995082634574856,0.390698654407137,0.577307818255362,0.301242390546557,0.864788541638347,0.807954332999372,0.414857330846376,0.216728965906291,0.648247596498715
104,"MMR","Myanmar",1,1,1,0.0189925334732804,1,1,0.24280318808954,0.125314353776366,0.0118690789274996
516,"NAM","Namibia",0.000218409615011272,0.0179155692955106,0.000124181380463051,0.0145166052817878,0.0231973652003442,0.0501858884438934,0.0465685443053842,0.0676418110371263,0.115680813845418
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA
528,"NLD","Netherlands",14.6240499067261,11.5346644301911,12.8762664865444,4.92554175189235,7.84331450392201,5.56737074783287,4.76856006922308,4.24779614388327,4.97669920969019
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",0.030259918738548,0.0199813783963597,0.0175821808162089,0.045477411803534,0.0115481517335535,0.27075906426142,0.301932825938985,0.458189545184208,0.357731390771371
558,"NIC","Nicaragua",0.0151369429610197,1,1,1,0.572611507210026,0.00377947436517408,0.00488446506922927,0.00246515748164432,0.0028866941479152
562,"NER","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",0.319178584289601,0.340328205357486,0.450075556730466,0.332528913740969,0.489402484593764,0.451549413080782,0.321476262709222,0.340117691758552,0.332571496880805
512,"OMN","Oman",0.263237364420282,0.0197087822966283,0.00726730494643329,0.0131240115581632,0.0313330910142897,0.00940601149191214,0.00864979079377774,0.00451449179734935,0.00132093010388995
586,"PAK","Pakistan",1,1,0.0439256255900894,1,1,0.205433464373947,1,0.033427320619145,1
585,"PLW","Palau",1,1,4.85690171058879,0.528925095455494,2.55073024724203,3.12566871416725,2.6702544725528,0.68094198953625,1.2960821097897
591,"PAN","Panama",0.0268501101885562,0.0145054294380735,0.00828080148048441,0.802161672151242,0.361090372195807,0.465916968090412,0.0284474473707831,0.0094708429623404,0.0300276591662473
598,"PNG","Papua New Guinea",0.00234357146155019,0.00149027551397878,0.00141038031945512,0.000658617893778909,0.000173420503653522,0.000145426927837776,0.00829068138992582,0.0173100547207382,0.00144405470530914
600,"PRY","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"PER","Peru",0.00605393313139351,1.43329623075052,3.99693656426101,11.8358370434836,1.66766566392351,4.64579971698673,2.12854171280674,3.50872873391172,0.729102433683038
608,"PHL","Philippines",1,1,0.602001804063756,0.209553297135206,0.117204510170563,0.0887192181072242,0.332354960043571,0.2538901543632,0.752080868533966
616,"POL","Poland",0.216310581845537,0.107375355974566,0.173088239220679,0.159841725336148,0.223030765424232,0.179698693531897,0.115192711364892,0.178565948426014,0.458006055351433
620,"PRT","Portugal",6.72593338336312,3.60881085491923,2.85420878931623,9.98152202771679,8.30288804857224,8.56366738569614,10.4642278776627,8.77914176676448,8.75857475225863
634,"QAT","Qatar",1,1,0.00556113902652598,0.0203912310822153,1.14283982985039e-05,0.00676113743777665,0.0247890922988471,0.103170789066722,0.0402477433141894
178,"COG","Republic of Congo",1,10.516380968909,0.0779111759492876,9.30248609217004e-05,9.10887692982455e-06,8.01404747578251e-06,0.0101801549842419,0.00360382092988509,0.00267413754894373
642,"ROU","Romania",1,7.16732949128331,3.35923863663537,5.67440507524719,8.63044226713362,5.12846642046068,1.81047462489708,1.72843093178348,0.713640020960758
643,"RUS","Russia",0.020875483987662,0.0766526830683177,0.0108875432024123,0.0238082537233705,0.0327957038448581,0.0136638190518958,0.0323572595062647,0.0331210915465622,0.0376495967251931
646,"RWA","Rwanda",NA,NA,NA,NA,NA,NA,NA,NA,NA
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",1,1,0.00130515290800973,12.6408785901912,13.2591351216642,10.215949313234,4.55988784096237,3.27101183719415,6.09520217556845
662,"LCA","Saint Lucia",1,1,0.403973547828777,1,1,0.00385568775082018,0.024330113630087,0.549569204169932,0.155322671633797
670,"VCT","Saint Vincent and the Grenadines",1,1,1,0.231140199719609,0.000405768471719191,4.8850263320352,7.94490019446776e-05,0.00013245200085453,0.000147810298492029
882,"WSM","Samoa",0.0941981511358134,0.0570031076188483,0.248471163162482,0.0267639837160071,7.03103762577805e-05,4.79089879457707e-05,3.94603193704982e-05,5.12044019476703e-05,3.57007851518356e-05
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",0.0002463608390925,0.00289534842655378,0.00317479886556916,0.00210028371634198,0.00088483885409379,1.52093135094194,0.151003678573463,0.00367862008783761,0.00167367376832014
682,"SAU","Saudi Arabia",1,1,0.00411925562230408,0.030500571272352,0.0042117792976617,0.00311408921973133,9.99388583318945e-05,6.71917191567683e-05,0.00013304484342614
686,"SEN","Senegal",0.000230546969975021,0.000367377412696934,2.87419850673332,1.52311573139253,1.38908564045445,1.70675521083851,1.2310144414402,1.01957861233039,1.60425408276343
688,"SRB","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA
690,"SYC","Seychelles",0.00516798056883737,0.00357475984292382,0.0107940780779382,0.000231169207502782,0.00010876749563674,8.06077730090301e-05,0.000296952467248473,0.000122328649126376,0.954479691517376
694,"SLE","Sierra Leone",8.7435154495003,0.000802088822859423,0.000348804453981961,0.100442271276363,0.0683799135852121,0.0311261691276691,3.41870658987439,9.60755170451225e-05,0.00373097910704401
702,"SGP","Singapore",NA,NA,NA,NA,NA,NA,NA,NA,NA
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA
705,"SVN","Slovenia",1,9.42926696292417e-05,0.0248969340103451,9.00093362187983e-07,0.00636668388723696,0.0175928101168621,0.178640237975251,0.0960466710657187,0.00530763605762488
90,"SLB","Solomon Islands",0.000394161383536102,0.000127917488936101,0.0151024641050568,9.9224409966402e-05,7.11111520701869e-05,0.00335894334409301,4.67055157100575e-05,0.00283583270422652,0.0104084112714157
706,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA
710,"ZAF","South Africa",0.121933615070559,0.282512229384796,0.14316143195485,0.0849179945885316,0.051295751666625,0.0556771270738711,0.0418150956470305,0.169393659681706,0.154432099532187
410,"KOR","South Korea",282.498357183099,31.6893589336229,21.4375046526615,15.1183000726144,25.0900807317949,21.907077721906,8.15293676673982,6.67146689968206,8.28183580729124
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA
724,"ESP","Spain",1.65702870034008,0.990300629379002,6.10726573223957,6.89929773841989,7.09937662979817,7.58336269365502,4.84310053201145,4.5009309400858,4.66457440991274
144,"LKA","Sri Lanka",0.488508254880638,0.0602229217026668,0.0175024355014399,0.0995273774896754,0.00199085910081593,0.00127818545037532,0.000335096774147344,0.000248468291108278,1.61179486369478
275,"PSE","State of Palestine",NA,NA,NA,NA,NA,NA,NA,NA,NA
729,"SDN","Sudan",1,1,1,1,1,0.0152209504361008,1,1,0.23801701500593
740,"SUR","Suriname",0.00233603194793995,0.0467610280917061,0.0594453552368031,1,0.0061342210994853,0.0234241428961274,0.00049038457162406,0.000549754249008141,0.000104934700491175
752,"SWE","Sweden",2.11061436176715,2.44080353220551,2.02282981585602,1.93518003883924,1.22719212186647,1.34683779264832,1.35717480959641,1.06755398009786,1.10755117571595
756,"CHE","Switzerland",NA,NA,NA,NA,NA,NA,NA,NA,NA
760,"SYR","Syria",0.00375614299409402,0.000886455032451377,0.000339769073651023,0.000512456698513363,0.00048838135761662,7.14299685099572e-05,0.000318356068683458,3.74974146781842e-05,4.83204956081215e-05
158,"TWN","Taiwan",0.0642967996290964,0.0058523318279447,0.02069800224414,0.0053936712601238,0.014497625635839,0.0243982455131556,0.0402566466283255,0.021730791731501,0.0293393744311278
762,"TJK","Tajikistan",NA,NA,NA,NA,NA,NA,NA,NA,NA
834,"TZA","Tanzania",0.00300667588716206,1,0.00130582465987922,0.000371988995759991,0.000259113890870522,8.09046352583853e-05,0.000382315998654743,0.193387247015091,0.00115436972267
764,"THA","Thailand",1,1,0.413624830841872,0.706147372452216,2.14482746303816,1.90340532817851,4.44353940101146,2.91025163880072,4.80553457119676
626,"TLS","Timor-Leste",1,1,1,1,1,0.000158701259560401,0.00201417411490091,1,0.000237477650912109
768,"TGO","Togo",NA,NA,NA,NA,NA,NA,NA,NA,NA
776,"TON","Tonga",0.0160383874188084,0.00224400233431122,0.535271880043828,0.000876089716628994,0.000418451832919622,0.000309394060387004,0.000375636335707272,0.000131160399338814,0.000149713557087985
780,"TTO","Trinidad and Tobago",1,0.04710293046944,0.502258617021473,0.0643074131355328,0.0228449439622133,0.00471389481066718,0.00592579533571683,0.000259652413554441,0.000297180816814553
788,"TUN","Tunisia",4.6164105778271e-05,1.34351144888394e-05,1.09678728217774e-05,1.27027670246929e-05,1.128461038694e-05,1.06219481015752e-05,1.32506865677576e-05,1.48891065845982e-05,1.50368037789287e-05
792,"TUR","Turkiye",0.509552724379739,0.124222967642455,0.162855288975447,0.145545921571344,0.990565607025322,0.748428789664463,0.288077283228267,0.174877480017624,0.345989787875434
795,"TKM","Turkmenistan",1,1,1,1,1,1,1,1,1
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",0.000269452192448232,0.000569752107994019,0.000347387079213017,0.000314987219406965,8.51337183367207e-05,9.75702602284278e-05,0.000126621779712142,8.10840167450276e-05,0.000146524320643448
800,"UGA","Uganda",NA,NA,NA,NA,NA,NA,NA,NA,NA
804,"UKR","Ukraine",0.631530393181609,0.872386503571983,0.287089454970526,1.15660890392178,0.332949733085396,1.01613858191304,0.14699365981225,0.385176715153435,1.72777083763374
784,"ARE","United Arab Emirates",0.00163888299168866,0.00108224896297958,0.000760431691575805,0.00277147109373308,0.000720729910274806,0.000425425276553845,0.00103273314407374,0.000151783203844185,0.000120643798972656
826,"GBR","United Kingdom",0.198791926642508,0.193800410272947,0.218513387414288,0.225595277138057,0.164146563840416,0.287900910877898,0.293843364043632,0.233326795773346,0.152853815397457
