"code","iso","country","GDP.raw.1990","GDP.raw.1991","GDP.raw.1992","GDP.raw.1993","GDP.raw.1994","GDP.raw.1995","GDP.raw.1996","GDP.raw.1997","GDP.raw.1998","GDP.raw.1999","GDP.raw.2000","GDP.raw.2001","GDP.raw.2002","GDP.raw.2003","GDP.raw.2004","GDP.raw.2005","GDP.raw.2006","GDP.raw.2007","GDP.raw.2008","GDP.raw.2009","GDP.raw.2010","GDP.raw.2011","GDP.raw.2012","GDP.raw.2013","GDP.raw.2014","GDP.raw.2015","GDP.raw.2016","GDP.raw.2017","GDP.raw.2018","GDP.raw.2019","GDP.raw.2020","GDP.raw.2021","GDP.raw.2022"
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3560763456.98091,3812208308.25303,4099119257.74408,4391117244.49419,4630788442.32676,4851881587.78039,5120924758.37757,5182479402.26482,5431238413.57353,5594175565.98074
212,"DMA","Dominica",545830301.840783,553186811.606967,564413299.966366,576612608.632683,576811433.220958,594293795.232875,612741876.673557,626134132.869526,649765855.36167,652066539.883141,667326327.033266,666900274.344105,648040341.970567,689211233.499849,710236933.709957,714895109.77812,748205329.192377,795738607.546467,852403615.204913,842433982.27854,848100483.044384,846204548.577617,837243240.348925,828871305.006907,868274077.87617,844557144.846193,867897731.334077,810451627.078835,839203082.719067,885380093.345994,738363512.072752,789248404.91491,836121301.600801
214,"DOM","Dominican Republic",44250527080.5448,44668313515.3248,49680514930.7931,53339242932.0615,54726252212.3122,57837675376.7917,61295110461.0175,66741345949.722,71222678748.0526,75453340861.8657,78970796245.175,80913095904.5511,84550223231.9653,83412425648.447,85556236993.235,93622681739.7202,102211959303.001,109791948851.678,113315726128.944,114387868727.632,123927417834.055,127810588051.823,131283671940.134,137684020201.26,147391382052.013,157601210754.509,168096190995.086,175940743802.656,188225854771.193,197735341211.621,184447052957.51,207082377286.916,217143110190.889
218,"ECU","Ecuador",84852688573.0856,88494007973.6831,90365046231.1193,92148145660.2243,96072044504.2498,98236114165.1149,99937315630.4906,104262467500.072,107668231658.034,102565418785.567,103685229632.358,107848844714.928,112267171012.053,115324068368.38,124793351744.836,131396552682.369,137182634612.881,140187022069.715,149098894146.809,149943526846.065,155229484002.131,167443158551.426,176890238040.202,185640133594.918,192673794231.404,192864295837.36,190499039001.124,195010792573.628,197525050990.573,197548961601.146,182164624659.428,189879754187.301,195476780141.876
818,"EGY","Egypt",359977596837.529,364028801245.216,380311296933.771,391343332021.992,406892076439.205,425781873327.04,447022983802.606,471575071842.886,497867728000.946,528005846133.814,561639838777.506,581495222238.361,595394144462.036,614407786974.547,639549793602.661,668148826142.142,713875850697.025,764474139036.106,819182076214.709,857467368086.415,901603227348.705,917512664989.763,937938330090.216,958436653898.243,986383822150.171,1029508711035.91,1074257784048.51,1119174876108.72,1178839304390.02,1244289559734,1288463890164.94,1330862675783,1418537854129.66
222,"SLV","El Salvador",27866240162.462,28282586192.3742,30268579019.5487,32029700461.5835,33532553778.1113,35120012170.2362,35404997688.037,36515995917.5887,37484501388.2399,38294928954.486,38726860129.9029,39067506881.6492,39682006904.4072,40303186275.2387,40661644621.8476,41761730577.8067,43577676776.7632,44387558417.6268,45333259035.4407,44387558417.6268,45323198378.7275,47048598667.2654,48376603572.2453,49458122721.7197,50303216772.4018,51510494019.4684,52818377611.0219,54005533544.6622,55308386919.1815,56666564888.5034,52202155429.6856,58037322964.6318,59546432603.8551
226,"GNQ","Equatorial Guinea",435949278.524678,431492835.51515,581416402.117376,645565312.398115,753173532.636933,884875442.916414,1474025488.22469,3684665195.48321,4560675271.30158,5731127677.14419,6774982661.31209,11068958232.1211,13223291202.3447,15068634589.6961,20794523888.3096,24277336436.6714,26147885206.191,30143834810.9375,35509168865.9224,35986183518.7209,32774713205.9454,34912910465.4196,37815175969.5797,36252199683.1351,36402670347.6074,33086372099.6728,30169339488.3682,28459489607.0028,26684600996.3204,25221797766.6367,24152019925.4645,23923690855.0954,24676281913.8535
232,"ERI","Eritrea",NA,NA,2708945180,3057891860,3697561260,3783518640,4129160760,4455367100,4542948160,4551422570,3989111400,4338388750,4468777200,4350094470,4413254400,4526875100,4482981760,4546958490,3663225480,4109383200,4555353400,5726512360,5834530000,5224434730,6840592220,5429968040,5831302290,5247316850,5931149040,6158671610,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,18289381481.6626,19193428258.6643,21698173476.3342,22639836344.121,22543611344.2087,24817728446.3435,26307704018.7761,28089095451.9376,30223941194.377,32280380501.7942,35355547376.459,38808222831.4188,41749552573.3083,39606965135.4168,33812840409.0844,34639315872.6079,37155198682.8146,38354642990.0875,38914018086.7518,40085861824.8865,40828660880.2311,42117035737.1515,44556473262.6919,46242579702.4185,47971916545.3017,47707590681.7716,51530620772.9931,50867209717.3293
748,"SWZ","Eswatini",4192567423.89511,4266372389.2543,4404014388.84909,4540808103.2473,4649818876.48145,4874202933.16493,5061472424.26839,5218520061.45742,5354412380.02405,5512414407.66689,5609442479.62535,5668608910.32656,5916899597.50445,6146487939.55509,6369231390.39393,6751307349.44843,7155856949.5624,7473246081.01903,7534651047.25624,7652572017.00632,7942891848.10281,8121386877.60282,8559668134.83464,8890175221.89132,8972252035.23448,9172107215.4607,9269570961.68438,9457426061.9256,9682521831.73164,9943191614.40451,9788113363.18145,10559740330.5344,10973105692.7893
231,"ETH","Ethiopia",36730641303.1292,34108999236.3378,31150903048.923,35245014518.8282,36369317998.9629,38597852110.458,43394088288.0723,44754018593.8074,43206362362.9037,45436737792.0504,48196209693.7879,52197124695.351,52987767961.0667,51842511686.7387,58878890054.1649,65837648261.6517,72970977757.3938,81330654830.8309,90105030164.1105,98036573378.2232,110340691113.094,122674900424.815,133283594734.983,147388024659.877,162506340914.728,179394752299.826,196317925147.112,215094143811.298,229755278555.775,248972206952.337,264058754731.249,278955710491.38,293788053498.942
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",6157497944.79798,5991245270.66525,6356711346.60123,6492111359.21756,6823209013.12245,6993789138.72717,7329491047.47403,7168242290.70123,7261429472.84769,7900435173.45916,7766127900.64889,7921450470.05882,8174936814.89547,8256686129.47875,8694290469.95165,8755150538.22995,8917338289.91953,8841482567.41497,8932796888.3565,8808984955.13736,9069261604.27571,9314598102.3465,9446056364.96989,9893253406.39562,10447623286.2632,10917891748.4898,11184905364.1921,11783674123.9893,12232909168.4617,12161720156.0989,10094199161.6226,9578223330.99145,11122697573.7679
246,"FIN","Finland",164249961948.473,154581670334.278,149488729772.794,148499117326,154384215194.363,160894392943.522,166794679668.802,177359113841.075,187037920817.751,195229388190.213,206500688395.91,211890395854.072,215507680547.431,219825989406.17,228601643583.116,234956427642.283,244419085501.301,257371675330.3,259389456552.985,238445191238.656,246041956444.155,252310280856.259,248784129304.398,246540851975.183,245641204296.279,246976655331.328,253920299689.414,262026475788.422,265012838732.94,268258580618.648,261941184514.967,269921176264.207,275545726817.77
250,"FRA","France",1964407999761.79,1984998449952.7,2016745377298.02,2004066777707.34,2051329529863.81,2094544791698.16,2124140577072.54,2173766799653.82,2251775886794.82,2328817556993.87,2420192654831.56,2468202534897.63,2496229751724.52,2516777735437.39,2587996327114.77,2631040399116.79,2695483092567.33,2760841448046.81,2767880101784.03,2688350220063.27,2740757930694.59,2800854547180.79,2809624996095.14,2825817614408.69,2852837603528.6,2884587185274.82,2916186811083.79,2983008898740.32,3038643985600.27,3094645337796.63,2853739994865.15,3048267725339.05,3126376341360.79
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",17260994662.4262,18316073562.3695,17750080211.6484,18450596891.1479,19135622320.4339,20087399043.2221,20815577105.4381,22010051395.1041,22775524355.0805,20741072673.195,20350525244.2551,20785056460.8177,20733294776.1298,21199240332.0075,21345418222.1641,21916665016.0918,21301556639.4609,22581377173.34,21834287970.0189,21862744842.0343,23412788815.2024,25073166048.5972,26389777283.4625,27877817392.1412,29080735299.5598,30208747765.1789,30840546266.5375,30986311650.7557,31245951093.8624,32471045092.2846,31874304868.664,32342206058.6148,33324420053.1016
270,"GMB","Gambia",2164645785.65701,2231902179.27492,2307311208.03703,2376809760.64542,2380478270.48418,2401470476.234,2454868268.26543,2575156791.56203,2665287245.84253,2835865604.25871,2991838218.62775,3165364842.58532,3062490480.46268,3272883564.88624,3503621856.23188,3421226152.31383,3402218470.62299,3505756467.50142,3725073280.35841,3973376395.49199,4208136815.92033,3865996599.26781,4068635488.07832,4185517978.572,4126611731.21192,4294072680.869,4377521956.89627,4588632823.22907,4920615375.75472,5226778680.23079,5257694411.68966,5481960951.07344,5751877770.50148
268,"GEO","Georgia",53472492794.3214,42189796425.5254,23246578059.7522,16435330229.6694,14726056876.5503,15108933872.9646,16801134770.0551,18568453062.2446,19144985466.0236,19694304310.1334,20056352793.9576,21020151455.65,22170760241.6965,24622563246.7567,26049316774.3073,28547335298.9225,31236428810.0816,35165644643.5772,36016150958.6461,34701376458.6494,36870034735.7159,39598417257.174,42120443741.462,43645753624.9421,45580100614.0709,46957625778.7306,48322420424.5406,50662483514.4009,53116027002.7883,55762453626.5218,51992666508.5875,57433978362.1227,63239818383.1538
276,"DEU","Germany",2915150994424.49,3064064530978.03,3122988837727.55,3092481926945.04,3166450756937.7,3215345395334.72,3241255384570.8,3299343893679.88,3365790462050.97,3429311717966.11,3529190523385.25,3588532749669.38,3581428393772.84,3556354215986.8,3598144512296.86,3624472393448.37,3762798276996.62,3874796279393.35,3911989640347.39,3689247352728.98,3843453557160.8,3994316515792.48,4011032634316.5,4028584564290.57,4117597889907.18,4179029631006.81,4272221986254.43,4386727409191.68,4429771408867.22,4476576546258.33,4311086970108.54,4424338675870.75,4503322333134.86
288,"GHA","Ghana",35522479053.3971,37398714729.3857,38849567604.4126,40733771848.3732,42077986213.2489,43808409301.1618,45824674322.1543,47747641452.5175,49991967191.0622,52191612160.4505,54122701852.9985,56287609996.4384,58820552198.0516,61879220990.641,65344457360.4082,69199782839.8838,73628508465.3029,76829006537.5581,83858706162.0519,87921230323.8383,94866754253.9793,108192804460.669,118246933931.97,126893770557.322,130518161396.717,133286137492.55,137782499689.919,148982694254.14,158219737029.55,168516321194.958,169382396791.388,178455327397.315,184236755816.28
300,"GRC","Greece",247403159125.764,255072655602.204,256858164725.455,252748433618.232,257803402949.471,263216551884.793,270750148628.017,282891124139.561,293909464758.277,302940117246.718,314814675253.477,327821596950.357,340681617449.252,360422520994.211,378663476683.12,380932209324.767,402464149600.492,415639807238.598,414246697563.199,396431050353.086,374713694216.342,336682821679.694,312823130975.425,304952509690.634,306403156419.925,305802337733.101,304312550410.314,307636097252.196,312768785993.502,318662418917.774,289969915647.696,314427212160.268,333021520333.02
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",849027655.351087,860791322.49132,853464707.85481,836746908.17528,850917686.013259,869037766.680451,907607702.536706,953128717.931638,1065154730.31057,1138632964.08696,1194288798.382,1170117586.90523,1210338314.04322,1324884410.50664,1316306442.20306,1491061764.47811,1431488952.66234,1519145476.49628,1533540027.42044,1432122710.82299,1424802470.19097,1435698982.62757,1419118982.85462,1452483861.11625,1559127026.70391,1659616242.71909,1721679317.38406,1798099078.35128,1876522097.87231,1889216990.14697,1629324545.19341,1705698777.55714,1804629321.83165
320,"GTM","Guatemala",50328329214.474,52169464688.8926,54693600165.1482,56841490009.1263,59134328778.8048,62060619128.4742,63896235639.0566,66684724834.9537,70014645109.9801,72708152048.7023,75332093803.0512,77089271289.1994,80048949726.1641,82098505158.4365,84674687973.9829,87448653551.4229,92128378862.436,97967216348.5439,101193790131.394,101676381400.524,104608906608.961,108964724071.413,112206107054.982,116351919840.696,121522573075.635,126495484346.146,129882783658.342,133882980507.73,138444204157.747,144006750976.874,141426354928.774,152743868921.169,159033867811.592
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",9576957950.82445,9827244372.95535,10148688357.4963,10660602867.3445,11083839366.4703,11594546462.7203,12111845858.9488,12739433682.8792,13203674091.8873,13706998680.9841,14050093159.1415,14564094246.3596,15316272836.3856,15507512012.0359,15870405985.3779,16346085309.3816,16540538686.3085,17668185133.1037,18398414079.6214,18191865746.9088,19067505766.8914,20137595503.1023,21328791923.2602,22170359311.8274,22989898419.9392,23869471373.5037,26452297884.6273,29176885980.0038,31032095919.6998,32775142205.4232,34387766505.871,35728889399.6,37408147201.3812
624,"GNB","Guinea-Bissau",1945323523.22207,2044535023.34963,2067024908.01744,2110432431.07925,2177966269.30536,2273796785.32975,2537557212.34344,2702498431.14576,1943096919.8076,1963024105.60544,2069557175.82522,2114857853.88112,2094022749.61917,2105927482.04036,2164080605.4475,2256402425.0323,2308510834.8939,2383836515.13534,2460204322.38494,2543087989.91513,2660349037.09413,2875432396.89844,2826185354.72066,2918203244.22682,2946351087.35449,3127082706.78979,3322925818.84943,3519615667.21345,3564798265.34134,3725214186.97916,3635809046.52082,3773969878.64024,3906060695.97682
328,"GUY","Guyana",3599894765.41201,3817971573.1125,4114165446.71759,4450502812.14496,4830238545.12184,5073269416.1494,5476874254.46609,5815381538.02574,5717735205.39978,5886988847.17961,5806701863.53504,5939066890.2006,6006334363.08992,5968360792.34229,6061667286.74211,5943406728.42674,6248280275.54174,6697608871.12916,6815166875.70006,7061297204.80957,7353524865.93003,7735632516.52885,8143790063.68535,8441323821.95855,8583646882.55661,8642661275.4736,8971766802.20281,9306806134.43556,9720122659.60009,10240404610.916,14692887062.1954,17640281815.3745,27836403513.2809
332,"HTI","Haiti",25019940444.7154,25490451614.6872,24136925732.302,22827184698.6609,20099192477.0773,22088551755.9401,23003188615.7169,23625359062.7293,24140826674.766,24795102949.4335,25010835038.5289,24925110930.8507,25187278266.1681,26063991943.0699,25720505863.4137,26510684396.8885,26979592286.9866,28249394875.6859,29000272918.3738,30708498889.3487,28973004532.5506,30450110173.7619,30603098958.1924,31926616920.551,32848904255.1722,33308788915.456,33912500081.8754,34763795853.9554,35343590249.5281,34734585907.8744,33586432269.8013,32982467647.328,32427707826.815
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",19771799006.9979,19115512017.1726,20276528553.1976,21593634710.4162,21639392377.8517,22978720276.5293,23408600728.1,24484947633.3436,25364014311.5304,25177423664.9346,27013182175.2807,27748803335.1589,28790587164.8006,30099706118.4787,31975610994.0599,33910327064.1473,36137300831.6536,38373595236.3599,39997412334.6285,39024824105.0691,40480895061.5572,42033616973.3577,43769053767.6593,44990893058.8619,46366750814.2298,48147271125.4224,50021631004.0765,52444135530.2339,54460609798.3686,55905485859.0894,50893693122.0963,57272757483.9932,59562493585.6883
344,"HKG","Hong Kong",164276497261.616,173643465031.106,184469961985.629,195909355659.814,207734739240.759,212665849541.361,221722256071.033,233029571976.56,219321420579.405,224819021897.167,242047953766.724,243405359365.649,247437844189.716,255000266464.271,277185451523.41,297664334598.261,318597962517.024,339194799885.859,346412361053.529,337893888185.631,360761500916.675,378131201923.921,384560642164.156,396487994128.189,407440515933.653,417169572345.071,426244758439.969,442425449123.253,455020950081.498,447411035683.314,418128882201.801,445063590030.015,429591711531.764
348,"HUN","Hungary",NA,170403225449.183,165181763305.093,164230137096.895,169070253065.162,171588597557.282,171730009378.847,177127693416.727,184035681432.845,189687466653.577,198183937667.142,206258125754.449,216037414521.872,224839318333.975,236091673382.28,246230105251.626,255946509884.272,256656435814.409,259233120210.27,242129263152.418,244735189135.841,249303997362.225,246187133909.65,250624711407.754,261231675020.569,270916358651.763,276879232833.969,288707447254.494,304188946322.631,318985383333.043,304517639122.721,326442910193.308,341387159012.389
352,"ISL","Iceland",NA,NA,NA,NA,NA,9004625965.77552,9415878362.16063,9959326367.62734,10692611744.3739,11124050451.2721,11678589124.047,12147309012.9683,12215275524.8462,12477010813.9395,13450517044.2415,14274285751.1382,15175991395.1664,16459100235.8284,16822763466.1092,15533498911.2936,15093469850.6493,15372061971.1062,15535564849.5489,16242815274.836,16516866493.4188,17249664316.7094,18337029182.1567,19106258173.1223,20040396188.0518,20402157612.7481,18924659466.183,19744741040.2714,21017203972.2566
356,"IND","India",1583371286866.3,1600104852332.85,1687828937099.71,1768013912871.85,1885744616830,2028580188961.13,2181728301661.9,2270084389293.16,2410475847412.53,2623700648732.91,2724476758631.99,2855904598336.36,2964542504459.12,3197566854313.91,3450908049335.18,3724338354435.93,4024547309301.9,4332860435872.94,4466602754869.29,4817762098070.4,5227155513074.6,5501127199128.23,5801290084908.24,6171766642358.14,6629108597811.81,7159188945023.47,7750273455775.05,8276934253114.33,8811115285731.86,9152232057791.67,8618560535655.37,9398564215779.03,10056741113685.6
360,"IDN","Indonesia",823312134708.355,879098261926.202,936217728784.172,997038253342.028,1072214649455.24,1160350772973.99,1251069167151.14,1309867902385.79,1137925138526.78,1146927561091.29,1203357174106.19,1247201088984.9,1303318595058.28,1365622034733.52,1434324757866.34,1515974717436.42,1599367755718.47,1700847995305.04,1803131952430.77,1886596607760.4,2004015629604,2127659069439.35,2255957989050.89,2381327523213.48,2500552696432.02,2622487705196.92,2754479325709.95,2894125530220.37,3043876022674.53,3196656916889.19,3130629590127.38,3246558536869.58,3418905181206.39
364,"IRN","Iran",526817288332.107,593808156736.696,613391842382.865,604368777950.639,594104866886.577,608369589427.315,647004258493.973,655741399305.369,669380897659.037,682786563677.761,722699039858.494,739987249080.441,799769555625.583,868864034026.041,906543764989.163,935460735057.847,982231856565.379,1062340462263.36,1065005412933.37,1075734122589.15,1138104523307.17,1168215558606.58,1124440519320,1107326768444.01,1162524517108.68,1145959880347.85,1246977236689.01,1281375169176.87,1252494720571.44,1219200822468.61,1259803726754.55,1319263662511.42,1355532412428.4
368,"IRQ","Iraq",131545608736.111,47294451990.0159,62708759666.7392,81703136045.814,84852409936.6046,86651299268.4474,96200953218.779,116632050218.739,157286594920.793,184941142437.504,216236264275.536,220045223016.119,202004881798.637,127953623818.28,196257563934.086,199538773778.898,210805327175.454,214780213696.352,232452559717.129,240307826962.624,255693691410.824,274989542194.448,313313267727.502,337214593387.241,337878962485.983,353836526432.467,402621288208.154,395294585902.049,405706056270.421,428075838564.981,376549235595.297,382511491200.302,409320747067.01
372,"IRL","Ireland",94109943097.0811,95925925544.257,99132992154.7833,101802256516.633,107661818342.355,118034412332.772,126744908548.597,140714434504.299,153049633940.74,169165586313.089,185073113907.989,194892761887.418,206390198753.211,212610465154.204,227042761618.001,240074521565.029,252049086927.887,265433191231.986,253530979827.462,240611591878.012,244661016487.314,246701073804.547,246687401604.713,249464336142.56,271041381216.392,337095372914.354,343859711086.748,374825455529.611,406788851395.719,428921977882.827,455448820761.833,517336331977.218,579259319641.373
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",NA,NA,NA,NA,NA,149112952304.407,157952802233.173,163939927937.699,170686965951.393,176371682599.988,191666026921.289,192306326850.683,192086672779.729,194764193813.821,204082623224.858,212519555234.376,224383816351.744,237921371210.296,245656583658.576,247826027047.001,261874082856.269,276437264807.618,283590504316.228,296112447535.968,307717470100.306,315366791867.847,329626669996.251,343723470819.241,357714122484.264,372581215020.769,365661304061.927,397152020275.83,422826581615.058
380,"ITA","Italy",2075111958974.29,2107036468228.05,2124614956279.92,2106496117473.54,2151807346894.48,2213926512372.78,2241972196957.13,2283005046386.13,2324341481904.68,2362128942879.25,2451581706371.57,2499421174463.09,2505768279550.37,2509241948206.38,2544963369995.62,2565777326796.92,2611721153731.97,2650559353331.67,2625060632005.45,2486432828349.62,2529032778541.47,2546921470741.52,2471000141707.7,2425507411807.47,2425397110830.38,2444274082066.12,2475889856374.81,2517184209191.25,2540488576005.39,2552764174037.99,2323548259884.7,2485889149370.17,2577237701677.56
388,"JAM","Jamaica",20792726120.9932,21798727854.035,22225011242.2142,24317963346.4402,24654375571.608,25233742806.3856,25205044166.3438,24917590751.8173,24335876253.9963,24590836870.7246,24806917426.7813,25140552993.1629,25642682981.3849,26582825178.7948,26934708707.9167,27175450578.4008,27963300954.9842,28363722571.79,28133483825.258,26910999029.8941,26518866158.4881,26977742324.8965,26812197175.2479,26951000169.7492,27136914194.4561,27386977364.9835,27763609394.364,28040446746.5718,28570389789.9526,28825320993.5128,25971614215.155,27166308469.0522,28307293424.7524
392,"JPN","Japan",4055806495896.01,4198707047520.24,4236520018157.5,4217065082955.44,4262752056513.44,4374905046770.48,4512008926993.96,4556282054981.99,4498402214615.76,4483380702001.18,4607330376800.63,4625119437239.31,4627060252951.37,4698091434761.48,4800797148955.08,4887398770601.17,4954470993866.83,5027993827924.14,4966436652531.57,4683685675291.75,4875619269863.28,4876780131592.51,4943823715180.79,5042952333233.2,5057889836119.82,5136824615194.47,5175547373033.96,5262254961496.86,5296111837550.73,5274812506894.3,5049124184458.25,5157301032356.77,5210350313212.83
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",28288911271.1852,28743947197.5086,32868639251.0662,34343451735.0398,36050828435.902,38286295043.1398,39085337977.2255,40378466762.5829,41594735911.2342,43004602293.6496,44830453819.7202,47192999716.7603,49922552175.2696,52000162831.9974,56455128188.1954,61054298731.605,65995408034.1829,71391304755.6042,76546032795.543,80391483555.3654,82252413127.1775,84503809635.3083,86556709695.8354,88815794268.8492,91821390111.4515,94113737553.8562,95990535684.7168,98364955803.8995,100252650754.252,102008315009.56,100369412413.581,102600623726.894,105169534433.997
398,"KAZ","Kazakhstan",220299761047.029,196066787328.127,185675247601.825,168593124818.682,147350391094.366,135267659022.886,135943997320.805,138255045274.572,135628199415.151,139290160796.433,152940596557.466,173587577090.332,190599159644.505,208324881492.087,228324070118.178,250471504917.876,277271955944.089,301949160023.096,311913482304.495,315656444090.368,338699364509.476,363763117485.494,381223747124.771,404097171949.419,421069253173.842,426122084210.952,430809427136.853,448472613650.923,466859990810.033,487868690396.88,475671973135.556,496125867981.141,512001895754.98
404,"KEN","Kenya",84666479254.1433,85884276842.1538,85197637237.378,85498552954.4709,87749545619.6308,91615980599.18,95415148059.1265,95868276430.4644,99022547617.0948,101305402136.56,101912925963.812,105765139274.572,106343526018.299,109462023913.23,115049293754.964,121844871364.238,129731273718.319,138618812707.925,138940800290.91,143535488936.831,155102258423.612,163045209671.545,170494222928.146,176969335033.056,185853392091.792,195086070317.093,203306055187.482,211108856550.069,223032171628.642,234438391189.46,233798922199.706,251545404778.045,263736892044.107
296,"KIR","Kiribati",153649034.645784,153649034.645784,154996833.195308,156344631.744833,159040228.843881,159040228.843881,161735825.94293,164431423.041979,175213811.438174,172518214.339126,183300602.735321,180605005.636272,187445352.834818,191206115.127556,188090678.780331,197404236.317254,197306925.261979,201322017.141012,197111494.472298,198693944.749294,196468055.444755,199930954.258048,210199696.627019,218947313.552998,216547019.11615,237909760.905967,236772084.150313,237212544.716298,249342731.662017,243951537.46392,239908141.815347,258777321.508688,262820717.157262
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12288387592.4733,12907093632.2606,13544694254.3538,14400703520.4417,14647271671.1688,15429569001.2151,15946275073.1071,16889699832.0987,17830752781.5528,18691209711.5713,19327950257.4467,20247348113.4066,19166083982.736,21225596927.7227,21970977635.37
414,"KWT","Kuwait",NA,NA,67170317204.9177,90001822081.6509,97594524875.7269,102335951140.222,102955213773.795,105501631080.532,109365158549.586,107408605884.109,112450990823.615,112690885419.638,116087707792.595,136201087746.964,150148485091.357,166077805417.527,178558175498.435,189256623413.761,193949727672.545,180225735495.181,175953909551.364,192895468050.998,205676371273.265,208040210707.249,209082236236.316,210322134913.322,216475883430.819,206275309887.727,211296012291.938,210129744234.565,191522169361.506,194027387563.941,209894473593.582
417,"KGZ","Kyrgyzstan",22651204110.6991,20851809393.0648,17966369827.0813,15188889745.9662,12138177115.041,11479824005.1521,12293112413.2346,13512005720.466,13798708222.6922,14303159933.9117,15081729078.291,15884321603.7424,15881569708.2519,16998090623.644,18192514565.9742,18160583898.9833,18724088428.9303,20323663854.199,22031180060.5334,22667064815.5119,22560174508.3854,23903920386.6097,23882849032.7395,26489774123.7282,27555732866.3458,28623744973.2215,29864829313.3557,31280403475.28,32455892924.5573,33949067064.7258,31097900737.6667,33015906813.7121,35334352735.8177
418,"LAO","Laos",8366077048.57963,8725530873.10541,9210657979.13219,9755243341.35711,10551175453.2735,11293055433.9466,12075474872.8747,12905312527.8019,13417344751.8632,14397666418.4512,15232555754.1036,16108642928.032,17062072213.5544,18097228527.8197,19247795207.9614,20615845411.9041,22392780009.1365,24093921170.1042,25979247073.3644,27928151712.7976,30309558822.0562,32746038984.8469,35374268307.0201,38213513284.2258,41122311944.8449,44111931099.5629,47209839789.6086,50463792572.0591,53616750150.2587,56543010338.6593,56827439678.1382,58264236818.1,59841698221.7044
428,"LVA","Latvia",NA,NA,NA,NA,NA,23854415374.9008,24471771301.8912,26634320388.5399,28321854357.5826,29102454005.0055,30754234009.7331,32698980506.5237,35016726314.3241,37966136921.0718,41111307125.7726,45518589699.1828,50968000468.1504,56035199129.8609,54214547862.7269,46483477416.689,44412374815.6104,45555421597.0899,48763546980.9853,49742702853.2751,50688894959.1365,52658290346.9335,53905562377.4217,55691171159.2716,57914281683.9174,59402507231.8887,58093878707.0164,60454823292.8474,61649523023.373
422,"LBN","Lebanon",21044007195.027,31449717228.1213,36619530470.0732,40561868201.2118,43849505769.783,46677300133.4206,51945270221.0925,52493275507.8837,54417533993.0508,54131523795.9202,54857899350.8854,56964261258.9542,58914233269.8313,60815453471.5928,64877588004.6349,66620056840.0353,67652344615.1679,73951199051.3474,80657928150.0113,88910972843.6004,96001743454.8895,96834404858.6501,99318005286.0252,103119772889.556,105681330028.789,106169916790.577,107820380605.131,108794029331.901,106743581998.554,99362343650.8379,78098901778.5026,72631011301.375,NA
